t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
1.24,APPROACH,FLY_TO_FIX,240.89,150.8,-90.09,1235.68,-4.6,3.82,5.17,267.09,-4.202,0,0,0,1,0.6,0.9,0.75,0.35,0.0168,0.4,255.64,0.528,1,0,-1.08,11.45,0,-0.02,90,0.7402,-0.246,0.6257,5.42,255.64,0,0,54.298,0,0,0,0,0,267.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.11,3857.9,6,0,0.94,0.5,1,1.89,0.94,0.02,1.28,FLYING
2,APPROACH,FLY_TO_FIX,240.53,151.6,-88.93,1232.1,-4.53,3.61,4.79,266.58,-4.14,0,0,0,1,0.6,1.398,0.75,0.35,0.0168,0.4,255.55,0.546,0,1,-0.97,11.03,0,5.44,255.64,0.7438,-0.2477,0.6208,5.09,255.55,0,0,54.108,0,0,0,0,0,267.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.71,3853.96,6,0,0.72,0.5,2,1.32,0.94,0.72,2.04,FLYING
2.78,APPROACH,FLY_TO_FIX,240.22,152.4,-87.82,1228.84,-4.27,3.84,5.09,264.76,-4.204,0,0,0,1,0.6,2.014,0.75,0.35,0.0168,0.4,255.46,0.562,0,1,-1.04,9.31,0,5.11,255.55,0.7387,-0.249,0.6263,5.53,255.46,0,0,53.913,0,0,0,0,0,267.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.66,3850.89,6,0,0.78,0.5,3,1.28,0.78,0.72,2.82,FLYING
3.54,APPROACH,FLY_TO_FIX,239.8,153.2,-86.6,1226.1,-3.68,4,5.38,263.11,-4.293,0,0,0,1,0.6,2.579,0.75,0.35,0.0168,0.4,255.37,0.577,0,1,-0.94,7.75,0,5.55,255.46,0.7358,-0.2504,0.6292,5.78,255.37,0,0,53.723,0,0,0,0,0,267.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.9,3846.44,6,0,0.76,0.5,4,1.32,0.78,0.76,3.58,FLYING
4.3,APPROACH,FLY_TO_FIX,239.1,154,-85.1,1224.55,-2.25,4.76,6.1,261.84,-4.38,0,0,0,1,0.6,3.098,0.75,0.35,0.0168,0.4,255.28,0.586,0,1,-0.71,6.56,0,5.8,255.37,0.728,-0.2514,0.6378,6.46,255.28,0,0,53.534,0,0,0,0,0,267.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.44,3838.76,6,0,0.76,0.5,5,1.32,0.76,0.76,4.34,FLYING
5.06,APPROACH,FLY_TO_FIX,237.98,154.8,-83.18,1224.53,0.17,5.8,6.6,260.92,-4.404,0,0,-20,1,0.6,3.573,0.75,0.35,0.0168,0.4,255.19,0.588,0,1,-0.22,5.73,0,6.48,255.28,0.7215,-0.2525,0.6447,7.02,255.19,0,0,53.345,0,0,0,0,0,267.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.51,3825.86,6,0,0.76,0.5,6,1.32,0.76,0.76,5.1,FLYING
5.82,APPROACH,FLY_TO_FIX,236.57,155.6,-80.97,1226.52,3.08,6.84,6.92,260.42,-4.346,0,0,-19.9,1,0.6,4.007,0.75,0.35,0.0168,0.4,255.11,0.581,0,1,0.43,5.32,0,7.03,255.19,0.7171,-0.2537,0.6492,7.39,255.11,0,0,53.158,0,0,0,0,0,267.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.99,3810.15,6,0,0.76,0.5,7,1.32,0.76,0.76,5.86,FLYING
6.58,APPROACH,FLY_TO_FIX,234.9,156.4,-78.5,1230.59,6.07,7.71,6.8,260.04,-3.81,0,0,-19.8,1,0.6,4.403,0.76,0.35,0.0168,0.4,255.02,0.563,0,1,1.16,5.02,0,7.41,255.11,0.7166,-0.255,0.6492,7.43,255.02,0,0,52.971,0,0,0,0,0,267.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.08,3790.93,6,0,0.76,0.5,8,1.32,0.76,0.76,6.62,FLYING
7.34,APPROACH,FLY_TO_FIX,233.23,157.2,-76.03,1236.5,8.59,8.25,6.42,259.95,-1.445,0.0743,0,-20,1,0.6,4.5,0.818,0.35,0.0168,0.4,254.94,0.535,0,1,1.85,5,0,7.45,255.02,0.7203,-0.2566,0.6444,7.09,254.94,0,0,52.786,0,0,0,0,0,267.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.09,3770.9,6,0,0.76,0.5,9,1.32,0.76,0.76,7.38,FLYING
8.12,APPROACH,FLY_TO_FIX,231.61,158,-73.61,1243.96,10.42,8.4,5.96,259.88,-0.666,0.1461,0,-20,1,0.6,4.5,0.884,0.35,0.0168,0.4,254.86,0.499,0,1,2.39,5.02,0,7.11,254.94,0.7257,-0.2583,0.6377,6.61,254.86,0,0,52.597,0,0,0,0,0,267.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.9,3751.87,6,0,0.78,0.5,10,1.28,0.78,0.76,8.16,FLYING
