t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
1,APPROACH,FLY_TO_FIX,184.25,80.4,-103.85,1101.57,28.49,7.67,-0.65,90.45,-0.014,0,-20,213.27,2.006,0,0,0,0,0,0,0,0,90.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,FLYING
1.74,APPROACH,FLY_TO_FIX,184.9,80.8,-104.1,1122.14,28.63,7.59,-0.69,90.8,-9.677,0,-20,213.64,1.904,0,0,0,0,0,0,0,0,90.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,FLYING
2.44,APPROACH,FLY_TO_FIX,184.9,81.2,-103.7,1142,28.09,7.07,-0.88,91.34,-27.138,0,-20,214,1.804,0,0,0,0,0,0,0,0,90.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,FLYING
3.28,APPROACH,FLY_TO_FIX,184.49,81.6,-102.89,1164.81,25.51,8.21,1.56,94.58,-49.368,0,-20,214.4,1.697,0,0,0,0,0,0,0,0,90.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,FLYING
4.44,APPROACH,FLY_TO_FIX,179.75,82,-97.75,1200.61,33.59,12.26,8.56,112.79,-69.339,0,-20,214.99,1.526,0,0,0,0,0,0,0,0,90.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51,FLYING
5.63,APPROACH,FLY_TO_FIX,171.22,82.4,-88.82,1242.41,35.56,13.38,10.03,130.23,-72.177,0.2,-20,215.64,1.319,0,0,0,0,0,0,0,0,90.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,FLYING
6.82,APPROACH,FLY_TO_FIX,161.42,82.8,-78.62,1283.89,33.64,12.99,11.03,148.15,-74.7,0.4,-20,216.28,1.11,0,0,0,0,0,0,0,0,90.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89,FLYING
8.08,APPROACH,FLY_TO_FIX,152,83.2,-68.8,1322.81,28.27,11.39,11.2,165.55,-76.952,0.6,-20,216.88,0.911,0,0,0,0,0,0,0,0,90.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8.11,FLYING
9.34,APPROACH,FLY_TO_FIX,143.8,83.6,-60.2,1353.65,21.37,9.32,9.07,178.9,-77.128,0.8,-20,217.42,0.747,0,0,0,0,0,0,0,0,90.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9.41,FLYING
10.53,APPROACH,FLY_TO_FIX,139.45,84,-55.45,1375.4,16.12,7.89,6.16,186.87,-72.341,1,-20,217.8,0.634,0,0,0,0,0,0,0,0,90.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10.6,FLYING
11.72,APPROACH,FLY_TO_FIX,137.19,84,-53.19,1391.81,12.21,6.55,4.31,193.19,-65.798,1,-20,218.12,0.549,0,0,0,0,0,0,0,0,90.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.79,FLYING
12.91,APPROACH,FLY_TO_FIX,136.28,84,-52.28,1404.18,9.22,5.35,3.13,198.35,-58.283,0.804,-20,218.37,0.486,0,0,0,0,0,0,0,0,90.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12.98,FLYING
14.13,APPROACH,FLY_TO_FIX,136.27,84,-52.27,1413.75,6.95,4.31,2.3,202.65,-49.987,0.604,-20,218.57,0.436,0,0,0,0,0,0,0,0,90.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14.2,FLYING
15.32,APPROACH,FLY_TO_FIX,136.82,84,-52.82,1420.81,5.35,3.47,1.73,206.04,-42.049,0.404,-20,218.73,0.4,0,0,0,0,0,0,0,0,90.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15.39,FLYING
16.55,APPROACH,FLY_TO_FIX,137.69,84,-53.69,1426.43,4.15,2.75,1.31,208.93,-35.375,0.204,-20,218.86,0.371,0,0,0,0,0,0,0,0,90.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16.62,FLYING
17.74,APPROACH,FLY_TO_FIX,138.49,84,-54.49,1430.7,3.28,2.26,1.07,211.18,-28.568,0.004,-20,218.96,0.349,0,0,0,0,0,0,0,0,90.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17.81,FLYING
