t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_auth_reason,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_theta_cmd_raw,flare_theta_cmd_clamped,flare_theta_clamp_active,flare_aoa_clamp_active,flare_pitch_in_cmd,elev_defl_avg_deg,elev_defl_max_deg,elev_defl_n,flare_ctrl_h_m,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
27.92,APPROACH,ILS_TRACK,152.37,152,-0.37,681.28,602.7,0.27,9.57,9.47,269.99,0.046,0.2698,0,17.04,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.785,0,0.375,0,270,0,0,1,0.1,0,0,0,270,0.6481,0.0001,-0.7616,0,270,0.35,-317.09,17.632,0.005,0,0,3,742.87,8.717,0,998.36,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,602.7,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.61,1077.72,2,0,0.08,0.08,277,10,0.12,0.08,27.92,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
28.22,APPROACH,ILS_TRACK,152.36,152,-0.36,681.37,602.78,0.28,9.58,9.47,269.99,0.046,0.2698,0,16.93,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.788,0,0.365,0,270.01,0,0,1,0.1,0,0,0,270,0.648,0.0002,-0.7616,0,270.01,0.34,-314.47,17.584,0.01,0,0,3,742.87,8.727,0,995.83,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,602.78,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.2,1077.67,2,0,0.08,0.08,280,10,0.12,0.08,28.22,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
28.52,APPROACH,ILS_TRACK,152.35,152,-0.35,681.45,602.87,0.28,9.58,9.47,269.99,0.047,0.2743,0,16.823,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.793,0,0.348,0,270,0,0,1,0.11,0,0,0,270,0.648,0,-0.7617,0,270,0.32,-311.86,17.536,-0.001,0,0,3,742.87,8.665,0,993.3,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,602.87,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.88,1077.59,2,0,0.08,0.08,283,10,0.12,0.08,28.52,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
28.82,APPROACH,ILS_TRACK,152.33,152,-0.33,681.53,602.95,0.28,9.58,9.49,269.99,0.045,0.2748,0,16.722,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.797,0,0.332,0,270,0,0,1,0.1,0,0,0,270,0.6479,0,-0.7617,0,270,0.31,-309.24,17.487,-0.001,0,0,3,742.87,8.718,0,990.76,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,602.95,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.97,1077.52,2,0,0.08,0.08,286,10,0.12,0.08,28.82,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
29.12,APPROACH,ILS_TRACK,152.32,152,-0.32,681.62,603.03,0.27,9.57,9.48,269.99,0.043,0.274,0,16.626,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.801,0,0.317,0,270,0,0,1,0.11,0,0,0,270,0.6478,-0.0001,-0.7618,0,270,0.29,-306.63,17.439,-0.004,0,0,3,742.87,8.701,0,988.23,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,603.03,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.06,1077.45,2,0,0.08,0.08,289,10,0.12,0.08,29.12,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
29.42,APPROACH,ILS_TRACK,152.3,152,-0.3,681.7,603.12,0.3,9.58,9.48,269.99,0.041,0.2724,0,16.533,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.805,0,0.304,0,270,0,0,1,0.1,0,0,0,270,0.6478,0,-0.7618,0,270,0.28,-304.01,17.391,0.002,0,0,3,742.87,8.745,0,985.7,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,603.12,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.18,1077.39,2,0,0.08,0.08,292,10,0.12,0.08,29.42,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
29.72,APPROACH,ILS_TRACK,152.29,152,-0.29,681.79,603.2,0.28,9.59,9.49,269.99,0.04,0.2716,0,16.445,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.809,0,0.291,0,269.99,0,0,1,0.11,0,0,0,270.01,0.6477,-0.0001,-0.7619,0,269.99,0.27,-301.39,17.342,-0.007,0,0,3,742.87,8.723,0,983.17,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,603.2,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.08,1077.33,2,0,0.08,0.08,295,10,0.12,0.08,29.72,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
30.02,APPROACH,ILS_TRACK,152.28,152,-0.28,681.88,603.29,0.28,9.59,9.49,269.99,0.04,0.2706,0,16.36,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.812,0,0.278,0,270,0,0,1,0.11,0,0,0,270,0.6476,0.0001,-0.7619,0,270,0.26,-298.77,17.294,0.003,0,0,3,742.87,8.733,0,980.63,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,603.29,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.89,1077.27,2,0,0.08,0.08,298,10,0.12,0.08,30.02,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
30.32,APPROACH,ILS_TRACK,152.26,152,-0.26,681.97,603.38,0.3,9.6,9.48,269.99,0.038,0.2717,0,16.279,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.817,0,0.263,0,270.01,0,0,1,0.12,0,0,0,270,0.6476,0.0001,-0.762,0,270.01,0.25,-296.15,17.246,0.005,0,0,3,742.87,8.719,0,978.1,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,603.38,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.64,1077.2,2,0,0.08,0.08,301,10,0.12,0.08,30.32,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
30.62,APPROACH,ILS_TRACK,152.25,152,-0.25,682.06,603.47,0.3,9.59,9.49,269.99,0.038,0.2723,0,16.204,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.821,0,0.248,0,270,0,0,1,0.11,0,0,0,270,0.6475,0,-0.762,0,270,0.24,-293.53,17.197,-0.002,0,0,3,742.87,8.734,0,975.57,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,603.47,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.55,1077.12,2,0,0.08,0.08,304,10,0.12,0.08,30.62,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
30.92,APPROACH,ILS_TRACK,152.23,152,-0.23,682.15,603.56,0.3,9.6,9.49,269.99,0.037,0.2712,0,16.132,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.825,0,0.234,0,270,0,0,1,0.11,0,0,0,270,0.6475,0,-0.7621,0,270,0.23,-290.9,17.149,-0.001,0,0,3,742.87,8.744,0,973.04,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,603.56,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.47,1077.06,2,0,0.08,0.08,307,10,0.12,0.08,30.92,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
31.22,APPROACH,ILS_TRACK,152.22,152,-0.22,682.23,603.65,0.29,9.59,9.49,269.99,0.034,0.2719,0,16.065,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.829,0,0.219,0,270,0,0,1,0.11,0,0,0,269.99,0.6474,0,-0.7621,0,270,0.22,-288.29,17.101,-0.002,0,0,3,742.87,8.728,0,970.51,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,603.65,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.32,1076.99,2,0,0.08,0.08,310,10,0.12,0.08,31.22,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
31.52,APPROACH,ILS_TRACK,152.2,152,-0.2,682.33,603.74,0.3,9.6,9.49,269.99,0.032,0.2716,0,16.002,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.833,0,0.204,0,270,0,0,1,0.11,0,0,0,270,0.6473,0,-0.7622,0,270,0.21,-285.66,17.053,-0.001,0,0,3,742.87,8.748,0,967.98,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,603.74,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.25,1076.92,2,0,0.08,0.08,313,10,0.12,0.08,31.52,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
31.82,APPROACH,ILS_TRACK,152.19,152,-0.19,682.42,603.83,0.3,9.61,9.5,270,0.03,0.2714,0,15.944,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.837,0,0.19,0,270.01,0,0,1,0.11,0,0,0,269.99,0.6473,0.0001,-0.7623,0,270.01,0.2,-283.04,17.004,0.006,0,0,3,742.87,8.756,0,965.45,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,603.83,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.14,1076.85,2,0,0.08,0.08,316,10,0.12,0.08,31.82,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
32.12,APPROACH,ILS_TRACK,152.17,152,-0.17,682.51,603.92,0.31,9.61,9.5,270,0.03,0.2719,0,15.89,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.842,0,0.175,0,269.98,0,0,1,0.12,0,0,0,270,0.6472,-0.0003,-0.7623,0,269.98,0.2,-280.42,16.956,-0.016,0,0,3,742.87,8.751,0,962.92,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,603.92,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.05,1076.78,2,0,0.08,0.08,319,10,0.12,0.08,32.12,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
32.42,APPROACH,ILS_TRACK,152.16,152,-0.16,682.6,604.01,0.29,9.6,9.5,270,0.025,0.2732,0,15.84,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.846,0,0.159,0,270,0,0,1,0.11,0,0,0,270,0.6472,0,-0.7624,0,270,0.19,-277.8,16.908,0,0,0,3,742.87,8.731,0,960.38,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,604.01,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.02,1076.7,2,0,0.08,0.08,322,10,0.12,0.08,32.42,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
32.72,APPROACH,ILS_TRACK,152.14,152,-0.14,682.7,604.1,0.31,9.62,9.5,270,0.024,0.2751,0,15.796,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.851,0,0.141,0,270,0,0,1,0.12,0,0,0,270,0.6471,-0.0001,-0.7624,0,270,0.18,-275.17,16.859,-0.004,0,0,3,742.87,8.736,0,957.85,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,604.1,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.09,1076.62,2,0,0.08,0.08,325,10,0.12,0.08,32.72,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
33.02,APPROACH,ILS_TRACK,152.12,152,-0.12,682.79,604.2,0.32,9.61,9.49,270,0.023,0.2764,0,15.757,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.856,0,0.123,0,270,0,0,1,0.12,0,0,0,269.99,0.647,0,-0.7625,0,270,0.18,-272.55,16.811,-0.002,0,0,3,742.87,8.702,0,955.33,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,604.2,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.25,1076.54,2,0,0.08,0.08,328,10,0.12,0.08,33.02,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
33.32,APPROACH,ILS_TRACK,152.1,152,-0.1,682.88,604.29,0.31,9.6,9.48,270,0.021,0.2791,0,15.724,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.862,0,0.103,0,270,0,0,1,0.12,0,0,0,270,0.647,0,-0.7625,0,270,0.17,-269.93,16.763,-0.002,0,0,3,742.87,8.685,0,952.8,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,604.29,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.5,1076.45,2,0,0.08,0.08,331,10,0.12,0.08,33.32,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
33.62,APPROACH,ILS_TRACK,152.08,152,-0.08,682.98,604.39,0.32,9.62,9.5,270,0.021,0.2806,0,15.697,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.867,0,0.084,0,269.99,0,0,1,0.12,0,0,0,270,0.6469,-0.0002,-0.7626,0,269.99,0.17,-267.3,16.715,-0.011,0,0,3,742.87,8.707,0,950.27,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,604.39,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.88,1076.36,2,0,0.08,0.08,334,10,0.12,0.08,33.62,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
33.92,APPROACH,ILS_TRACK,152.07,152,-0.07,683.07,604.48,0.29,9.61,9.51,270,0.018,0.2784,0,15.675,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.871,0,0.069,0,269.99,0,0,1,0.11,0,0,0,270,0.6469,-0.0001,-0.7626,0,269.99,0.17,-264.68,16.666,-0.008,0,0,3,742.87,8.737,0,947.74,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,604.48,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.3,1076.29,2,0,0.08,0.08,337,10,0.12,0.08,33.92,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
34.22,APPROACH,ILS_TRACK,152.05,152,-0.05,683.17,604.57,0.29,9.64,9.54,270,0.015,0.2775,0,15.657,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.875,0,0.055,0,270,0,0,1,0.11,0,0,0,270,0.6468,-0.0001,-0.7627,0,270,0.16,-262.05,16.618,-0.005,0,0,3,742.87,8.782,0,945.21,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,604.57,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.58,1076.22,2,0,0.08,0.08,340,10,0.12,0.08,34.22,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
34.52,APPROACH,ILS_TRACK,152.04,152,-0.04,683.27,604.66,0.24,9.64,9.56,270,0.015,0.2799,0,15.644,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.881,0,0.036,0,270,0,0,1,0.1,0,0,0,269.99,0.6467,-0.0001,-0.7627,0,270,0.16,-259.43,16.57,-0.004,0,0,3,742.87,8.793,0,942.68,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,604.66,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.85,1076.14,2,0,0.08,0.08,343,10,0.12,0.08,34.52,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
34.82,APPROACH,ILS_TRACK,151.99,152,0.01,683.38,604.76,0.42,9.73,9.56,270,0.013,0.2982,0,15.639,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.891,0,-0.001,0,270,0,0,1,0.16,0,0,0,270,0.6467,-0.0001,-0.7628,0,270,0.15,-256.78,16.522,-0.005,0,0,3,742.87,8.621,0,940.15,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,604.76,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.27,1075.96,2,0,0.08,0.08,346,10,0.12,0.08,34.82,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
35.12,APPROACH,ILS_TRACK,151.97,152,0.03,683.47,604.87,0.26,9.62,9.54,270,0.012,0.2941,0,15.646,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.898,0,-0.027,0,270,0,0,1,0.1,0,0,0,270,0.6466,-0.0001,-0.7628,0,270,0.15,-254.18,16.473,-0.003,0,0,3,742.87,8.842,0,937.62,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,604.87,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.82,1075.86,2,0,0.08,0.08,349,10,0.12,0.08,35.12,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
35.42,APPROACH,ILS_TRACK,151.94,152,0.06,683.56,604.97,0.36,9.62,9.48,270,0.011,0.2993,0,15.659,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.906,0,-0.055,0,270.01,0,0,1,0.14,0,0,0,269.99,0.6465,0.0001,-0.7629,0,270.01,0.15,-251.55,16.425,0.005,0,0,3,742.87,8.651,0,935.1,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,604.97,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.96,1075.73,2,0,0.08,0.08,352,10,0.12,0.08,35.42,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
35.72,APPROACH,ILS_TRACK,151.94,152,0.06,683.67,605.07,0.34,9.65,9.52,270,0.01,0.287,0,15.677,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.908,0,-0.06,0,270,0,0,1,0.13,0,0,0,269.99,0.6465,-0.0001,-0.7629,0,270,0.14,-248.91,16.377,-0.004,0,0,3,742.87,8.756,0,932.57,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,605.07,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.11,1075.7,2,0,0.08,0.08,355,10,0.12,0.08,35.72,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
36.02,APPROACH,ILS_TRACK,151.94,152,0.06,683.77,605.17,0.34,9.63,9.52,270,0.01,0.2764,0,15.694,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.907,0,-0.058,0,269.99,0,0,1,0.13,0,0,0,269.99,0.6464,-0.0002,-0.763,0,269.99,0.14,-246.29,16.329,-0.01,0,0,3,742.87,8.754,0,930.04,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,605.17,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.52,1075.7,2,0,0.08,0.08,358,10,0.12,0.08,36.02,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
36.32,APPROACH,ILS_TRACK,151.95,152,0.05,683.87,605.27,0.33,9.63,9.52,270,0.009,0.2694,0,15.711,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.906,0,-0.054,0,270,0,0,1,0.13,0,0,0,270,0.6464,0,-0.763,0,270,0.14,-243.66,16.281,-0.001,0,0,3,742.87,8.763,0,927.52,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,605.27,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.11,1075.71,2,0,0.08,0.08,361,10,0.12,0.08,36.32,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
36.62,APPROACH,ILS_TRACK,151.95,152,0.05,683.97,605.37,0.33,9.63,9.52,270,0.006,0.2671,0,15.726,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.905,0,-0.051,0,270,0,0,1,0.13,0,0,0,270,0.6463,-0.0001,-0.7631,0,270,0.14,-241.03,16.232,-0.003,0,0,3,742.87,8.751,0,924.99,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,605.37,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.11,1075.72,2,0,0.08,0.08,364,10,0.12,0.08,36.62,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
