t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_auth_reason,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_theta_cmd_raw,flare_theta_cmd_clamped,flare_theta_clamp_active,flare_aoa_clamp_active,flare_pitch_in_cmd,elev_defl_avg_deg,elev_defl_max_deg,elev_defl_n,flare_ctrl_h_m,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.16,APPROACH,ILS_TRACK,154.25,152,-2.25,742.87,663.94,-12.29,10.69,15,269.81,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-4.57,0,0,0,90,0,0,0,0,0,7.12,-487.87,22.071,0,0,0,3,742.87,0,0,1230.97,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,663.94,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.76,1081.05,2,0,0.14,0.14,1,3.7,0.14,0.02,0.16,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
0.46,APPROACH,ILS_TRACK,154.36,152,-2.36,739.35,660.38,-11.68,10.97,15.07,269.79,0.051,0,0,0,1,0.6,2.105,0.75,0.35,0.0168,0.4,0.98,21.228,0.98,2.354,1,269.9,0,0,1,-4.36,0,0,0,269.92,0.6536,-0.0017,-0.7568,0,269.9,6.91,-488.76,22.025,-0.096,0,0,3,742.87,-3.217,0,1228.58,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,660.38,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.08,1081.79,2,0,0.08,0.08,4,10,0.14,0.08,0.46,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
0.76,APPROACH,ILS_TRACK,154.28,152,-2.28,735.69,656.96,-11,10.27,14.03,269.71,-0.184,0,0,0,1,0.6,3.744,0.75,0.35,0.0168,0.4,0.909,21.245,0.909,2.292,1,269.92,0,0,1,-4.11,0,0,0,269.91,0.6536,-0.0014,-0.7569,0,269.92,6.69,-489.82,21.976,-0.081,0,0,3,742.87,-3.849,0,1226.01,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,656.96,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.17,1081.71,2,0,0.08,0.08,7,10,0.12,0.08,0.76,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.12,APPROACH,ILS_TRACK,154.27,152,-2.27,731,653.01,-11.06,7.7,11.42,269.72,0.098,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0.865,21.256,0.865,2.252,1,269.95,0,0,1,-4.08,0,0,0,269.93,0.6535,-0.0009,-0.7569,0,269.95,6.41,-491.42,21.918,-0.052,0,0,3,742.87,-4.506,0,1222.94,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,653.01,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.42,1081.9,2,0,0.12,0.12,10,8.33,0.12,0.08,1.12,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.46,APPROACH,ILS_TRACK,154.56,152,-2.56,726.6,649.13,-11.79,5.74,9.76,269.74,0.055,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,1.188,21.176,1.188,2.538,1,269.95,0,0,1,-4.32,0,0,0,269.94,0.6534,-0.0009,-0.757,0,269.95,6.14,-492.92,21.862,-0.052,0,0,3,742.87,-4.367,0,1220.03,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,649.13,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.66,1083.41,2,0,0.1,0.1,13,8.82,0.12,0.1,1.46,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.74,APPROACH,ILS_TRACK,154.81,152,-2.81,723.07,645.7,-12.66,5.23,9.64,269.72,-0.062,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,1.478,21.103,1.478,2.796,1,269.96,0,0,1,-4.63,0,0,0,269.95,0.6534,-0.0007,-0.757,0,269.96,5.93,-494.06,21.816,-0.041,0,0,3,742.87,-3.921,0,1217.63,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,645.7,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.11,1084.76,2,0,0.08,0.08,16,10.71,0.1,0.08,1.74,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.04,APPROACH,ILS_TRACK,154.99,152,-2.99,719.47,641.77,-13.45,6.16,10.96,269.7,-0.136,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,1.686,21.051,1.686,2.982,1,269.96,0,0,1,-4.93,0,0,0,269.96,0.6533,-0.0006,-0.7571,0,269.96,5.7,-495.12,21.767,-0.035,0,0,3,742.87,-3.27,0,1215.06,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,641.77,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.06,1085.83,2,0,0.08,0.08,19,10,0.12,0.08,2.04,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.34,APPROACH,ILS_TRACK,154.98,152,-2.98,716.04,637.72,-13.48,8.33,13.19,269.69,-0.161,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,1.693,21.049,1.693,2.988,1,269.97,0,0,1,-4.99,0,0,0,269.97,0.6533,-0.0006,-0.7571,0,269.97,5.47,-495.99,21.718,-0.032,0,0,3,742.87,-2.852,0,1212.49,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,637.72,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.6,1086.12,2,0,0.08,0.08,22,10,0.12,0.08,2.34,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.64,APPROACH,ILS_TRACK,154.69,152,-2.69,712.57,633.77,-13.07,10.14,14.84,269.71,0.011,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,1.392,21.125,1.392,2.719,1,269.99,0,0,1,-4.85,0,0,0,269.98,0.6532,-0.0002,-0.7572,0,269.99,5.23,-496.9,21.669,-0.011,0,0,3,742.87,-2.963,0,1209.92,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,633.77,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.54,1085.23,2,0,0.08,0.08,25,10,0.12,0.08,2.64,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.94,APPROACH,ILS_TRACK,154.18,152,-2.18,709.27,629.94,-12.32,11.95,16.41,269.77,0.283,0.0738,0,-0.723,1,0.6,4.5,0.75,0.35,0.0168,0.4,0.832,21.264,0.832,2.224,1,270.01,0,0,1,-4.61,0,0,0,270,0.6531,0.0001,-0.7572,0,270.01,4.98,-497.66,21.62,0.009,0,0,3,742.87,-2.39,0,1207.36,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,629.94,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.81,1083.34,2,0,0.08,0.08,28,10,0.12,0.08,2.94,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.24,APPROACH,ILS_TRACK,153.4,152,-1.4,706.09,626.41,-11.27,13.27,17.34,269.86,0.524,0.1938,0,-1.24,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.481,0,1.455,0,270.01,0,0,1,-4.25,0,0,0,270,0.6531,0.0001,-0.7573,0,270.01,4.75,-498.31,21.572,0.008,0,0,3,742.87,-1.991,0,1204.81,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,626.41,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.79,1080.29,2,0,0.08,0.08,31,10,0.12,0.08,3.24,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.54,APPROACH,ILS_TRACK,152.48,152,-0.48,703.09,623.2,-10.14,14.04,17.7,269.94,0.701,0.3138,0,-1.496,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.737,0,0.546,0,270.01,0,0,1,-3.86,0,0,0,270.01,0.653,0.0002,-0.7574,0,270.01,4.52,-498.8,21.523,0.01,0,0,3,742.87,-1.407,0,1202.28,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,623.2,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.05,1076.66,2,0,0.08,0.08,34,10,0.12,0.08,3.54,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.84,APPROACH,ILS_TRACK,151.54,152,0.46,700.32,620.33,-9.08,14.41,17.7,270.01,0.819,0.4338,0,-1.469,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.003,0,-0.397,0,269.99,0,0,1,-3.47,0,0,0,270,0.6529,-0.0001,-0.7574,0,269.99,4.32,-499.09,21.475,-0.007,0,0,3,742.87,-0.641,0,1199.76,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,620.33,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.3,1072.91,2,0,0.08,0.08,37,10,0.12,0.08,3.84,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.14,APPROACH,ILS_TRACK,150.64,152,1.36,697.87,617.76,-8.03,14.82,17.75,270.06,0.885,0.5538,0,-1.448,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.258,0,-1.301,0,269.99,0,0,1,-3.11,0,0,0,269.98,0.6529,-0.0002,-0.7575,0,269.99,4.12,-499.07,21.427,-0.011,0,0,3,742.87,0.376,0,1197.25,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,617.76,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.12,1069.3,2,0,0.08,0.08,40,10,0.12,0.08,4.14,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.44,APPROACH,ILS_TRACK,149.75,152,2.25,695.64,615.53,-6.94,14.9,17.43,270.09,0.908,0.6738,0,-1.426,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.51,0,-2.195,0,269.98,0,0,1,-2.71,0,0,0,269.98,0.6528,-0.0003,-0.7575,0,269.98,3.95,-498.83,21.38,-0.018,0,0,3,742.87,1.049,0,1194.76,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,615.53,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.02,1065.74,2,0,0.08,0.08,43,10,0.12,0.08,4.44,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.74,APPROACH,ILS_TRACK,148.97,152,3.03,693.65,613.6,-5.99,14.68,16.86,270.1,0.879,0.7938,0,-1.405,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.731,0,-2.98,0,269.96,0,0,1,-2.35,0,0,0,269.97,0.6528,-0.0006,-0.7576,0,269.96,3.81,-498.37,21.332,-0.037,0,0,3,742.87,1.805,0,1192.27,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,613.6,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.67,1062.65,2,0,0.08,0.08,46,10,0.12,0.08,4.74,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.04,APPROACH,ILS_TRACK,148.36,152,3.64,691.9,611.95,-5.17,14.35,16.24,270.09,0.8,0.9138,0,-1.384,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.908,0,-3.608,0,269.95,0,0,1,-2.03,0,0,0,269.96,0.6527,-0.0009,-0.7576,0,269.95,3.68,-497.69,21.285,-0.051,0,0,3,742.87,2.604,0,1189.8,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,611.95,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.77,1060.21,2,0,0.08,0.08,49,10,0.12,0.08,5.04,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.34,APPROACH,ILS_TRACK,147.9,152,4.1,690.4,610.53,-4.32,14.09,15.66,270.08,0.699,0.9639,0,-0.656,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.038,0,-4.069,0,269.95,0,0,1,-1.72,0,0,0,269.94,0.6526,-0.0008,-0.7577,0,269.95,3.57,-496.75,21.238,-0.046,0,0,3,742.87,3.33,0,1187.34,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,610.53,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.96,1058.44,2,0,0.08,0.08,52,10,0.12,0.08,5.34,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.64,APPROACH,ILS_TRACK,147.61,152,4.39,689.07,609.35,-3.65,13.58,14.9,270.05,0.589,0.8599,0,0.633,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.124,0,-4.377,0,269.94,0,0,1,-1.45,0,0,0,269.94,0.6526,-0.0011,-0.7577,0,269.94,3.48,-495.65,21.191,-0.06,0,0,3,742.87,3.917,0,1184.88,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,609.35,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.4,1057.31,2,0,0.08,0.08,55,10,0.12,0.08,5.64,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.94,APPROACH,ILS_TRACK,147.5,152,4.5,687.92,608.36,-3.03,13.05,14.13,270.03,0.472,0.7399,0,1.974,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.158,0,-4.496,0,269.92,0,0,1,-1.21,0,0,0,269.93,0.6525,-0.0013,-0.7578,0,269.92,3.4,-494.36,21.144,-0.076,0,0,3,742.87,4.487,0,1182.42,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,608.36,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.7,1056.93,2,0,0.08,0.08,58,10,0.12,0.08,5.94,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.24,APPROACH,ILS_TRACK,147.54,152,4.46,686.93,607.54,-2.55,12.49,13.39,270,0.357,0.6199,0,3.321,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.151,0,-4.471,0,269.93,0,0,1,-1.01,0,0,0,269.92,0.6525,-0.0013,-0.7578,0,269.93,3.32,-492.91,21.098,-0.072,0,0,3,742.87,5.002,0,1179.97,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,607.54,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.96,1057.13,2,0,0.08,0.08,61,10,0.12,0.08,6.24,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.54,APPROACH,ILS_TRACK,147.68,152,4.32,686.08,606.84,-2.15,11.93,12.69,269.98,0.266,0.4999,0,4.637,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.113,0,-4.336,0,269.92,0,0,1,-0.85,0,0,0,269.93,0.6524,-0.0015,-0.7579,0,269.92,3.26,-491.33,21.051,-0.083,0,0,3,742.87,5.439,0,1177.51,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,606.84,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.7,1057.76,2,0,0.08,0.08,64,10,0.12,0.08,6.54,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.9,APPROACH,ILS_TRACK,147.95,152,4.05,685.19,606.15,-1.76,11.27,11.88,269.96,0.17,0.3559,0,6.136,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.037,0,-4.067,0,269.93,0,0,1,-0.7,0,0,0,269.92,0.6523,-0.0013,-0.7579,0,269.93,3.18,-489.27,20.994,-0.073,0,0,3,742.87,5.873,0,1174.55,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,606.15,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409.78,1058.93,2,0,0.12,0.12,67,8.33,0.12,0.08,6.9,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
7.24,APPROACH,ILS_TRACK,148.26,152,3.74,684.54,605.56,-1.75,10.94,11.59,269.95,0.109,0.2199,0,7.449,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.949,0,-3.754,0,269.92,0,0,1,-0.67,0,0,0,269.93,0.6523,-0.0013,-0.758,0,269.92,3.11,-487.16,20.941,-0.075,0,0,3,742.87,6.521,0,1171.76,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,605.56,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,1060.28,2,0,0.1,0.1,70,8.82,0.12,0.1,7.24,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
7.52,APPROACH,ILS_TRACK,148.47,152,3.53,684.26,605.09,-1.56,11.56,12.2,269.94,0.068,0.1501,0,8.458,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.889,0,-3.543,0,269.93,0,0,1,-0.64,0,0,0,269.92,0.6522,-0.0012,-0.758,0,269.93,3.06,-485.16,20.897,-0.072,0,0,3,742.87,7.433,0,1169.45,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,605.09,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.63,1061.17,2,0,0.08,0.08,73,10.71,0.1,0.08,7.52,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
7.82,APPROACH,ILS_TRACK,148.45,152,3.55,683.91,604.76,-0.67,11.73,11.93,269.94,0.044,0.2506,0,9.513,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.889,0,-3.543,0,269.92,0,0,1,-0.3,0,0,0,269.93,0.6522,-0.0014,-0.7581,0,269.92,3,-483.01,20.85,-0.079,0,0,3,742.87,6.865,0,1166.98,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,604.76,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.69,1061.11,2,0,0.08,0.08,76,10,0.12,0.08,7.82,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
8.12,APPROACH,ILS_TRACK,148.38,152,3.62,683.35,604.61,-0.43,10.33,10.38,269.94,0.03,0.3706,0,10.6,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.913,0,-3.626,0,269.93,0,0,1,-0.16,0,0,0,269.93,0.6521,-0.0013,-0.7581,0,269.93,2.95,-481.09,20.803,-0.072,0,0,3,742.87,6.35,0,1164.51,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,604.61,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.23,1060.83,2,0,0.08,0.08,79,10,0.12,0.08,8.12,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
8.42,APPROACH,ILS_TRACK,148.56,152,3.44,682.91,604.42,-0.77,9.29,9.53,269.93,0.025,0.323,0,11.656,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.865,0,-3.456,0,269.93,0,0,1,-0.28,0,0,0,269.93,0.652,-0.0012,-0.7582,0,269.93,2.89,-479.08,20.755,-0.069,0,0,3,742.87,6.953,0,1162.04,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,604.42,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.45,1061.57,2,0,0.08,0.08,82,10,0.12,0.08,8.42,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
8.72,APPROACH,ILS_TRACK,148.76,152,3.24,682.72,604.13,-1.17,9.49,9.97,269.94,0.021,0.266,0,12.651,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.807,0,-3.251,0,269.94,0,0,1,-0.44,0,0,0,269.93,0.652,-0.001,-0.7582,0,269.94,2.83,-476.84,20.708,-0.06,0,0,3,742.87,7.816,0,1159.56,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,604.13,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.36,1062.44,2,0,0.08,0.08,85,10,0.12,0.08,8.72,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
9.02,APPROACH,ILS_TRACK,148.9,152,3.1,682.58,603.82,-0.87,10.17,10.52,269.94,0.016,0.2773,0,13.594,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.765,0,-3.102,0,269.94,0,0,1,-0.35,0,0,0,269.94,0.6519,-0.0011,-0.7583,0,269.94,2.78,-474.48,20.661,-0.064,0,0,3,742.87,7.684,0,1157.09,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,603.82,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.07,1063.07,2,0,0.08,0.08,88,10,0.12,0.08,9.02,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
