t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.88,TAKEOFF,TO_PREFLIGHT,1.64,80,78.36,3.63,0,0.5,0.63,91.79,-0.051,0.2,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,1.393,0,0,1,0,0,0,0,0,0,0,0,0,0.14,PRELAUNCH
1.56,TAKEOFF,TO_PREFLIGHT,1.37,80,78.63,3.61,-0.02,0.43,1.32,91.74,-0.054,0.2,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,1.351,0,0,1,0,0,0,0,0,0,0,0,0,0.82,PRELAUNCH
2.18,TAKEOFF,TO_PREFLIGHT,0.75,80,79.25,3.62,0,0.43,0.49,91.66,-0.05,0.4,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,1.351,0,0,1,0,0,0,0,0,0,0,0,0,1.44,PRELAUNCH
2.84,TAKEOFF,TO_PREFLIGHT,0.13,80,79.87,3.62,0,0.44,-3,91.63,-0.052,0.6,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,1.351,0,0,1,0,0,0,0,0,0,0,0,0,2.1,PRELAUNCH
3.5,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,3.63,0.01,0.53,-16.83,91.62,-0.05,0.8,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,1.351,0,0,1,0,0,0,0,0,0,0,0,0,2.76,PRELAUNCH
4.16,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.63,0,0.52,3.27,91.62,-0.052,1,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,1.351,0,0,1,0,0,0,0,0,0,0,0,0,3.42,PRELAUNCH
4.82,TAKEOFF,TO_GROUND_ROLL,0.03,80,79.97,3.62,0,0.48,4.99,91.61,-0.052,1,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,1.351,0,0,1,0,0,0,0,0,0,0,0,0,4.08,PRELAUNCH
5.56,TAKEOFF,TO_GROUND_ROLL,0.55,80,79.45,3.63,0,0.54,0.29,91.61,-0.05,1,0,90.42,0,0,0,0,-0.037,0,0,0,0,90.42,1,-0.037,1.192,0,0,3,0,0,0,0,0,0,0,0,0,4.82,PRELAUNCH
6.26,TAKEOFF,TO_GROUND_ROLL,1.39,80,78.61,3.63,0,0.55,0.55,91.59,-0.051,1,0,90.37,0,0,0,0,-0.037,0,0,0,0,90.37,1,-0.037,1.225,0,0,3,0,0,0,0,0,0,0,0,0,5.52,PRELAUNCH
6.96,TAKEOFF,TO_GROUND_ROLL,2.41,80,77.59,3.63,0,0.56,0.64,91.51,-0.053,1,0,90.39,0,0,0,0,-0.037,0,0,0,0,90.39,1,-0.037,1.146,-0.0129,0.25,1,-0.0129,0,0,0,0,0,0,0,0,6.22,LANDED
7.66,TAKEOFF,TO_GROUND_ROLL,3.58,80,76.42,3.64,-0.01,0.57,0.67,91.39,-0.056,1,0,90.41,0,0,0,0,-0.038,0,0,0,0,90.41,1,-0.038,1.013,-0.0114,0.25,1,-0.0114,0,0,0,0,0,0,0,0,6.92,LANDED
8.36,TAKEOFF,TO_GROUND_ROLL,4.92,80,75.08,3.64,-0.01,0.58,0.69,91.23,-0.059,1,0,90.42,0,0,0,0,-0.039,0,0,0,0,90.42,1,-0.039,0.84,-0.0095,0.25,1,-0.0095,0,0,0,0,0,0,0,0,7.62,LANDED
9.08,TAKEOFF,TO_GROUND_ROLL,6.44,80,73.56,3.64,-0.01,0.58,0.69,91.04,-0.063,1,0,90.43,0,0,0,0,-0.04,0,0,0,0,90.43,1,-0.04,0.644,-0.0072,0.25,1,-0.0072,0,0,0,0,0,0,0,0,8.34,LANDED
9.78,TAKEOFF,TO_GROUND_ROLL,8.07,80,71.93,3.64,-0.02,0.58,0.7,90.86,-0.066,1,0,90.43,0,0,0,0,-0.041,0,0,0,0,90.43,1,-0.041,0.464,-0.0052,0.25,1,-0.0052,0,0,0,0,0,0,0,0,9.04,LANDED
10.5,TAKEOFF,TO_GROUND_ROLL,9.88,80,70.12,3.64,-0.02,0.59,0.7,90.7,-0.065,1,0,90.42,0,0,0,0,-0.042,0,0,0,0,90.42,1,-0.042,0.303,-0.003,0.25,1,-0.003,0,0,0,0,0,0,0,0,9.76,LANDED
