t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.16,APPROACH,ILS_TRACK,155.04,152,-3.04,670.88,596,-21.35,6.92,14.41,270.02,-0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-7.85,0,0,0,90,0,0,0,0,0,-0.01,-19.98,11.765,0,0,0,3,670.88,0,0,690.86,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.05,1091.68,2,0,0.14,0.14,1,3.7,0.14,0.02,0.16,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.42,APPROACH,ILS_TRACK,155.3,152,-3.3,665.36,590.48,-21.12,6.94,14.34,270.01,-0.007,0,0,0,1,0.6,1.485,0.75,0.35,0.0168,0.4,2.018,20.966,2.018,3.281,1,269.99,0,0,1,-7.76,0,0,0,270.02,0.8647,-0.0002,0.5022,0,269.99,-0.01,-22.78,11.729,-0.009,17.011,1,3,670.88,-12.722,0,688.99,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.87,1093.22,2,0,0.12,0.12,3,7.69,0.14,0.12,0.42,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.68,APPROACH,ILS_TRACK,155.43,152,-3.43,659.75,585.06,-20.68,6.48,13.66,270,0.001,0,0,0,1,0.6,2.744,0.75,0.35,0.0168,0.4,2.181,20.925,2.181,3.429,1,270,0,0,1,-7.61,0,0,0,270,0.8648,-0.0001,0.5022,0,270,0,-26.15,11.687,-0.004,18.343,1,3,670.88,-13.124,0,686.77,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.49,1094.21,2,0,0.12,0.12,5,7.69,0.14,0.12,0.68,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.94,APPROACH,ILS_TRACK,155.43,152,-3.43,653.88,579.77,-20.42,4.81,11.78,270.01,0.014,0,0,0,1,0.6,3.81,0.75,0.35,0.0168,0.4,2.178,20.926,2.178,3.426,1,270,0,0,1,-7.48,0,0,0,270,0.8648,-0.0001,0.5021,0,270,0,-29.76,11.645,-0.005,20.292,1,3,670.88,-14.206,0,684.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.75,1094.58,2,0,0.12,0.12,7,7.69,0.14,0.12,0.94,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.3,APPROACH,ILS_TRACK,155.84,152,-3.84,645.5,572.36,-21.27,1.7,8.95,270.01,0.014,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,2.598,20.818,2.598,3.808,1,270,0,0,1,-7.73,0,0,0,269.99,0.8649,-0.0001,0.502,0,270,0,-35.05,11.586,-0.003,22.357,1,3,670.88,-14.803,0,681.49,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.73,1096.89,2,0,0.12,0.12,10,8.33,0.12,0.12,1.3,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.66,APPROACH,ILS_TRACK,156.48,152,-4.48,636.97,564.4,-22.83,-0.48,7.36,270.01,0.018,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.287,20.638,3.287,4.446,1,269.99,0,0,1,-8.24,0,0,0,270,0.8649,-0.0001,0.5019,0,269.99,0.01,-40.49,11.527,-0.006,24.289,1,3,670.88,-15.18,0,678.41,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.56,1100.24,2,0,0.12,0.12,13,8.33,0.12,0.12,1.68,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.98,APPROACH,ILS_TRACK,157.04,152,-5.04,629.34,556.83,-24.31,-0.9,7.53,270.01,0.018,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.881,20.48,3.881,5.005,1,269.99,0,0,1,-8.74,0,0,0,270,0.865,-0.0001,0.5019,0,269.99,0.02,-45.37,11.475,-0.006,25.893,1,3,670.88,-15.351,0,675.67,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.61,1103.23,2,0,0.12,0.12,16,9.38,0.12,0.08,2,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.3,APPROACH,ILS_TRACK,157.53,152,-5.53,621.65,548.87,-25.56,0,8.94,270.01,0.014,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,4.398,20.341,4.398,5.5,1,269.99,0,0,1,-9.17,0,0,0,269.99,0.865,-0.0001,0.5018,0,269.99,0.02,-50.32,11.423,-0.007,27.451,1,3,670.88,-15.445,0,672.92,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.29,1105.97,2,0,0.12,0.12,19,9.38,0.12,0.08,2.3,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.66,APPROACH,ILS_TRACK,157.83,152,-5.83,613.1,539.44,-26.3,2.65,11.95,270.01,0.01,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,4.731,20.25,4.731,5.822,1,269.99,0,0,1,-9.45,0,0,0,270,0.865,-0.0001,0.5017,0,269.99,0.03,-55.8,11.364,-0.007,28.783,1,3,670.88,-15.055,0,669.83,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.86,1108.06,2,0,0.12,0.12,22,8.33,0.12,0.12,2.66,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.02,APPROACH,ILS_TRACK,157.72,152,-5.72,604.63,529.98,-25.69,5.88,14.97,270.01,0.002,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,4.651,20.272,4.651,5.744,1,269.99,0,0,1,-9.29,0,0,0,269.99,0.8651,-0.0001,0.5016,0,269.99,0.03,-61.18,11.305,-0.007,30.346,1,3,670.88,-14.992,0,666.74,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.96,1108.38,2,0,0.12,0.12,25,8.33,0.12,0.12,3.02,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
