t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.16,APPROACH,ILS_TRACK,156.95,152,-4.95,1350.04,1269.13,-15.86,11.95,18.02,268.42,-20.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5.79,0,0,0,90,0,0,0,0,0,-112.9,-267.83,29.453,0,0,0,3,1350.04,0,0,1617.87,0,0,0,,0,0,0,0,0,0,268.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.61,1053.07,2,0,0.14,0.14,1,3.7,0.14,0.02,0.16,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.42,APPROACH,ILS_TRACK,156.84,152,-4.84,1345.95,1265.2,-15.08,11.79,17.52,268.36,-18.958,0,0,0,1,0.6,1.422,0.75,0.35,0.0168,0.4,3.72,20.523,3.72,4.853,1,271.8,0,0,1,-5.54,0,0,0,295,0.2762,0.0315,0.9606,0,271.8,-110.55,-269.32,29.416,1.804,0,0,3,1350.04,-6.746,0,1615.9,0,0,0,,0,0,0,0,0,0,268.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.28,1052.83,2,0,0.12,0.12,3,7.69,0.14,0.12,0.42,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.74,APPROACH,ILS_TRACK,156.64,152,-4.64,1340.98,1260.75,-14.39,10.86,16.38,268.09,-16.164,0,0,0,1,0.6,3.155,0.75,0.35,0.0168,0.4,3.499,20.582,3.499,4.645,1,271.96,0,0,1,-5.27,0,0,0,271.92,0.2763,0.0342,0.9605,0,271.96,-107.44,-271.45,29.361,1.961,0,0,3,1350.04,-6.493,0,1613.04,0,0,0,,0,0,0,0,0,0,268.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.8,1052.21,2,0,0.08,0.08,6,9.38,0.14,0.08,0.74,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.1,APPROACH,ILS_TRACK,156.5,152,-4.5,1335.66,1256.14,-14.11,10.07,15.39,267.81,-9.903,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.348,20.622,3.348,4.503,1,272.13,0,0,1,-5.16,0,0,0,272.07,0.2763,0.0371,0.9603,0,272.13,-104.35,-273.6,29.3,2.126,0,0,3,1350.04,-5.632,0,1609.83,0,0,0,,0,0,0,0,0,0,268.43,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.47,1051.91,2,0,0.12,0.12,9,8.33,0.12,0.08,1.1,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.46,APPROACH,ILS_TRACK,156.31,152,-4.31,1330.72,1251.58,-13.87,10.29,15.25,268.12,-4.375,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.154,20.673,3.154,4.323,1,272.27,0,0,1,-5.08,0,0,0,272.23,0.2764,0.0395,0.9602,0,272.27,-101.64,-275.37,29.239,2.266,0,0,3,1350.04,-4.595,0,1606.62,0,0,0,,0,0,0,0,0,0,268.43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.72,1051.41,2,0,0.12,0.12,12,8.33,0.12,0.12,1.46,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.76,APPROACH,ILS_TRACK,156.06,152,-4.06,1326.89,1247.72,-13.59,11.24,15.95,268.95,-1.11,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,2.889,20.742,2.889,4.077,1,272.32,0,0,1,-4.99,0,0,0,272.31,0.2765,0.0406,0.9602,0,272.32,-99.6,-276.56,29.188,2.325,0,0,3,1350.04,-3.621,0,1603.95,0,0,0,,0,0,0,0,0,0,268.43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.81,1050.59,2,0,0.08,0.08,15,10,0.12,0.08,1.76,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.12,APPROACH,ILS_TRACK,155.55,152,-3.55,1322.7,1243.04,-12.93,13.21,17.72,270.02,-0.143,0.0775,0,-0.885,1,0.6,4.5,0.75,0.35,0.0168,0.4,2.355,20.88,2.355,3.587,1,272.26,0,0,1,-4.79,0,0,0,272.28,0.2766,0.0394,0.9602,0,272.26,-97.24,-277.6,29.127,2.258,0,0,3,1350.04,-2.505,0,1600.75,0,0,0,,0,0,0,0,0,0,268.43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.49,1048.71,2,0,0.12,0.12,18,8.33,0.12,0.08,2.12,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.46,APPROACH,ILS_TRACK,154.7,152,-2.7,1319.03,1238.88,-11.5,15.11,19.1,270.87,0.22,0.2135,0,-1.929,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.112,0,2.766,0,272.18,0,0,1,-4.32,0,0,0,272.2,0.2767,0.0381,0.9602,0,272.18,-95.04,-278.28,29.069,2.182,0,0,3,1350.04,-1.851,0,1597.74,0,0,0,,0,0,0,0,0,0,268.43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.58,1045.31,2,0,0.1,0.1,21,8.82,0.12,0.1,2.46,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.74,APPROACH,ILS_TRACK,153.75,152,-1.75,1316.09,1235.85,-10.21,15.52,19.03,271.44,0.357,0.3255,0,-2.526,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.379,0,1.815,0,272.12,0,0,1,-3.86,0,0,0,272.13,0.2768,0.037,0.9602,0,272.12,-93.23,-278.78,29.022,2.122,0,0,3,1350.04,-1.653,0,1595.28,0,0,0,,0,0,0,0,0,0,268.43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.5,1041.38,2,0,0.08,0.08,24,10.71,0.1,0.08,2.74,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.04,APPROACH,ILS_TRACK,152.82,152,-0.82,1313.08,1232.98,-9.08,15.1,18.19,271.96,0.345,0.4455,0,-2.879,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.644,0,0.877,0,272.03,0,0,1,-3.44,0,0,0,272.06,0.2769,0.0354,0.9603,0,272.03,-91.29,-279.18,28.972,2.031,0,0,3,1350.04,-1.135,0,1592.65,0,0,0,,0,0,0,0,0,0,268.43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.41,1037.56,2,0,0.08,0.08,27,10,0.12,0.08,3.04,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
