t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
0.94,TAKEOFF,TO_PREFLIGHT,0.15,80,79.85,3.84,0.01,0.58,-3.4,89.02,-0.055,0.2,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.378,0,0,1,0,0,0,0,0,0,0,1,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888.42,2,0,0.78,0.5,1,0.19,0.78,0.02,0.22,LANDED
6,TAKEOFF,TO_PREFLIGHT,0.15,80,79.85,3.59,0,-0.22,-0.49,89.36,-0.033,1,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.386,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.26,888.41,2,0,0.12,0.12,49,9.49,0.78,0.08,5.28,LANDED
11.14,TAKEOFF,TO_GROUND_ROLL,7.83,80,72.17,3.62,-0.01,-0.08,-0.01,89.8,-0.048,1,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0.006,0,0,0,0,90.4,1,0.006,-0.605,0.0176,0.626,0,0.0176,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739.09,888.06,2,0,0.18,0.18,86,7.2,0.22,0.12,10.42,LANDED
16.28,TAKEOFF,TO_GROUND_ROLL,33.14,80,46.86,3.62,-0.07,-0.09,0.02,90.18,-0.041,1,0,0,0,0,0,0,0,0,0,90.43,0,0,0,0,0.048,0,0,0,0,90.43,1,0.048,-0.269,0.0091,0.878,0,0.0091,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831.16,884.08,2,0,0.18,0.18,114,5.45,0.28,0.18,15.56,LANDED
21.42,TAKEOFF,TO_GROUND_ROLL,60.25,80,19.75,3.62,-0.1,-0.07,0.02,90.84,-0.033,1,0,0,0,0,0,0,0,0,0,90.41,0,0,0,0,0.03,0,0,0,0,90.41,1,0.03,0.409,-0.0223,1,0,-0.0223,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861.05,879.85,2,0,0.18,0.18,142,5.45,0.28,0.18,20.7,LANDED
26.56,TAKEOFF,TO_GROUND_ROLL,88.16,80,-8.16,3.62,-0.06,-0.03,0.01,91.18,-0.052,1,0,0,0,0,0,0,0,0,0,90.21,0,0,0,0,-0.199,0,0,0,0,90.21,1,-0.199,0.98,-0.0455,1,0,-0.0455,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900.82,908.04,2,0,0.18,0.18,170,5.45,0.28,0.18,25.84,LANDED
31.7,TAKEOFF,TO_GROUND_ROLL,118.52,80,-38.52,3.62,0,0,-0.01,90.71,-0.055,1,0,0,0,0,0,0,0,0,0,89.96,0,0,0,0,-0.451,0,0,0,0,89.96,1,-0.451,0.759,-0.0341,1,0,-0.0341,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.09,1014.35,2,0,0.18,0.18,198,5.45,0.28,0.18,30.98,LANDED
36.84,TAKEOFF,TO_GROUND_ROLL,153.08,80,-73.08,3.64,0.29,0.07,-0.03,90.87,-0.038,1,0,0,0,0,0,0,0,0,0,89.77,0,0,0,0,-0.61,0,0,0,0,89.77,1,-0.61,1.082,-0.0533,1,0,-0.0533,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149.99,1151.73,2,0,0.18,0.18,226,5.45,0.28,0.18,36.12,LANDED
41.88,TAKEOFF,TO_ROTATE,185.13,80,-105.13,28.25,3.84,20.66,19.47,90.34,-0.587,1,0,0,0,0,0,0,0,0,0,90.4,11.5,0,0,0,0,0,0,0,0,90.4,1,0,-0.068,0,0,3,0,0,0,11.5,-9.072,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298.87,1299.54,2,0,0.1,0.1,261,6.94,0.28,0.1,41.16,FLYING
46.94,TAKEOFF,TO_CLIMB,201.02,80,-121.02,156.95,22.67,18.01,11.58,90.44,-0.343,0.82,0,0,0,0,0,0,0,0,0,90.4,7,0,0,0,0,0,0,0,0,90.4,1,0,0.045,0,0,3,0,0,0,11.5,-9.505,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195.72,1372.4,2,0,0.12,0.12,302,8.13,0.2,0.1,46.22,FLYING
