t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.16,APPROACH,ILS_TRACK,156.19,152,-4.19,644.31,564.11,-20.58,8.38,15.57,270.1,0.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-7.52,0,0,0,90,0,0,0,0,0,0.04,-35.8,11.56,0,0,0,3,644.31,0,0,680.11,0,0,0,,0,0,0,0,0,0,270.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.92,1098.75,2,0,0.14,0.14,1,3.7,0.14,0.02,0.16,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.42,APPROACH,ILS_TRACK,156.21,152,-4.21,639.09,558.86,-19.84,8.58,15.51,270.15,0.374,0,0,0,1,0.6,1.494,0.75,0.35,0.0168,0.4,3.037,20.703,3.037,4.214,1,269.98,0,0,1,-7.28,0,0,0,269.9,0.4589,-0.0004,0.8885,0,269.98,0.06,-38.33,11.524,-0.022,20.699,1,3,644.31,-11.5,0,678.23,0,0,0,,0,0,0,0,0,0,270.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.44,1099.24,2,0,0.12,0.12,3,7.69,0.14,0.12,0.42,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.68,APPROACH,ILS_TRACK,156.06,152,-4.06,633.79,553.83,-19.17,7.84,14.46,270.12,0.238,0,0,0,1,0.6,2.759,0.75,0.35,0.0168,0.4,2.882,20.744,2.882,4.07,1,269.96,0,0,1,-7.02,0,0,0,269.96,0.459,-0.0006,0.8884,0,269.96,0.09,-41.4,11.481,-0.037,21.958,1,3,644.31,-11.924,0,676,0,0,0,,0,0,0,0,0,0,270.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.76,1098.98,2,0,0.12,0.12,5,7.69,0.14,0.12,0.68,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.94,APPROACH,ILS_TRACK,156.04,152,-4.04,628.45,548.94,-18.76,6.52,12.95,270.08,0.08,0,0,0,1,0.6,3.829,0.75,0.35,0.0168,0.4,2.853,20.751,2.853,4.043,1,269.96,0,0,1,-6.88,0,0,0,269.96,0.4591,-0.0008,0.8884,0,269.96,0.13,-44.5,11.439,-0.044,22.972,1,3,644.31,-12.025,0,673.78,0,0,0,,0,0,0,0,0,0,270.08,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.97,1099.26,2,0,0.12,0.12,7,7.69,0.14,0.12,0.94,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.3,APPROACH,ILS_TRACK,156.08,152,-4.08,620.73,542.3,-18.86,3.22,9.59,270.06,0.038,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,2.877,20.745,2.877,4.066,1,269.96,0,0,1,-6.86,0,0,0,269.95,0.4592,-0.0007,0.8884,0,269.96,0.19,-49.1,11.38,-0.041,25.198,1,3,644.31,-13.084,0,670.7,0,0,0,,0,0,0,0,0,0,270.08,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.67,1099.91,2,0,0.12,0.12,10,8.33,0.12,0.12,1.3,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.66,APPROACH,ILS_TRACK,156.54,152,-4.54,612.88,535.33,-20.18,0.21,7.09,270.05,-0.013,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.356,20.62,3.356,4.511,1,269.95,0,0,1,-7.28,0,0,0,269.95,0.4592,-0.0008,0.8883,0,269.95,0.24,-53.87,11.321,-0.046,26.777,1,3,644.31,-13.271,0,667.62,0,0,0,,0,0,0,0,0,0,270.08,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.38,1102.38,2,0,0.12,0.12,13,8.33,0.12,0.12,1.66,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.02,APPROACH,ILS_TRACK,157.04,152,-5.04,605,527.69,-21.91,-1.02,6.56,270.05,-0.053,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.89,20.478,3.89,5.015,1,269.95,0,0,1,-7.88,0,0,0,269.95,0.4593,-0.0009,0.8883,0,269.95,0.3,-58.66,11.263,-0.049,28.273,1,3,644.31,-13.342,0,664.54,0,0,0,,0,0,0,0,0,0,270.08,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.5,1105.13,2,0,0.12,0.12,16,8.33,0.12,0.12,2.02,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.38,APPROACH,ILS_TRACK,157.46,152,-5.46,597.11,519.54,-23.43,-0.19,8.02,270.04,-0.086,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,4.333,20.359,4.333,5.437,1,269.95,0,0,1,-8.42,0,0,0,269.95,0.4594,-0.0009,0.8882,0,269.95,0.35,-63.46,11.204,-0.05,29.685,1,3,644.31,-13.308,0,661.45,0,0,0,,0,0,0,0,0,0,270.08,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.67,1107.58,2,0,0.12,0.12,19,8.33,0.12,0.12,2.38,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.74,APPROACH,ILS_TRACK,157.66,152,-5.66,589.33,510.88,-24.25,2.48,11.08,270.03,-0.103,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,4.561,20.297,4.561,5.657,1,269.95,0,0,1,-8.73,0,0,0,269.95,0.4595,-0.0009,0.8882,0,269.95,0.4,-68.18,11.145,-0.052,30.812,1,3,644.31,-12.948,0,658.36,0,0,0,,0,0,0,0,0,0,270.08,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.62,1109.18,2,0,0.12,0.12,22,8.33,0.12,0.12,2.74,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.1,APPROACH,ILS_TRACK,157.46,152,-5.46,581.63,502.14,-23.61,5.91,14.29,270.02,-0.126,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,4.386,20.344,4.386,5.489,1,269.95,0,0,1,-8.57,0,0,0,269.95,0.4596,-0.0009,0.8881,0,269.95,0.45,-72.78,11.086,-0.053,32.126,1,3,644.31,-12.866,0,655.27,0,0,0,,0,0,0,0,0,0,270.08,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.07,1109.05,2,0,0.12,0.12,25,8.33,0.12,0.12,3.1,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
