t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
1.2,APPROACH,FLY_TO_FIX,237.49,140.8,-96.69,1283.56,-1.73,4.61,5.31,266.89,-4.134,0,0,0,1,0.6,0.9,0.75,0.35,0.0168,0.4,265.89,0.292,0,0,-55.924,0,0,0,0,0,267.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.97,3814.15,6,0,0.94,0.5,1,1.96,0.94,0.02,1.24,FLYING
1.86,APPROACH,FLY_TO_FIX,236.2,141.6,-94.6,1288.32,1.32,8.84,12.2,266.11,-4.234,0,0,0,1,0.6,1.381,0.75,0.35,0.0168,0.4,265.88,0.279,0,0,-55.765,0,0,0,0,0,267.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.25,3800.52,6,0,0.68,0.5,2,1.56,0.94,0.68,1.9,FLYING
2.52,APPROACH,FLY_TO_FIX,231.34,142.4,-88.94,1298.87,14.02,18.35,17.68,263.88,-4.499,0.1339,0,-20,1,0.6,1.979,0.794,0.35,0.0168,0.4,265.88,0.233,0,0,-55.604,0,0,0,0,0,267.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.39,3743.88,6,0,0.66,0.5,3,1.52,0.68,0.66,2.56,FLYING
3.16,APPROACH,FLY_TO_FIX,223.9,143.2,-80.7,1315.91,27.98,24.33,19.61,261.73,-4.962,0.3339,0,-20,1,0.6,2.514,0.794,0.35,0.0168,0.4,265.88,0.158,0,0,-55.45,0,0,0,0,0,267.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.18,3659.94,6,0,0.64,0.5,4,1.56,0.66,0.64,3.2,FLYING
3.8,APPROACH,FLY_TO_FIX,215.68,144,-71.68,1340.34,40.69,28.31,19.75,260.24,-5.367,0.5339,0,-20,1,0.6,2.987,0.794,0.35,0.0168,0.4,265.88,0.046,0,0,-55.303,0,0,0,0,0,267.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.68,3560.41,6,0,0.64,0.5,5,1.56,0.64,0.64,3.84,FLYING
4.44,APPROACH,FLY_TO_FIX,207.81,144.8,-63.01,1372.02,51.63,31.53,19.75,258.99,-5.74,0.7339,0,-20,1,0.6,3.403,0.794,0.35,0.0168,0.4,265.88,0,0,0,-55.162,0,0,0,0,0,267.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488.46,3461.73,6,0,0.64,0.5,6,1.56,0.64,0.64,4.48,FLYING
5.08,APPROACH,FLY_TO_FIX,200.43,145.6,-54.83,1410.07,61.12,34.59,19.75,257.95,-6.013,0.9339,0,-20,1,0.6,3.769,0.794,0.35,0.0168,0.4,265.88,0,0,0,-55.026,0,0,0,0,0,267.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713.13,3366.68,6,0,0.64,0.5,7,1.56,0.64,0.64,5.12,FLYING
5.72,APPROACH,FLY_TO_FIX,193.56,146.4,-47.16,1453.65,69.43,37.54,19.75,257.29,-6.101,1,0,-20,1,0.6,4.088,0.794,0.35,0.0168,0.4,265.88,0,0,0,-54.897,0,0,0,0,0,267.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976.75,3276.43,6,0,0.64,0.5,8,1.56,0.64,0.64,5.76,FLYING
6.36,APPROACH,FLY_TO_FIX,187.21,147.2,-40.01,1502.07,76.74,40.35,19.75,256.62,-6.198,1,0,-20,1,0.6,4.365,0.794,0.35,0.0168,0.4,265.88,0,0,0,-54.774,0,0,0,0,0,267.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220.74,3191.87,6,0,0.64,0.5,9,1.56,0.64,0.64,6.4,FLYING
7.02,APPROACH,FLY_TO_FIX,181.15,148,-33.15,1556.47,83.38,43.12,19.75,255.87,-6.315,1,0,-20,1,0.6,4.5,0.794,0.35,0.0168,0.4,265.88,0,0,0,-54.653,0,0,0,0,0,267.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427.71,3110.17,6,0,0.66,0.5,10,1.52,0.66,0.64,7.06,FLYING
7.68,APPROACH,FLY_TO_FIX,175.48,148.8,-26.68,1614.83,89.18,45.77,19.76,255.05,-6.444,1,0,-20,1,0.6,4.5,0.794,0.35,0.0168,0.4,265.89,0,0,0,-54.537,0,0,0,0,0,267.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595.87,3033.13,6,0,0.66,0.5,11,1.52,0.66,0.66,7.72,FLYING
8.34,APPROACH,FLY_TO_FIX,170.13,149,-21.13,1676.64,94.22,48.3,19.76,254.16,-6.589,1,0,-20,1,0.6,4.5,0.794,0.35,0.0168,0.4,265.89,0,0,0,-54.427,0,0,0,0,0,267.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1731.46,2960.09,6,0,0.66,0.5,12,1.52,0.66,0.66,8.38,FLYING
9,APPROACH,FLY_TO_FIX,165.04,149,-16.04,1741.44,98.56,50.72,19.76,253.18,-6.744,1,0,-20,1,0.6,4.5,0.794,0.35,0.0168,0.4,265.89,0,0,0,-54.323,0,0,0,0,0,267.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839.57,2890.42,6,0,0.66,0.5,13,1.52,0.66,0.66,9.04,FLYING
9.66,APPROACH,FLY_TO_FIX,160.15,149,-11.15,1808.77,102.26,53.03,19.76,252.12,-6.91,1,0,-20,1,0.6,4.5,0.794,0.35,0.0168,0.4,265.9,0,0,0,-54.224,0,0,0,0,0,267.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1924.48,2823.65,6,0,0.66,0.5,14,1.52,0.66,0.66,9.7,FLYING
10.32,APPROACH,FLY_TO_FIX,155.45,149,-6.45,1878.24,105.35,55.24,19.76,250.95,-7.093,1,0,-20,1,0.6,4.5,0.794,0.35,0.0168,0.4,265.9,0,0,0,-54.13,0,0,0,0,0,267.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989.8,2759.43,6,0,0.66,0.5,15,1.52,0.66,0.66,10.36,FLYING
