t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_pitch_in_cmd,elev_defl_avg_deg,elev_defl_max_deg,elev_defl_n,flare_ctrl_h_m,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.16,APPROACH,ILS_TRACK,154.37,152,-2.37,741.67,662.74,-12.4,10.68,15.03,269.82,0.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-4.61,0,0,0,90,0,0,0,0,0,7.05,-488.38,22.058,0,0,0,3,741.67,0,0,1230.29,0,0,0,,0,0,0,0,0,0,0,0,662.74,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.99,1081.69,2,0,0.14,0.14,1,3.7,0.14,0.02,0.16,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
0.46,APPROACH,ILS_TRACK,154.47,152,-2.47,738.07,659.15,-11.74,10.84,14.93,269.8,0.127,0,0,0,1,0.6,2.106,0.75,0.35,0.0168,0.4,1.117,21.193,1.117,2.475,1,269.91,0,0,1,-4.38,0,0,0,269.93,1,-0.0015,0.004,0,269.91,6.84,-489.34,22.012,-0.086,0,0,3,741.67,-3.536,0,1227.89,0,0,0,,0,0,0,0,0,0,0,0,659.15,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.28,1082.38,2,0,0.08,0.08,4,10,0.14,0.08,0.46,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
0.76,APPROACH,ILS_TRACK,154.35,152,-2.35,734.19,655.73,-11.11,9.49,13.22,269.75,0.04,0,0,0,1,0.6,3.746,0.75,0.35,0.0168,0.4,0.986,21.226,0.986,2.359,1,269.92,0,0,1,-4.13,0,0,0,269.92,1,-0.0014,0.0039,0,269.92,6.62,-490.59,21.963,-0.079,0,0,3,741.67,-4.671,0,1225.33,0,0,0,,0,0,0,0,0,0,0,0,655.73,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.29,1082.09,2,0,0.08,0.08,7,10,0.12,0.08,0.76,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.12,APPROACH,ILS_TRACK,154.51,152,-2.51,729.3,651.65,-11.42,6.54,10.36,269.76,0.187,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,1.134,21.189,1.134,2.49,1,269.94,0,0,1,-4.21,0,0,0,269.93,1,-0.0011,0.0038,0,269.94,6.34,-492.4,21.904,-0.064,0,0,3,741.67,-5.026,0,1222.25,0,0,0,,0,0,0,0,0,0,0,0,651.65,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.68,1083.03,2,0,0.12,0.12,10,8.33,0.12,0.08,1.12,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.46,APPROACH,ILS_TRACK,154.91,152,-2.91,724.49,647.62,-12.33,3.79,7.92,269.75,-0.001,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,1.573,21.079,1.573,2.88,1,269.94,0,0,1,-4.5,0,0,0,269.93,1,-0.001,0.0037,0,269.94,6.09,-494.27,21.849,-0.059,0,0,3,741.67,-5.718,0,1219.33,0,0,0,,0,0,0,0,0,0,0,0,647.62,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.96,1085,2,0,0.1,0.1,13,8.82,0.12,0.1,1.46,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.74,APPROACH,ILS_TRACK,155.32,152,-3.32,720.43,643.96,-13.62,2.21,6.84,269.72,-0.121,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,2.033,20.963,2.033,3.294,1,269.96,0,0,1,-4.94,0,0,0,269.94,1,-0.0007,0.0037,0,269.96,5.88,-495.91,21.803,-0.038,0,0,3,741.67,-5.9,0,1216.93,0,0,0,,0,0,0,0,0,0,0,0,643.96,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.49,1087.03,2,0,0.08,0.08,16,10.71,0.1,0.08,1.74,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.04,APPROACH,ILS_TRACK,155.73,152,-3.73,716.1,639.64,-15.06,1.95,7.19,269.72,-0.083,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,2.483,20.847,2.483,3.704,1,269.97,0,0,1,-5.46,0,0,0,269.96,1,-0.0004,0.0036,0,269.97,5.66,-497.67,21.754,-0.026,0,0,3,741.67,-5.803,0,1214.35,0,0,0,,0,0,0,0,0,0,0,0,639.64,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.54,1089.1,2,0,0.08,0.08,19,10,0.12,0.08,2.04,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.34,APPROACH,ILS_TRACK,156.03,152,-4.03,711.84,634.94,-16.21,3.3,9.05,269.72,-0.069,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,2.82,20.76,2.82,4.013,1,269.98,0,0,1,-5.89,0,0,0,269.97,1,-0.0004,0.0035,0,269.98,5.43,-499.36,21.704,-0.024,0,0,3,741.67,-5.504,0,1211.77,0,0,0,,0,0,0,0,0,0,0,0,634.94,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.2,1090.76,2,0,0.08,0.08,22,10,0.12,0.08,2.34,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.64,APPROACH,ILS_TRACK,156.16,152,-4.16,707.66,630.02,-16.56,5.87,11.79,269.73,0.015,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,2.974,20.72,2.974,4.155,1,269.97,0,0,1,-6.06,0,0,0,269.98,1,-0.0005,0.0034,0,269.97,5.2,-500.96,21.655,-0.031,0,0,3,741.67,-5.337,0,1209.18,0,0,0,,0,0,0,0,0,0,0,0,630.02,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.3,1091.73,2,0,0.08,0.08,25,10,0.12,0.08,2.64,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.94,APPROACH,ILS_TRACK,156,152,-4,703.4,625.12,-16.17,8.21,13.97,269.76,0.143,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,2.83,20.757,2.83,4.022,1,269.99,0,0,1,-5.94,0,0,0,269.98,1,-0.0002,0.0033,0,269.99,4.97,-502.63,21.606,-0.013,0,0,3,741.67,-5.68,0,1206.6,0,0,0,,0,0,0,0,0,0,0,0,625.12,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.65,1091.47,2,0,0.08,0.08,28,10,0.12,0.08,2.94,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.24,APPROACH,ILS_TRACK,155.57,152,-3.57,699.21,620.36,-15.52,10.18,15.74,269.8,0.309,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,2.377,20.874,2.377,3.607,1,270.01,0,0,1,-5.74,0,0,0,269.99,1,0.0001,0.0032,0,270.01,4.74,-504.27,21.557,0.008,0,0,3,741.67,-5.238,0,1204.03,0,0,0,,0,0,0,0,0,0,0,0,620.36,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.15,1090,2,0,0.08,0.08,31,10,0.12,0.08,3.24,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.54,APPROACH,ILS_TRACK,154.85,152,-2.85,695.17,615.88,-14.45,11.84,17.02,269.86,0.469,0.12,0,-0.949,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.071,0,2.909,0,270.01,0,0,1,-5.38,0,0,0,270,1,0.0002,0.0032,0,270.01,4.51,-505.76,21.508,0.013,0,0,3,741.67,-4.819,0,1201.46,0,0,0,,0,0,0,0,0,0,0,0,615.88,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.47,1087.29,2,0,0.08,0.08,34,10,0.12,0.08,3.54,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.84,APPROACH,ILS_TRACK,153.93,152,-1.93,691.3,611.73,-13.23,12.86,17.6,269.92,0.587,0.24,0,-1.641,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.328,0,1.997,0,270,0,0,1,-4.97,0,0,0,270,1,0,0.0031,0,270,4.3,-507.11,21.459,0.001,0,0,3,741.67,-4.275,0,1198.91,0,0,0,,0,0,0,0,0,0,0,0,611.73,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.23,1083.68,2,0,0.08,0.08,37,10,0.12,0.08,3.84,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.14,APPROACH,ILS_TRACK,152.95,152,-0.95,687.65,607.95,-12.05,13.36,17.69,269.97,0.661,0.36,0,-2.042,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.606,0,1.012,0,270,0,0,1,-4.56,0,0,0,270.01,1,0.0001,0.003,0,270,4.09,-508.25,21.411,0.003,0,0,3,741.67,-3.518,0,1196.37,0,0,0,,0,0,0,0,0,0,0,0,607.95,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.25,1079.78,2,0,0.08,0.08,40,10,0.12,0.08,4.14,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.44,APPROACH,ILS_TRACK,151.99,152,0.01,684.32,604.51,-10.96,13.76,17.73,270,0.71,0.48,0,-2.151,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.877,0,0.049,0,269.99,0,0,1,-4.18,0,0,0,270,1,-0.0002,0.0029,0,269.99,3.91,-509.1,21.362,-0.013,0,0,3,741.67,-2.408,0,1193.84,0,0,0,,0,0,0,0,0,0,0,0,604.51,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.07,1075.97,2,0,0.08,0.08,43,10,0.12,0.08,4.44,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.74,APPROACH,ILS_TRACK,151.03,152,0.97,681.26,601.42,-9.76,13.94,17.46,270.03,0.724,0.6,0,-2.119,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.147,0,-0.91,0,270,0,0,1,-3.75,0,0,0,269.99,1,0,0.0028,0,270,3.74,-509.68,21.314,0.002,0,0,3,741.67,-1.706,0,1191.33,0,0,0,,0,0,0,0,0,0,0,0,601.42,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.21,1072.17,2,0,0.08,0.08,46,10,0.12,0.08,4.74,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.04,APPROACH,ILS_TRACK,150.17,152,1.83,678.45,598.66,-8.74,13.77,16.94,270.04,0.719,0.72,0,-2.087,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.391,0,-1.773,0,269.98,0,0,1,-3.38,0,0,0,269.98,1,-0.0003,0.0028,0,269.98,3.58,-510.03,21.267,-0.015,0,0,3,741.67,-0.833,0,1188.84,0,0,0,,0,0,0,0,0,0,0,0,598.66,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3,1068.8,2,0,0.08,0.08,49,10,0.12,0.08,5.04,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.34,APPROACH,ILS_TRACK,149.46,152,2.54,675.9,596.19,-7.79,13.51,16.33,270.04,0.677,0.84,0,-2.056,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.595,0,-2.497,0,269.98,0,0,1,-3.02,0,0,0,269.97,1,-0.0003,0.0027,0,269.98,3.45,-510.13,21.219,-0.019,0,0,3,741.67,-0.044,0,1186.35,0,0,0,,0,0,0,0,0,0,0,0,596.19,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.99,1066,2,0,0.08,0.08,52,10,0.12,0.08,5.34,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.64,APPROACH,ILS_TRACK,148.91,152,3.09,673.61,593.98,-6.99,13.2,15.75,270.03,0.625,0.96,0,-1.791,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.753,0,-3.058,0,269.97,0,0,1,-2.73,0,0,0,269.96,1,-0.0005,0.0026,0,269.97,3.32,-509.98,21.172,-0.027,0,0,3,741.67,0.841,0,1183.88,0,0,0,,0,0,0,0,0,0,0,0,593.98,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,1063.87,2,0,0.08,0.08,55,10,0.12,0.08,5.64,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.94,APPROACH,ILS_TRACK,148.52,152,3.48,671.56,592.02,-6.22,12.91,15.17,270.03,0.566,0.8668,0,-0.789,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.867,0,-3.463,0,269.94,0,0,1,-2.43,0,0,0,269.96,1,-0.001,0.0025,0,269.94,3.21,-509.59,21.125,-0.055,0,0,3,741.67,1.514,0,1181.41,0,0,0,,0,0,0,0,0,0,0,0,592.02,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.67,1062.38,2,0,0.08,0.08,58,10,0.12,0.08,5.94,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.24,APPROACH,ILS_TRACK,148.29,152,3.71,669.75,590.26,-5.52,12.73,14.75,270.01,0.496,0.7468,0,0.301,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.933,0,-3.697,0,269.96,0,0,1,-2.17,0,0,0,269.96,1,-0.0007,0.0024,0,269.96,3.11,-508.96,21.078,-0.039,0,0,3,741.67,2.373,0,1178.94,0,0,0,,0,0,0,0,0,0,0,0,590.26,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.55,1061.58,2,0,0.08,0.08,61,10,0.12,0.08,6.24,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.54,APPROACH,ILS_TRACK,148.16,152,3.84,668.1,588.72,-4.82,12.37,14.12,270.01,0.437,0.6268,0,1.44,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.972,0,-3.835,0,269.96,0,0,1,-1.89,0,0,0,269.96,1,-0.0007,0.0024,0,269.96,3.02,-508.17,21.031,-0.039,0,0,3,741.67,2.819,0,1176.48,0,0,0,,0,0,0,0,0,0,0,0,588.72,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.09,1061.15,2,0,0.08,0.08,64,10,0.12,0.08,6.54,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.9,APPROACH,ILS_TRACK,148.16,152,3.84,666.37,587.11,-4.14,11.97,13.47,269.99,0.367,0.4828,0,2.826,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.973,0,-3.841,0,269.95,0,0,1,-1.64,0,0,0,269.95,1,-0.0008,0.0023,0,269.95,2.92,-506.97,20.975,-0.047,0,0,3,741.67,3.587,0,1173.52,0,0,0,,0,0,0,0,0,0,0,0,587.11,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.28,1061.28,2,0,0.12,0.12,67,8.33,0.12,0.08,6.9,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
7.24,APPROACH,ILS_TRACK,148.24,152,3.76,664.93,585.8,-3.58,11.5,12.79,269.98,0.305,0.3719,0,4.118,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.953,0,-3.768,0,269.95,0,0,1,-1.41,0,0,0,269.95,1,-0.0009,0.0022,0,269.95,2.84,-505.64,20.921,-0.049,0,0,3,741.67,4.099,0,1170.73,0,0,0,,0,0,0,0,0,0,0,0,585.8,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,1061.7,2,0,0.1,0.1,70,8.82,0.12,0.1,7.24,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
7.52,APPROACH,ILS_TRACK,148.35,152,3.65,663.87,584.86,-3.19,11.12,12.26,269.97,0.259,0.2964,0,5.153,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.922,0,-3.66,0,269.93,0,0,1,-1.25,0,0,0,269.94,1,-0.0012,0.0021,0,269.93,2.78,-504.41,20.877,-0.066,0,0,3,741.67,4.508,0,1168.43,0,0,0,,0,0,0,0,0,0,0,0,584.86,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.82,1062.22,2,0,0.08,0.08,73,10.71,0.1,0.08,7.52,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
7.82,APPROACH,ILS_TRACK,148.47,152,3.53,662.81,583.97,-2.85,10.52,11.52,269.97,0.212,0.2563,0,6.227,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.887,0,-3.536,0,269.96,0,0,1,-1.11,0,0,0,269.95,1,-0.0007,0.002,0,269.96,2.71,-503.02,20.83,-0.043,0,0,3,741.67,4.727,0,1165.96,0,0,0,,0,0,0,0,0,0,0,0,583.97,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.14,1062.8,2,0,0.08,0.08,76,10,0.12,0.08,7.82,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
8.12,APPROACH,ILS_TRACK,148.64,152,3.36,661.93,583.11,-2.89,10.34,11.42,269.96,0.187,0.2177,0,7.255,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.842,0,-3.375,0,269.94,0,0,1,-1.11,0,0,0,269.95,1,-0.0011,0.002,0,269.94,2.65,-501.45,20.783,-0.062,0,0,3,741.67,5.549,0,1163.49,0,0,0,,0,0,0,0,0,0,0,0,583.11,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.86,1063.54,2,0,0.08,0.08,79,10,0.12,0.08,8.12,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
8.42,APPROACH,ILS_TRACK,148.72,152,3.28,661.19,582.32,-2.43,10.6,11.48,269.96,0.15,0.2496,0,8.245,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.815,0,-3.28,0,269.94,0,0,1,-0.95,0,0,0,269.95,1,-0.0011,0.0019,0,269.94,2.59,-499.72,20.736,-0.062,0,0,3,741.67,5.676,0,1161.02,0,0,0,,0,0,0,0,0,0,0,0,582.32,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,1063.96,2,0,0.08,0.08,82,10,0.12,0.08,8.42,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
8.72,APPROACH,ILS_TRACK,148.79,152,3.21,660.46,581.63,-2.22,10.47,11.27,269.96,0.125,0.2783,0,9.217,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.796,0,-3.212,0,269.95,0,0,1,-0.86,0,0,0,269.95,1,-0.0009,0.0018,0,269.95,2.53,-497.99,20.689,-0.054,0,0,3,741.67,5.853,0,1158.54,0,0,0,,0,0,0,0,0,0,0,0,581.63,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.43,1064.31,2,0,0.08,0.08,85,10,0.12,0.08,8.72,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
9.02,APPROACH,ILS_TRACK,148.86,152,3.14,659.83,580.98,-1.99,10.51,11.24,269.95,0.109,0.3013,0,10.166,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.777,0,-3.144,0,269.95,0,0,1,-0.79,0,0,0,269.94,1,-0.0009,0.0017,0,269.95,2.48,-496.16,20.642,-0.052,0,0,3,741.67,6.217,0,1156.07,0,0,0,,0,0,0,0,0,0,0,0,580.98,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.25,1064.64,2,0,0.08,0.08,88,10,0.12,0.08,9.02,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
9.32,APPROACH,ILS_TRACK,148.91,152,3.09,659.23,580.41,-1.8,10.42,11.08,269.95,0.098,0.3271,0,11.1,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.763,0,-3.095,0,269.95,0,0,1,-0.71,0,0,0,269.95,1,-0.0009,0.0016,0,269.95,2.42,-494.29,20.594,-0.052,0,0,3,741.67,6.345,0,1153.59,0,0,0,,0,0,0,0,0,0,0,0,580.41,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.32,1064.89,2,0,0.08,0.08,91,10,0.12,0.08,9.32,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
