t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.1,CRUISE,,118.36,80,-38.36,2124.04,-56.12,-4.17,20.01,90.05,0.032,0.04,0,14.164,1,0.6,0.9,0.75,0.35,0.0168,0.4,90,5,1,0,-25.37,0,0,0,90,-0.9687,0.0003,-0.2483,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861.92,2,0,0.1,0.1,1,3.7,0.1,0.02,0.02,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
0.36,CRUISE,,118.75,80,-38.75,2109.19,-57.08,-4.55,20.01,90.05,0.032,0.144,0,20,1,0.6,1.898,0.75,0.35,0.0168,0.4,90,5,0,1,-25.67,0,0,25.01,90,-0.9687,0.0003,-0.2483,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,864.11,2,0,0.04,0.04,6,19.23,0.1,0.04,0.26,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
0.62,CRUISE,,119.14,80,-39.14,2094.11,-58.03,-4.92,20.01,90.05,0.032,0.248,0,20,1,0.6,2.899,0.75,0.35,0.0168,0.4,90,5,0,1,-25.97,0,0,25.02,90,-0.9687,0.0003,-0.2484,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,866.38,2,0,0.06,0.06,11,19.23,0.06,0.04,0.52,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
0.88,CRUISE,,119.55,80,-39.55,2078.77,-58.98,-5.29,20.01,90.05,0.032,0.352,0,19.8,1,0.6,3.563,0.75,0.35,0.0168,0.4,90,5,0,1,-26.26,0,0,25.02,90,-0.9686,0.0003,-0.2484,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,868.7,2,0,0.06,0.06,16,19.23,0.06,0.04,0.78,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
1.14,CRUISE,,119.97,80,-39.97,2063.2,-59.91,-5.65,20.01,90.05,0.031,0.456,0,19.31,1,0.6,4.006,0.75,0.35,0.0168,0.4,90,5,0,1,-26.53,0,0,25.02,90,-0.9686,0.0003,-0.2485,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,871.09,2,0,0.06,0.06,21,19.23,0.06,0.04,1.04,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
1.4,CRUISE,,120.4,80,-40.4,2047.39,-60.83,-6,20.01,90.05,0.031,0.56,0,18.832,1,0.6,4.302,0.75,0.35,0.0168,0.4,90,5,0,1,-26.8,0,0,25.02,90,-0.9686,0.0003,-0.2486,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,873.53,2,0,0.06,0.06,26,19.23,0.06,0.04,1.3,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
1.66,CRUISE,,120.84,80,-40.84,2031.34,-61.73,-6.35,20.01,90.05,0.031,0.664,0,18.366,1,0.6,4.5,0.75,0.35,0.0168,0.4,90,5,0,1,-27.06,0,0,25.02,90,-0.9686,0.0003,-0.2486,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,876.04,2,0,0.06,0.06,31,19.23,0.06,0.04,1.56,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
1.92,CRUISE,,121.29,80,-41.29,2015.07,-62.63,-6.69,20.01,90.05,0.031,0.768,0,17.912,1,0.6,4.5,0.75,0.35,0.0168,0.4,90,5,0,1,-27.31,0,0,25.01,90,-0.9686,0.0003,-0.2487,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,878.59,2,0,0.06,0.06,36,19.23,0.06,0.04,1.82,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
2.18,CRUISE,,121.75,80,-41.75,1998.56,-63.51,-7.02,20.01,90.05,0.03,0.872,0,17.468,1,0.6,4.5,0.75,0.35,0.0168,0.4,90,5,0,1,-27.55,0,0,25.02,90,-0.9686,0.0003,-0.2487,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,881.21,2,0,0.06,0.06,41,19.23,0.06,0.04,2.08,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
2.44,CRUISE,,122.22,80,-42.22,1981.83,-64.39,-7.34,20.01,90.05,0.03,0.976,0,17.036,1,0.6,4.5,0.75,0.35,0.0168,0.4,90,5,0,1,-27.78,0,0,25.02,90,-0.9686,0.0003,-0.2488,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,883.88,2,0,0.06,0.06,46,19.23,0.06,0.04,2.34,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
2.7,CRUISE,,122.69,80,-42.69,1964.87,-65.25,-7.65,20.01,90.05,0.03,1,0,16.614,1,0.6,4.5,0.75,0.35,0.0168,0.4,90,5,0,1,-28,0,0,25.01,90,-0.9685,0.0003,-0.2488,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,886.6,2,0,0.06,0.06,51,19.23,0.06,0.04,2.6,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
2.96,CRUISE,,123.18,80,-43.18,1947.7,-66.09,-7.96,20.01,90.05,0.029,1,0,16.203,1,0.6,4.5,0.75,0.35,0.0168,0.4,90,5,0,1,-28.22,0,0,25.02,90,-0.9685,0.0003,-0.2489,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,889.37,2,0,0.06,0.06,56,19.23,0.06,0.04,2.86,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
3.22,CRUISE,,123.67,80,-43.67,1930.31,-66.93,-8.25,20.01,90.05,0.029,1,0,15.802,1,0.6,4.5,0.75,0.35,0.0168,0.4,90,5,0,1,-28.42,0,0,25.01,90,-0.9685,0.0003,-0.2489,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,892.19,2,0,0.06,0.06,61,19.23,0.06,0.04,3.12,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
3.48,CRUISE,,124.17,80,-44.17,1912.7,-67.75,-8.55,20.01,90.05,0.028,1,0,15.411,1,0.6,4.5,0.75,0.35,0.0168,0.4,90,5,0,1,-28.62,0,0,25.02,90,-0.9685,0.0003,-0.249,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,895.06,2,0,0.06,0.06,66,19.23,0.06,0.04,3.38,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
3.74,CRUISE,,124.68,80,-44.68,1894.89,-68.56,-8.83,20.01,90.05,0.028,1,0,15.03,1,0.6,4.5,0.75,0.35,0.0168,0.4,90,5,0,1,-28.81,0,0,25.02,90,-0.9685,0.0003,-0.249,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,897.98,2,0,0.06,0.06,71,19.23,0.06,0.04,3.64,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
4,CRUISE,,125.19,80,-45.19,1876.87,-69.35,-9.1,20.01,90.05,0.028,1,0,14.658,1,0.6,4.5,0.75,0.35,0.0168,0.4,90,5,0,1,-28.98,0,0,25.01,90,-0.9685,0.0003,-0.2491,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,900.94,2,0,0.06,0.06,76,19.23,0.06,0.04,3.9,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
4.26,CRUISE,,125.71,80,-45.71,1858.65,-70.13,-9.37,20.01,90.05,0.028,1,0,14.295,1,0.6,4.5,0.75,0.35,0.0168,0.4,90,5,0,1,-29.16,0,0,25.02,90,-0.9685,0.0003,-0.2491,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,903.95,2,0,0.06,0.06,81,19.23,0.06,0.04,4.16,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
4.52,CRUISE,,126.23,80,-46.23,1840.23,-70.9,-9.62,20.01,90.05,0.028,1,0,13.941,1,0.6,4.5,0.75,0.35,0.0168,0.4,90,5,0,1,-29.32,0,0,25.02,90,-0.9685,0.0003,-0.2492,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,907.01,2,0,0.06,0.06,86,19.23,0.06,0.04,4.42,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
4.78,CRUISE,,126.76,80,-46.76,1821.62,-71.65,-9.87,20.01,90.05,0.028,1,0,13.596,1,0.6,4.5,0.75,0.35,0.0168,0.4,90,5,0,1,-29.48,0,0,25.02,90,-0.9684,0.0003,-0.2492,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,910.1,2,0,0.06,0.06,91,19.23,0.06,0.04,4.68,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
5.04,CRUISE,,127.3,80,-47.3,1802.81,-72.39,-10.12,20.01,90.05,0.027,1,0,13.259,1,0.6,4.5,0.75,0.35,0.0168,0.4,90,5,0,1,-29.63,0,0,25.01,90,-0.9684,0.0003,-0.2493,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,913.24,2,0,0.06,0.06,96,19.23,0.06,0.04,4.94,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
5.3,CRUISE,,127.84,80,-47.84,1783.82,-73.12,-10.35,20.01,90.05,0.027,1,0,12.931,1,0.6,4.5,0.75,0.35,0.0168,0.4,90,5,0,1,-29.77,0,0,25.02,90,-0.9684,0.0003,-0.2493,25.01,90,0,0,0,0,0,0,0,0,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,916.42,2,0,0.06,0.06,101,19.23,0.06,0.04,5.2,FLYING,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
