t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
3.37,APPROACH,ILS_TRACK,155.23,152,-3.23,1331,1251.61,1.17,5.74,6.07,272.68,21.969,0,0,-2.644,1,0.6,4.5,0.75,0.35,0.0168,0.4,1.986,20.975,1.986,3.252,1,274.83,-0.099,0,1,0.5,0,0,-0.1,274.95,0.0913,0.0841,0.9923,-0.1,274.83,-118.43,-187.55,27.556,4.826,0,0,3,1311.13,11.525,-0.099,1518.41,0,0,0,0,0,0,0,0,266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.99,1046.56,2,0,0.14,0.14,27,7.16,0.14,0.133,3.37,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.66,APPROACH,ILS_TRACK,154.92,152,-2.92,1331.65,1251.66,0.38,7.16,7.79,273.23,23.533,0,0,-2.618,1,0.6,4.5,0.75,0.35,0.0168,0.4,1.658,21.058,1.658,2.957,1,274.61,-0.102,0,1,0.19,0,0,-0.1,274.71,0.0915,0.0805,0.9926,-0.1,274.61,-118.35,-184.31,27.506,4.615,0,0,3,1311.13,11.038,-0.102,1515.83,0,0,0,0,0,0,0,0,266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.61,1045.25,2,0,0.147,0.147,29,6.81,0.147,0.14,3.66,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.96,APPROACH,ILS_TRACK,154.49,152,-2.49,1332.11,1251.54,0.07,8.66,9.45,274.14,26.776,0.0892,0,-3.414,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.175,0,2.54,0,273.42,-0.105,0,1,0.04,0,0,-0.1,274.09,0.0917,0.0597,0.994,-0.11,273.42,-118,-181.14,27.456,3.424,0,0,3,1311.13,10.334,-0.105,1513.18,0,0,0,0,0,0,0,0,266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.68,1043.39,2,0,0.15,0.15,31,6.67,0.15,0.147,3.96,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.23,APPROACH,ILS_TRACK,153.97,152,-1.97,1332.29,1251.66,-0.05,9.44,10.43,275.16,26.028,0.1972,0,-3.999,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.317,0,2.035,0,273.49,-0.106,0,1,-0.01,0,0,-0.1,273.26,0.0918,0.0609,0.9939,-0.11,273.49,-117.42,-178.53,27.41,3.493,0,0,3,1311.13,9.451,-0.106,1510.79,0,0,0,0,0,0,0,0,266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.3,1041.15,2,0,0.12,0.12,33,7.41,0.15,0.12,4.23,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.5,APPROACH,ILS_TRACK,153.39,152,-1.39,1332.34,1251.89,-0.26,9.78,10.99,276.11,22.275,0.3052,0,-4.43,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.482,0,1.452,0,273.76,-0.106,0,1,-0.08,0,0,-0.1,273.93,0.0918,0.0655,0.9936,-0.11,273.76,-116.54,-176.09,27.365,3.756,0,0,3,1311.13,8.955,-0.106,1508.42,0,0,0,0,0,0,0,0,266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.09,1038.63,2,0,0.12,0.12,35,7.41,0.15,0.12,4.5,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.77,APPROACH,ILS_TRACK,152.79,152,-0.79,1332.35,1252.05,-0.25,10.17,11.34,276.76,19.084,0.4132,0,-4.702,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.649,0,0.857,0,273.42,-0.106,0,1,-0.11,0,0,-0.1,273.59,0.092,0.0596,0.994,-0.11,273.42,-115.33,-173.69,27.32,3.417,0,0,3,1311.13,8.812,-0.106,1506.05,0,0,0,0,0,0,0,0,266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.49,1036.06,2,0,0.12,0.12,37,7.41,0.15,0.12,4.77,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.04,APPROACH,ILS_TRACK,152.17,152,-0.17,1332.25,1252.29,-0.23,10.1,11,276.8,15.361,0.5212,0,-4.806,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.825,0,0.234,0,273.07,-0.106,0,1,-0.08,0,0,-0.1,273.24,0.092,0.0536,0.9943,-0.11,273.07,-113.82,-171.42,27.275,3.074,0,0,3,1311.13,8.317,-0.106,1503.69,0,0,0,0,0,0,0,0,266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.14,1033.4,2,0,0.12,0.12,39,7.41,0.15,0.12,5.04,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.31,APPROACH,ILS_TRACK,151.64,152,0.36,1332.14,1252.55,-0.37,9.95,10.64,276.45,11.299,0.6292,0,-4.758,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.977,0,-0.307,0,272.79,-0.105,0,1,-0.12,0,0,-0.1,272.93,0.0921,0.0486,0.9946,-0.11,272.79,-112.05,-169.18,27.23,2.788,0,0,3,1311.13,8.291,-0.105,1501.34,0,0,0,0,0,0,0,0,266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.8,1031.13,2,0,0.12,0.12,41,7.41,0.15,0.12,5.31,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.58,APPROACH,ILS_TRACK,151.2,152,0.8,1332.06,1252.78,-0.55,10.06,10.57,275.86,7.069,0.6265,0,-4.582,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.103,0,-0.753,0,272.56,-0.105,0,1,-0.19,0,0,-0.1,272.66,0.0922,0.0447,0.9947,-0.11,272.56,-110.1,-166.93,27.185,2.565,0,0,3,1311.13,8.369,-0.105,1499,0,0,0,0,0,0,0,0,266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.27,1029.28,2,0,0.12,0.12,43,7.41,0.15,0.12,5.58,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.85,APPROACH,ILS_TRACK,150.85,152,1.15,1332.01,1252.91,-0.65,10.44,10.83,275.21,3.502,0.5873,0,-4.305,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.204,0,-1.111,0,272.4,-0.104,0,1,-0.25,0,0,-0.1,272.46,0.0923,0.0419,0.9948,-0.1,272.4,-108.04,-164.65,27.141,2.404,0,0,3,1311.13,8.47,-0.104,1496.67,0,0,0,0,0,0,0,0,266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.16,1027.81,2,0,0.12,0.12,45,7.41,0.15,0.12,5.85,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.12,APPROACH,ILS_TRACK,150.56,152,1.44,1331.92,1253,-0.42,10.75,10.91,274.52,0.746,0.5414,0,-3.944,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.287,0,-1.407,0,272.26,-0.104,0,1,-0.18,0,0,-0.1,272.32,0.0924,0.0394,0.9949,-0.1,272.26,-105.92,-162.39,27.096,2.26,0,0,3,1311.13,8.286,-0.104,1494.33,0,0,0,0,0,0,0,0,266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.66,1026.58,2,0,0.12,0.12,47,7.41,0.15,0.12,6.12,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.42,APPROACH,ILS_TRACK,150.29,152,1.71,1331.7,1252.77,-0.33,10.4,10.43,273.78,-1.401,0.5044,0,-3.457,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.367,0,-1.69,0,272.16,-0.103,0,1,-0.11,0,0,-0.1,272.21,0.0924,0.0378,0.995,-0.1,272.16,-103.55,-160,27.047,2.165,0,0,3,1311.13,7.856,-0.103,1491.75,0,0,0,0,0,0,0,0,266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.38,1025.4,2,0,0.15,0.15,49,6.67,0.15,0.12,6.42,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.75,APPROACH,ILS_TRACK,150.1,152,1.9,1331.5,1252.54,-0.59,10.1,10.28,273.06,-2.391,0.4393,0,-2.849,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.421,0,-1.882,0,272.09,-0.102,0,1,-0.2,0,0,-0.1,272.12,0.0925,0.0364,0.995,-0.1,272.09,-100.96,-157.38,26.992,2.086,0,0,3,1311.13,8.026,-0.102,1488.91,0,0,0,0,0,0,0,0,266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.02,1024.63,2,0,0.15,0.15,51,6.06,0.18,0.15,6.75,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.05,APPROACH,ILS_TRACK,149.98,152,2.02,1331.42,1252.26,-0.87,10.5,10.88,272.45,-3.089,0.3825,0,-2.256,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.457,0,-2.007,0,272.02,-0.101,0,1,-0.32,0,0,-0.1,272.04,0.0926,0.0353,0.9951,-0.1,272.02,-98.64,-154.9,26.943,2.023,0,0,3,1311.13,8.366,-0.101,1486.32,0,0,0,0,0,0,0,0,266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.48,1024.13,2,0,0.15,0.15,53,6.67,0.15,0.15,7.05,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.38,APPROACH,ILS_TRACK,149.82,152,2.18,1331.3,1252.01,-0.47,11.04,11.22,272,-3.516,0.3653,0,-1.556,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.501,0,-2.164,0,272,-0.101,0,1,-0.2,0,0,-0.1,272.01,0.0927,0.035,0.9951,-0.1,272,-96.18,-152.15,26.889,2.003,0,0,3,1311.13,8.192,-0.101,1483.49,0,0,0,0,0,0,0,0,266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.91,1023.46,2,0,0.15,0.15,55,6.06,0.18,0.15,7.38,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.68,APPROACH,ILS_TRACK,149.67,152,2.33,1331.11,1251.88,-0.46,10.82,10.98,271.81,-3.534,0.3668,0,-0.87,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.545,0,-2.321,0,271.98,-0.1,0,1,-0.17,0,0,-0.1,271.99,0.0927,0.0346,0.9951,-0.1,271.98,-94.02,-149.77,26.84,1.983,0,0,3,1311.13,7.939,-0.1,1480.91,0,0,0,0,0,0,0,0,266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.64,1022.83,2,0,0.15,0.15,57,6.67,0.15,0.15,7.68,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.01,APPROACH,ILS_TRACK,149.56,152,2.44,1331.02,1251.72,-0.68,11.02,11.33,271.74,-3.239,0.3508,0,-0.077,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.576,0,-2.431,0,271.95,-0.099,0,1,-0.25,0,0,-0.1,271.96,0.0928,0.034,0.9951,-0.1,271.95,-91.73,-147.05,26.786,1.951,0,0,3,1311.13,8.351,-0.099,1478.08,0,0,0,0,0,0,0,0,266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.34,1022.38,2,0,0.15,0.15,59,6.06,0.18,0.15,8.01,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.31,APPROACH,ILS_TRACK,149.43,152,2.57,1331.02,1251.56,-0.46,11.76,12.01,271.7,-2.949,0.3596,0,0.68,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.611,0,-2.556,0,271.91,-0.099,0,1,-0.23,0,0,-0.1,271.93,0.0929,0.0334,0.9951,-0.1,271.91,-89.71,-144.48,26.737,1.914,0,0,3,1311.13,8.615,-0.099,1475.51,0,0,0,0,0,0,0,0,266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.58,1021.85,2,0,0.15,0.15,61,6.67,0.15,0.15,8.31,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.64,APPROACH,ILS_TRACK,149.15,152,2.85,1330.8,1251.56,0.19,11.36,11.19,271.73,-2.619,0.4373,0,1.585,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.686,0,-2.821,0,271.88,-0.098,0,1,0.06,0,0,-0.1,271.89,0.093,0.0329,0.9951,-0.1,271.88,-87.55,-141.82,26.683,1.883,0,0,3,1311.13,7.755,-0.098,1472.68,0,0,0,0,0,0,0,0,266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.95,1020.68,2,0,0.15,0.15,63,6.06,0.18,0.15,8.64,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.94,APPROACH,ILS_TRACK,149.03,152,2.97,1330.51,1251.61,0.01,10.16,10.06,271.79,-2.37,0.444,0,2.47,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.727,0,-2.968,0,271.83,-0.097,0,1,0.03,0,0,-0.1,271.87,0.093,0.032,0.9951,-0.1,271.83,-85.63,-139.55,26.634,1.834,0,0,3,1311.13,7.603,-0.097,1470.11,0,0,0,0,0,0,0,0,266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.09,1020.14,2,0,0.15,0.15,65,6.67,0.15,0.15,8.94,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
