t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
3.42,APPROACH,ILS_TRACK,151.67,152,0.33,1307.51,1227.58,-5.5,14.34,16.25,271.56,-0.521,0.6596,0,-3.469,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.976,0,-0.3,0,272.15,0,0,1,-2.09,0,0,0,272.17,0.0317,0.0376,0.9988,0,272.15,-86.76,-274.69,28.777,2.154,0,0,3,1338.71,2.99,0,1582.42,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,1032.95,2,0,0.08,0.08,30,10.71,0.1,0.08,3.42,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.72,APPROACH,ILS_TRACK,151.25,152,0.75,1305.97,1226.02,-5.16,14.51,16.32,271.72,-0.032,0.5909,0,-3.292,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.095,0,-0.725,0,272.11,0,0,1,-1.97,0,0,0,272.13,0.0318,0.0368,0.9988,0,272.11,-85.2,-273.66,28.727,2.107,0,0,3,1338.71,3.726,0,1579.82,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.98,1031.26,2,0,0.08,0.08,33,10,0.12,0.08,3.72,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.02,APPROACH,ILS_TRACK,150.82,152,1.18,1304.6,1224.57,-4.24,14.79,16.27,271.85,0.276,0.5767,0,-2.992,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.213,0,-1.143,0,272.05,0,0,1,-1.67,0,0,0,272.07,0.0318,0.0357,0.9989,0,272.05,-83.64,-272.45,28.678,2.045,0,0,3,1338.71,4.102,0,1577.23,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.84,1029.55,2,0,0.08,0.08,36,10,0.12,0.08,4.02,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.38,APPROACH,ILS_TRACK,150.25,152,1.75,1302.86,1223.26,-2.97,13.42,14.32,271.94,0.454,0.6333,0,-2.437,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.377,0,-1.725,0,271.96,0,0,1,-1.18,0,0,0,271.99,0.0319,0.0342,0.9989,0,271.96,-81.77,-271.06,28.619,1.961,0,0,3,1338.71,3.663,0,1574.13,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.9,1027.15,2,0,0.12,0.12,39,8.33,0.12,0.08,4.38,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.72,APPROACH,ILS_TRACK,150.1,152,1.9,1301.11,1222.28,-2.84,10.62,11.45,271.94,0.443,0.5342,0,-1.791,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.428,0,-1.907,0,271.88,0,0,1,-1.07,0,0,0,271.9,0.032,0.0327,0.999,0,271.88,-79.97,-269.89,28.563,1.876,0,0,3,1338.71,3.482,0,1571.2,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.7,1026.55,2,0,0.1,0.1,42,8.82,0.12,0.1,4.72,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.06,APPROACH,ILS_TRACK,150.38,152,1.62,1299.48,1221.21,-3.46,8.52,9.63,271.91,0.323,0.3982,0,-1.197,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.354,0,-1.642,0,271.8,0,0,1,-1.28,0,0,0,271.83,0.0321,0.0314,0.999,0,271.8,-78.17,-268.61,28.507,1.801,0,0,3,1338.71,3.926,0,1568.28,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.7,1027.77,2,0,0.12,0.12,45,8.82,0.12,0.1,5.06,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.4,APPROACH,ILS_TRACK,150.78,152,1.22,1298.02,1219.89,-4.31,7.87,9.36,271.89,0.148,0.2622,0,-0.727,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.242,0,-1.248,0,271.71,0,0,1,-1.6,0,0,0,271.74,0.0322,0.0298,0.999,0,271.71,-76.35,-267.16,28.451,1.707,0,0,3,1338.71,4.43,0,1565.34,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.58,1029.54,2,0,0.1,0.1,48,8.82,0.12,0.1,5.4,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.68,APPROACH,ILS_TRACK,151.08,152,0.92,1296.94,1218.61,-4.89,8.49,10.25,271.86,-0.025,0.1502,0,-0.438,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.155,0,-0.936,0,271.65,0,0,1,-1.83,0,0,0,271.67,0.0323,0.0288,0.9991,0,271.65,-74.85,-265.84,28.405,1.651,0,0,3,1338.71,4.893,0,1562.92,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.02,1030.94,2,0,0.08,0.08,51,10.71,0.1,0.08,5.68,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.98,APPROACH,ILS_TRACK,151.28,152,0.72,1295.94,1217.09,-5.08,10.2,12.09,271.82,-0.226,0.0302,0,-0.203,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.096,0,-0.728,0,271.58,0,0,1,-1.94,0,0,0,271.6,0.0324,0.0276,0.9991,0,271.58,-73.23,-264.26,28.355,1.583,0,0,3,1338.71,5.465,0,1560.33,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.75,1031.89,2,0,0.08,0.08,54,10,0.12,0.08,5.98,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.34,APPROACH,ILS_TRACK,151.13,152,0.87,1294.68,1215.42,-4.22,11.79,13.3,271.76,-0.485,0.003,0,0.075,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.131,0,-0.851,0,271.51,0,0,1,-1.63,0,0,0,271.53,0.0325,0.0264,0.9991,0,271.51,-71.3,-262.39,28.296,1.514,0,0,3,1338.71,4.986,0,1557.21,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.73,1031.39,2,0,0.12,0.12,57,8.33,0.12,0.08,6.34,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.7,APPROACH,ILS_TRACK,150.73,152,1.27,1293.3,1214.04,-3.43,11.86,13.03,271.68,-0.747,0.147,0,0.469,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.241,0,-1.243,0,271.45,0,0,1,-1.32,0,0,0,271.47,0.0326,0.0253,0.9991,0,271.45,-69.38,-260.65,28.237,1.448,0,0,3,1338.71,4.709,0,1554.1,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.86,1029.78,2,0,0.12,0.12,60,8.33,0.12,0.12,6.7,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.06,APPROACH,ILS_TRACK,150.34,152,1.66,1292.01,1212.83,-3.26,11.47,12.6,271.62,-0.95,0.291,0,1.013,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.354,0,-1.642,0,271.38,0,0,1,-1.24,0,0,0,271.41,0.0327,0.0241,0.9992,0,271.38,-67.48,-258.86,28.177,1.383,0,0,3,1338.71,5.164,0,1551,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.54,1028.16,2,0,0.12,0.12,63,8.33,0.12,0.12,7.06,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.42,APPROACH,ILS_TRACK,149.92,152,2.08,1290.91,1211.64,-3.28,11.64,12.81,271.55,-1.118,0.435,0,1.703,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.471,0,-2.06,0,271.33,0,0,1,-1.25,0,0,0,271.36,0.0328,0.0232,0.9992,0,271.33,-65.62,-256.89,28.118,1.327,0,0,3,1338.71,5.608,0,1547.91,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.85,1026.46,2,0,0.12,0.12,66,8.33,0.12,0.12,7.42,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.78,APPROACH,ILS_TRACK,149.46,152,2.54,1289.94,1210.48,-3.02,12.31,13.41,271.48,-1.173,0.579,0,2.554,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.6,0,-2.518,0,271.29,0,0,1,-1.19,0,0,0,271.3,0.0329,0.0224,0.9992,0,271.29,-63.78,-254.78,28.059,1.285,0,0,3,1338.71,5.924,0,1544.83,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.91,1024.6,2,0,0.12,0.12,69,8.33,0.12,0.12,7.78,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.14,APPROACH,ILS_TRACK,148.98,152,3.02,1288.94,1209.54,-2.25,12.15,12.92,271.45,-1.348,0.6955,0,3.576,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.735,0,-2.995,0,271.23,0,0,1,-0.88,0,0,0,271.25,0.033,0.0214,0.9992,0,271.23,-61.98,-252.7,28.001,1.229,0,0,3,1338.71,5.694,0,1541.75,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.98,1022.66,2,0,0.12,0.12,72,8.33,0.12,0.12,8.14,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.5,APPROACH,ILS_TRACK,148.74,152,3.26,1287.96,1208.79,-1.94,11.28,11.92,271.39,-1.544,0.6421,0,4.722,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.808,0,-3.253,0,271.19,0,0,1,-0.75,0,0,0,271.2,0.0331,0.0208,0.9992,0,271.19,-60.21,-250.62,27.942,1.191,0,0,3,1338.71,5.874,0,1538.68,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.14,1021.66,2,0,0.12,0.12,75,8.33,0.12,0.12,8.5,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.86,APPROACH,ILS_TRACK,148.69,152,3.31,1287.17,1208.05,-2.13,10.95,11.71,271.33,-1.688,0.5275,0,5.91,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.824,0,-3.311,0,271.14,0,0,1,-0.81,0,0,0,271.16,0.0332,0.02,0.9993,0,271.14,-58.48,-248.37,27.884,1.145,0,0,3,1338.71,6.432,0,1535.62,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.06,1021.48,2,0,0.12,0.12,78,8.33,0.12,0.12,8.86,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.22,APPROACH,ILS_TRACK,148.69,152,3.31,1286.53,1207.27,-2.01,11.44,12.18,271.26,-1.753,0.453,0,7.103,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.825,0,-3.314,0,271.11,0,0,1,-0.8,0,0,0,271.12,0.0333,0.0193,0.9993,0,271.11,-56.78,-245.95,27.825,1.106,0,0,3,1338.71,6.804,0,1532.55,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.09,1021.53,2,0,0.12,0.12,81,8.33,0.12,0.12,9.22,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.58,APPROACH,ILS_TRACK,148.67,152,3.33,1285.85,1206.64,-1.58,11.28,11.83,271.2,-1.892,0.4341,0,8.303,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.831,0,-3.336,0,271.06,0,0,1,-0.62,0,0,0,271.08,0.0334,0.0186,0.9993,0,271.06,-55.13,-243.56,27.767,1.064,0,0,3,1338.71,6.603,0,1529.49,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.41,1021.49,2,0,0.12,0.12,84,8.33,0.12,0.12,9.58,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.84,APPROACH,ILS_TRACK,148.72,152,3.28,1285.4,1206.24,-1.48,11.04,11.56,271.17,-1.93,0.3958,0,9.16,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.816,0,-3.281,0,271.05,0,0,1,-0.57,0,0,0,271.05,0.0334,0.0183,0.9993,0,271.05,-53.96,-241.81,27.725,1.046,0,0,3,1338.71,6.788,0,1527.27,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.37,1021.75,2,0,0.12,0.12,86,7.69,0.14,0.12,9.84,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10.2,APPROACH,ILS_TRACK,148.84,152,3.16,1284.86,1205.74,-1.32,10.91,11.38,271.12,-1.979,0.348,0,10.315,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.784,0,-3.17,0,271.02,0,0,1,-0.52,0,0,0,271.02,0.0335,0.0177,0.9993,0,271.02,-52.39,-239.29,27.666,1.017,0,0,3,1338.71,7.073,0,1524.2,0,0,0,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.26,1022.26,2,0,0.12,0.12,89,8.33,0.12,0.12,10.2,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
