t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.1,APPROACH,ILS_TRACK,72.43,73,0.57,2257.15,-8.51,2.28,8.06,273.53,6.534,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-6.7,0,0,0,90,0,0,0,0,0,0,0,33.842,0,0,0,0,0,273.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.86,363.69,2,0,0.1,0.1,1,3.7,0.1,0.02,0.1,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.4,APPROACH,ILS_TRACK,73.18,73,-0.18,2254.71,-8.78,3.24,9.22,273.51,6.753,0,0,0.026,1,0.6,1.021,0.75,0.35,0.0168,0.4,269.9,-5.063,0,0,-6.84,0,0,-5.06,269.93,0,0,0,0,0,0.74,412.56,33.818,-0.501,0,0,0,0,273.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.53,363.32,2,0,0.08,0.08,4,10,0.1,0.08,0.4,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.66,APPROACH,ILS_TRACK,73.72,73,-0.72,2252.39,-8.82,3.15,9.03,273.17,6.354,0,0,0.026,1,0.6,1.814,0.75,0.35,0.0168,0.4,269.78,-5.057,0,0,-6.82,0,0,-5.06,269.8,0,0,0,0,0,1.3,411.43,33.796,-0.622,0,0,0,0,273.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.19,363.07,2,0,0.1,0.1,7,11.54,0.1,0.06,0.66,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1,APPROACH,ILS_TRACK,74.38,73,-1.38,2249.1,-9.08,1.7,7.61,272.44,4.767,0,0,0.025,1,0.6,2.606,0.75,0.35,0.0168,0.4,269.66,-5.048,0,0,-6.94,0,0,-5.05,269.67,0,0,0,0,0,2.15,409.7,33.766,-0.739,0,0,0,0,273.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.26,362.77,2,0,0.1,0.1,11,11.76,0.1,0.06,1,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.32,APPROACH,ILS_TRACK,75.02,73,-2.02,2245.88,-9.82,0.45,6.77,272.13,2.45,0,0,0.025,1,0.6,3.172,0.75,0.35,0.0168,0.4,269.61,-5.04,0,0,-7.42,0,0,-5.04,269.6,0,0,0,0,0,3.01,407.94,33.738,-0.793,0,0,0,0,273.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.32,362.49,2,0,0.1,0.1,15,12.5,0.1,0.06,1.32,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.66,APPROACH,ILS_TRACK,75.7,73,-2.7,2242.45,-10.53,0.7,7.45,272.27,0.992,0,0,0.024,1,0.6,3.576,0.75,0.35,0.0168,0.4,269.55,-5.03,0,0,-7.9,0,0,-5.03,269.56,0,0,0,0,0,3.94,406.08,33.708,-0.846,0,0,0,0,273.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.69,362.2,2,0,0.1,0.1,19,11.76,0.1,0.06,1.66,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2,APPROACH,ILS_TRACK,76.3,73,-3.3,2238.92,-10.89,1.4,8.34,272.32,0.797,0,0,0.024,1,0.6,3.865,0.75,0.35,0.0168,0.4,269.5,-5.021,0,0,-8.11,0,0,-5.02,269.5,0,0,0,0,0,4.9,404.14,33.678,-0.899,0,0,0,0,273.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.11,361.97,2,0,0.1,0.1,23,11.76,0.1,0.06,2,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.32,APPROACH,ILS_TRACK,76.77,73,-3.77,2235.53,-10.9,2.04,8.96,272.33,0.408,0,0,0.023,1,0.6,4.071,0.75,0.35,0.0168,0.4,269.42,-5.011,0,0,-8.09,0,0,-5.01,269.43,0,0,0,0,0,5.84,402.24,33.65,-0.978,0,0,0,0,273.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.11,361.82,2,0,0.1,0.1,27,12.5,0.1,0.06,2.32,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.66,APPROACH,ILS_TRACK,77.18,73,-4.18,2231.87,-10.81,2.24,9.07,272.34,0.371,0,0,0.023,1,0.6,4.218,0.75,0.35,0.0168,0.4,269.38,-5.001,0,0,-7.99,0,0,-5,269.42,0,0,0,0,0,6.84,400.18,33.619,-1.021,0,0,0,0,273.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.35,361.71,2,0,0.1,0.1,31,11.76,0.1,0.06,2.66,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.98,APPROACH,ILS_TRACK,77.51,73,-4.51,2228.41,-10.73,2.19,8.95,272.31,-0.026,0,0,0.022,1,0.6,4.323,0.75,0.35,0.0168,0.4,269.35,-4.991,0,0,-7.89,0,0,-4.99,269.35,0,0,0,0,0,7.79,398.23,33.59,-1.051,0,0,0,0,273.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.9,361.65,2,0,0.1,0.1,35,12.5,0.1,0.06,2.98,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
