t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
3.43,APPROACH,ILS_TRACK,157.05,152,-5.05,584.51,504.24,-23.37,8.4,16.72,270.01,-0.077,0.0384,0,-0.531,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.979,20.454,3.979,5.099,1,269.96,0,0,1,-8.5,0,0,0,269.96,0.3769,-0.0006,0.9263,0,269.96,0.27,-72.43,11.137,-0.036,32.288,1,3,658.02,-13.198,0,657.94,0,0,0,,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.8,1107.14,2,0,0.104,0.104,28,9.03,0.12,0.102,3.43,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.69,APPROACH,ILS_TRACK,156.45,152,-4.45,579.11,498.3,-22.59,10.11,18.25,270,-0.104,0.1388,0,-1.707,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.615,0,4.528,0,269.97,0,0,1,-8.27,0,0,0,269.97,0.3769,-0.0006,0.9262,0,269.97,0.29,-75.6,11.096,-0.034,32.622,1,3,658.02,-12.428,0,655.8,0,0,0,,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.53,1105.03,2,0,0.129,0.129,30,7.77,0.129,0.104,3.69,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.96,APPROACH,ILS_TRACK,155.54,152,-3.54,573.6,492.38,-21.05,11.64,19.22,269.99,-0.117,0.2459,0,-2.747,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.864,0,3.644,0,269.97,0,0,1,-7.83,0,0,0,269.97,0.377,-0.0006,0.9262,0,269.97,0.31,-78.81,11.052,-0.033,33.148,1,3,658.02,-11.881,0,653.53,0,0,0,,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.1,1101.56,2,0,0.136,0.136,32,7.4,0.136,0.129,3.96,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.24,APPROACH,ILS_TRACK,154.37,152,-2.37,567.96,486.63,-19.58,12.13,19.16,269.98,-0.113,0.3585,0,-3.528,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.191,0,2.484,0,269.97,0,0,1,-7.31,0,0,0,269.97,0.3771,-0.0005,0.9262,0,269.97,0.33,-82.07,11.007,-0.03,33.733,1,3,658.02,-11.391,0,651.15,0,0,0,,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.1,1097.01,2,0,0.142,0.142,34,7.04,0.142,0.136,4.24,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.54,APPROACH,ILS_TRACK,153.26,152,-1.26,562.32,480.99,-18.48,12.17,18.81,269.98,-0.11,0.4767,0,-4.014,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.504,0,1.373,0,269.97,0,0,1,-6.94,0,0,0,269.97,0.3771,-0.0005,0.9262,0,269.97,0.34,-85.24,10.96,-0.027,34.02,1,3,658.02,-10.559,0,648.68,0,0,0,,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.05,1092.74,2,0,0.149,0.149,36,6.72,0.149,0.142,4.54,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.84,APPROACH,ILS_TRACK,152.19,152,-0.19,556.88,475.61,-17.56,12.01,18.35,269.98,-0.105,0.5967,0,-4.182,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.808,0,0.293,0,269.98,0,0,1,-6.64,0,0,0,269.97,0.3772,-0.0004,0.9261,0,269.98,0.36,-88.24,10.912,-0.025,34.297,1,3,658.02,-9.782,0,646.18,0,0,0,,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.48,1088.61,2,0,0.15,0.15,38,6.67,0.15,0.149,4.84,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.14,APPROACH,ILS_TRACK,151.22,152,0.78,551.68,470.47,-16.77,11.81,17.9,269.98,-0.095,0.7167,0,-4.14,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.084,0,-0.686,0,269.97,0,0,1,-6.38,0,0,0,269.98,0.3773,-0.0005,0.9261,0,269.97,0.37,-91,10.865,-0.026,34.504,1,3,658.02,-9.006,0,643.7,0,0,0,,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.95,1084.95,2,0,0.15,0.15,40,6.67,0.15,0.15,5.14,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.44,APPROACH,ILS_TRACK,150.39,152,1.61,546.73,465.56,-16.07,11.66,17.52,269.98,-0.085,0.8367,0,-4.099,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.323,0,-1.532,0,269.98,0,0,1,-6.14,0,0,0,269.98,0.3773,-0.0004,0.9261,0,269.98,0.38,-93.53,10.818,-0.023,34.66,1,3,658.02,-8.252,0,641.23,0,0,0,,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.09,1081.84,2,0,0.15,0.15,42,6.67,0.15,0.15,5.44,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.74,APPROACH,ILS_TRACK,149.7,152,2.3,542.01,460.84,-15.43,11.61,17.28,269.98,-0.081,0.9567,0,-4.058,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.523,0,-2.241,0,269.98,0,0,1,-5.93,0,0,0,269.98,0.3774,-0.0003,0.926,0,269.98,0.38,-95.84,10.771,-0.019,34.756,1,3,658.02,-7.506,0,638.77,0,0,0,,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.57,1079.3,2,0,0.15,0.15,44,6.67,0.15,0.15,5.74,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.04,APPROACH,ILS_TRACK,149.13,152,2.87,537.53,456.31,-14.82,11.73,17.22,269.98,-0.077,1,0,-4.017,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.684,0,-2.815,0,269.98,0,0,1,-5.72,0,0,0,269.98,0.3775,-0.0003,0.926,0,269.98,0.39,-97.92,10.724,-0.018,34.772,1,3,658.02,-6.746,0,636.32,0,0,0,,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.68,1077.33,2,0,0.15,0.15,46,6.67,0.15,0.15,6.04,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.34,APPROACH,ILS_TRACK,148.7,152,3.3,533.26,451.99,-14.08,11.96,17.18,269.98,-0.062,0.9253,0,-3.069,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.811,0,-3.265,0,269.98,0,0,1,-5.46,0,0,0,269.98,0.3776,-0.0003,0.926,0,269.98,0.39,-99.78,10.678,-0.016,34.769,1,3,658.02,-6.045,0,633.88,0,0,0,,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.18,1075.86,2,0,0.15,0.15,48,6.67,0.15,0.15,6.34,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.64,APPROACH,ILS_TRACK,148.37,152,3.63,529.23,447.87,-13.4,12.19,17.18,269.98,-0.054,0.8364,0,-2.012,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.905,0,-3.6,0,269.99,0,0,1,-5.21,0,0,0,269.99,0.3776,-0.0002,0.926,0,269.99,0.39,-101.43,10.631,-0.013,34.668,1,3,658.02,-5.3,0,631.44,0,0,0,,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.41,1074.85,2,0,0.15,0.15,50,6.67,0.15,0.15,6.64,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.94,APPROACH,ILS_TRACK,148.13,152,3.87,525.45,443.96,-12.72,12.61,17.39,269.98,-0.049,0.7535,0,-0.876,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.975,0,-3.848,0,269.99,0,0,1,-4.96,0,0,0,269.99,0.3777,-0.0002,0.9259,0,269.99,0.38,-102.82,10.585,-0.012,34.385,1,3,658.02,-4.422,0,629.01,0,0,0,,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.95,1074.17,2,0,0.15,0.15,52,6.67,0.15,0.15,6.94,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.24,APPROACH,ILS_TRACK,147.92,152,4.08,521.97,440.25,-11.95,13.3,17.83,269.98,-0.046,0.6973,0,0.326,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.035,0,-4.058,0,269.99,0,0,1,-4.68,0,0,0,269.99,0.3778,-0.0002,0.9259,0,269.99,0.38,-103.93,10.538,-0.012,33.945,1,3,658.02,-3.456,0,626.57,0,0,0,,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.82,1073.61,2,0,0.15,0.15,54,6.67,0.15,0.15,7.24,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.54,APPROACH,ILS_TRACK,147.69,152,4.31,518.8,436.8,-11.07,14.22,18.46,269.98,-0.04,0.6817,0,1.594,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.098,0,-4.282,0,269.99,0,0,1,-4.36,0,0,0,269.99,0.3779,-0.0002,0.9259,0,269.99,0.37,-104.74,10.492,-0.01,33.347,1,3,658.02,-2.408,0,624.15,0,0,0,,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445.16,1072.96,2,0,0.15,0.15,56,6.67,0.15,0.15,7.54,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.84,APPROACH,ILS_TRACK,147.41,152,4.59,515.93,433.66,-9.87,15.19,18.97,269.98,-0.033,0.7121,0,2.938,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.175,0,-4.557,0,269.99,0,0,1,-3.92,0,0,0,269.99,0.3779,-0.0001,0.9258,0,269.99,0.37,-105.23,10.446,-0.009,32.74,1,3,658.02,-1.462,0,621.72,0,0,0,,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.73,1072.07,2,0,0.15,0.15,58,6.67,0.15,0.15,7.84,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.14,APPROACH,ILS_TRACK,147.1,152,4.9,513.34,430.9,-8.6,15.86,19.14,269.98,-0.018,0.7671,0,4.376,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.264,0,-4.872,0,269.99,0,0,1,-3.44,0,0,0,269.99,0.378,-0.0001,0.9258,0,269.99,0.36,-105.46,10.399,-0.007,32.049,1,3,658.02,-0.515,0,619.3,0,0,0,,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.45,1070.99,2,0,0.15,0.15,60,6.67,0.15,0.15,8.14,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.44,APPROACH,ILS_TRACK,146.78,152,5.22,510.99,428.54,-7.26,16.01,18.73,269.98,-0.003,0.8234,0,5.911,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.355,0,-5.194,0,270,0,0,1,-2.92,0,0,0,270,0.3781,-0.0001,0.9258,0,270,0.34,-105.44,10.353,-0.003,31.429,1,3,658.02,0.252,0,616.88,0,0,0,,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499.51,1069.88,2,0,0.15,0.15,62,6.67,0.15,0.15,8.44,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.74,APPROACH,ILS_TRACK,146.56,152,5.44,508.89,426.56,-6.13,15.65,17.92,269.99,0.016,0.8318,0,7.524,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.42,0,-5.424,0,270,0,0,1,-2.47,0,0,0,270,0.3781,-0.0001,0.9258,0,270,0.33,-105.18,10.307,-0.003,30.708,1,3,658.02,1.056,0,614.47,0,0,0,,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521.58,1069.15,2,0,0.15,0.15,64,6.67,0.15,0.15,8.74,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.04,APPROACH,ILS_TRACK,146.51,152,5.49,507.01,424.89,-5.12,15.01,16.87,269.99,0.032,0.775,0,9.17,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.44,0,-5.495,0,270,0,0,1,-2.08,0,0,0,270,0.3782,-0.0001,0.9257,0,270,0.32,-104.68,10.261,-0.003,29.934,1,3,658.02,1.838,0,612.05,0,0,0,,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542.47,1069.06,2,0,0.15,0.15,66,6.67,0.15,0.15,9.04,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
