t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
8.86,APPROACH,FLY_TO_FIX,230.77,148.8,-81.97,1243.35,13.03,8.57,5.38,259.85,-1.236,0.2296,0,-20,1,0.6,4.5,0.848,0.35,0.0168,0.4,254.95,0.504,0,1,3.15,4.89,0,6.77,255.03,0.6477,-0.2571,0.7172,6.05,254.95,0,0,52.785,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.13,3742.88,6,0,0.76,0.5,11,1.32,0.78,0.76,8.9,FLYING
9.6,APPROACH,FLY_TO_FIX,229.84,149,-80.84,1252.79,12.94,7.95,4.68,259.63,-1.091,0.1887,0,-20,1,0.6,4.5,0.848,0.35,0.0168,0.4,254.88,0.457,0,1,3.25,4.75,0,6.07,254.95,0.6575,-0.2589,0.7075,5.28,254.88,0,0,52.603,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.64,3731.19,6,0,0.76,0.5,12,1.32,0.76,0.76,9.66,FLYING
10.36,APPROACH,FLY_TO_FIX,229.25,149,-80.25,1261.64,11.94,7.16,3.99,259.41,-0.647,0.1109,0,-20,1,0.6,4.5,0.848,0.35,0.0168,0.4,254.8,0.412,0,1,3.11,4.61,0,5.3,254.88,0.6667,-0.2606,0.6983,4.55,254.8,0,0,52.421,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.26,3723.38,6,0,0.76,0.5,13,1.32,0.76,0.76,10.42,FLYING
11.12,APPROACH,FLY_TO_FIX,228.98,149,-79.98,1269.3,9.97,6.22,3.46,259.18,-0.209,0.0038,0,-20,1,0.6,4.5,0.848,0.35,0.0168,0.4,254.73,0.372,0,1,2.74,4.46,0,4.57,254.8,0.6744,-0.2621,0.6903,3.93,254.73,0,0,52.24,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.43,3719.28,6,0,0.76,0.5,14,1.32,0.76,0.76,11.18,FLYING
11.9,APPROACH,FLY_TO_FIX,228.83,149,-79.83,1275.17,7.32,5.26,3.11,258.94,0.103,0,0,-19.9,1,0.6,4.5,0.88,0.35,0.0168,0.4,254.65,0.34,0,1,2.14,4.29,0,3.95,254.73,0.6796,-0.2636,0.6846,3.5,254.65,0,0,52.059,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.61,3716.65,6,0,0.76,0.5,15,1.32,0.76,0.76,11.94,FLYING
12.66,APPROACH,FLY_TO_FIX,228.67,149,-79.67,1279.01,4.38,4.39,3,258.69,0.209,0,0,-19.8,1,0.6,4.5,0.901,0.35,0.0168,0.4,254.58,0.319,0,1,1.43,4.11,0,3.52,254.65,0.6817,-0.2649,0.682,3.33,254.58,0,0,51.877,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.23,3714.25,6,0,0.76,0.5,16,1.32,0.76,0.76,12.7,FLYING
13.42,APPROACH,FLY_TO_FIX,228.51,149,-79.51,1280.77,1.44,3.71,3.13,258.43,0.278,0,0,-19.701,1,0.6,4.5,0.913,0.35,0.0168,0.4,254.51,0.307,0,1,0.69,3.92,0,3.34,254.58,0.6812,-0.2661,0.6821,3.37,254.51,0,0,51.696,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.08,3712.07,6,0,0.76,0.5,17,1.32,0.76,0.76,13.46,FLYING
14.18,APPROACH,FLY_TO_FIX,228.34,149,-79.34,1280.56,-1.23,3.28,3.42,258.18,0.33,0,0,-19.603,1,0.6,4.5,0.918,0.35,0.0168,0.4,254.44,0.306,0,1,-0.02,3.74,0,3.38,254.51,0.6782,-0.2672,0.6846,3.6,254.44,0,0,51.515,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.29,3710.07,6,0,0.76,0.5,18,1.32,0.76,0.76,14.22,FLYING
14.94,APPROACH,FLY_TO_FIX,228.15,149,-79.15,1278.68,-3.4,3.08,3.83,257.93,0.324,0,0,-19.505,1,0.6,4.5,0.917,0.35,0.0168,0.4,254.37,0.314,0,1,-0.62,3.56,0,3.62,254.44,0.6732,-0.2682,0.6892,4.01,254.37,0,0,51.334,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.86,3708.02,6,0,0.76,0.5,19,1.32,0.76,0.76,14.98,FLYING
15.7,APPROACH,FLY_TO_FIX,227.9,149,-78.9,1275.6,-4.92,3.11,4.35,257.7,0.295,0,0,-19.407,1,0.6,4.5,0.914,0.35,0.0168,0.4,254.3,0.328,0,1,-1.08,3.4,0,4.03,254.37,0.6669,-0.2691,0.6949,4.51,254.3,0,0,51.154,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.52,3705.4,6,0,0.76,0.5,20,1.32,0.76,0.76,15.74,FLYING
16.46,APPROACH,FLY_TO_FIX,227.53,149,-78.53,1271.86,-5.65,3.44,4.95,257.46,0.21,0,0,-19.31,1,0.6,4.5,0.91,0.35,0.0168,0.4,254.23,0.346,0,1,-1.35,3.23,0,4.53,254.3,0.6591,-0.2699,0.702,5.13,254.23,0,0,50.974,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.55,3701.56,6,0,0.76,0.5,21,1.32,0.76,0.76,16.5,FLYING
17.22,APPROACH,FLY_TO_FIX,226.98,149,-77.98,1268,-5.54,3.99,5.49,257.25,0.262,0,0,-19.214,1,0.6,4.5,0.909,0.35,0.0168,0.4,254.16,0.365,0,1,-1.43,3.09,0,5.14,254.23,0.6512,-0.2706,0.709,5.75,254.16,0,0,50.794,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.65,3695.73,6,0,0.76,0.5,22,1.32,0.76,0.76,17.26,FLYING
17.98,APPROACH,FLY_TO_FIX,226.26,149,-77.26,1264.58,-4.77,4.64,6.03,257.06,0.261,0,0,-19.118,1,0.6,4.5,0.914,0.35,0.0168,0.4,254.1,0.383,0,1,-1.31,2.97,0,5.76,254.16,0.644,-0.2714,0.7153,6.31,254.1,0,0,50.615,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.84,3687.79,6,0,0.76,0.5,23,1.32,0.76,0.76,18.02,FLYING
18.74,APPROACH,FLY_TO_FIX,225.35,149,-76.35,1261.97,-3.42,5.35,6.4,256.87,0.221,0,0,-19.022,1,0.6,4.5,0.925,0.35,0.0168,0.4,254.03,0.397,0,1,-1.03,2.84,0,6.33,254.1,0.6385,-0.2722,0.7199,6.74,254.03,0,0,50.437,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.39,3677.58,6,0,0.76,0.5,24,1.32,0.76,0.76,18.78,FLYING
19.5,APPROACH,FLY_TO_FIX,224.26,149,-75.26,1260.51,-1.75,6.03,6.71,256.7,0.289,0,0,-18.927,1,0.6,4.5,0.946,0.35,0.0168,0.4,253.97,0.406,0,1,-0.65,2.74,0,6.76,254.03,0.6341,-0.273,0.7235,7.08,253.97,0,0,50.259,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.73,3665.1,6,0,0.76,0.5,25,1.32,0.76,0.76,19.54,FLYING
20.26,APPROACH,FLY_TO_FIX,223.03,149,-74.03,1260.31,0.09,6.63,6.79,256.53,0.263,0,0,-18.832,1,0.6,4.5,0.976,0.35,0.0168,0.4,253.9,0.409,0,1,-0.18,2.63,0,7.09,253.96,0.6327,-0.274,0.7243,7.18,253.9,0,0,50.082,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.44,3650.71,6,0,0.76,0.5,26,1.32,0.76,0.76,20.3,FLYING
21.02,APPROACH,FLY_TO_FIX,221.73,149,-72.73,1261.36,1.87,7.09,6.75,256.37,0.277,0,0,-18.738,1,0.6,4.5,1.013,0.35,0.0168,0.4,253.84,0.405,0,1,0.28,2.53,0,7.2,253.9,0.6327,-0.2751,0.7239,7.18,253.84,0,0,49.907,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.18,3635.27,6,0,0.76,0.5,27,1.32,0.76,0.76,21.06,FLYING
21.78,APPROACH,FLY_TO_FIX,220.41,149,-71.41,1263.54,3.39,7.37,6.57,256.2,0.292,0,0,-18.645,1,0.6,4.5,1.057,0.35,0.0168,0.4,253.77,0.395,0,1,0.72,2.43,0,7.2,253.84,0.6348,-0.2763,0.7216,7.02,253.77,0,0,49.732,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71,3619.39,6,0,0.76,0.5,28,1.32,0.76,0.76,21.82,FLYING
22.54,APPROACH,FLY_TO_FIX,219.1,149,-70.1,1266.64,4.59,7.48,6.31,256.03,0.297,0,0,-20,1,0.6,4.5,1.106,0.35,0.0168,0.4,253.71,0.381,0,1,1.07,2.32,0,7.04,253.77,0.638,-0.2775,0.7183,6.77,253.71,0,0,49.558,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,3602.96,6,0,0.76,0.5,29,1.32,0.76,0.76,22.58,FLYING
23.32,APPROACH,FLY_TO_FIX,217.81,149,-68.81,1270.39,5.26,7.38,6.01,255.84,0.197,0.0229,0,-20,1,0.6,4.5,1.158,0.35,0.0168,0.4,253.65,0.363,0,1,1.32,2.2,0,6.78,253.71,0.6422,-0.2788,0.7141,6.44,253.65,0,0,49.381,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37,3587.07,6,0,0.78,0.5,30,1.28,0.78,0.76,23.36,FLYING
24.08,APPROACH,FLY_TO_FIX,216.63,149,-67.63,1274.28,5.44,7.17,5.68,255.66,0.188,0.0181,0,-20,1,0.6,4.5,1.209,0.35,0.0168,0.4,253.59,0.343,0,1,1.42,2.07,0,6.46,253.65,0.6462,-0.28,0.7099,6.13,253.59,0,0,49.209,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.01,3572.43,6,0,0.76,0.5,31,1.32,0.78,0.76,24.12,FLYING
24.84,APPROACH,FLY_TO_FIX,215.54,149,-66.54,1278.07,5.19,6.87,5.41,255.47,0.179,0,0,-19.9,1,0.6,4.5,1.258,0.35,0.0168,0.4,253.53,0.324,0,1,1.41,1.95,0,6.14,253.59,0.6502,-0.2812,0.7057,5.81,253.53,0,0,49.038,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.82,3559.22,6,0,0.76,0.5,32,1.32,0.76,0.76,24.88,FLYING
25.62,APPROACH,FLY_TO_FIX,214.54,149,-65.54,1281.56,4.52,6.47,5.15,255.27,0.194,0,0,-19.8,1,0.6,4.5,1.303,0.35,0.0168,0.4,253.47,0.306,0,1,1.29,1.81,0,5.82,253.53,0.6538,-0.2824,0.702,5.53,253.47,0,0,48.863,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.64,3546.52,6,0,0.78,0.5,33,1.28,0.78,0.76,25.66,FLYING
26.38,APPROACH,FLY_TO_FIX,213.64,149,-64.64,1284.36,3.57,6.09,5.04,255.08,0.161,0,0,-19.701,1,0.6,4.5,1.344,0.35,0.0168,0.4,253.41,0.291,0,1,1.07,1.67,0,5.55,253.46,0.656,-0.2835,0.6995,5.35,253.41,0,0,48.694,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59,3535.24,6,0,0.76,0.5,34,1.32,0.78,0.76,26.42,FLYING
27.14,APPROACH,FLY_TO_FIX,212.8,149,-63.8,1286.4,2.48,5.75,4.99,254.88,0.127,0,0,-19.603,1,0.6,4.5,1.379,0.35,0.0168,0.4,253.35,0.28,0,1,0.8,1.53,0,5.37,253.41,0.6569,-0.2845,0.6983,5.28,253.35,0,0,48.525,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.54,3524.67,6,0,0.76,0.5,35,1.32,0.76,0.76,27.18,FLYING
27.9,APPROACH,FLY_TO_FIX,212.01,149,-63.01,1287.68,1.36,5.48,5.06,254.68,0.109,0,0,-19.505,1,0.6,4.5,1.408,0.35,0.0168,0.4,253.29,0.273,0,1,0.5,1.38,0,5.3,253.35,0.6567,-0.2855,0.698,5.29,253.29,0,0,48.357,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22,3514.76,6,0,0.76,0.5,36,1.32,0.76,0.76,27.94,FLYING
28.66,APPROACH,FLY_TO_FIX,211.26,149,-62.26,1288.17,0.28,5.31,5.18,254.48,0.12,0,0,-19.407,1,0.6,4.5,1.433,0.35,0.0168,0.4,253.24,0.269,0,1,0.21,1.24,0,5.31,253.29,0.6553,-0.2863,0.6989,5.4,253.24,0,0,48.19,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47,3505.44,6,0,0.76,0.5,37,1.32,0.76,0.76,28.7,FLYING
29.42,APPROACH,FLY_TO_FIX,210.54,149,-61.54,1287.99,-0.65,5.23,5.39,254.29,0.132,0,0,-19.31,1,0.6,4.5,1.454,0.35,0.0168,0.4,253.18,0.27,0,1,-0.06,1.1,0,5.42,253.24,0.653,-0.2871,0.7008,5.59,253.18,0,0,48.023,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,3496.46,6,0,0.76,0.5,38,1.32,0.76,0.76,29.46,FLYING
30.18,APPROACH,FLY_TO_FIX,209.8,149,-60.8,1287.29,-1.35,5.28,5.66,254.09,0.047,0,0,-19.214,1,0.6,4.5,1.471,0.35,0.0168,0.4,253.13,0.273,0,1,-0.29,0.96,0,5.6,253.18,0.6498,-0.2879,0.7035,5.84,253.13,0,0,47.857,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,3487.34,6,0,0.76,0.5,39,1.32,0.76,0.76,30.22,FLYING
30.94,APPROACH,FLY_TO_FIX,209,149,-60,1286.27,-1.68,5.44,5.94,253.9,0.036,0,0,-19.118,1,0.6,4.5,1.487,0.35,0.0168,0.4,253.07,0.277,0,1,-0.43,0.83,0,5.86,253.13,0.646,-0.2886,0.7067,6.14,253.07,0,0,47.691,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,3477.55,6,0,0.76,0.5,40,1.32,0.76,0.76,30.98,FLYING
31.7,APPROACH,FLY_TO_FIX,208.15,149,-59.15,1285.15,-1.76,5.68,6.22,253.72,0.049,0,0,-19.022,1,0.6,4.5,1.501,0.35,0.0168,0.4,253.02,0.283,0,1,-0.48,0.7,0,6.15,253.07,0.6422,-0.2892,0.7099,6.43,253.02,0,0,47.527,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,3467.11,6,0,0.76,0.5,41,1.32,0.76,0.76,31.74,FLYING
32.46,APPROACH,FLY_TO_FIX,207.25,149,-58.25,1284.1,-1.58,5.97,6.49,253.54,0.031,0,0,-18.927,1,0.6,4.5,1.516,0.35,0.0168,0.4,252.97,0.288,0,1,-0.47,0.57,0,6.45,253.02,0.6383,-0.2899,0.7131,6.74,252.97,0,0,47.362,0,0,0,0,0,267.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,3455.93,6,0,0.76,0.5,42,1.32,0.76,0.76,32.5,FLYING
