t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.2,TAKEOFF,TO_PREFLIGHT,0.8,80,79.2,5.22,0,-0.19,0.12,90.31,0.104,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.26,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90,1,0,0.313,0,0,1,0,0,0,0,0,0,0,0,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325.15,6,0,0.18,0.18,1,3.7,0.18,0.02,0.02,LANDED,X11-D,0:/Integrated Flight Computer/aircraft/x11_d_cfg.ks (inferred preloaded)
0.46,TAKEOFF,TO_PREFLIGHT,0.81,80,79.19,5.16,0,-0.27,-0.37,90.32,0.105,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,0.01,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90,1,0,0.314,0,0,1,0,0,0,0,0,0,0,1,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35,2325.13,6,0,0.04,0.04,6,19.23,0.18,0.04,0.28,LANDED,X11-D,0:/Integrated Flight Computer/aircraft/x11_d_cfg.ks (inferred preloaded)
0.72,TAKEOFF,TO_PREFLIGHT,0.79,80,79.21,5.14,-0.01,-0.31,0.24,90.32,0.098,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.45,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90,1,0,0.314,0,0,1,0,0,0,0,0,0,0,1,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,2325.16,6,0,0.04,0.04,11,19.23,0.08,0.04,0.54,LANDED,X11-D,0:/Integrated Flight Computer/aircraft/x11_d_cfg.ks (inferred preloaded)
0.98,TAKEOFF,TO_PREFLIGHT,0.74,80,79.26,5.19,-0.01,-0.24,0.3,90.33,0.102,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.41,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90,1,0,0.314,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.53,2325.25,6,0,0.04,0.04,16,19.23,0.08,0.04,0.8,LANDED,X11-D,0:/Integrated Flight Computer/aircraft/x11_d_cfg.ks (inferred preloaded)
1.24,TAKEOFF,TO_PREFLIGHT,0.69,80,79.31,5.2,0,-0.22,0.12,90.35,0.102,0.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.21,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90,1,0,0.314,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.76,2325.34,6,0,0.04,0.04,21,19.23,0.08,0.04,1.06,LANDED,X11-D,0:/Integrated Flight Computer/aircraft/x11_d_cfg.ks (inferred preloaded)
1.5,TAKEOFF,TO_PREFLIGHT,0.66,80,79.34,5.15,0,-0.28,-0.49,90.37,0.103,0.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,0.14,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90,1,0,0.314,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.32,2325.38,6,0,0.04,0.04,26,19.23,0.08,0.04,1.32,LANDED,X11-D,0:/Integrated Flight Computer/aircraft/x11_d_cfg.ks (inferred preloaded)
1.76,TAKEOFF,TO_PREFLIGHT,0.67,80,79.33,5.15,-0.01,-0.29,0.29,90.4,0.103,0.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.48,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90,1,0,0.314,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.69,2325.37,6,0,0.04,0.04,31,19.23,0.08,0.04,1.58,LANDED,X11-D,0:/Integrated Flight Computer/aircraft/x11_d_cfg.ks (inferred preloaded)
2.02,TAKEOFF,TO_PREFLIGHT,0.72,80,79.28,5.19,-0.01,-0.23,0.24,90.44,0.103,0.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.32,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90,1,0,0.314,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.37,2325.28,6,0,0.04,0.04,36,19.23,0.08,0.04,1.84,LANDED,X11-D,0:/Integrated Flight Computer/aircraft/x11_d_cfg.ks (inferred preloaded)
2.34,TAKEOFF,TO_PREFLIGHT,0.84,80,79.16,5.18,0,-0.24,-0.04,90.49,0.101,0.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.16,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90,1,0,0.314,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.72,2325.07,6,0,0.08,0.08,41,15.63,0.08,0.04,2.16,LANDED,X11-D,0:/Integrated Flight Computer/aircraft/x11_d_cfg.ks (inferred preloaded)
2.62,TAKEOFF,TO_PREFLIGHT,1.02,80,78.98,5.15,0,-0.29,-0.07,90.55,0.102,0.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.27,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90,1,0,0.314,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.09,2324.76,6,0,0.08,0.08,45,14.29,0.08,0.06,2.44,LANDED,X11-D,0:/Integrated Flight Computer/aircraft/x11_d_cfg.ks (inferred preloaded)
2.9,TAKEOFF,TO_PREFLIGHT,1.27,80,78.73,5.17,-0.01,-0.26,0.21,90.61,0.101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.53,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90,1,0,0.314,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551.6,2324.34,6,0,0.08,0.08,49,14.29,0.08,0.06,2.72,LANDED,X11-D,0:/Integrated Flight Computer/aircraft/x11_d_cfg.ks (inferred preloaded)
3.18,TAKEOFF,TO_PREFLIGHT,1.58,80,78.42,5.19,-0.01,-0.23,0.07,90.67,0.101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.32,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90,1,0,0.314,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648.19,2323.8,6,0,0.08,0.08,53,14.29,0.08,0.06,3,LANDED,X11-D,0:/Integrated Flight Computer/aircraft/x11_d_cfg.ks (inferred preloaded)
3.46,TAKEOFF,TO_PREFLIGHT,1.97,80,78.03,5.16,-0.01,-0.27,-0.02,90.74,0.101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.28,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90,1,0,0.314,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739.41,2323.13,6,0,0.08,0.08,57,14.29,0.08,0.06,3.28,LANDED,X11-D,0:/Integrated Flight Computer/aircraft/x11_d_cfg.ks (inferred preloaded)
3.74,TAKEOFF,TO_PREFLIGHT,2.42,80,77.58,5.16,-0.02,-0.28,0.04,90.82,0.102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.37,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90,1,0,0.314,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825.56,2322.34,6,0,0.08,0.08,61,14.29,0.08,0.06,3.56,LANDED,X11-D,0:/Integrated Flight Computer/aircraft/x11_d_cfg.ks (inferred preloaded)
4.02,TAKEOFF,TO_PREFLIGHT,2.94,80,77.06,5.18,-0.02,-0.24,0.11,90.88,0.101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.39,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90,1,0,0.314,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906.88,2321.44,6,0,0.08,0.08,65,14.29,0.08,0.06,3.84,LANDED,X11-D,0:/Integrated Flight Computer/aircraft/x11_d_cfg.ks (inferred preloaded)
4.3,TAKEOFF,TO_PREFLIGHT,3.51,80,76.49,5.18,-0.02,-0.24,0.04,90.95,0.098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.31,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90,1,0,0.314,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983.65,2320.42,6,0,0.08,0.08,69,14.29,0.08,0.06,4.12,LANDED,X11-D,0:/Integrated Flight Computer/aircraft/x11_d_cfg.ks (inferred preloaded)
