t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.1,APPROACH,FLY_TO_FIX,0.31,73,72.69,3.84,-0.03,1.21,18.74,89.85,0.098,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.7,0,0,0,90,0,0,0,0,0,0,0,-4.528,0,0,0,0,0,89.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,3.7,0.1,0.02,0.1,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.38,APPROACH,ILS_TRACK,0.25,72.89,72.64,3.57,-0.01,-0.37,1.15,89.82,0.154,0.056,0,10.173,1,0.6,0.9,0.75,0.35,0.0168,0.4,245.4,0.001,0,1,-0.4,0,1,-5.2,245.4,0.9073,-0.4144,-0.0714,5.36,245.4,940.64,248.69,-4.528,-37.621,0,0,0,0,89.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,5,14.29,0.1,0.04,0.38,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.64,APPROACH,ILS_TRACK,0.27,72.68,72.41,3.68,-0.31,0.27,51.56,89.79,0.146,0.16,0,20,1,0.6,0.9,0.75,0.35,0.0168,0.4,245.4,0,0,1,-18.62,0,1,-16.6,245.4,0.7041,-0.2619,0.66,50.91,245.4,940.64,248.78,-4.528,-37.627,0,0,0,0,89.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,8,11.54,0.1,0.06,0.64,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.92,FLARE,,0.33,73,72.67,3.88,-0.12,1.33,11.73,89.77,0.083,0.28,0,20,1,0.6,0.9,0.75,0.35,0.0168,0.4,270.4,-0.156,0,1,-6.92,0,1,-42.75,270.4,0.9998,0.007,0.0203,11.57,270.4,940.64,248.81,-4.528,-37.627,0,-0.156,-0.05,0,89.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,12,14.29,0.1,0.06,0.24,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.2,FLARE,,0.29,73,72.71,3.9,0.17,1.49,-29.79,89.74,0.075,0.392,0,20,1,0.6,0.9,0.75,0.35,0.0168,0.4,270.4,-0.286,0,1,9.74,0,1,-5.79,270.4,0.7605,0.0057,-0.6493,-30.08,270.4,940.64,248.81,-4.528,-37.627,0,-0.286,-0.05,0,89.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,16,14.29,0.08,0.06,0.52,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.48,FLARE,,0.31,73,72.69,3.76,-0.01,0.75,10.08,89.7,0.132,0.504,0,20,1,0.6,0.9,0.75,0.35,0.0168,0.4,270.4,-0.286,0,1,-0.53,0,1,26.66,270.4,0.9999,0.007,-0.0108,9.79,270.4,940.64,248.81,-4.528,-37.627,0,-0.286,-0.05,0,89.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,20,14.29,0.08,0.06,0.8,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.76,FLARE,,0.32,73,72.68,3.58,-0.05,-0.33,7.5,89.66,0.153,0.616,0,20,1,0.6,0.9,0.75,0.35,0.0168,0.4,270.4,-0.304,0,1,-3,0,1,-6.89,270.4,0.9984,0.007,-0.056,7.2,270.4,940.64,248.81,-4.528,-37.627,0,-0.304,-0.053,0.012,89.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,24,14.29,0.08,0.06,1.08,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.04,FLARE,,0.34,73,72.66,3.69,-0.13,0.4,25.48,89.64,0.123,0.6275,0,20,1,0.6,0.9,0.75,0.35,0.0168,0.4,270.4,-0.291,0,1,-7.5,0,1,21.98,270.4,0.9669,0.0066,0.2551,25.19,270.4,940.64,248.81,-4.528,-37.627,0,-0.291,-0.051,0.003,89.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,28,14.29,0.08,0.06,1.36,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.32,FLARE,,0.36,73,72.64,3.82,-0.15,1.06,18.6,89.62,0.106,0.6239,0,20,1,0.6,0.9,0.75,0.35,0.0168,0.4,270.4,-0.286,0,1,-8.48,0,1,-19.34,270.4,0.9905,0.0069,0.1375,18.31,270.4,940.64,248.81,-4.528,-37.627,0,-0.286,-0.05,0,89.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,32,14.29,0.08,0.06,1.64,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.6,FLARE,,0.36,73,72.64,3.83,0.08,1.12,-13.51,89.59,0.107,0.6433,0,20,1,0.6,0.9,0.75,0.35,0.0168,0.4,270.4,-0.286,0,1,4.81,0,1,-8.15,270.4,0.9121,0.0066,-0.41,-13.79,270.4,940.64,248.81,-4.528,-37.627,0,-0.286,-0.05,0,89.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,36,14.29,0.08,0.06,1.92,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
