t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.86,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.63,0,0.25,3.97,273.49,-0.035,0.2,0,0,0,0,0,0,0,0,0,270.4,0,0,0,0,0,0,0,0,0,270.4,1,0,3.093,0,0,1,0,0,0,0,0,0,0,0,2,0.14,LANDED
1.54,TAKEOFF,TO_PREFLIGHT,0,80,80,3.63,0,0.25,-66.93,273.51,-0.035,0.2,0,0,0,0,0,0,0,0,0,270.4,0,0,0,0,0,0,0,0,0,270.4,1,0,3.113,0,0,1,0,0,0,0,0,0,0,0,2,0.82,LANDED
2.16,TAKEOFF,TO_PREFLIGHT,0,80,80,3.63,0,0.24,2.17,273.54,-0.036,0.4,0,0,0,0,0,0,0,0,0,270.4,0,0,0,0,0,0,0,0,0,270.4,1,0,3.113,0,0,1,0,0,0,0,0,0,0,0,2,1.44,LANDED
2.82,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.63,0,0.24,0.53,273.57,-0.036,0.6,0,0,0,0,0,0,0,0,0,270.4,0,0,0,0,0,0,0,0,0,270.4,1,0,3.113,0,0,1,0,0,0,0,0,0,0,0,2,2.1,LANDED
3.48,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.63,0,0.23,-1.99,273.62,-0.036,0.8,0,0,0,0,0,0,0,0,0,270.4,0,0,0,0,0,0,0,0,0,270.4,1,0,3.113,0,0,1,0,0,0,0,0,0,0,0,2,2.76,LANDED
4.14,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,3.63,0,0.22,-1.45,273.66,-0.035,1,0,0,0,0,0,0,0,0,0,270.4,0,0,0,0,0,0,0,0,0,270.4,1,0,3.113,0,0,1,0,0,0,0,0,0,0,0,2,3.42,LANDED
4.8,TAKEOFF,TO_GROUND_ROLL,0.03,80,79.97,3.63,0,0.21,-0.17,273.69,-0.035,1,0,0,0,0,0,0,0,0,0,270.4,0,0,0,0,0,0,0,0,0,270.4,1,0,3.113,0,0,1,0,0,0,0,0,0,0,0,2,4.08,LANDED
5.54,TAKEOFF,TO_GROUND_ROLL,0.46,80,79.54,3.64,0,0.32,0.52,273.74,-0.035,1,0,0,0,0,0,0,0,0,0,272.71,0,0,0,0,2.4,0,0,0,0,272.71,1,2.4,1.019,-0.0115,0.25,1,-0.0115,0,0,0,0,0,0,0,2,4.82,LANDED
6.24,TAKEOFF,TO_GROUND_ROLL,1.17,80,78.83,3.65,0,0.34,0.29,273.82,-0.039,1,0,0,0,0,0,0,0,0,0,272.77,0,0,0,0,2.4,0,0,0,0,272.77,1,2.4,1.031,-0.0116,0.25,1,-0.0116,0,0,0,0,0,0,0,2,5.52,LANDED
6.94,TAKEOFF,TO_GROUND_ROLL,2.03,80,77.97,3.67,0.12,0.43,-1.8,273.91,-0.037,1,0,0,0,0,0,0,0,0,0,272.76,0,0,0,0,2.4,0,0,0,0,272.76,1,2.4,1.129,-0.0127,0.25,1,-0.0127,0,0,0,0,0,0,0,2,6.22,LANDED
