t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
2.48,TAKEOFF,TO_PREFLIGHT,0.51,80,79.49,3.64,0,-0.15,0.14,90.13,0.105,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-8.33,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.274,0,0,1,0,0,0,0,0,0,0,0,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877.74,2,0,0.12,0.12,1,0.38,0.12,0.02,2.36,LANDED,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
2.76,TAKEOFF,TO_PREFLIGHT,0.51,80,79.49,3.64,0,-0.22,0.15,89.96,0.106,0.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.13,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.274,0,0,1,0,0,0,0,0,0,0,1,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05,877.74,2,0,0.06,0.06,5,14.29,2.44,0.06,2.64,LANDED,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
3.02,TAKEOFF,TO_PREFLIGHT,0.44,80,79.56,3.63,0.01,-0.26,-1.56,89.94,0.106,0.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.52,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.274,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.26,877.74,2,0,0.06,0.06,9,15.38,0.08,0.04,2.9,LANDED,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
3.28,TAKEOFF,TO_PREFLIGHT,0.27,80,79.73,3.62,0,-0.28,0.64,89.92,0.106,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.24,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.274,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.34,877.74,2,0,0.06,0.06,13,15.38,0.08,0.04,3.16,LANDED,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
3.54,TAKEOFF,TO_PREFLIGHT,0.06,80,79.94,3.62,0,-0.27,43.36,89.92,0.106,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.04,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.274,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.08,877.74,2,0,0.06,0.06,17,15.38,0.08,0.04,3.42,LANDED,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
3.8,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.64,-0.02,-0.22,54.55,89.92,0.107,0.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.97,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.274,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.31,877.74,2,0,0.06,0.06,21,15.38,0.08,0.04,3.68,LANDED,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
4.06,TAKEOFF,TO_PREFLIGHT,0.04,80,79.96,3.63,0.02,-0.25,-24.05,89.91,0.106,0.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,1.3,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.274,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.83,877.74,2,0,0.06,0.06,25,15.38,0.08,0.04,3.94,LANDED,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
4.32,TAKEOFF,TO_PREFLIGHT,0.05,80,79.95,3.62,-0.01,-0.28,5.26,89.91,0.105,0.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.4,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.274,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.49,877.74,2,0,0.06,0.06,29,15.38,0.08,0.04,4.2,LANDED,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
4.58,TAKEOFF,TO_PREFLIGHT,0.04,80,79.96,3.63,0,-0.27,4.58,89.91,0.107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.11,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.274,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.02,877.74,2,0,0.06,0.06,33,15.38,0.08,0.04,4.46,LANDED,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
4.84,TAKEOFF,TO_PREFLIGHT,0.06,80,79.94,3.62,0.01,-0.28,-5.85,89.91,0.106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.37,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.274,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.99,877.74,2,0,0.06,0.06,37,15.38,0.08,0.04,4.72,LANDED,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
