t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
1,APPROACH,FLY_TO_FIX,93.93,75.4,-18.53,6221.28,-2.3,4.99,5.87,83.75,0.043,0,0,0,1,0.6,0.9,0.75,0.35,0.0168,0.4,62.28,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,FLYING
1.72,APPROACH,FLY_TO_FIX,93.87,75.8,-18.07,6229.1,-2.26,5.03,5.92,83.17,4.696,0,0,0,1,0.6,0.9,0.75,0.35,0.0168,0.4,62.02,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,FLYING
2.44,APPROACH,FLY_TO_FIX,93.71,76.2,-17.51,6237.35,-2.4,4.48,5.68,81.59,15.965,0,0,0,1,0.6,0.9,0.75,0.35,0.0168,0.4,61.77,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,FLYING
3.16,APPROACH,FLY_TO_FIX,93.54,76.6,-16.94,6241.03,-3.38,3.18,5.32,79.43,30.162,0,0,0,1,0.6,0.9,0.75,0.35,0.0168,0.4,61.52,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,FLYING
3.88,APPROACH,FLY_TO_FIX,93.24,77,-16.24,6246.33,-4.31,4.2,8.32,74.66,44.927,0,0,0,1,0.6,0.9,0.75,0.35,0.0168,0.4,61.28,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,FLYING
4.6,APPROACH,FLY_TO_FIX,92.77,77.4,-15.37,6249.75,-5.53,2.81,8.18,71.62,51.655,0,0,0,1,0.6,0.9,0.75,0.35,0.0168,0.4,61.05,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66,FLYING
5.32,APPROACH,FLY_TO_FIX,92.34,77.8,-14.54,6253.26,-7.34,2.13,7.56,70.04,47.69,0,0,0,1,0.6,1.01,0.75,0.35,0.0168,0.4,60.85,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38,FLYING
6.04,APPROACH,FLY_TO_FIX,92.04,78.2,-13.84,6250.65,-8.77,1.99,7.13,69.05,40.504,0,0,0,1,0.6,1.113,0.75,0.35,0.0168,0.4,60.68,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,FLYING
6.78,APPROACH,FLY_TO_FIX,91.81,78.6,-13.21,6248.24,-9.83,1.89,6.98,67.93,35.102,0,0,0,1,0.6,1.208,0.75,0.35,0.0168,0.4,60.52,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84,FLYING
7.5,APPROACH,FLY_TO_FIX,91.6,79,-12.6,6246.08,-10.68,1.66,6.84,66.83,31.367,0,0,0,1,0.6,1.295,0.75,0.35,0.0168,0.4,60.38,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.56,FLYING
8.24,APPROACH,FLY_TO_FIX,91.42,79.4,-12.02,6246.03,-11.41,1.44,6.72,65.8,28.026,0,0,0,1,0.6,1.376,0.75,0.35,0.0168,0.4,60.26,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,FLYING
8.98,APPROACH,FLY_TO_FIX,91.26,79.8,-11.46,6238.74,-11.99,1.32,6.65,64.98,24.592,0,0,0,1,0.6,1.45,0.75,0.35,0.0168,0.4,60.15,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04,FLYING
9.7,APPROACH,FLY_TO_FIX,91.11,80.2,-10.91,6223.55,-12.49,1.23,6.63,64.26,21.019,0,0,0,1,0.6,1.519,0.75,0.35,0.0168,0.4,60.06,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.76,FLYING
10.42,APPROACH,FLY_TO_FIX,90.98,80.6,-10.38,6208.56,-12.87,1.12,6.6,63.57,18.841,0,0,0,1,0.6,1.583,0.75,0.35,0.0168,0.4,59.98,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.48,FLYING
11.14,APPROACH,FLY_TO_FIX,90.86,81,-9.86,6196.13,-13.18,1.07,6.61,62.99,16.73,0,0,0,1,0.6,1.642,0.75,0.35,0.0168,0.4,59.9,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,FLYING
11.86,APPROACH,FLY_TO_FIX,90.74,81,-9.74,6178.72,-13.45,1.03,6.62,62.5,14.275,0,0,0,1,0.6,1.696,0.75,0.35,0.0168,0.4,59.84,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.92,FLYING
12.58,APPROACH,FLY_TO_FIX,90.63,81,-9.63,6163.57,-13.65,0.99,6.64,62,12.98,0,0,0,1,0.6,1.747,0.75,0.35,0.0168,0.4,59.78,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.64,FLYING
13.3,APPROACH,FLY_TO_FIX,90.52,81,-9.52,6153.05,-13.83,0.96,6.66,61.57,11.607,0,0,0,1,0.6,1.793,0.75,0.35,0.0168,0.4,59.74,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.36,FLYING
14.02,APPROACH,FLY_TO_FIX,90.42,81,-9.42,6141.49,-13.98,0.95,6.69,61.2,10.198,0,0,0,1,0.6,1.836,0.75,0.35,0.0168,0.4,59.69,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.08,FLYING
14.76,APPROACH,FLY_TO_FIX,90.31,81,-9.31,6133.87,-14.1,0.95,6.72,60.89,8.803,0,0,0,1,0.6,1.876,0.75,0.35,0.0168,0.4,59.66,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.82,FLYING
15.5,APPROACH,FLY_TO_FIX,90.2,81,-9.2,6126.67,-14.19,0.95,6.75,60.64,7.513,0,0,0,1,0.6,1.914,0.75,0.35,0.0168,0.4,59.63,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.56,FLYING
16.22,APPROACH,FLY_TO_FIX,90.1,81,-9.1,6120.4,-14.25,0.97,6.78,60.43,6.388,0,0,0,1,0.6,1.948,0.75,0.35,0.0168,0.4,59.6,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.28,FLYING
16.94,APPROACH,FLY_TO_FIX,89.99,81,-8.99,6108.68,-14.29,0.98,6.82,60.25,5.397,0,0,0,1,0.6,1.98,0.75,0.35,0.0168,0.4,59.58,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,FLYING
17.68,APPROACH,FLY_TO_FIX,89.88,81,-8.88,6103.17,-14.32,1,6.85,60.11,4.513,0,0,0,1,0.6,2.01,0.75,0.35,0.0168,0.4,59.56,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.74,FLYING
18.4,APPROACH,FLY_TO_FIX,89.77,81,-8.77,6097.8,-14.33,1.02,6.88,59.99,3.774,0,0,0,1,0.6,2.038,0.75,0.35,0.0168,0.4,59.55,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.46,FLYING
19.14,APPROACH,FLY_TO_FIX,89.65,81,-8.65,6089.78,-14.34,1.04,6.92,59.89,3.125,0,0,0,1,0.6,2.064,0.75,0.35,0.0168,0.4,59.53,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,FLYING
19.86,APPROACH,FLY_TO_FIX,89.52,81,-8.52,6077.52,-14.3,0.89,6.76,59.82,2.592,0,0,0,1,0.6,2.088,0.75,0.35,0.0168,0.4,59.52,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.92,FLYING
20.58,APPROACH,FLY_TO_FIX,89.38,81,-8.38,6066.61,-14.29,0.93,6.8,59.76,2.108,0,0,0,1,0.6,2.11,0.75,0.35,0.0168,0.4,59.52,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.64,FLYING
21.3,APPROACH,FLY_TO_FIX,89.23,81,-8.23,6052.57,-14.19,0.8,6.65,59.72,1.651,0,0,0,1,0.6,2.131,0.75,0.35,0.0168,0.4,59.51,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.36,FLYING
22.02,APPROACH,FLY_TO_FIX,89.08,81,-8.08,6040.63,-14.2,0.77,6.63,59.69,1.27,0,0,0,1,0.6,2.151,0.75,0.35,0.0168,0.4,59.5,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.08,FLYING
22.76,APPROACH,FLY_TO_FIX,88.94,81,-7.94,6026.4,-14.24,0.87,6.75,59.67,0.964,0,0,0,1,0.6,2.169,0.75,0.35,0.0168,0.4,59.5,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.82,FLYING
23.48,APPROACH,FLY_TO_FIX,88.79,81,-7.79,6013.82,-14.2,1.07,6.96,59.65,0.737,0,0,0,1,0.6,2.186,0.75,0.35,0.0168,0.4,59.49,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.54,FLYING
24.2,APPROACH,FLY_TO_FIX,88.64,81,-7.64,5999.77,-14.17,1.11,6.99,59.63,0.574,0,0,0,1,0.6,2.203,0.75,0.35,0.0168,0.4,59.49,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.26,FLYING
24.92,APPROACH,FLY_TO_FIX,88.48,81,-7.48,5987.2,-14.13,1.15,7.03,59.62,0.456,0,0,0,1,0.6,2.218,0.75,0.35,0.0168,0.4,59.49,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.98,FLYING
25.64,APPROACH,FLY_TO_FIX,88.31,81,-7.31,5976.57,-14.09,1.19,7.07,59.61,0.374,0,0,0,1,0.6,2.232,0.75,0.35,0.0168,0.4,59.48,-6,0,0,0,0,0,0,0,0,83.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7,FLYING
