t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
2.84,TAKEOFF,TO_PREFLIGHT,0.05,80,79.95,3.59,0.01,-0.38,-7.72,88.43,0.115,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.42,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.73,887.94,2,0,0.06,0.06,50,15.38,0.08,0.04,2.76,LANDED
3.1,TAKEOFF,TO_PREFLIGHT,0.07,80,79.93,3.59,0,-0.4,1.15,88.42,0.121,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.14,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.85,887.94,2,0,0.06,0.06,54,15.38,0.08,0.04,3.02,LANDED
3.36,TAKEOFF,TO_PREFLIGHT,0.07,80,79.93,3.59,0,-0.4,-0.43,88.41,0.118,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.03,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.25,887.93,2,0,0.06,0.06,58,15.38,0.08,0.04,3.28,LANDED
3.62,TAKEOFF,TO_PREFLIGHT,0.09,80,79.91,3.58,0,-0.43,-0.4,88.4,0.116,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.08,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,887.93,2,0,0.06,0.06,62,15.38,0.08,0.04,3.54,LANDED
3.88,TAKEOFF,TO_PREFLIGHT,0.1,80,79.9,3.58,0,-0.43,-0.26,88.39,0.119,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.08,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.19,887.93,2,0,0.06,0.06,66,15.38,0.08,0.04,3.8,LANDED
4.14,TAKEOFF,TO_PREFLIGHT,0.1,80,79.9,3.58,0,-0.44,0.21,88.38,0.12,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.04,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.9,887.93,2,0,0.06,0.06,70,15.38,0.08,0.04,4.06,LANDED
4.4,TAKEOFF,TO_PREFLIGHT,0.11,80,79.89,3.58,0,-0.45,-1.48,88.37,0.119,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.09,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.2,887.93,2,0,0.06,0.06,74,15.38,0.08,0.04,4.32,LANDED
4.66,TAKEOFF,TO_PREFLIGHT,0.12,80,79.88,3.57,0,-0.45,0.04,88.35,0.118,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.05,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.16,887.93,2,0,0.06,0.06,78,15.38,0.08,0.04,4.58,LANDED
4.92,TAKEOFF,TO_PREFLIGHT,0.13,80,79.87,3.57,0,-0.45,-0.36,88.34,0.118,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.03,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.86,887.93,2,0,0.06,0.06,82,15.38,0.08,0.04,4.84,LANDED
5.18,TAKEOFF,TO_PREFLIGHT,0.14,80,79.86,3.57,0,-0.46,-0.32,88.32,0.119,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.02,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.35,887.93,2,0,0.06,0.06,86,15.38,0.08,0.04,5.1,LANDED
5.44,TAKEOFF,TO_PREFLIGHT,0.14,80,79.86,3.57,0,-0.46,-0.25,88.31,0.119,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.04,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488.71,887.93,2,0,0.06,0.06,90,15.38,0.08,0.04,5.36,LANDED
5.7,TAKEOFF,TO_PREFLIGHT,0.15,80,79.85,3.57,0,-0.46,-0.32,88.29,0.12,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.97,887.93,2,0,0.06,0.06,94,15.38,0.08,0.04,5.62,LANDED
5.96,TAKEOFF,TO_PREFLIGHT,0.16,80,79.84,3.57,0,-0.47,-0.29,88.27,0.119,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.06,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.21,887.93,2,0,0.06,0.06,98,15.38,0.08,0.04,5.88,LANDED
6.22,TAKEOFF,TO_PREFLIGHT,0.16,80,79.84,3.57,0,-0.47,-0.07,88.25,0.119,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.06,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.47,887.92,2,0,0.06,0.06,102,15.38,0.08,0.04,6.14,LANDED
6.48,TAKEOFF,TO_PREFLIGHT,0.17,80,79.83,3.57,0,-0.47,-0.5,88.23,0.12,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.02,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563.81,887.92,2,0,0.06,0.06,106,15.38,0.08,0.04,6.4,LANDED
6.74,TAKEOFF,TO_PREFLIGHT,0.17,80,79.83,3.57,0,-0.47,-0.1,88.21,0.12,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.07,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.26,887.92,2,0,0.06,0.06,110,15.38,0.08,0.04,6.66,LANDED
7,TAKEOFF,TO_PREFLIGHT,0.18,80,79.82,3.57,0,-0.48,-0.18,88.19,0.119,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.07,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595.88,887.92,2,0,0.06,0.06,114,15.38,0.08,0.04,6.92,LANDED
7.26,TAKEOFF,TO_PREFLIGHT,0.19,80,79.81,3.57,0,-0.48,-0.31,88.17,0.12,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.03,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610.71,887.92,2,0,0.06,0.06,118,15.38,0.08,0.04,7.18,LANDED
7.52,TAKEOFF,TO_PREFLIGHT,0.21,80,79.79,3.57,0,-0.48,-0.12,88.14,0.121,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.08,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624.78,887.92,2,0,0.06,0.06,122,15.38,0.08,0.04,7.44,LANDED
7.78,TAKEOFF,TO_PREFLIGHT,0.25,80,79.75,3.57,0,-0.48,-0.06,88.11,0.12,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.1,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638.14,887.92,2,0,0.06,0.06,126,15.38,0.08,0.04,7.7,LANDED
8.04,TAKEOFF,TO_PREFLIGHT,0.32,80,79.68,3.57,0,-0.48,-0.25,88.09,0.12,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.09,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650.82,887.92,2,0,0.06,0.06,130,15.38,0.08,0.04,7.96,LANDED
8.3,TAKEOFF,TO_PREFLIGHT,0.4,80,79.6,3.57,0,-0.48,-0.17,88.06,0.12,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.16,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662.86,887.92,2,0,0.06,0.06,134,15.38,0.08,0.04,8.22,LANDED
8.56,TAKEOFF,TO_PREFLIGHT,0.5,80,79.5,3.57,0,-0.48,-0.18,88.03,0.12,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.16,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.28,887.92,2,0,0.06,0.06,138,15.38,0.08,0.04,8.48,LANDED
8.82,TAKEOFF,TO_GROUND_ROLL,0.62,80,79.38,3.57,0,-0.48,-0.16,88,0.121,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.23,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.853,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685.13,887.91,2,0,0.06,0.06,142,15.38,0.08,0.04,8.74,LANDED
9.1,TAKEOFF,TO_GROUND_ROLL,1.08,80,78.92,3.61,-0.04,-0.32,1.08,87.98,0.115,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-2.2,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-2.425,0.0648,0.561,0,0.0648,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696.19,887.91,2,0,0.06,0.06,146,14.29,0.08,0.06,9.04,LANDED
9.38,TAKEOFF,TO_GROUND_ROLL,2.21,80,77.79,3.6,0.02,-0.33,-0.62,87.99,0.109,1,0,0,0,0,0,0,0,0,0,90.39,0,1,0,0.55,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.39,1,0,-2.399,0.0644,0.572,0,0.0644,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706.64,887.89,2,0,0.06,0.06,150,14.29,0.08,0.06,9.32,LANDED
9.66,TAKEOFF,TO_GROUND_ROLL,3.43,80,76.57,3.61,-0.05,-0.35,0.22,88.01,0.116,1,0,0,0,0,0,0,0,0,0,90.39,0,1,0,-0.81,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.39,1,0,-2.385,0.0655,0.584,0,0.0655,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716.5,887.85,2,0,0.06,0.06,154,14.29,0.08,0.06,9.6,LANDED
9.94,TAKEOFF,TO_GROUND_ROLL,4.66,80,75.34,3.61,-0.01,-0.31,-0.09,88.02,0.114,1,0,0,0,0,0,0,0,0,0,90.39,0,1,0,-0.18,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.39,1,0,-2.372,0.0666,0.597,0,0.0666,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725.8,887.79,2,0,0.06,0.06,158,14.29,0.08,0.06,9.88,LANDED
10.22,TAKEOFF,TO_GROUND_ROLL,5.91,80,74.09,3.6,-0.04,-0.35,-0.05,88.03,0.11,1,0,0,0,0,0,0,0,0,0,90.39,0,1,0,-0.37,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.39,1,0,-2.356,0.0674,0.609,0,0.0674,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734.58,887.72,2,0,0.06,0.06,162,14.29,0.08,0.06,10.16,LANDED
10.5,TAKEOFF,TO_GROUND_ROLL,7.18,80,72.82,3.61,-0.05,-0.32,0.03,88.05,0.112,1,0,0,0,0,0,0,0,0,0,90.39,0,1,0,-0.37,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.39,1,0,-2.343,0.0685,0.622,0,0.0685,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742.87,887.64,2,0,0.06,0.06,166,14.29,0.08,0.06,10.44,LANDED
10.78,TAKEOFF,TO_GROUND_ROLL,8.46,80,71.54,3.61,-0.04,-0.34,-0.09,88.06,0.112,1,0,0,0,0,0,0,0,0,0,90.39,0,1,0,-0.28,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.39,1,0,-2.327,0.0694,0.635,0,0.0694,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750.68,887.53,2,0,0.06,0.06,170,14.29,0.08,0.06,10.72,LANDED
11.06,TAKEOFF,TO_GROUND_ROLL,9.75,80,70.25,3.61,-0.06,-0.33,0.01,88.08,0.111,1,0,0,0,0,0,0,0,0,0,90.39,0,1,0,-0.38,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.39,1,0,-2.312,0.0703,0.648,0,0.0703,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758.05,887.42,2,0,0.06,0.06,174,14.29,0.08,0.06,11,LANDED
11.34,TAKEOFF,TO_GROUND_ROLL,11.06,80,68.94,3.61,-0.06,-0.33,-0.06,88.09,0.11,1,0,0,0,0,0,0,0,0,0,90.39,0,1,0,-0.29,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.39,1,0,-2.297,0.0712,0.661,0,0.0712,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,887.28,2,0,0.06,0.06,178,14.29,0.08,0.06,11.28,LANDED
11.62,TAKEOFF,TO_GROUND_ROLL,12.37,80,67.63,3.61,-0.07,-0.33,-0.02,88.11,0.11,1,0,0,0,0,0,0,0,0,0,90.39,0,1,0,-0.34,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.39,1,0,-2.281,0.0722,0.674,0,0.0722,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771.54,887.14,2,0,0.06,0.06,182,14.29,0.08,0.06,11.56,LANDED
11.9,TAKEOFF,TO_GROUND_ROLL,13.7,80,66.3,3.61,-0.08,-0.33,-0.03,88.12,0.109,1,0,0,0,0,0,0,0,0,0,90.39,0,1,0,-0.32,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.39,1,0,-2.265,0.0731,0.687,0,0.0731,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777.71,886.97,2,0,0.06,0.06,186,14.29,0.08,0.06,11.84,LANDED
12.18,TAKEOFF,TO_GROUND_ROLL,15.04,80,64.96,3.61,-0.08,-0.33,-0.03,88.14,0.109,1,0,0,0,0,0,0,0,0,0,90.39,0,1,0,-0.32,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.39,1,0,-2.249,0.0739,0.7,0,0.0739,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783.52,886.8,2,0,0.06,0.06,190,14.29,0.08,0.06,12.12,LANDED
12.46,TAKEOFF,TO_GROUND_ROLL,16.39,80,63.61,3.61,-0.09,-0.33,-0.03,88.16,0.109,1,0,0,0,0,0,0,0,0,0,90.39,0,1,0,-0.32,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.39,1,0,-2.233,0.0748,0.714,0,0.0748,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788.99,886.61,2,0,0.06,0.06,194,14.29,0.08,0.06,12.4,LANDED
