t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.16,APPROACH,ILS_TRACK,154.22,152,-2.22,742.97,664.15,-12.41,10.34,14.69,269.81,0.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-4.61,0,0,0,90,0,0,0,0,0,7.11,-488.01,22.071,0,0,0,3,742.97,0,0,1230.98,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.69,1080.89,2,0,0.14,0.14,1,3.7,0.14,0.02,0.18,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
0.42,APPROACH,ILS_TRACK,154.36,152,-2.36,739.83,660.99,-11.92,10.48,14.6,269.8,0.197,0,0,0,1,0.6,1.461,0.75,0.35,0.0168,0.4,0.984,21.226,0.984,2.358,1,269.91,0,0,1,-4.45,0,0,0,255.09,0.6982,-0.0016,0.7159,0,269.91,6.93,-488.85,22.032,-0.09,0,0,3,742.97,-3.602,0,1228.93,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.85,1081.74,2,0,0.12,0.12,3,7.69,0.14,0.12,0.44,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
0.68,APPROACH,ILS_TRACK,154.31,152,-2.31,736.49,657.97,-11.39,9.58,13.44,269.77,0.144,0,0,0,1,0.6,2.697,0.75,0.35,0.0168,0.4,0.935,21.239,0.935,2.314,1,269.92,0,0,1,-4.24,0,0,0,269.92,0.6982,-0.0014,0.7159,0,269.92,6.73,-489.95,21.989,-0.077,0,0,3,742.97,-4.507,0,1226.7,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.06,1081.77,2,0,0.12,0.12,5,7.69,0.14,0.12,0.7,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
0.94,APPROACH,ILS_TRACK,154.38,152,-2.38,732.99,654.97,-11.49,7.76,11.64,269.78,0.302,0,0,0,1,0.6,3.744,0.75,0.35,0.0168,0.4,1.007,21.221,1.007,2.378,1,269.94,0,0,1,-4.25,0,0,0,269.93,0.6983,-0.0011,0.7158,0,269.94,6.53,-491.21,21.947,-0.064,0,0,3,742.97,-4.897,0,1224.48,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.4,1082.24,2,0,0.12,0.12,7,7.69,0.14,0.12,0.96,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.2,APPROACH,ILS_TRACK,154.6,152,-2.6,729.37,651.95,-11.7,5.75,9.46,269.78,0.221,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,1.256,21.159,1.256,2.598,1,269.94,0,0,1,-4.31,0,0,0,269.93,0.6983,-0.0011,0.7158,0,269.94,6.33,-492.6,21.904,-0.063,0,0,3,742.97,-5.56,0,1222.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.77,1083.37,2,0,0.12,0.12,9,7.69,0.14,0.12,1.22,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.46,APPROACH,ILS_TRACK,154.91,152,-2.91,725.52,648.8,-12.56,3.29,7.46,269.75,0.047,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,1.605,21.071,1.605,2.909,1,269.94,0,0,1,-4.57,0,0,0,269.93,0.6984,-0.0011,0.7157,0,269.94,6.15,-494.21,21.862,-0.063,0,0,3,742.97,-6.344,0,1220.02,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.89,1084.91,2,0,0.12,0.12,11,7.69,0.14,0.12,1.48,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.72,APPROACH,ILS_TRACK,155.32,152,-3.32,721.6,645.35,-13.88,1.52,6.23,269.74,0.002,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,2.064,20.955,2.064,3.323,1,269.95,0,0,1,-5.03,0,0,0,269.95,0.6984,-0.0009,0.7157,0,269.95,5.95,-495.89,21.819,-0.052,0,0,3,742.97,-6.465,0,1217.79,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.64,1086.91,2,0,0.12,0.12,13,7.69,0.14,0.12,1.74,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.98,APPROACH,ILS_TRACK,155.72,152,-3.72,717.69,641.53,-15.3,0.96,6.25,269.74,0.043,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,2.497,20.844,2.497,3.716,1,269.95,0,0,1,-5.54,0,0,0,269.96,0.6985,-0.0008,0.7156,0,269.95,5.76,-497.57,21.777,-0.045,0,0,3,742.97,-6.448,0,1215.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.78,1088.88,2,0,0.12,0.12,15,7.69,0.14,0.12,2,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.24,APPROACH,ILS_TRACK,156.05,152,-4.05,713.8,637.37,-16.56,1.7,7.53,269.74,0.065,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,2.859,20.75,2.859,4.049,1,269.96,0,0,1,-6,0,0,0,269.96,0.6985,-0.0007,0.7156,0,269.96,5.56,-499.22,21.734,-0.038,0,0,3,742.97,-6.311,0,1213.32,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.16,1090.64,2,0,0.12,0.12,17,7.69,0.14,0.12,2.26,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.5,APPROACH,ILS_TRACK,156.27,152,-4.27,709.99,632.95,-17.39,3.66,9.88,269.75,0.094,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.102,20.686,3.102,4.274,1,269.97,0,0,1,-6.32,0,0,0,269.97,0.6986,-0.0005,0.7155,0,269.97,5.37,-500.8,21.691,-0.031,0,0,3,742.97,-5.981,0,1211.08,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.65,1091.98,2,0,0.12,0.12,19,7.69,0.14,0.12,2.52,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.76,APPROACH,ILS_TRACK,156.34,152,-4.34,706.17,628.42,-17.43,6.18,12.41,269.77,0.158,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.178,20.666,3.178,4.345,1,269.98,0,0,1,-6.38,0,0,0,269.98,0.6986,-0.0004,0.7155,0,269.98,5.17,-502.37,21.648,-0.025,0,0,3,742.97,-6.113,0,1208.84,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.16,1092.66,2,0,0.12,0.12,21,7.69,0.14,0.12,2.78,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
