t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
0.94,TAKEOFF,TO_PREFLIGHT,0.49,80,79.51,3.62,0,-0.12,-0.03,91.96,-0.043,0.2,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,1.557,0,0,1,0,0,0,0,0,0,0,1,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887.28,2,0,0.78,0.5,1,0.19,0.78,0.02,0.22,LANDED
6,TAKEOFF,TO_PREFLIGHT,0.12,80,79.88,3.59,0,-0.22,-0.16,92.07,-0.044,1,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,1.559,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.66,887.26,2,0,0.12,0.12,49,9.49,0.78,0.08,5.28,LANDED
11.14,TAKEOFF,TO_GROUND_ROLL,6.12,80,73.88,3.62,-0.01,-0.12,-0.07,91.56,-0.048,1,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,-0.009,0,0,0,0,90.4,1,-0.009,1.164,-0.0332,0.609,0,-0.0332,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738.24,887.03,2,0,0.18,0.18,86,7.2,0.22,0.12,10.42,LANDED
16.28,TAKEOFF,TO_GROUND_ROLL,26.45,80,53.55,3.62,-0.06,-0.11,0,91.24,-0.052,1,0,0,0,0,0,0,0,0,0,90.33,0,0,0,0,-0.086,0,0,0,0,90.33,1,-0.086,0.928,-0.0346,0.812,0,-0.0346,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831.29,884.23,2,0,0.18,0.18,114,5.45,0.28,0.18,15.56,LANDED
21.42,TAKEOFF,TO_GROUND_ROLL,47.78,80,32.22,3.62,-0.08,-0.1,0,91.26,-0.068,1,0,0,0,0,0,0,0,0,0,90.17,0,0,0,0,-0.261,0,0,0,0,90.17,1,-0.261,1.114,-0.0492,1,0,-0.0492,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861.44,880.24,2,0,0.18,0.18,142,5.45,0.28,0.18,20.7,LANDED
26.56,TAKEOFF,TO_GROUND_ROLL,71.12,80,8.88,3.62,-0.08,-0.07,-0.01,90.5,-0.026,1,0,0,0,0,0,0,0,0,0,90.03,0,0,0,0,-0.39,0,0,0,0,90.03,1,-0.39,0.482,-0.0203,1,0,-0.0203,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872.45,879.21,2,0,0.18,0.18,170,5.45,0.28,0.18,25.84,LANDED
31.7,TAKEOFF,TO_GROUND_ROLL,95.1,80,-15.1,3.61,-0.03,-0.04,-0.02,90.11,-0.05,1,0,0,0,0,0,0,0,0,0,90.06,0,0,0,0,-0.341,0,0,0,0,90.06,1,-0.341,0.045,-0.0014,1,0,-0.0014,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923.94,926.76,2,0,0.18,0.18,198,5.45,0.28,0.18,30.98,LANDED
36.84,TAKEOFF,TO_GROUND_ROLL,121.18,80,-41.18,3.62,0.06,0.01,-0.01,90.52,-0.01,1,0,0,0,0,0,0,0,0,0,90.12,0,0,0,0,-0.256,0,0,0,0,90.12,1,-0.256,0.383,-0.0213,1,0,-0.0213,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021.92,1023.33,2,0,0.18,0.18,226,5.45,0.28,0.18,36.12,LANDED
41.98,TAKEOFF,TO_GROUND_ROLL,150.25,80,-70.25,3.61,0.27,0.06,-0.04,90.52,0.051,1,0,0,0,0,0,0,0,0,0,90.06,0,0,0,0,-0.282,0,0,0,0,90.06,1,-0.282,0.395,-0.0264,1,0,-0.0264,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137.1,1138,2,0,0.18,0.18,254,5.45,0.28,0.18,41.26,LANDED
47.02,TAKEOFF,TO_ROTATE,181.77,80,-101.77,16.09,-22.17,-2.87,3.78,90.72,0.081,1,0,0,0,0,0,0,0,0,0,90.4,11.5,0,0,0,0,0,0,0,0,90.4,1,0,0.325,0,0,3,0,0,0,11.5,14.992,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283.37,1284.34,2,0,0.1,0.1,296,8.33,0.28,0.1,46.3,FLYING
