time_s,phase,ias_mps,aoa_deg,vs_mps,agl_m,lift_kN,weight_kN,lift_ratio,vs1g_est_mps
#META,tag=IFC_FLIGHT_PLAN,far_ok=True,alpha_crit_deg=18
0,APPROACH:FLY_TO_FIX,0.163,-11.085,0.019,3.611,0,1549.137,0,-1
0.22,TAKEOFF:TO_PREFLIGHT,0.161,11.942,-0.031,3.606,0,1549.137,0,-1
0.98,TAKEOFF:TO_PREFLIGHT,0.026,64.677,-0.02,3.611,0,1549.135,0,-1
1.62,TAKEOFF:TO_PREFLIGHT,0.02,41.529,-0.008,3.602,0,1549.129,0,-1
2.26,TAKEOFF:TO_PREFLIGHT,0.037,1.065,-0.001,3.596,0,1549.117,0,-1
3,TAKEOFF:TO_PREFLIGHT,0.055,0.5,-0.001,3.591,0,1549.092,0,-1
3.66,TAKEOFF:TO_PREFLIGHT,0.081,-0.344,0,3.585,0,1549.058,0,-1
4.42,TAKEOFF:TO_PREFLIGHT,0.11,-0.471,0,3.579,0,1549.007,0,-1
5.22,TAKEOFF:TO_PREFLIGHT,0.133,-0.128,0,3.575,0,1548.938,0,-1
5.94,TAKEOFF:TO_PREFLIGHT,0.155,-0.342,0,3.572,0,1548.867,0,-1
6.66,TAKEOFF:TO_PREFLIGHT,0.173,-0.213,0,3.57,0,1548.787,0,-1
7.46,TAKEOFF:TO_PREFLIGHT,0.193,-0.202,0,3.568,0,1548.689,0,-1
8.18,TAKEOFF:TO_PREFLIGHT,0.274,-0.236,0,3.568,0,1548.596,0,-1
8.9,TAKEOFF:TO_PREFLIGHT,0.506,-0.187,-0.001,3.568,0,1548.496,0,-1
9.76,TAKEOFF:TO_GROUND_ROLL,0.829,-0.208,-0.002,3.564,0,1548.369,0,-1
10.58,TAKEOFF:TO_GROUND_ROLL,3.568,0.119,-0.03,3.605,0,1548.248,0,-1
11.32,TAKEOFF:TO_GROUND_ROLL,6.934,0.082,-0.031,3.607,0,1548.13,0,-1
12.16,TAKEOFF:TO_GROUND_ROLL,10.859,-0.028,-0.023,3.608,0,1547.995,0,-1
12.9,TAKEOFF:TO_GROUND_ROLL,14.397,-0.039,-0.03,3.608,0,1547.874,0,-1
13.64,TAKEOFF:TO_GROUND_ROLL,17.997,-0.033,-0.04,3.607,0,1547.751,0,-1
14.48,TAKEOFF:TO_GROUND_ROLL,22.147,-0.029,-0.049,3.607,0,1547.609,0,-1
15.22,TAKEOFF:TO_GROUND_ROLL,25.851,-0.03,-0.056,3.607,0,1547.483,0,-1
15.98,TAKEOFF:TO_GROUND_ROLL,29.694,-0.031,-0.063,3.607,0,1547.351,0,-1
16.82,TAKEOFF:TO_GROUND_ROLL,33.98,-0.032,-0.07,3.607,0,1547.205,0,-1
17.58,TAKEOFF:TO_GROUND_ROLL,37.887,-0.033,-0.076,3.607,0,1547.071,0,-1
18.34,TAKEOFF:TO_GROUND_ROLL,41.817,-0.033,-0.081,3.607,0,1546.937,0,-1
19.2,TAKEOFF:TO_GROUND_ROLL,46.287,-0.035,-0.087,3.607,0,1546.785,0,-1
19.96,TAKEOFF:TO_GROUND_ROLL,50.255,-0.036,-0.091,3.607,0,1546.649,0,-1
20.72,TAKEOFF:TO_GROUND_ROLL,54.236,-0.037,-0.094,3.607,0,1546.513,0,-1
21.58,TAKEOFF:TO_GROUND_ROLL,58.754,-0.038,-0.096,3.607,0,1546.359,0,-1
22.34,TAKEOFF:TO_GROUND_ROLL,62.757,-0.04,-0.097,3.606,0,1546.222,0,-1
23.1,TAKEOFF:TO_GROUND_ROLL,66.769,-0.042,-0.098,3.606,0,1546.085,0,-1
23.96,TAKEOFF:TO_GROUND_ROLL,71.319,-0.044,-0.09,3.606,0,1545.93,0,-1
24.72,TAKEOFF:TO_GROUND_ROLL,75.355,-0.046,-0.094,3.606,0,1545.792,0,-1
25.48,TAKEOFF:TO_GROUND_ROLL,79.416,-0.049,-0.091,3.606,0,1545.653,0,-1
26.34,TAKEOFF:TO_GROUND_ROLL,84.053,-0.016,-0.086,3.614,0,1545.494,0,-1
27.1,TAKEOFF:TO_GROUND_ROLL,88.196,-0.069,-0.068,3.602,0,1545.352,0,-1
27.86,TAKEOFF:TO_GROUND_ROLL,92.393,-0.06,-0.073,3.604,0,1545.209,0,-1
28.72,TAKEOFF:TO_GROUND_ROLL,97.216,-0.052,-0.063,3.605,0,1545.044,0,-1
29.48,TAKEOFF:TO_GROUND_ROLL,101.551,-0.064,-0.028,3.608,0,1544.895,0,-1
30.24,TAKEOFF:TO_GROUND_ROLL,105.961,-0.066,-0.037,3.603,0,1544.744,0,-1
31.1,TAKEOFF:TO_GROUND_ROLL,111.048,-0.061,-0.026,3.608,0,1544.57,0,-1
31.86,TAKEOFF:TO_GROUND_ROLL,115.635,-0.169,-0.101,3.567,0,1544.414,0,-1
32.64,TAKEOFF:TO_GROUND_ROLL,120.434,-0.065,-0.03,3.606,0,1544.25,0,-1
33.5,TAKEOFF:TO_GROUND_ROLL,125.838,-0.054,0.05,3.607,0,1544.066,0,-1
#ROTATE,t_s=34.28,ias_mps=130.841,aoa_deg=-0.103
34.28,TAKEOFF:TO_ROTATE,130.841,-0.103,0.05,3.593,0,1543.899,0,-1
35.14,TAKEOFF:TO_ROTATE,136.47,-0.069,0.082,3.621,0,1543.708,0,-1
36.04,TAKEOFF:TO_ROTATE,142.478,-0.015,0.102,3.618,0,1543.503,0,-1
36.84,TAKEOFF:TO_ROTATE,147.886,0.064,0.156,3.634,0,1543.317,0,-1
37.64,TAKEOFF:TO_ROTATE,153.331,0.336,0.34,3.753,0,1543.128,0,-1
38.42,TAKEOFF:TO_ROTATE,158.721,1.383,0.239,4.099,0,1542.939,0,-1
39.24,TAKEOFF:TO_ROTATE,164.65,-0.541,0.333,3.472,0,1542.736,0,-1
39.94,TAKEOFF:TO_ROTATE,169.785,1.883,0.193,4.265,0,1542.56,0,-1
40.74,TAKEOFF:TO_ROTATE,175.884,6.465,-3.758,73.109,0,1542.348,0,-1
41.46,TAKEOFF:TO_ROTATE,180.314,17.994,-3.918,73.161,0,1542.159,0,-1
42.18,TAKEOFF:TO_ROTATE,182.011,19.492,0.085,22.45,0,1541.967,0,-1
43,TAKEOFF:TO_ROTATE,184.127,19.555,4.278,37.426,0,1541.752,0,-1
#LIFTOFF,t_s=43.74,ias_mps=185.832,aoa_deg=19.566,vs_mps=8.313,lift_ratio=0
43.74,TAKEOFF:TO_CLIMB,185.832,19.566,8.313,57.666,0,1541.552,0,-1
44.48,TAKEOFF:TO_CLIMB,187.333,19.631,12.49,88.087,0,1541.351,0,-1
45.28,TAKEOFF:TO_CLIMB,188.817,17.677,16.798,99.815,0,1541.138,0,-1
