t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
0.94,TAKEOFF,TO_PREFLIGHT,0.17,80,79.83,3.6,0,-0.17,1.27,89.9,-0.046,0.2,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.497,0,0,1,0,0,0,0,0,0,0,1,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887.32,2,0,0.8,0.5,1,0.19,0.8,0.02,0.22,LANDED
6,TAKEOFF,TO_PREFLIGHT,0.14,80,79.86,3.57,0,-0.27,0.07,89.88,-0.008,1,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.499,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.1,887.31,2,0,0.12,0.12,49,9.49,0.8,0.08,5.28,LANDED
11.14,TAKEOFF,TO_GROUND_ROLL,7.43,80,72.57,3.61,-0.01,-0.14,-0.08,89.97,-0.047,1,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,-0.002,0,0,0,0,90.4,1,-0.002,-0.429,0.0127,0.622,0,0.0127,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737.64,886.99,2,0,0.18,0.18,86,7.2,0.22,0.12,10.42,LANDED
16.28,TAKEOFF,TO_GROUND_ROLL,32.23,80,47.77,3.61,-0.07,-0.14,-0.03,89.95,-0.046,1,0,0,0,0,0,0,0,0,0,90.44,0,0,0,0,0.037,0,0,0,0,90.44,1,0.037,-0.489,0.0203,0.869,0,0.0203,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830.09,883.16,2,0,0.18,0.18,114,5.45,0.28,0.18,15.56,LANDED
21.42,TAKEOFF,TO_GROUND_ROLL,58.8,80,21.2,3.61,-0.1,-0.13,-0.04,89.92,-0.046,1,0,0,0,0,0,0,0,0,0,90.54,0,0,0,0,0.134,0,0,0,0,90.54,1,0.134,-0.616,0.0294,1,0,0.0294,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860.02,878.87,2,0,0.18,0.18,142,5.45,0.28,0.18,20.7,LANDED
26.56,TAKEOFF,TO_GROUND_ROLL,86.11,80,-6.11,3.59,-0.12,-0.15,-0.07,89.88,-0.02,1,0,0,0,0,0,0,0,0,0,90.7,0,0,0,0,0.302,0,0,0,0,90.7,1,0.302,-0.826,0.0391,1,0,0.0391,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894.63,901.79,2,0,0.18,0.18,170,5.45,0.28,0.18,25.84,LANDED
31.7,TAKEOFF,TO_GROUND_ROLL,115.59,80,-35.59,3.59,0,-0.11,-0.11,89.85,-0.054,1,0,0,0,0,0,0,0,0,0,90.95,0,0,0,0,0.554,0,0,0,0,90.95,1,0.554,-1.111,0.0527,1,0,0.0527,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998.34,1001.55,2,0,0.18,0.18,198,5.45,0.28,0.18,30.98,LANDED
36.8,TAKEOFF,TO_ROTATE,148.47,80,-68.47,3.67,0.18,0.25,0.18,90.09,0.019,1,0,0,0,0,0,0,0,0,0,91.23,9.247,0,0,0,0.863,0,0,0,0,91.23,1,0.863,-1.17,0.0517,1,0,0.0517,0,0.72,9.247,9.006,0.08,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128.47,1130.15,2,0,0.24,0.24,222,4.71,0.28,0.18,36.08,LANDED
41.86,TAKEOFF,TO_ROTATE,183.05,80,-103.05,17.35,-3.96,18,19.14,90.32,-0.201,1,0,0,0,0,0,0,0,0,0,90.4,11.5,0,0,0,0,0,0,0,0,90.4,1,0,-0.081,0,0,3,0,0,0,11.5,-6.314,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287.46,1288.22,2,0,0.1,0.1,259,7.31,0.34,0.1,41.14,FLYING
46.94,TAKEOFF,TO_CLIMB,197.26,80,-117.26,115.28,18.14,19.08,13.84,90.43,-0.305,0.82,0,0,0,0,0,0,0,0,0,90.4,7,0,0,0,0,0,0,0,0,90.4,1,0,0.027,0,0,3,0,0,0,11.5,-9.19,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185.63,1355.17,2,0,0.12,0.12,302,8.5,0.2,0.1,46.22,FLYING
