t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.24,APPROACH,FLY_TO_FIX,216.74,200.1,-16.64,2749.78,0.01,6.8,6.79,269.98,-0.019,0,-1.331,305.77,1.251,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28,FLYING
0.48,APPROACH,FLY_TO_FIX,216.68,200.44,-16.24,2749.79,0.08,6.84,6.83,270.06,-1.562,0,-5.554,307.11,1.251,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.52,FLYING
0.72,APPROACH,FLY_TO_FIX,216.53,200.75,-15.78,2749.78,0.16,6.72,6.7,270.35,-6.777,0,-9.344,308.24,1.251,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.76,FLYING
0.96,APPROACH,FLY_TO_FIX,216.3,201.07,-15.23,2749.73,0.19,6.38,6.36,270.91,-15.811,0,-13.005,309.48,1.251,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,FLYING
1.26,APPROACH,FLY_TO_FIX,215.99,201.46,-14.54,2749.68,-0.16,6.14,6.33,272.08,-26.482,0,-17.373,311.03,1.252,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.3,FLYING
1.5,APPROACH,FLY_TO_FIX,215.67,201.77,-13.9,2749.71,-0.55,6.56,7.18,273.43,-30.404,0,-20,312.26,1.252,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.54,FLYING
1.74,APPROACH,FLY_TO_FIX,215.23,202.08,-13.15,2749.78,-0.47,7.23,8.3,274.82,-32.075,0,-20,313.49,1.251,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.78,FLYING
1.98,APPROACH,FLY_TO_FIX,214.65,202.39,-12.26,2749.8,-0.2,7.57,8.95,275.98,-36.063,0,-20,314.7,1.251,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.02,FLYING
2.28,APPROACH,FLY_TO_FIX,213.75,202.78,-10.97,2749.85,0.09,7.79,9.71,277.66,-41.886,0,-20,316.21,1.251,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.32,FLYING
2.52,APPROACH,FLY_TO_FIX,212.93,203.09,-9.84,2749.88,0.22,7.73,10.1,278.87,-43.877,0,-20,317.4,1.251,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.56,FLYING
2.76,APPROACH,FLY_TO_FIX,212.02,203.41,-8.62,2749.92,0.32,7.63,10.31,279.85,-44.368,0,-20,318.57,1.25,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.8,FLYING
3,APPROACH,FLY_TO_FIX,211.06,203.72,-7.34,2749.97,0.38,7.52,10.35,280.6,-44.537,0,-20,319.73,1.25,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.04,FLYING
3.3,APPROACH,FLY_TO_FIX,209.8,204.11,-5.69,2750.08,0.44,7.47,10.36,281.38,-44.533,0,-20,321.15,1.25,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.34,FLYING
3.54,APPROACH,FLY_TO_FIX,208.76,204.42,-4.34,2750.2,0.5,7.49,10.36,281.94,-44.466,0,-20,322.27,1.249,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.58,FLYING
3.78,APPROACH,FLY_TO_FIX,207.69,204.73,-2.96,2750.34,0.57,7.53,10.38,282.5,-44.395,0,-20,323.38,1.248,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.82,FLYING
4.02,APPROACH,FLY_TO_FIX,206.6,205.04,-1.56,2750.49,0.61,7.57,10.4,283.07,-44.317,0,-20,324.46,1.248,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.06,FLYING
4.32,APPROACH,FLY_TO_FIX,205.23,205.43,0.2,2750.69,0.7,7.58,10.37,283.72,-44.094,0,-19.966,325.8,1.247,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.36,FLYING
