t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.16,APPROACH,ILS_TRACK,154.16,152,-2.16,727.24,649.13,-8.5,14.85,17.86,270.02,0.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.19,0,0,0,90,0,0,0,0,0,5.96,-490.05,21.81,0,0,0,3,727.24,0,0,1217.28,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.98,1082.03,2,0,0.14,0.14,1,3.7,0.14,0.02,0.16,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
0.42,APPROACH,ILS_TRACK,153.77,152,-1.77,725.24,647.1,-7.26,15.11,17.67,270.03,0.671,0.048,0,-0.217,1,0.6,1.46,0.75,0.35,0.0168,0.4,0.36,21.38,0.36,1.811,1,269.91,0,0,1,-2.78,0,0,0,257.47,0.4187,-0.0016,0.9081,0,269.91,5.83,-489.86,21.774,-0.093,0,0,3,727.24,0.85,0,1215.41,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.43,1080.51,2,0,0.12,0.12,3,7.69,0.14,0.12,0.42,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
0.68,APPROACH,ILS_TRACK,153.16,152,-1.16,723.13,645.39,-6.09,13.99,16.01,269.98,0.477,0.152,0,-0.573,1,0.6,2.693,0.756,0.35,0.0168,0.4,0,21.549,0,1.212,0,269.9,0,0,1,-2.33,0,0,0,269.91,0.4188,-0.0018,0.9081,0,269.9,5.7,-489.73,21.732,-0.101,0,0,3,727.24,0.319,0,1213.19,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.27,1078.03,2,0,0.12,0.12,5,7.69,0.14,0.12,0.68,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
0.94,APPROACH,ILS_TRACK,152.75,152,-0.75,720.9,643.87,-5.65,11.52,13.32,269.92,0.311,0.256,0,-0.792,1,0.6,3.734,0.756,0.35,0.0168,0.4,0,21.675,0,0.767,0,269.9,0,0,1,-2.12,0,0,0,269.9,0.4189,-0.0018,0.908,0,269.9,5.57,-489.75,21.69,-0.102,0,0,3,727.24,-0.107,0,1210.99,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.63,1076.37,2,0,0.12,0.12,7,7.69,0.14,0.12,0.94,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.3,APPROACH,ILS_TRACK,152.81,152,-0.81,718,641.75,-6.12,8.57,10.61,269.87,0.227,0.208,0,-1.065,1,0.6,4.5,0.756,0.35,0.0168,0.4,0,21.666,0,0.799,0,269.91,0,0,1,-2.26,0,0,0,269.91,0.419,-0.0016,0.908,0,269.91,5.4,-489.63,21.631,-0.094,0,0,3,727.24,0.622,0,1207.94,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.5,1076.72,2,0,0.12,0.12,10,8.33,0.12,0.12,1.3,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.66,APPROACH,ILS_TRACK,153.06,152,-1.06,715.44,639.37,-7,7.64,10.11,269.86,0.172,0.064,0,-1.158,1,0.6,4.5,0.756,0.35,0.0168,0.4,0,21.595,0,1.049,0,269.91,0,0,1,-2.59,0,0,0,269.91,0.419,-0.0016,0.908,0,269.91,5.23,-489.18,21.573,-0.093,0,0,3,727.24,1.56,0,1204.88,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.14,1077.97,2,0,0.12,0.12,13,8.33,0.12,0.12,1.66,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.02,APPROACH,ILS_TRACK,153.25,152,-1.25,713.18,636.74,-7.52,8.81,11.57,269.86,0.154,0,0,-1.141,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.54,0,1.244,0,269.92,0,0,1,-2.81,0,0,0,269.91,0.4191,-0.0014,0.9079,0,269.92,5.05,-488.41,21.515,-0.082,0,0,3,727.24,2.416,0,1201.83,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.54,1078.98,2,0,0.12,0.12,16,8.33,0.12,0.12,2.02,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.38,APPROACH,ILS_TRACK,153.17,152,-1.17,711.11,634.05,-7.45,10.97,13.76,269.87,0.154,0,0,-1.124,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.556,0,1.189,0,269.92,0,0,1,-2.8,0,0,0,269.92,0.4192,-0.0014,0.9079,0,269.92,4.89,-487.44,21.456,-0.081,0,0,3,727.24,2.94,0,1198.77,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.59,1078.9,2,0,0.12,0.12,19,8.33,0.12,0.12,2.38,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.74,APPROACH,ILS_TRACK,152.65,152,-0.65,709.17,631.57,-6.45,13.09,15.47,269.89,0.19,0.096,0,-1.311,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.696,0,0.691,0,269.93,0,0,1,-2.47,0,0,0,269.92,0.4193,-0.0013,0.9078,0,269.93,4.72,-486.33,21.398,-0.074,0,0,3,727.24,3.052,0,1195.72,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.2,1076.88,2,0,0.12,0.12,22,8.33,0.12,0.12,2.74,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.1,APPROACH,ILS_TRACK,151.78,152,0.22,707.19,629.46,-5.25,13.71,15.59,269.91,0.235,0.24,0,-1.357,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.938,0,-0.167,0,269.92,0,0,1,-2.03,0,0,0,269.93,0.4194,-0.0013,0.9078,0,269.92,4.56,-485.27,21.34,-0.076,0,0,3,727.24,2.934,0,1192.68,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.33,1073.36,2,0,0.12,0.12,25,8.33,0.12,0.12,3.1,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
