t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.26,APPROACH,FLY_TO_FIX,206.48,160.16,-46.32,2353.47,-64.17,-26.74,-10.88,269.02,-1.567,0.04,-4.627,33.69,-4.293,0,0,0,0,0,0,0,0,269.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.3,FLYING
0.54,APPROACH,ILS_TRACK,207.07,160.58,-46.49,2334.64,-69.86,-26.75,-9.63,269.11,-1.148,0,-16.704,116.9,-6,0,0,0,0,0,0,0,0,269.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.56,FLYING
0.8,APPROACH,ILS_TRACK,207.7,161.02,-46.67,2316.31,-74.52,-24.81,-6.67,269.25,-0.758,0,-20,249.57,0,22.33,-130.95,45.497,-20.834,413.441,0,0,0,269.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.84,FLYING
1.06,APPROACH,ILS_TRACK,208.47,161.44,-47.03,2295.98,-78.19,-20.63,-1.71,269.34,-0.409,0,-20,270.64,0,21.21,-147.85,45.435,0.235,96.346,0,0,0,269.07,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1.1,FLYING
1.36,APPROACH,ILS_TRACK,209.53,161.92,-47.61,2275.39,-79.86,-14.85,4.39,269.39,-0.363,0,-20,270.53,0,20.08,-165.15,45.373,0.132,95.661,0,0,0,269.07,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1.4,FLYING
1.62,APPROACH,ILS_TRACK,210.24,162.34,-47.9,2254.87,-78.92,-8.63,10.47,269.5,-0.723,0,-20,270.74,0,18.94,-182.44,45.311,0.338,107.953,0,0,0,269.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.66,FLYING
1.88,APPROACH,ILS_TRACK,210.21,162.75,-47.46,2237.22,-76.13,-5.37,13.31,269.64,-1.137,0,-20,270.61,0,17.98,-197.26,45.258,0.206,104.78,0,0,0,269.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1.92,FLYING
2.14,APPROACH,ILS_TRACK,209.45,163.17,-46.28,2218.02,-72.88,-4.94,13.19,269.72,-1.386,0,-20,270.71,0,16.96,-213.42,45.2,0.308,113.752,0,0,0,269.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2.18,FLYING
2.44,APPROACH,ILS_TRACK,208.9,163.65,-45.26,2196.26,-70.36,-6.08,11.47,269.77,-1.553,0,-20,270.73,0,15.8,-231.88,45.133,0.33,118.778,0,0,0,269.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2.48,FLYING
2.7,APPROACH,ILS_TRACK,208.63,164.06,-44.56,2177.95,-68.87,-6.87,10.29,269.78,-1.603,0,-20,270.72,0,14.86,-247.36,45.075,0.316,121.84,0,0,0,269.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2.74,FLYING
2.96,APPROACH,ILS_TRACK,208.39,164.48,-43.91,2160.18,-67.63,-7.02,9.81,269.8,-1.631,0,-20,270.74,0,13.92,-262.3,45.017,0.339,124.67,0,0,0,269.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,FLYING
3.22,APPROACH,ILS_TRACK,208.12,164.9,-43.22,2142.92,-66.35,-6.49,10,269.84,-1.666,0,-20,270.74,0,13.02,-276.73,44.959,0.344,127.398,0,0,0,269.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.26,FLYING
3.52,APPROACH,ILS_TRACK,207.69,165.38,-42.31,2123.64,-64.56,-5.31,10.75,269.9,-1.703,0,-20,270.76,0,12.02,-292.74,44.893,0.355,130.528,0,0,0,269.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.56,FLYING
