t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.24,TAKEOFF,TO_PREFLIGHT,0.1,80,79.9,3.62,0.16,-0.21,-67.21,90.64,-0.064,0.048,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.239,0,0,1,0,0,0,0,0,0,0,0,1,0.28,LANDED
0.42,TAKEOFF,TO_PREFLIGHT,0.17,80,79.83,3.5,0.12,-0.71,-52.68,90.64,-0.04,0.136,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.239,0,0,1,0,0,0,0,0,0,0,0,1,0.46,LANDED
0.6,TAKEOFF,TO_PREFLIGHT,0.17,80,79.83,3.71,-0.52,0.19,84.77,90.65,-0.04,0.208,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.239,0,0,1,0,0,0,0,0,0,0,1,1,0.64,LANDED
0.8,TAKEOFF,TO_PREFLIGHT,0.19,80,79.81,3.92,0.43,0.95,-68.29,90.65,-0.054,0.288,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.239,0,0,1,0,0,0,0,0,0,0,1,1,0.84,LANDED
0.98,TAKEOFF,TO_PREFLIGHT,0.41,80,79.59,4.18,-0.05,1.67,-12.99,90.66,-0.045,0.36,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.239,0,0,1,0,0,0,0,0,0,0,1,1,1.02,LANDED
1.2,TAKEOFF,TO_PREFLIGHT,0.38,80,79.62,4.34,-0.17,2.42,48.5,90.66,-0.054,0.448,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.239,0,0,1,0,0,0,0,0,0,0,1,1,1.24,LANDED
1.38,TAKEOFF,TO_PREFLIGHT,0.17,80,79.83,4.53,0.23,2.99,-58.34,90.66,-0.046,0.52,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.239,0,0,1,0,0,0,0,0,0,0,1,1,1.42,LANDED
1.56,TAKEOFF,TO_PREFLIGHT,0.17,80,79.83,4.65,-0.13,3.38,34.72,90.67,-0.042,0.592,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.239,0,0,1,0,0,0,0,0,0,0,1,1,1.6,LANDED
1.74,TAKEOFF,TO_PREFLIGHT,0.17,80,79.83,4.68,-0.08,3.58,80.85,90.68,-0.034,0.664,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.239,0,0,1,0,0,0,0,0,0,0,1,1,1.78,LANDED
1.92,TAKEOFF,TO_PREFLIGHT,0.05,80,79.95,4.7,0.15,3.6,-60.23,90.69,-0.054,0.736,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.239,0,0,1,0,0,0,0,0,0,0,1,1,1.96,LANDED
2.12,TAKEOFF,TO_PREFLIGHT,0.13,80,79.87,4.63,-0.1,3.36,29.42,90.71,-0.046,0.808,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.239,0,0,1,0,0,0,0,0,0,0,1,1,2.16,LANDED
2.36,TAKEOFF,TO_PREFLIGHT,0.24,80,79.76,4.43,0.06,2.7,-6.27,90.73,-0.054,0.904,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.239,0,0,1,0,0,0,0,0,0,0,1,1,2.4,LANDED
2.56,TAKEOFF,TO_PREFLIGHT,0.32,80,79.68,4.21,0.02,1.89,-3.79,90.75,-0.047,0.984,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.239,0,0,1,0,0,0,0,0,0,0,1,1,2.6,LANDED
2.76,TAKEOFF,TO_GROUND_ROLL,0.39,80,79.61,3.91,-0.02,0.88,4.96,90.76,-0.05,1,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.239,0,0,1,0,0,0,0,0,0,0,1,1,2.8,LANDED
3.02,TAKEOFF,TO_GROUND_ROLL,0.66,80,79.34,3.55,0.06,-0.37,-4.68,90.76,-0.045,1,0,90.4,0,0,0,0,-0.002,0,0,0,0,90.4,1,-0.002,0.364,-0.0101,0.555,0,-0.0101,0,0,0,0,0,0,1,1,3.06,LANDED
3.28,TAKEOFF,TO_GROUND_ROLL,1.22,80,78.78,3.66,-0.29,0.04,9.26,90.77,-0.049,1,0,90.4,0,0,0,0,-0.002,0,0,0,0,90.4,1,-0.002,0.368,-0.0103,0.56,0,-0.0103,0,0,0,0,0,0,1,1,3.32,LANDED
3.58,TAKEOFF,TO_GROUND_ROLL,2,80,78,3.92,0.34,1.01,-6.36,90.76,-0.052,1,0,90.4,0,0,0,0,-0.003,0,0,0,0,90.4,1,-0.003,0.366,-0.0104,0.568,0,-0.0104,0,0,0,0,0,0,1,1,3.62,LANDED
3.84,TAKEOFF,TO_GROUND_ROLL,2.77,80,77.23,4.25,-0.19,2,4.47,90.75,-0.043,1,0,90.4,0,0,0,0,-0.003,0,0,0,0,90.4,1,-0.003,0.36,-0.0104,0.575,0,-0.0104,0,0,0,0,0,0,1,1,3.88,LANDED
4.1,TAKEOFF,TO_GROUND_ROLL,3.6,80,76.4,4.47,0,2.91,3.31,90.74,-0.052,1,0,90.4,0,0,0,0,-0.003,0,0,0,0,90.4,1,-0.003,0.35,-0.0102,0.583,0,-0.0102,0,0,0,0,0,0,1,1,4.14,LANDED
4.36,TAKEOFF,TO_GROUND_ROLL,4.5,80,75.5,4.73,0,3.74,3.45,90.73,-0.047,1,0,90.4,0,0,0,0,-0.003,0,0,0,0,90.4,1,-0.003,0.336,-0.0099,0.592,0,-0.0099,0,0,0,0,0,0,1,1,4.4,LANDED
4.66,TAKEOFF,TO_GROUND_ROLL,5.54,80,74.46,4.9,-0.04,4.37,4.88,90.7,-0.051,1,0,90.4,0,0,0,0,-0.004,0,0,0,0,90.4,1,-0.004,0.315,-0.0095,0.603,0,-0.0095,0,0,0,0,0,0,1,1,4.7,LANDED
4.92,TAKEOFF,TO_GROUND_ROLL,6.57,80,73.43,4.97,0.01,4.6,4.45,90.68,-0.047,1,0,90.4,0,0,0,0,-0.004,0,0,0,0,90.4,1,-0.004,0.293,-0.009,0.613,0,-0.009,0,0,0,0,0,0,1,1,4.96,LANDED
5.18,TAKEOFF,TO_GROUND_ROLL,7.65,80,72.35,4.94,-0.04,4.5,4.79,90.65,-0.052,1,0,90.4,0,0,0,0,-0.005,0,0,0,0,90.4,1,-0.005,0.267,-0.0083,0.624,0,-0.0083,0,0,0,0,0,0,1,1,5.22,LANDED
5.44,TAKEOFF,TO_GROUND_ROLL,8.8,80,71.2,4.82,0.01,4.09,4.05,90.62,-0.051,1,0,90.39,0,0,0,0,-0.005,0,0,0,0,90.39,1,-0.005,0.236,-0.0075,0.635,0,-0.0075,0,0,0,0,0,0,1,1,5.48,LANDED
5.74,TAKEOFF,TO_GROUND_ROLL,10.18,80,69.82,4.6,-0.02,3.32,3.46,90.57,-0.056,1,0,90.39,0,0,0,0,-0.006,0,0,0,0,90.39,1,-0.006,0.193,-0.0062,0.649,0,-0.0062,0,0,0,0,0,0,1,1,5.78,LANDED
6,TAKEOFF,TO_GROUND_ROLL,11.44,80,68.56,4.37,0,2.49,2.56,90.52,-0.054,1,0,90.39,0,0,0,0,-0.006,0,0,0,0,90.39,1,-0.006,0.149,-0.0049,0.661,0,-0.0049,0,0,0,0,0,0,1,1,6.04,LANDED
6.26,TAKEOFF,TO_GROUND_ROLL,12.74,80,67.26,4.12,-0.02,1.62,1.75,90.47,-0.057,1,0,90.39,0,0,0,0,-0.007,0,0,0,0,90.39,1,-0.007,0.098,-0.0033,0.674,0,-0.0033,0,0,0,0,0,0,1,1,6.3,LANDED
6.52,TAKEOFF,TO_GROUND_ROLL,14.09,80,65.91,3.89,-0.02,0.82,0.95,90.41,-0.056,1,0,90.39,0,0,0,0,-0.007,0,0,0,0,90.39,1,-0.007,0.041,-0.0014,0.688,0,-0.0014,0,0,0,0,0,0,1,1,6.56,LANDED
6.82,TAKEOFF,TO_GROUND_ROLL,15.69,80,64.31,3.68,-0.02,0.11,0.25,90.34,-0.061,1,0,90.39,0,0,0,0,-0.007,0,0,0,0,90.39,1,-0.007,-0.032,0.0011,0.704,0,0.0011,0,0,0,0,0,0,1,1,6.86,LANDED
7.08,TAKEOFF,TO_GROUND_ROLL,17.12,80,62.88,3.62,-0.12,-0.05,0.34,90.28,-0.062,1,0,90.39,0,0,0,0,-0.007,0,0,0,0,90.39,1,-0.007,-0.098,0.0035,0.718,0,0.0035,0,0,0,0,0,0,1,1,7.12,LANDED
7.34,TAKEOFF,TO_GROUND_ROLL,18.59,80,61.41,3.71,-0.06,0.32,0.46,90.25,-0.061,1,0,90.39,0,0,0,0,-0.007,0,0,0,0,90.39,1,-0.007,-0.139,0.0051,0.732,0,0.0051,0,0,0,0,0,0,1,1,7.38,LANDED
