t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
1.08,APPROACH,FLY_TO_FIX,80.42,76.4,-4.02,724.23,-2.03,6.2,7.67,268.08,10.617,0,0,0,1,0.6,0.9,0.75,0.35,0.0168,0.4,0.56,3.877,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.14,FLYING
1.9,APPROACH,FLY_TO_FIX,80.85,76.8,-4.05,722.44,-2.16,5.46,6.93,267.67,7.307,0,0,0,1,0.6,0.9,0.75,0.35,0.0168,0.4,0.87,3.886,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.94,FLYING
2.68,APPROACH,FLY_TO_FIX,80.94,77.2,-3.74,720.76,-2.21,5.67,7.11,268.06,0.107,0,0,0,1,0.6,1.178,0.75,0.35,0.0168,0.4,1.17,3.895,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.72,FLYING
3.78,APPROACH,FLY_TO_FIX,80.64,77.6,-3.04,718.27,-2.3,5.38,7.05,270.16,-12.17,0,0,0,1,0.6,1.509,0.75,0.35,0.0168,0.4,1.55,3.906,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.85,FLYING
5.11,APPROACH,FLY_TO_FIX,79.37,78,-1.37,715.7,-1.63,8.27,10.29,276.33,-25.248,0.0056,0,-0.79,1,0.6,1.816,0.75,0.35,0.0168,0.4,2.06,3.919,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.22,FLYING
6.41,APPROACH,FLY_TO_FIX,77.17,78.4,1.23,714.09,-0.96,9.56,11.95,283.03,-32.178,0.2056,0,-0.32,1,0.6,2.099,0.75,0.35,0.0168,0.4,2.55,3.928,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.51,FLYING
7.77,APPROACH,FLY_TO_FIX,74.65,78.8,4.15,712.43,-1.52,9.62,12.78,289.71,-33.459,0.4056,0,1.625,1,0.6,2.361,0.75,0.35,0.0168,0.4,3.04,3.936,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.84,FLYING
9.1,APPROACH,FLY_TO_FIX,72.31,79.2,6.89,710.29,-1.91,9.87,13,294.91,-30.154,0.6056,0,1.616,1,0.6,2.604,0.75,0.35,0.0168,0.4,3.5,3.947,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9.17,FLYING
10.43,APPROACH,FLY_TO_FIX,70.19,79.6,9.41,707.99,-1.78,10.88,13.65,299.65,-26.168,0.8056,0,1.608,1,0.6,2.83,0.75,0.35,0.0168,0.4,3.94,3.958,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10.5,FLYING
11.76,APPROACH,FLY_TO_FIX,68.48,80,11.52,705.81,-1.64,11.53,13.88,303.48,-22.608,1,0,1.6,1,0.6,3.038,0.75,0.35,0.0168,0.4,4.35,3.969,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.83,FLYING
13.09,APPROACH,FLY_TO_FIX,67.29,80,12.71,703.8,-1.49,11.98,14.02,306.95,-20.348,1,0,1.592,1,0.6,3.231,0.75,0.35,0.0168,0.4,4.75,3.979,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13.16,FLYING
14.42,APPROACH,FLY_TO_FIX,66.63,80,13.37,701.95,-1.35,12.22,14.08,310.44,-19.232,1,0,1.584,1,0.6,3.409,0.75,0.35,0.0168,0.4,5.13,3.989,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14.49,FLYING
15.75,APPROACH,FLY_TO_FIX,66.42,80,13.58,700.3,-1.15,12.38,14.04,313.9,-18.677,1,0,1.576,1,0.6,3.573,0.75,0.35,0.0168,0.4,5.49,3.997,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15.82,FLYING
17.08,APPROACH,FLY_TO_FIX,66.61,80,13.39,698.98,-0.85,12.5,13.92,317.46,-18.801,1,0,1.569,1,0.6,3.724,0.75,0.35,0.0168,0.4,5.85,4.004,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17.15,FLYING
18.41,APPROACH,FLY_TO_FIX,67.11,80,12.89,698.13,-0.44,12.59,13.74,321.27,-19.676,1,0,1.561,1,0.6,3.862,0.75,0.35,0.0168,0.4,6.19,4.009,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18.48,FLYING
19.74,APPROACH,FLY_TO_FIX,67.87,80,12.13,697.91,0.09,12.69,13.53,325.45,-21.211,1,0,1.553,1,0.6,3.989,0.75,0.35,0.0168,0.4,6.52,4.011,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19.81,FLYING
21.07,APPROACH,FLY_TO_FIX,68.83,80,11.17,698.49,0.74,12.79,13.3,330.07,-23.246,0.9556,0,7.193,1,0.6,4.105,0.75,0.35,0.0168,0.4,6.84,4.008,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21.14,FLYING
22.4,APPROACH,FLY_TO_FIX,69.9,80,10.1,699.98,1.47,12.93,13.1,335.19,-25.613,0.8086,0,12.3,1,0.6,4.212,0.75,0.35,0.0168,0.4,7.14,4.002,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22.47,FLYING
23.73,APPROACH,FLY_TO_FIX,71.03,80,8.97,702.34,2.13,12.2,11.95,340.12,-26.842,0.6733,0,16.849,1,0.6,4.308,0.75,0.35,0.0168,0.4,7.41,3.991,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23.8,FLYING
25.06,APPROACH,FLY_TO_FIX,72.45,80,7.55,705.24,2.42,11.76,10.95,343.65,-23.913,0.4844,0,20,1,0.6,4.396,0.75,0.35,0.0168,0.4,7.66,3.977,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25.13,FLYING
26.39,APPROACH,FLY_TO_FIX,73.9,80,6.1,708.57,2.71,11.36,10.14,346.96,-21.64,0.2844,0,20,1,0.6,4.476,0.75,0.35,0.0168,0.4,7.89,3.96,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26.46,FLYING
27.72,APPROACH,FLY_TO_FIX,75.01,80,4.99,712.31,2.95,11.18,9.67,350.12,-19.678,0.1135,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,8.09,3.942,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27.79,FLYING
29.05,APPROACH,FLY_TO_FIX,75.39,80,4.61,716.39,3.13,11.28,9.53,352.94,-17.956,0.1306,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,8.27,3.922,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29.12,FLYING
30.38,APPROACH,FLY_TO_FIX,74.97,80,5.03,720.7,3.27,11.65,9.68,355.38,-15.653,0.3098,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,8.43,3.901,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30.45,FLYING
31.71,APPROACH,FLY_TO_FIX,74.15,80,5.85,725.16,3.37,11.98,9.82,357.5,-13.447,0.5098,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,8.57,3.878,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31.78,FLYING
33.04,APPROACH,FLY_TO_FIX,73.38,80,6.62,729.74,3.45,12.28,9.98,359.37,-11.753,0.7098,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,8.68,3.856,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33.11,FLYING
34.37,APPROACH,FLY_TO_FIX,72.78,80,7.22,734.43,3.55,12.5,10.06,0.94,-10.059,0.8939,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,8.78,3.832,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34.44,FLYING
35.7,APPROACH,FLY_TO_FIX,72.45,80,7.55,739.25,3.68,12.61,10.03,2.24,-8.548,0.9578,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,8.86,3.808,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35.77,FLYING
37.03,APPROACH,FLY_TO_FIX,72.49,80,7.51,744.24,3.83,12.57,9.85,3.32,-7.246,0.9404,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,8.93,3.783,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37.1,FLYING
38.36,APPROACH,FLY_TO_FIX,72.87,80,7.13,749.43,4.02,12.42,9.56,4.23,-6.153,0.8511,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,8.99,3.758,0,0,0,0,0,0,0,0,269.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,38.43,FLYING
