t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.16,APPROACH,ILS_TRACK,155.41,152,-3.41,663.25,588.43,-21.33,6.69,14.16,270.02,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-7.82,0,0,0,90,0,0,0,0,0,-0.01,-24.55,11.706,0,0,0,3,663.25,0,0,687.8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.32,1093.87,2,0,0.14,0.14,1,3.7,0.14,0.02,0.16,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.42,APPROACH,ILS_TRACK,155.66,152,-3.66,657.74,582.93,-20.99,6.74,14.07,270.01,0.035,0,0,0,1,0.6,1.488,0.75,0.35,0.0168,0.4,2.423,20.863,2.423,3.649,1,270,0,0,1,-7.71,0,0,0,270.02,0.8485,0,0.5292,0,270,-0.01,-27.33,11.671,-0.003,18.35,1,3,663.25,-12.689,0,685.92,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.11,1095.37,2,0,0.12,0.12,3,7.69,0.14,0.12,0.42,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.68,APPROACH,ILS_TRACK,155.72,152,-3.72,652.04,577.57,-20.49,5.86,12.91,270.01,0.026,0,0,0,1,0.6,2.749,0.75,0.35,0.0168,0.4,2.503,20.842,2.503,3.721,1,270,0,0,1,-7.52,0,0,0,269.99,0.8485,0,0.5292,0,270,-0.01,-30.77,11.628,0,20.034,1,3,663.25,-13.503,0,683.71,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.64,1096.02,2,0,0.12,0.12,5,7.69,0.14,0.12,0.68,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.94,APPROACH,ILS_TRACK,155.76,152,-3.76,645.97,572.25,-20.51,3.77,10.67,270.01,0.023,0,0,0,1,0.6,3.817,0.75,0.35,0.0168,0.4,2.526,20.836,2.526,3.743,1,269.99,0,0,1,-7.47,0,0,0,270,0.8485,-0.0001,0.5291,0,269.99,0,-34.32,11.588,-0.006,21.983,1,3,663.25,-14.608,0,681.59,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.65,1096.54,2,0,0.127,0.127,7,7.59,0.127,0.12,0.94,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.27,APPROACH,ILS_TRACK,156.15,152,-4.15,638.36,565.49,-21.59,1,8.24,270.01,0.024,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,2.913,20.736,2.913,4.099,1,270,0,0,1,-7.78,0,0,0,270,0.8486,0,0.529,0,270,0,-38.94,11.538,0.001,23.646,1,3,663.25,-14.954,0,678.95,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.78,1098.71,2,0,0.163,0.163,9,6.17,0.163,0.127,1.27,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.65,APPROACH,ILS_TRACK,156.86,152,-4.86,629.14,556.76,-23.34,-1.2,6.74,270,0.023,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.655,20.541,3.655,4.792,1,270,0,0,1,-8.34,0,0,0,270,0.8487,0,0.529,0,270,0,-44.82,11.475,0,25.783,1,3,663.25,-15.42,0,675.65,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,1102.4,2,0,0.175,0.175,11,5.19,0.21,0.163,1.65,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2,APPROACH,ILS_TRACK,157.5,152,-5.5,620.66,548.26,-25.03,-1.44,7.24,270,0.023,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,4.338,20.357,4.338,5.442,1,270,0,0,1,-8.93,0,0,0,270,0.8487,0,0.5289,0,270,0,-50.28,11.417,-0.001,27.587,1,3,663.25,-15.63,0,672.64,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.57,1105.85,2,0,0.175,0.175,13,5.71,0.175,0.175,2,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.35,APPROACH,ILS_TRACK,158.05,152,-6.05,612.13,539.3,-26.32,-0.07,9.23,270,0.018,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,4.919,20.198,4.919,6.006,1,270,0,0,1,-9.39,0,0,0,270,0.8488,0,0.5288,0,270,0,-55.8,11.36,-0.001,29.366,1,3,663.25,-15.782,0,669.64,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.08,1108.95,2,0,0.175,0.175,15,5.71,0.175,0.175,2.35,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.74,APPROACH,ILS_TRACK,158.37,152,-6.37,602.9,528.94,-26.75,3.27,12.9,270,0.015,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,5.274,20.1,5.274,6.354,1,270,0,0,1,-9.62,0,0,0,270,0.8488,0.0001,0.5287,0,270,0,-61.76,11.297,0.004,30.77,1,3,663.25,-15.303,0,666.32,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.95,1111.17,2,0,0.175,0.175,17,5.19,0.21,0.175,2.74,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.09,APPROACH,ILS_TRACK,158.2,152,-6.2,594.53,519.68,-25.78,6.39,15.62,270,0.005,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,5.163,20.131,5.163,6.245,1,270,0,0,1,-9.34,0,0,0,270,0.8489,0,0.5286,0,270,0,-67.11,11.239,0.001,32.383,1,3,663.25,-15.314,0,663.32,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.69,1111.24,2,0,0.175,0.175,19,5.71,0.175,0.175,3.09,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.44,APPROACH,ILS_TRACK,157.56,152,-5.56,586.24,510.87,-24.47,8.22,16.92,270,0.01,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,4.541,20.302,4.541,5.638,1,270.01,0,0,1,-8.91,0,0,0,270,0.8489,0.0001,0.5285,0,270.01,-0.01,-72.44,11.182,0.006,33.846,1,3,663.25,-15.143,0,660.32,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.68,1109.15,2,0,0.175,0.175,21,5.71,0.175,0.175,3.44,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.79,APPROACH,ILS_TRACK,156.68,152,-4.68,578.33,502.51,-23.31,9.67,18.03,269.99,0.017,0.07,0,-0.836,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.638,20.545,3.638,4.776,1,270.01,0,0,1,-8.53,0,0,0,270,0.849,0.0001,0.5285,0,270.01,-0.01,-77.46,11.125,0.006,34.454,1,3,663.25,-14.021,0,657.33,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.89,1106.02,2,0,0.175,0.175,23,5.71,0.175,0.175,3.79,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.14,APPROACH,ILS_TRACK,155.55,152,-3.55,570.83,494.55,-22.09,11.18,19.17,269.99,0.026,0.21,0,-2.224,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.856,0,3.674,0,270.01,0,0,1,-8.16,0,0,0,270.01,0.849,0.0002,0.5284,0,270.01,-0.03,-82.07,11.068,0.01,34.95,1,3,663.25,-12.912,0,654.36,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.2,1101.79,2,0,0.175,0.175,25,5.71,0.175,0.175,4.14,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.49,APPROACH,ILS_TRACK,154.17,152,-2.17,563.63,487.14,-20.33,12.14,19.48,269.99,0.026,0.35,0,-3.158,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.238,0,2.317,0,270.01,0,0,1,-7.64,0,0,0,270.01,0.8491,0.0003,0.5283,0,270.01,-0.05,-86.37,11.012,0.014,35.623,1,3,663.25,-12.139,0,651.42,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.09,1096.5,2,0,0.175,0.175,27,5.71,0.175,0.175,4.49,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.84,APPROACH,ILS_TRACK,152.75,152,-0.75,556.72,480.37,-18.7,11.86,18.56,269.99,0.03,0.49,0,-3.591,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.643,0,0.881,0,270.02,0,0,1,-7.06,0,0,0,270.01,0.8491,0.0003,0.5282,0,270.02,-0.06,-90.42,10.957,0.016,36.197,1,3,663.25,-11.337,0,648.5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.37,1090.96,2,0,0.175,0.175,29,5.71,0.175,0.175,4.84,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.19,APPROACH,ILS_TRACK,151.55,152,0.45,550.16,474.03,-17.74,11.11,17.48,269.99,0.051,0.63,0,-3.614,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.987,0,-0.34,0,270.02,0,0,1,-6.73,0,0,0,270.02,0.8492,0.0003,0.5281,0,270.02,-0.09,-94.15,10.901,0.019,36.604,1,3,663.25,-10.447,0,645.6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.4,1086.4,2,0,0.175,0.175,31,5.71,0.175,0.175,5.19,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
