t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.2,APPROACH,FLY_TO_FIX,213.09,140,-73.09,2999.22,0.06,7.12,7.1,269.99,-0.06,0,-5.848,258.9,0.004,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24,FLYING
0.4,APPROACH,FLY_TO_FIX,213.08,140,-73.08,2999.25,0.07,7.19,7.17,269.95,0.624,0,-20,260.07,0.004,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.44,FLYING
0.62,APPROACH,FLY_TO_FIX,213,140,-73,2999.25,0.13,7.12,7.1,269.77,3.938,0,-20,261.23,0.004,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.66,FLYING
0.82,APPROACH,FLY_TO_FIX,212.86,140,-72.86,2999.25,0.23,6.94,6.91,269.37,9.685,0,-20,262.29,0.004,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.86,FLYING
1.02,APPROACH,FLY_TO_FIX,212.66,140,-72.66,2999.2,0.19,6.61,6.6,268.81,17.616,0,-20,263.35,0.004,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.06,FLYING
1.28,APPROACH,FLY_TO_FIX,212.4,140,-72.4,2999.14,-0.18,6.39,6.61,267.73,26.105,0,-20,264.73,0.004,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.32,FLYING
1.48,APPROACH,FLY_TO_FIX,212.09,140,-72.09,2999.15,-0.52,6.69,7.26,266.64,29.511,0,-20,265.79,0.004,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.52,FLYING
1.68,APPROACH,FLY_TO_FIX,211.58,140,-71.58,2999.2,-0.56,7.25,8.2,265.49,30.737,0,-20,266.86,0.004,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.72,FLYING
1.88,APPROACH,FLY_TO_FIX,210.73,140,-70.73,2999.17,-0.26,7.36,8.55,264.73,31.526,0,-20,267.92,0.004,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.92,FLYING
2.08,APPROACH,FLY_TO_FIX,209.57,140,-69.57,2998.98,-0.09,6.77,7.98,264.6,30.341,0,-20,268.99,0.005,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.12,FLYING
