t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.18,TAKEOFF,TO_PREFLIGHT,0.1,80,79.9,5.16,-0.05,5.24,26.78,90.22,-0.049,0,0,0,0,0,0,0,0,0,0,0,0,90.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22,LANDED
0.34,TAKEOFF,TO_PREFLIGHT,0.11,80,79.89,5.1,-0.02,5.06,22.32,90.21,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,90.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.36,LANDED
0.5,TAKEOFF,TO_PREFLIGHT,0.1,80,79.9,5,0.06,4.71,-26.53,90.2,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,90.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.54,LANDED
0.66,TAKEOFF,TO_PREFLIGHT,0.13,80,79.87,4.87,0.02,4.22,-9.05,90.19,-0.053,0,0,0,0,0,0,0,0,0,0,0,0,90.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.68,LANDED
0.82,TAKEOFF,TO_PREFLIGHT,0.17,80,79.83,4.7,-0.04,3.65,15.64,90.17,-0.059,0,0,0,0,0,0,0,0,0,0,0,0,90.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.84,LANDED
0.98,TAKEOFF,TO_PREFLIGHT,0.22,80,79.78,4.51,0.04,3.02,-3.76,90.16,-0.054,0,0,0,0,0,0,0,0,0,0,0,0,90.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,LANDED
1.16,TAKEOFF,TO_PREFLIGHT,0.25,80,79.75,4.3,0.06,2.26,-11.59,90.14,-0.052,0,0,0,0,0,0,0,0,0,0,0,0,90.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.18,LANDED
1.32,TAKEOFF,TO_PREFLIGHT,0.26,80,79.74,4.11,-0.03,1.58,5.97,90.14,-0.051,0,0,0,0,0,0,0,0,0,0,0,0,90.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.34,LANDED
1.48,TAKEOFF,TO_PREFLIGHT,0.26,80,79.74,3.91,0,0.93,3.49,90.13,-0.054,0,0,0,0,0,0,0,0,0,0,0,0,90.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.5,LANDED
1.64,TAKEOFF,TO_PREFLIGHT,0.24,80,79.76,3.74,0.04,0.33,-10.21,90.13,-0.057,0,0,0,0,0,0,0,0,0,0,0,0,90.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.66,LANDED
1.8,TAKEOFF,TO_PREFLIGHT,0.22,80,79.78,3.61,-0.02,-0.14,-2.2,90.13,-0.058,0,0,0,0,0,0,0,0,0,0,0,0,90.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.82,LANDED
1.96,TAKEOFF,TO_PREFLIGHT,0.16,80,79.84,3.58,-0.03,-0.21,27.46,90.12,-0.056,0,0,0,0,0,0,0,0,0,0,0,0,90.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.98,LANDED
2.12,TAKEOFF,TO_GROUND_ROLL,0.08,80,79.92,3.66,-0.13,0.08,32.89,90.12,-0.055,0,0,0,0,0,0,0,0,0,0,0,0,90.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.16,LANDED
