t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.24,APPROACH,FLY_TO_FIX,217.87,200.1,-17.76,2728.61,-11.69,0.03,2.87,90.56,-0.111,0.032,-1.418,52.22,1.353,0,0,0,0,0,0,0,0,90.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28,FLYING
0.5,APPROACH,FLY_TO_FIX,218.24,200.44,-17.8,2724.82,-13.49,-1.54,1.58,90.52,1.737,0,-6.04,51.12,1.372,0,0,0,0,0,0,0,0,90.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.54,FLYING
0.74,APPROACH,FLY_TO_FIX,218.51,200.78,-17.73,2720.93,-15.51,-1.85,1.63,90.34,6.695,0,-10.644,50.1,1.389,0,0,0,0,0,0,0,0,90.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.78,FLYING
0.98,APPROACH,FLY_TO_FIX,218.74,201.09,-17.65,2717.25,-16.9,-1.03,2.77,90.01,10.072,0,-14.875,49.09,1.407,0,0,0,0,0,0,0,0,90.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.02,FLYING
1.3,APPROACH,FLY_TO_FIX,219.04,201.51,-17.53,2711.7,-17.63,-1.05,3.12,89.72,13.606,0,-20,47.73,1.434,0,0,0,0,0,0,0,0,90.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.34,FLYING
1.54,APPROACH,FLY_TO_FIX,219.17,201.82,-17.35,2706.88,-18.55,-2.71,1.71,89.92,14.648,0,-20,46.71,1.457,0,0,0,0,0,0,0,0,90.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.58,FLYING
1.78,APPROACH,FLY_TO_FIX,219.37,202.13,-17.24,2701.63,-20.22,-4.74,-0.02,90.31,15.582,0,-20,45.69,1.483,0,0,0,0,0,0,0,0,90.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.82,FLYING
2.02,APPROACH,FLY_TO_FIX,219.54,202.44,-17.1,2696.09,-22.53,-6.12,-1.01,90.56,18.969,0,-20,44.68,1.51,0,0,0,0,0,0,0,0,90.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.06,FLYING
2.32,APPROACH,FLY_TO_FIX,219.62,202.83,-16.79,2688.87,-25.46,-6.07,-0.36,90.3,23.706,0,-20,43.4,1.546,0,0,0,0,0,0,0,0,90.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.36,FLYING
2.56,APPROACH,FLY_TO_FIX,219.65,203.15,-16.51,2682.88,-27.24,-4.82,1.44,89.44,27.816,0,-20,42.39,1.575,0,0,0,0,0,0,0,0,90.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.6,FLYING
