t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.12,APPROACH,FLY_TO_FIX,234.41,73.08,-161.33,1448.48,-10.82,-4.06,-1.57,89.88,-0.921,0,0,0,1,0.6,0.9,0.75,0.35,0.0168,0.4,179.88,0,1,0,-2.64,177.97,0,0,90,0,0,0,0,0,0,0,55.265,0,0,0,0,0,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.85,348.92,2,0,0.1,0.1,1,3.45,0.1,0.02,0.12,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.42,APPROACH,FLY_TO_FIX,234.61,73.32,-161.29,1445.28,-10.61,-4,-1.55,89.89,-0.54,0,0,0,1,0.6,1.508,0.75,0.35,0.0168,0.4,179.89,0,0,0,-2.59,177.97,0,0,179.89,0,0,0,0,0,0,0,55.339,0,0,0,0,0,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.6,349.07,2,0,0.06,0.06,5,13.33,0.1,0.06,0.42,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.72,APPROACH,FLY_TO_FIX,234.74,73.56,-161.18,1442.14,-10.4,-3.96,-1.56,89.95,2.004,0,0,0,1,0.6,2.335,0.75,0.35,0.0168,0.4,179.95,0,0,0,-2.54,177.91,0,0,179.92,0,0,0,0,0,0,0,55.414,0,0,0,0,0,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.73,349.21,2,0,0.08,0.08,9,13.33,0.08,0.06,0.72,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1,APPROACH,FLY_TO_FIX,234.66,73.78,-160.88,1439.25,-10.23,-3.97,-1.57,90.11,8.116,0,0,0,1,0.6,2.928,0.75,0.35,0.0168,0.4,180.11,0,0,0,-2.5,177.76,0,0,180.07,0,0,0,0,0,0,0,55.483,0,0,0,0,0,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,349.31,2,0,0.06,0.06,13,14.29,0.08,0.06,1,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.28,APPROACH,FLY_TO_FIX,234.49,74.01,-160.49,1436.4,-10.13,-4.03,-1.57,90.27,16.045,0,0,0,1,0.6,3.353,0.75,0.35,0.0168,0.4,180.27,0,0,0,-2.47,177.61,0,0,180.23,0,0,0,0,0,0,0,55.552,0,0,0,0,0,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.55,349.39,2,0,0.06,0.06,17,14.29,0.08,0.06,1.28,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.56,APPROACH,FLY_TO_FIX,234.28,74.23,-160.05,1433.56,-10.18,-4.18,-1.62,90.39,24.663,0,0,0,1,0.6,3.658,0.75,0.35,0.0168,0.4,180.39,0,0,0,-2.49,177.49,0,0,180.37,0,0,0,0,0,0,0,55.621,0,0,0,0,0,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.86,349.46,2,0,0.06,0.06,21,14.29,0.08,0.06,1.56,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.84,APPROACH,FLY_TO_FIX,234.04,74.46,-159.59,1430.62,-11.08,-4.43,-1.61,90.47,33.502,0,0,0,1,0.6,3.876,0.75,0.35,0.0168,0.4,180.47,0,0,0,-2.68,177.42,0,0,180.33,0,0,0,0,0,0,0,55.69,0,0,0,0,0,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.42,349.54,2,0,0.06,0.06,25,14.29,0.08,0.06,1.84,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.12,APPROACH,FLY_TO_FIX,233.75,74.68,-159.07,1428.13,-9.02,-2.05,0.97,92.64,42.392,0,0,-12.566,1,0.6,4.033,0.75,0.35,0.0168,0.4,182.64,0,0,0,-2.28,175.26,0,0,182.24,0,0,0,0,0,0,0,55.759,0,0,0,0,0,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.22,349.61,2,0,0.06,0.06,29,14.29,0.08,0.06,2.12,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.4,APPROACH,FLY_TO_FIX,233.21,74.9,-158.31,1426.23,-5.98,-1.42,1.06,94.04,51.252,0,0,-19.9,1,0.6,4.146,0.75,0.35,0.0168,0.4,184.04,0,0,0,-1.52,173.87,0,0,183.68,0,0,0,0,0,0,0,55.828,0,0,0,0,0,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.22,349.61,2,0,0.06,0.06,33,14.29,0.08,0.06,2.4,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.68,APPROACH,FLY_TO_FIX,232.63,75.13,-157.51,1425.02,-3.81,-1,1.22,95.77,59.754,0.0003,0,-20,1,0.6,4.226,0.892,0.35,0.0168,0.4,185.77,0,0,0,-0.97,172.15,0,0,185.39,0,0,0,0,0,0,0,55.897,0,0,0,0,0,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.44,349.58,2,0,0.06,0.06,37,14.29,0.08,0.06,2.68,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.96,APPROACH,FLY_TO_FIX,232.17,75.35,-156.81,1424.24,-2.52,-0.72,1.31,97.6,65.835,0,0,-19.603,1,0.6,4.284,1.053,0.35,0.0168,0.4,187.6,0,0,0,-0.64,170.34,0,0,187.21,0,0,0,0,0,0,0,55.965,0,0,0,0,0,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.85,349.54,2,0,0.06,0.06,41,14.29,0.08,0.06,2.96,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
3.24,APPROACH,FLY_TO_FIX,231.75,75.58,-156.17,1423.7,-1.87,-0.49,1.32,99.44,69.411,0,0,-19.214,1,0.6,4.325,1.166,0.35,0.0168,0.4,189.44,0,0,0,-0.47,168.52,0,0,189.05,0,0,0,0,0,0,0,56.033,0,0,0,0,0,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.42,349.5,2,0,0.06,0.06,45,14.29,0.08,0.06,3.24,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
3.52,APPROACH,FLY_TO_FIX,231.34,75.8,-155.54,1423.28,-1.54,-0.24,1.31,101.29,70.394,0,0,-18.832,1,0.6,4.354,1.244,0.35,0.0168,0.4,191.29,0,0,0,-0.39,166.71,0,0,190.89,0,0,0,0,0,0,0,56.101,0,0,0,0,0,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.15,349.46,2,0,0.06,0.06,49,14.29,0.08,0.06,3.52,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
3.8,APPROACH,FLY_TO_FIX,230.93,76.02,-154.9,1422.92,-1.3,-0.05,1.3,103.15,70.918,0,0,-18.459,1,0.6,4.375,1.304,0.35,0.0168,0.4,193.15,0,0,0,-0.33,164.88,0,0,192.75,0,0,0,0,0,0,0,56.168,0,0,0,0,0,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.03,349.42,2,0,0.06,0.06,53,14.29,0.08,0.06,3.8,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
4.08,APPROACH,FLY_TO_FIX,230.51,76.25,-154.26,1422.6,-1.14,0.06,1.29,105.03,71.259,0,0,-18.092,1,0.6,4.39,1.355,0.35,0.0168,0.4,195.03,0,0,0,-0.29,163.03,0,0,194.63,0,0,0,0,0,0,0,56.234,0,0,0,0,0,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.06,349.37,2,0,0.06,0.06,57,14.29,0.08,0.06,4.08,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
4.36,APPROACH,FLY_TO_FIX,230.08,76.47,-153.61,1422.31,-1.04,0.12,1.28,106.91,71.457,0,0,-17.733,1,0.6,4.4,1.4,0.35,0.0168,0.4,196.91,0,0,0,-0.26,161.19,0,0,196.51,0,0,0,0,0,0,0,56.3,0,0,0,0,0,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.22,349.32,2,0,0.06,0.06,61,14.29,0.08,0.06,4.36,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
