t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.16,APPROACH,ILS_TRACK,151.33,152,0.67,767.41,693.11,1.37,11.62,11.14,269.85,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,90,0,0,0,0,0,3.96,-414.78,21.14,0,0,0,3,767.41,0,0,1182.19,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.42,1066.89,2,0,0.14,0.14,1,3.7,0.14,0.02,0.16,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
0.42,APPROACH,ILS_TRACK,151.17,152,0.83,767.55,693.5,1.55,10.82,10.2,269.84,0.045,0.096,0,0.192,1,0.6,1.441,0.75,0.35,0.0168,0.4,0,22.124,0,-0.828,0,269.96,-0.001,0,1,0.59,0,0,0,261.7,0.5372,-0.0006,0.8434,0,269.96,3.85,-412.81,21.105,-0.037,0,0,3,767.41,8.951,-0.001,1180.34,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.44,1066.14,2,0,0.12,0.12,3,7.69,0.14,0.12,0.42,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
0.68,APPROACH,ILS_TRACK,151.08,152,0.92,767.68,693.88,1.62,9.85,9.19,269.78,-0.4,0.1743,0,0.425,1,0.6,2.659,0.75,0.35,0.0168,0.4,0,22.15,0,-0.919,0,269.96,-0.001,0,1,0.62,0,0,0,269.97,0.5373,-0.0006,0.8434,0,269.96,3.73,-410.48,21.063,-0.036,0,0,3,767.41,8.882,-0.001,1178.15,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.65,1065.71,2,0,0.12,0.12,5,7.69,0.14,0.12,0.68,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
0.94,APPROACH,ILS_TRACK,151.02,152,0.98,767.84,694.28,1.3,8.99,8.48,269.79,-0.005,0.1717,0,0.676,1,0.6,3.691,0.75,0.35,0.0168,0.4,0,22.166,0,-0.975,0,269.99,-0.002,0,1,0.52,0,0,0,269.98,0.5374,-0.0001,0.8433,0,269.99,3.6,-408.15,21.021,-0.009,0,0,3,767.41,9.053,-0.002,1175.96,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.85,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.65,1065.45,2,0,0.12,0.12,7,7.69,0.14,0.12,0.94,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.3,APPROACH,ILS_TRACK,150.94,152,1.06,768.25,694.6,0.72,9.02,8.81,269.86,0.369,0.1749,0,1.043,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.187,0,-1.05,0,270,-0.004,0,1,0.28,0,0,0,269.99,0.5375,0,0.8433,0,270,3.41,-404.74,20.963,-0.003,0,0,3,767.41,9.715,-0.004,1172.93,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.85,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.25,1065.1,2,0,0.12,0.12,10,8.33,0.12,0.12,1.3,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.66,APPROACH,ILS_TRACK,150.82,152,1.18,768.68,694.86,0.74,9.66,9.41,269.91,0.515,0.2092,0,1.45,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.222,0,-1.174,0,269.99,-0.006,0,1,0.28,0,0,0,270,0.5376,-0.0001,0.8432,-0.01,269.99,3.23,-401.27,20.906,-0.008,0,0,3,767.41,9.451,-0.006,1169.91,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.85,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.83,1064.56,2,0,0.12,0.12,13,8.33,0.12,0.12,1.66,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.02,APPROACH,ILS_TRACK,150.65,152,1.35,768.97,695.11,0.71,9.81,9.56,269.94,0.586,0.2559,0,1.91,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.267,0,-1.336,0,270,-0.008,0,1,0.27,0,0,-0.01,269.98,0.5377,-0.0001,0.8431,-0.01,270,3.06,-397.94,20.848,-0.003,0,0,3,767.41,9.182,-0.008,1166.89,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.85,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.03,1063.85,2,0,0.12,0.12,16,8.33,0.12,0.12,2.02,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.38,APPROACH,ILS_TRACK,150.48,152,1.52,769.24,695.36,0.66,9.88,9.65,269.95,0.584,0.2981,0,2.434,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.318,0,-1.514,0,269.99,-0.009,0,1,0.25,0,0,-0.01,269.99,0.5378,-0.0001,0.8431,-0.01,269.99,2.91,-394.66,20.79,-0.007,0,0,3,767.41,9.101,-0.009,1163.87,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.85,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.47,1063.08,2,0,0.12,0.12,19,8.33,0.12,0.12,2.38,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.74,APPROACH,ILS_TRACK,150.3,152,1.7,769.48,695.59,0.63,9.92,9.69,269.96,0.552,0.3274,0,3.021,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.366,0,-1.686,0,269.98,-0.01,0,1,0.24,0,0,-0.01,269.99,0.5379,-0.0004,0.843,-0.01,269.98,2.77,-391.4,20.733,-0.024,0,0,3,767.41,9.037,-0.01,1160.85,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.85,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.59,1062.34,2,0,0.12,0.12,22,8.33,0.12,0.12,2.74,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.1,APPROACH,ILS_TRACK,150.15,152,1.85,769.73,695.81,0.52,10.03,9.88,269.96,0.496,0.3461,0,3.665,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.41,0,-1.843,0,269.98,-0.012,0,1,0.19,0,0,-0.01,269.99,0.538,-0.0004,0.8429,-0.01,269.98,2.64,-388.14,20.675,-0.023,0,0,3,767.41,9.156,-0.012,1157.84,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.85,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.24,1061.67,2,0,0.12,0.12,25,8.33,0.12,0.12,3.1,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
