t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
2.82,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,3.63,0,0.11,-2.08,86.6,0.13,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.06,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-3.722,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.38,517.94,2,0,0.08,0.08,49,14.29,0.08,0.06,2.72,PRELAUNCH,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
3.1,TAKEOFF,TO_PREFLIGHT,0.03,80,79.97,3.63,0,0.1,0.05,86.59,0.13,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.02,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-3.722,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.32,517.93,2,0,0.08,0.08,53,14.29,0.08,0.06,3,PRELAUNCH,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
3.38,TAKEOFF,TO_GROUND_ROLL,0.04,80,79.96,3.63,0,0.11,1.43,86.59,0.129,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.16,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-3.818,0,0,3,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.13,517.93,2,0,0.08,0.08,57,14.29,0.08,0.06,3.3,PRELAUNCH,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
3.66,TAKEOFF,TO_GROUND_ROLL,0.23,80,79.77,3.65,0,0.22,1.55,86.58,0.126,1,0,0,0,0,0,0,0,0,0,90.41,0,1,0,-0.22,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.41,1,0,-3.827,0,0,3,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.81,517.89,2,0,0.08,0.08,61,14.29,0.08,0.06,3.58,PRELAUNCH,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
3.94,TAKEOFF,TO_GROUND_ROLL,0.5,80,79.5,3.67,0.05,0.32,0.25,86.56,0.126,1,0,0,0,0,0,0,0,0,0,90.41,0,1,0,2.69,0,0,0,90,0,0,0,0,0,0,0,0,0.001,0,0,3,0,0,0,69,0,0,0,90.41,1,0.001,-3.85,0,0,3,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.35,517.82,2,0,0.08,0.08,65,14.29,0.08,0.06,3.86,PRELAUNCH,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
4.22,TAKEOFF,TO_GROUND_ROLL,0.81,80,79.19,3.7,-0.1,0.39,5.96,86.54,0.126,1,0,0,0,0,0,0,0,0,0,90.42,0,1,0,-5.89,0,0,0,90,0,0,0,0,0,0,0,0,0.001,0,0,3,0,0,0,69,0,0,0,90.42,1,0.001,-3.882,0,0,3,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.77,517.74,2,0,0.08,0.08,69,14.29,0.08,0.06,4.14,PRELAUNCH,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
4.5,TAKEOFF,TO_GROUND_ROLL,1.14,80,78.86,3.7,0.04,0.39,-1.7,86.51,0.127,1,0,0,0,0,0,0,0,0,0,90.43,0,1,0,1.91,0,0,0,90,0,0,0,0,0,0,0,0,0.001,0,0,3,0,0,0,69,0,0,0,90.43,1,0.001,-3.919,0,0,3,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.05,517.66,2,0,0.08,0.08,73,14.29,0.08,0.06,4.42,PRELAUNCH,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
4.78,TAKEOFF,TO_GROUND_ROLL,1.5,80,78.5,3.68,-0.01,0.32,0.89,86.47,0.129,1,0,0,0,0,0,0,0,0,0,90.43,0,1,0,-0.33,0,0,0,90,0,0,0,0,0,0,0,0,0.002,0,0,3,0,0,0,69,0,0,0,90.43,1,0.002,-3.962,0,0,3,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.21,517.57,2,0,0.08,0.08,77,14.29,0.08,0.06,4.7,PRELAUNCH,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
5.06,TAKEOFF,TO_GROUND_ROLL,1.9,80,78.1,3.67,-0.02,0.24,0.78,86.42,0.131,1,0,0,0,0,0,0,0,0,0,90.44,0,1,0,-0.69,0,0,0,90,0,0,0,0,0,0,0,0,0.002,0,0,3,0,0,0,69,0,0,0,90.44,1,0.002,-4.011,0,0,3,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.25,517.47,2,0,0.08,0.08,81,14.29,0.08,0.06,4.98,PRELAUNCH,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
5.34,TAKEOFF,TO_GROUND_ROLL,2.32,80,77.68,3.66,-0.01,0.18,0.3,86.38,0.131,1,0,0,0,0,0,0,0,0,0,90.44,0,1,0,-0.14,0,0,0,90,0,0,0,0,0,0,0,0,0.003,0,0,3,0,0,0,69,0,0,0,90.44,1,0.003,-4.064,0.0457,0.25,1,0.0457,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.17,517.36,2,0,0.08,0.08,85,14.29,0.08,0.06,5.26,LANDED,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
5.62,TAKEOFF,TO_GROUND_ROLL,2.77,80,77.23,3.65,0,0.25,0.5,86.33,0.129,1,0,0,0,0,0,0,0,0,0,90.43,0,1,0,-0.04,0,0,0,90,0,0,0,0,0,0,0,0,0.004,0,0,3,0,0,0,69,0,0,0,90.43,1,0.004,-4.106,0.0462,0.25,1,0.0462,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.96,517.24,2,0,0.08,0.08,89,14.29,0.08,0.06,5.54,LANDED,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
5.9,TAKEOFF,TO_GROUND_ROLL,3.24,80,76.76,3.7,0.12,0.41,-1.77,86.29,0.133,1,0,0,0,0,0,0,0,0,0,90.44,0,1,0,2.18,0,0,0,90,0,0,0,0,0,0,0,0,0.006,0,0,3,0,0,0,69,0,0,0,90.44,1,0.006,-4.152,0.0467,0.25,1,0.0467,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.64,517.11,2,0,0.08,0.08,93,14.29,0.08,0.06,5.82,LANDED,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
6.18,TAKEOFF,TO_GROUND_ROLL,3.74,80,76.26,3.72,-0.05,0.57,1.56,86.24,0.131,1,0,0,0,0,0,0,0,0,0,90.44,0,1,0,-0.76,0,0,0,90,0,0,0,0,0,0,0,0,0.007,0,0,3,0,0,0,69,0,0,0,90.44,1,0.007,-4.205,0.0473,0.25,1,0.0473,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.2,516.98,2,0,0.08,0.08,97,14.29,0.08,0.06,6.1,LANDED,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
6.46,TAKEOFF,TO_GROUND_ROLL,4.27,80,75.73,3.74,-0.04,0.66,1.1,86.19,0.13,1,0,0,0,0,0,0,0,0,0,90.45,0,1,0,-0.6,0,0,0,90,0,0,0,0,0,0,0,0,0.009,0,0,3,0,0,0,69,0,0,0,90.45,1,0.009,-4.261,0.0479,0.25,1,0.0479,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.64,516.83,2,0,0.08,0.08,101,14.29,0.08,0.06,6.38,LANDED,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
6.74,TAKEOFF,TO_GROUND_ROLL,4.82,80,75.18,3.74,-0.01,0.67,0.73,86.13,0.133,1,0,0,0,0,0,0,0,0,0,90.45,0,1,0,-0.07,0,0,0,90,0,0,0,0,0,0,0,0,0.011,0,0,3,0,0,0,69,0,0,0,90.45,1,0.011,-4.318,0.0486,0.25,1,0.0486,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.97,516.67,2,0,0.08,0.08,105,14.29,0.08,0.06,6.66,LANDED,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
7.02,TAKEOFF,TO_GROUND_ROLL,5.4,80,74.6,3.73,-0.04,0.6,0.99,86.08,0.136,1,0,0,0,0,0,0,0,0,0,90.45,0,1,0,-0.39,0,0,0,90,0,0,0,0,0,0,0,0,0.013,0,0,3,0,0,0,69,0,0,0,90.45,1,0.013,-4.378,0.0493,0.25,1,0.0493,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.18,516.5,2,0,0.08,0.08,109,14.29,0.08,0.06,6.94,LANDED,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
7.3,TAKEOFF,TO_GROUND_ROLL,6.01,80,73.99,3.71,-0.03,0.5,0.79,86.02,0.138,1,0,0,0,0,0,0,0,0,0,90.46,0,1,0,-0.32,0,0,0,90,0,0,0,0,0,0,0,0,0.015,0,0,3,0,0,0,69,0,0,0,90.46,1,0.015,-4.44,0.0499,0.25,1,0.0499,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.29,516.33,2,0,0.08,0.08,113,14.29,0.08,0.06,7.22,LANDED,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
7.58,TAKEOFF,TO_GROUND_ROLL,6.63,80,73.37,3.7,-0.03,0.42,0.69,85.96,0.137,1,0,0,0,0,0,0,0,0,0,90.46,0,1,0,-0.29,0,0,0,90,0,0,0,0,0,0,0,0,0.018,0,0,3,0,0,0,69,0,0,0,90.46,1,0.018,-4.504,0.0507,0.25,1,0.0507,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.28,516.14,2,0,0.08,0.08,117,14.29,0.08,0.06,7.5,LANDED,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
7.86,TAKEOFF,TO_GROUND_ROLL,7.28,80,72.72,3.7,-0.04,0.4,0.71,85.89,0.137,1,0,0,0,0,0,0,0,0,0,90.47,0,1,0,-0.33,0,0,0,90,0,0,0,0,0,0,0,0,0.021,0,0,3,0,0,0,69,0,0,0,90.47,1,0.021,-4.571,0.0514,0.25,1,0.0514,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.17,515.94,2,0,0.08,0.08,121,14.29,0.08,0.06,7.78,LANDED,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
8.14,TAKEOFF,TO_GROUND_ROLL,7.96,80,72.04,3.71,-0.05,0.46,0.76,85.83,0.139,1,0,0,0,0,0,0,0,0,0,90.47,0,1,0,-0.33,0,0,0,90,0,0,0,0,0,0,0,0,0.024,0,0,3,0,0,0,69,0,0,0,90.47,1,0.024,-4.639,0.0522,0.25,1,0.0522,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.94,515.72,2,0,0.08,0.08,125,14.29,0.08,0.06,8.06,LANDED,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
8.42,TAKEOFF,TO_GROUND_ROLL,8.66,80,71.34,3.73,-0.05,0.58,0.87,85.77,0.142,1,0,0,0,0,0,0,0,0,0,90.47,0,1,0,-0.32,0,0,0,90,0,0,0,0,0,0,0,0,0.028,0,0,3,0,0,0,69,0,0,0,90.47,1,0.028,-4.709,0.053,0.25,1,0.053,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.62,515.5,2,0,0.08,0.08,129,14.29,0.08,0.06,8.34,LANDED,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
8.7,TAKEOFF,TO_GROUND_ROLL,9.38,80,70.62,3.75,-0.05,0.72,1.01,85.7,0.142,1,0,0,0,0,0,0,0,0,0,90.48,0,1,0,-0.33,0,0,0,90,0,0,0,0,0,0,0,0,0.032,0,0,3,0,0,0,69,0,0,0,90.48,1,0.032,-4.78,0.0538,0.25,1,0.0538,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.18,515.26,2,0,0.08,0.08,133,14.29,0.08,0.06,8.62,LANDED,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
8.98,TAKEOFF,TO_GROUND_ROLL,10.12,80,69.88,3.77,-0.06,0.83,1.12,85.63,0.143,1,0,0,0,0,0,0,0,0,0,90.48,0,1,0,-0.32,0,0,0,90,0,0,0,0,0,0,0,0,0.036,0,0,3,0,0,0,69,0,0,0,90.48,1,0.036,-4.851,0.0546,0.25,1,0.0546,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.64,515.02,2,0,0.08,0.08,137,14.29,0.08,0.06,8.9,LANDED,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
9.26,TAKEOFF,TO_GROUND_ROLL,10.88,80,69.12,3.78,-0.06,0.88,1.17,85.57,0.144,1,0,0,0,0,0,0,0,0,0,90.49,0,1,0,-0.31,0,0,0,90,0,0,0,0,0,0,0,0,0.041,0,0,3,0,0,0,69,0,0,0,90.49,1,0.041,-4.92,0.0554,0.25,1,0.0554,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,514.75,2,0,0.08,0.08,141,14.29,0.08,0.06,9.18,LANDED,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
9.54,TAKEOFF,TO_GROUND_ROLL,11.66,80,68.34,3.78,-0.06,0.86,1.16,85.5,0.146,1,0,0,0,0,0,0,0,0,0,90.49,0,1,0,-0.32,0,0,0,90,0,0,0,0,0,0,0,0,0.046,0,0,3,0,0,0,69,0,0,0,90.49,1,0.046,-4.989,0.0561,0.25,1,0.0561,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.26,514.48,2,0,0.08,0.08,145,14.29,0.08,0.06,9.46,LANDED,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
9.82,TAKEOFF,TO_GROUND_ROLL,12.47,80,67.53,3.77,-0.07,0.81,1.1,85.44,0.147,1,0,0,0,0,0,0,0,0,0,90.5,0,1,0,-0.31,0,0,0,90,0,0,0,0,0,0,0,0,0.052,0,0,3,0,0,0,69,0,0,0,90.5,1,0.052,-5.057,0.0569,0.25,1,0.0569,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.42,514.19,2,0,0.08,0.08,149,14.29,0.08,0.06,9.74,LANDED,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
10.1,TAKEOFF,TO_GROUND_ROLL,13.3,80,66.7,3.75,-0.07,0.74,1.04,85.38,0.147,1,0,0,0,0,0,0,0,0,0,90.5,0,1,0,-0.31,0,0,0,90,0,0,0,0,0,0,0,0,0.058,0,0,3,0,0,0,69,0,0,0,90.5,1,0.058,-5.124,0.0576,0.25,1,0.0576,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.48,513.89,2,0,0.08,0.08,153,14.29,0.08,0.06,10.02,LANDED,CF1-G,0:/Integrated Flight Computer/aircraft/cf1_g_cfg.ks (inferred preloaded)
