t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.22,APPROACH,FLY_TO_FIX,150.36,70.14,-80.21,1331.65,-42.69,-16.46,-1.52,269.38,2.154,0,0,0,1,0.6,0.9,0.75,0.35,0.0168,0.4,4.5,30.892,30.892,80.215,1,281.05,5,1,0,-15.78,11.67,0,0,90,0,0,0,0,0,0,0,49.752,0,0,0,4,0,0,0,3553.29,0,0,0,269.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.81,339.86,2,0,0.18,0.18,1,3.45,0.18,0.02,0.24,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
0.52,APPROACH,FLY_TO_FIX,151.21,70.38,-80.83,1318.9,-43.88,-14.97,0.65,269.6,3.048,0,0,0,1,0.6,1.556,0.75,0.35,0.0168,0.4,12,30.652,30.652,80.774,1,281.08,5,0,0,-16.21,11.48,0,5,281.07,0,0,0,0,0,0,0,49.708,0,0,0,4,0,0,0,3550.18,0,0,0,269.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.31,340.11,2,0,0.1,0.1,4,10,0.18,0.08,0.52,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
0.78,APPROACH,FLY_TO_FIX,151.78,70.59,-81.19,1308.08,-41.85,-12.39,2.41,270.03,5.866,0,0,0,1,0.6,2.428,0.75,0.35,0.0168,0.4,18.5,30.477,30.477,81.152,1,281.1,5,0,0,-15.57,11.07,0,5,281.09,0,0,0,0,0,0,0,49.666,0,0,0,4,0,0,0,3547.29,0,0,0,269.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3,340.39,2,0,0.08,0.08,7,11.54,0.1,0.08,0.78,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
1.06,APPROACH,FLY_TO_FIX,152.2,70.82,-81.38,1296.86,-39.52,-11.62,2.35,270.57,10.166,0,0,0,1,0.6,3.107,0.75,0.35,0.0168,0.4,25.5,30.35,30.35,81.35,1,281.12,5,0,0,-14.67,10.55,0,5,281.12,0,0,0,0,0,0,0,49.621,0,0,0,4,0,0,0,3544.15,0,0,0,269.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.27,340.74,2,0,0.1,0.1,10,10.71,0.1,0.08,1.06,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
1.32,APPROACH,FLY_TO_FIX,152.58,71.02,-81.56,1287.05,-37.13,-10.69,2.43,271.12,13.205,0,0,0,1,0.6,3.637,0.75,0.35,0.0168,0.4,30.233,30.233,30.233,81.531,1,281.15,5,0,0,-13.81,10.03,0,5,281.14,0,0,0,0,0,0,0,49.579,0,0,0,4,0,0,0,3541.22,0,0,0,269.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.51,341.04,2,0,0.08,0.08,13,11.54,0.1,0.08,1.32,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
1.6,APPROACH,FLY_TO_FIX,152.89,71.25,-81.64,1277.12,-34.79,-9.95,2.35,271.55,14.47,0,0,0,1,0.6,4.051,0.75,0.35,0.0168,0.4,30.137,30.137,30.137,81.628,1,281.17,5,0,0,-12.95,9.62,0,5,281.16,0,0,0,0,0,0,0,49.534,0,0,0,4,0,0,0,3538.05,0,0,0,269.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.74,341.38,2,0,0.1,0.1,16,10.71,0.1,0.08,1.6,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
1.86,APPROACH,FLY_TO_FIX,152.96,71.46,-81.51,1268.48,-32.63,-9.31,2.19,271.88,14.769,0,0,0,1,0.6,4.375,0.75,0.35,0.0168,0.4,30.11,30.11,30.11,81.512,1,281.19,5,0,0,-12.16,9.32,0,5,281.19,0,0,0,0,0,0,0,49.492,0,0,0,4,0,0,0,3535.1,0,0,0,269.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2,341.74,2,0,0.08,0.08,19,11.54,0.1,0.08,1.86,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
2.14,APPROACH,FLY_TO_FIX,152.87,71.68,-81.19,1259.8,-30.36,-8.61,2.09,272.26,14.932,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,30.136,30.136,30.136,81.199,1,281.22,5,0,0,-11.34,8.96,0,5,281.21,0,0,0,0,0,0,0,49.446,0,0,0,4,0,0,0,3531.91,0,0,0,269.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.66,342.18,2,0,0.1,0.1,22,10.71,0.1,0.08,2.14,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
2.53,APPROACH,FLY_TO_FIX,152.75,71.96,-80.79,1248.62,-27.38,-7.79,1.99,272.76,14.949,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,30.171,30.171,30.171,80.804,1,281.24,5,0,0,-10.39,8.49,0,5,281.23,0,0,0,0,0,0,0,49.389,0,0,0,4,0,0,0,3527.93,0,0,0,269.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.65,342.71,2,0,0.126,0.126,26,10.16,0.126,0.063,2.53,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
3.03,APPROACH,FLY_TO_FIX,152.58,72.31,-80.27,1236.33,-23.82,-6.7,2.01,273.42,14.848,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,30.214,30.214,30.214,80.306,1,281.27,5,0,0,-9.24,7.85,0,5,281.26,0,0,0,0,0,0,0,49.317,0,0,0,4,0,0,0,3522.9,0,0,0,269.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39,343.32,2,0,0.253,0.253,28,4.07,0.253,0.126,3.03,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
3.32,APPROACH,FLY_TO_FIX,152.41,72.53,-79.88,1229.88,-21.71,-5.98,2.01,273.86,14.829,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,30.262,30.262,30.262,79.927,1,281.29,5,0,0,-8.52,7.44,0,5,281.27,0,0,0,0,0,0,0,49.273,0,0,0,4,0,0,0,3519.78,0,0,0,269.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,343.68,2,0,0.274,0.274,29,3.43,0.274,0.253,3.32,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
3.64,APPROACH,FLY_TO_FIX,152.17,72.78,-79.38,1223.51,-19.42,-5.24,1.95,274.33,14.757,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,30.33,30.33,30.33,79.453,1,281.31,5,0,0,-7.69,6.98,0,5,281.29,0,0,0,0,0,0,0,49.222,0,0,0,4,0,0,0,3516.22,0,0,0,269.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.93,344.07,2,0,0.312,0.312,30,3.12,0.312,0.274,3.64,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
3.96,APPROACH,FLY_TO_FIX,151.85,73.04,-78.81,1217.85,-17.22,-4.52,1.88,274.8,14.574,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,30.42,30.42,30.42,78.897,1,281.33,5,0,0,-6.87,6.53,0,5,281.31,0,0,0,0,0,0,0,49.17,0,0,0,4,0,0,0,3512.59,0,0,0,269.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.79,344.46,2,0,0.32,0.32,31,3.12,0.32,0.312,3.96,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
4.28,APPROACH,FLY_TO_FIX,151.48,73.29,-78.18,1212.84,-15.17,-3.93,1.71,275.21,14.224,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,30.528,30.528,30.528,78.279,1,281.35,5,0,0,-6.08,6.14,0,5,281.33,0,0,0,0,0,0,0,49.118,0,0,0,4,0,0,0,3508.95,0,0,0,269.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.73,344.85,2,0,0.32,0.32,32,3.12,0.32,0.32,4.28,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
4.6,APPROACH,FLY_TO_FIX,151.07,73.55,-77.52,1208.42,-13.37,-3.46,1.54,275.57,13.74,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,30.647,30.647,30.647,77.626,1,281.37,5,0,0,-5.38,5.8,0,5,281.35,0,0,0,0,0,0,0,49.066,0,0,0,4,0,0,0,3505.33,0,0,0,269.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,345.22,2,0,0.32,0.32,33,3.12,0.32,0.32,4.6,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
4.92,APPROACH,FLY_TO_FIX,150.65,73.81,-76.84,1204.55,-11.73,-2.98,1.43,275.91,13.194,0,0,-20,1,0.6,4.5,0.75,0.35,0.0168,0.4,30.773,30.773,30.773,76.95,1,281.38,5,0,0,-4.75,5.47,0,5,281.37,0,0,0,0,0,0,0,49.014,0,0,0,4,0,0,0,3501.71,0,0,0,269.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.86,345.57,2,0,0.32,0.32,34,3.12,0.32,0.32,4.92,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
