t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.1,APPROACH,ILS_TRACK,72.06,73,0.94,2257.84,-8.44,1.67,7.27,271.78,2.52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-6.68,0,0,0,90,0,0,0,0,0,0,0,33.854,0,0,0,0,0,271.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.94,363.9,2,0,0.1,0.1,1,3.7,0.1,0.02,0.1,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.38,APPROACH,ILS_TRACK,72.8,73,0.2,2255.56,-8.87,2.54,8.47,271.78,2.616,0,0,0,0,0,0,0,0,0,0,270.26,-5.063,0,0,-6.94,0,0,-5.06,270.25,0,0,0,0,0,-0.56,412.68,33.832,-0.138,0,0,0,0,271.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.57,363.52,2,0,0.06,0.06,4,10.71,0.1,0.06,0.38,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.64,APPROACH,ILS_TRACK,73.39,73,-0.39,2253.21,-9.04,2.49,8.47,271.57,2.312,0,0,0,0,0,0,0,0,0,0,270.19,-5.058,0,0,-7.01,0,0,-5.06,270.21,0,0,0,0,0,-0.34,411.51,33.809,-0.211,0,0,0,0,271.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.16,363.24,2,0,0.1,0.1,7,11.54,0.1,0.06,0.64,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.92,APPROACH,ILS_TRACK,73.98,73,-0.98,2250.46,-9.32,1.51,7.61,271.24,1.73,0,0,0,0,0,0,0,0,0,0,270.16,-5.05,0,0,-7.16,0,0,-5.05,270.16,0,0,0,0,0,-0.07,410.05,33.785,-0.237,0,0,0,0,271.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.69,362.97,2,0,0.08,0.08,11,14.29,0.1,0.06,0.92,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.2,APPROACH,ILS_TRACK,74.57,73,-1.57,2247.61,-9.96,0.56,7.02,271.13,1.472,0,0,0,0,0,0,0,0,0,0,270.16,-5.042,0,0,-7.57,0,0,-5.04,270.14,0,0,0,0,0,0.2,408.47,33.761,-0.24,0,0,0,0,271.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.07,362.71,2,0,0.08,0.08,15,14.29,0.08,0.06,1.2,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.48,APPROACH,ILS_TRACK,75.13,73,-2.13,2244.72,-10.53,0.45,7.25,271.22,1.381,0,0,0,0,0,0,0,0,0,0,270.14,-5.034,0,0,-7.96,0,0,-5.04,270.11,0,0,0,0,0,0.48,406.87,33.737,-0.26,0,0,0,0,271.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.26,362.47,2,0,0.08,0.08,19,14.29,0.08,0.06,1.48,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.76,APPROACH,ILS_TRACK,75.59,73,-2.59,2241.67,-10.83,0.21,7.18,271.27,1.281,0,0,0,0,0,0,0,0,0,0,270.09,-5.026,0,0,-8.14,0,0,-5.03,270.1,0,0,0,0,0,0.78,405.12,33.712,-0.311,0,0,0,0,271.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.21,362.3,2,0,0.08,0.08,23,14.29,0.08,0.06,1.76,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.04,APPROACH,ILS_TRACK,75.92,73,-2.92,2238.35,-11.24,-1.08,6.11,271.28,1.25,0,0,0,0,0,0,0,0,0,0,270.07,-5.016,0,0,-8.4,0,0,-5.02,270.09,0,0,0,0,0,1.09,403.12,33.687,-0.331,0,0,0,0,271.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.89,362.22,2,0,0.08,0.08,27,14.29,0.08,0.06,2.04,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.32,APPROACH,ILS_TRACK,76.23,73,-3.23,2234.86,-11.97,-2.52,5.1,271.29,1.228,0,0,0,0,0,0,0,0,0,0,270.04,-5.005,0,0,-8.88,0,0,-5.01,270.05,0,0,0,0,0,1.42,400.94,33.662,-0.359,0,0,0,0,271.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,362.17,2,0,0.08,0.08,31,14.29,0.08,0.06,2.32,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.6,APPROACH,ILS_TRACK,76.52,73,-3.52,2231.18,-12.91,-3.69,4.49,271.3,1.218,0,0,0,0,0,0,0,0,0,0,270.01,-4.993,0,0,-9.52,0,0,-5,270.02,0,0,0,0,0,1.77,398.57,33.638,-0.387,0,0,0,0,271.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.11,362.13,2,0,0.08,0.08,35,14.29,0.08,0.06,2.6,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.88,APPROACH,ILS_TRACK,76.8,73,-3.8,2227.35,-13.84,-4.12,4.64,271.33,1.219,0,0,0,0,0,0,0,0,0,0,270.01,-4.98,0,0,-10.17,0,0,-4.98,269.98,0,0,0,0,0,2.12,396.06,33.613,-0.392,0,0,0,0,271.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.58,362.12,2,0,0.08,0.08,39,14.29,0.08,0.06,2.88,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
3.16,APPROACH,ILS_TRACK,77.03,73,-4.03,2223.38,-14.77,-3.97,5.37,271.37,1.224,0,0,0,0,0,0,0,0,0,0,269.97,-4.967,0,0,-10.81,0,0,-4.97,269.99,0,0,0,0,0,2.48,393.4,33.588,-0.429,0,0,0,0,271.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.56,362.14,2,0,0.08,0.08,43,14.29,0.08,0.06,3.16,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
3.44,APPROACH,ILS_TRACK,77.2,73,-4.2,2219.43,-15.42,-2.32,7.44,271.43,1.121,0,0,0,0,0,0,0,0,0,0,269.92,-4.954,0,0,-11.28,0,0,-4.96,269.95,0,0,0,0,0,2.87,390.75,33.563,-0.475,0,0,0,0,271.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.04,362.22,2,0,0.08,0.08,47,14.29,0.08,0.06,3.44,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
3.72,APPROACH,ILS_TRACK,77.25,73,-4.25,2215.5,-15.26,-0.07,9.63,271.46,0.803,0,0,0,0,0,0,0,0,0,0,269.91,-4.941,0,0,-11.2,0,0,-4.94,269.93,0,0,0,0,0,3.25,388.13,33.538,-0.486,0,0,0,0,271.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.97,362.38,2,0,0.08,0.08,51,14.29,0.08,0.06,3.72,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
