t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
29.76,APPROACH,ILS_TRACK,77.72,76,-1.72,440.05,-4.12,3.41,6.27,270.42,0.011,0.0853,15.018,270.42,-3.081,-0.7,-0.32,7.073,0.019,-0.081,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,29.83,FLYING
30.11,APPROACH,ILS_TRACK,77.7,76,-1.7,438.6,-4.14,3.41,6.28,270.42,0.012,0.0796,14.423,270.42,-3.084,-0.69,-0.25,7.044,0.02,-0.084,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,30.18,FLYING
30.43,APPROACH,ILS_TRACK,77.65,76,-1.65,437.3,-4.16,3.41,6.29,270.42,0.011,0.0757,13.902,270.42,-3.084,-0.68,-0.19,7.018,0.018,-0.084,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,30.5,FLYING
30.74,APPROACH,ILS_TRACK,77.59,76,-1.59,435.98,-4.17,3.41,6.31,270.42,0.012,0.073,13.399,270.42,-3.085,-0.67,-0.14,6.992,0.018,-0.085,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,30.81,FLYING
31.06,APPROACH,ILS_TRACK,77.51,76,-1.51,434.67,-4.18,3.42,6.32,270.42,0.01,0.0715,12.92,270.42,-3.085,-0.66,-0.1,6.966,0.018,-0.085,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,31.13,FLYING
31.41,APPROACH,ILS_TRACK,77.41,76,-1.41,433.2,-4.19,3.42,6.34,270.42,0.01,0.0711,12.424,270.42,-3.084,-0.65,-0.05,6.937,0.017,-0.084,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,31.48,FLYING
31.72,APPROACH,ILS_TRACK,77.3,76,-1.3,431.88,-4.2,3.44,6.36,270.42,0.008,0.0719,12.011,270.42,-3.083,-0.63,-0.02,6.911,0.017,-0.083,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,31.79,FLYING
32.04,APPROACH,ILS_TRACK,77.18,76,-1.18,430.56,-4.21,3.45,6.38,270.42,0.011,0.0737,11.633,270.42,-3.082,-0.62,0.01,6.885,0.017,-0.082,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,32.11,FLYING
32.35,APPROACH,ILS_TRACK,77.06,76,-1.06,429.23,-4.21,3.46,6.4,270.42,0.01,0.0765,11.295,270.42,-3.08,-0.61,0.04,6.859,0.016,-0.08,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,32.42,FLYING
32.7,APPROACH,ILS_TRACK,76.91,76,-0.91,427.76,-4.21,3.48,6.43,270.42,0.011,0.0807,10.971,270.42,-3.078,-0.6,0.07,6.831,0.016,-0.078,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,32.77,FLYING
33.02,APPROACH,ILS_TRACK,76.77,76,-0.77,426.43,-4.22,3.49,6.45,270.42,0.01,0.0852,10.722,270.41,-3.075,-0.59,0.09,6.805,0.014,-0.075,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,33.09,FLYING
33.33,APPROACH,ILS_TRACK,76.63,76,-0.63,425.1,-4.22,3.51,6.48,270.42,0.011,0.0906,10.518,270.42,-3.073,-0.58,0.1,6.779,0.015,-0.073,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,33.4,FLYING
33.65,APPROACH,ILS_TRACK,76.49,76,-0.49,423.78,-4.22,3.53,6.5,270.42,0.01,0.0966,10.359,270.41,-3.071,-0.57,0.12,6.754,0.014,-0.071,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,33.72,FLYING
34,APPROACH,ILS_TRACK,76.33,76,-0.33,422.3,-4.21,3.55,6.52,270.42,0.011,0.104,10.239,270.41,-3.069,-0.56,0.13,6.725,0.014,-0.069,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,34.07,FLYING
34.31,APPROACH,ILS_TRACK,76.18,76,-0.18,420.97,-4.21,3.57,6.55,270.42,0.013,0.1111,10.176,270.41,-3.065,-0.55,0.14,6.7,0.014,-0.065,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,34.38,FLYING
34.63,APPROACH,ILS_TRACK,76.04,76,-0.04,419.65,-4.21,3.59,6.57,270.42,0.011,0.1188,10.158,270.41,-3.062,-0.53,0.15,6.675,0.013,-0.062,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,34.7,FLYING
34.94,APPROACH,ILS_TRACK,75.9,76,0.1,418.32,-4.21,3.6,6.59,270.42,0.009,0.1269,10.185,270.41,-3.059,-0.52,0.15,6.649,0.012,-0.059,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,35.01,FLYING
35.29,APPROACH,ILS_TRACK,75.74,76,0.26,416.85,-4.21,3.62,6.62,270.42,0.009,0.1365,10.27,270.41,-3.056,-0.51,0.16,6.621,0.012,-0.056,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,35.36,FLYING
35.61,APPROACH,ILS_TRACK,75.6,76,0.4,415.53,-4.2,3.64,6.64,270.43,0.008,0.1456,10.389,270.41,-3.053,-0.5,0.16,6.596,0.012,-0.053,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,35.68,FLYING
35.92,APPROACH,ILS_TRACK,75.47,76,0.53,414.21,-4.2,3.66,6.66,270.42,0.009,0.155,10.552,270.41,-3.05,-0.49,0.16,6.57,0.011,-0.05,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,35.99,FLYING
36.24,APPROACH,ILS_TRACK,75.34,76,0.66,412.89,-4.19,3.68,6.68,270.43,0.011,0.1648,10.757,270.41,-3.047,-0.48,0.16,6.545,0.01,-0.047,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,36.31,FLYING
36.59,APPROACH,ILS_TRACK,75.19,76,0.81,411.42,-4.19,3.7,6.7,270.42,0.01,0.1761,11.035,270.41,-3.043,-0.47,0.16,6.517,0.01,-0.043,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,36.66,FLYING
36.9,APPROACH,ILS_TRACK,75.07,76,0.93,410.1,-4.18,3.72,6.72,270.43,0.01,0.1865,11.324,270.41,-3.04,-0.45,0.15,6.492,0.009,-0.04,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,36.97,FLYING
37.22,APPROACH,ILS_TRACK,74.95,76,1.05,408.79,-4.18,3.73,6.74,270.43,0.011,0.1971,11.652,270.41,-3.037,-0.44,0.15,6.467,0.009,-0.037,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,37.29,FLYING
37.53,APPROACH,ILS_TRACK,74.83,76,1.17,407.47,-4.18,3.75,6.76,270.43,0.01,0.2079,12.017,270.41,-3.033,-0.43,0.15,6.442,0.009,-0.033,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,37.6,FLYING
37.88,APPROACH,ILS_TRACK,74.71,76,1.29,406.01,-4.17,3.77,6.78,270.43,0.011,0.22,12.465,270.41,-3.031,-0.42,0.14,6.414,0.006,-0.031,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,37.95,FLYING
38.2,APPROACH,ILS_TRACK,74.6,76,1.4,404.7,-4.17,3.78,6.79,270.43,0.011,0.2311,12.902,270.41,-3.027,-0.41,0.14,6.389,0.007,-0.027,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,38.27,FLYING
38.51,APPROACH,ILS_TRACK,74.5,76,1.5,403.39,-4.16,3.8,6.81,270.43,0.01,0.2421,13.37,270.41,-3.025,-0.39,0.13,6.365,0.006,-0.025,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,38.58,FLYING
38.83,APPROACH,ILS_TRACK,74.41,76,1.59,402.08,-4.16,3.81,6.82,270.43,0.012,0.2532,13.867,270.41,-3.022,-0.38,0.12,6.34,0.006,-0.022,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,38.9,FLYING
39.18,APPROACH,ILS_TRACK,74.32,76,1.68,400.63,-4.15,3.82,6.84,270.43,0.011,0.2654,14.452,270.4,-3.02,-0.37,0.12,6.312,0.005,-0.02,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,39.25,FLYING
39.49,APPROACH,ILS_TRACK,74.24,76,1.76,399.32,-4.15,3.83,6.85,270.43,0.014,0.2763,15.003,270.4,-3.017,-0.36,0.11,6.287,0.005,-0.017,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,39.56,FLYING
39.81,APPROACH,ILS_TRACK,74.17,76,1.83,398.02,-4.14,3.84,6.86,270.43,0.013,0.287,15.576,270.4,-3.015,-0.34,0.11,6.262,0.004,-0.015,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,39.88,FLYING
40.12,APPROACH,ILS_TRACK,74.11,76,1.89,396.71,-4.14,3.85,6.86,270.43,0.013,0.2975,16.169,270.4,-3.014,-0.33,0.1,6.238,0.004,-0.014,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,40.19,FLYING
40.47,APPROACH,ILS_TRACK,74.06,76,1.94,395.26,-4.14,3.86,6.87,270.43,0.012,0.3088,16.848,270.4,-3.012,-0.32,0.09,6.21,0.003,-0.012,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,40.54,FLYING
40.79,APPROACH,ILS_TRACK,74.01,76,1.99,393.96,-4.13,3.87,6.88,270.43,0.013,0.3187,17.472,270.4,-3.011,-0.31,0.09,6.185,0.002,-0.011,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,40.86,FLYING
41.1,APPROACH,ILS_TRACK,73.98,76,2.02,392.66,-4.13,3.87,6.88,270.43,0.013,0.3282,18.107,270.4,-3.011,-0.29,0.08,6.161,0.001,-0.011,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,41.17,FLYING
41.42,APPROACH,ILS_TRACK,73.96,76,2.04,391.36,-4.12,3.88,6.88,270.43,0.014,0.3372,18.75,270.4,-3.01,-0.28,0.08,6.136,0,-0.01,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,41.49,FLYING
41.77,APPROACH,ILS_TRACK,73.94,76,2.06,389.92,-4.12,3.88,6.88,270.43,0.015,0.3468,19.47,270.4,-3.01,-0.26,0.07,6.109,0,-0.01,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,41.84,FLYING
42.08,APPROACH,ILS_TRACK,73.94,76,2.06,388.62,-4.12,3.88,6.88,270.43,0.017,0.3533,20,270.4,-3.011,-0.25,0.07,6.084,0,-0.011,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,42.15,FLYING
42.4,APPROACH,ILS_TRACK,73.95,76,2.05,387.32,-4.12,3.87,6.88,270.43,0.015,0.353,20,270.4,-3.012,-0.24,0.06,6.059,-0.002,-0.012,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,42.47,FLYING
42.71,APPROACH,ILS_TRACK,73.96,76,2.04,386.03,-4.11,3.87,6.87,270.43,0.017,0.3521,20,270.4,-3.013,-0.22,0.06,6.034,-0.002,-0.013,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,42.78,FLYING
43.06,APPROACH,ILS_TRACK,73.99,76,2.01,384.59,-4.11,3.87,6.87,270.43,0.016,0.3505,20,270.4,-3.015,-0.21,0.06,6.007,-0.003,-0.015,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,43.13,FLYING
43.38,APPROACH,ILS_TRACK,74.03,76,1.97,383.29,-4.11,3.86,6.86,270.43,0.016,0.3485,20,270.4,-3.017,-0.19,0.06,5.982,-0.003,-0.017,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,43.45,FLYING
43.69,APPROACH,ILS_TRACK,74.08,76,1.92,382,-4.11,3.86,6.85,270.43,0.017,0.346,20,270.4,-3.02,-0.18,0.06,5.958,-0.003,-0.02,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,43.76,FLYING
44.01,APPROACH,ILS_TRACK,74.13,76,1.87,380.7,-4.11,3.85,6.84,270.43,0.018,0.343,20,270.4,-3.023,-0.17,0.06,5.933,-0.004,-0.023,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,44.08,FLYING
44.36,APPROACH,ILS_TRACK,74.2,76,1.8,379.26,-4.11,3.83,6.82,270.43,0.017,0.3392,20,270.39,-3.027,-0.15,0.07,5.905,-0.005,-0.027,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,44.43,FLYING
44.67,APPROACH,ILS_TRACK,74.28,76,1.72,377.97,-4.11,3.82,6.81,270.43,0.016,0.3353,20,270.39,-3.031,-0.14,0.07,5.881,-0.006,-0.031,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,44.74,FLYING
44.99,APPROACH,ILS_TRACK,74.35,76,1.65,376.67,-4.11,3.81,6.8,270.43,0.018,0.331,20,270.39,-3.034,-0.12,0.07,5.856,-0.006,-0.034,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,45.06,FLYING
45.3,APPROACH,ILS_TRACK,74.44,76,1.56,375.37,-4.11,3.8,6.78,270.43,0.019,0.3264,20,270.39,-3.039,-0.11,0.08,5.831,-0.007,-0.039,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,45.37,FLYING
45.65,APPROACH,ILS_TRACK,74.54,76,1.46,373.93,-4.11,3.78,6.76,270.43,0.022,0.3208,20,270.39,-3.044,-0.09,0.09,5.803,-0.008,-0.044,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,45.72,FLYING
45.97,APPROACH,ILS_TRACK,74.64,76,1.36,372.64,-4.12,3.77,6.75,270.43,0.022,0.3155,20,270.39,-3.049,-0.08,0.1,5.778,-0.008,-0.049,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,46.04,FLYING
46.28,APPROACH,ILS_TRACK,74.74,76,1.26,371.34,-4.12,3.75,6.73,270.43,0.022,0.3099,20,270.39,-3.053,-0.07,0.1,5.753,-0.009,-0.053,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,46.35,FLYING
46.6,APPROACH,ILS_TRACK,74.85,76,1.15,370.04,-4.12,3.73,6.71,270.43,0.024,0.304,20,270.39,-3.058,-0.05,0.11,5.728,-0.009,-0.058,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,46.67,FLYING
46.95,APPROACH,ILS_TRACK,74.97,76,1.03,368.59,-4.13,3.71,6.69,270.43,0.028,0.2972,20,270.39,-3.063,-0.04,0.13,5.701,-0.009,-0.063,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,47.02,FLYING
47.26,APPROACH,ILS_TRACK,75.09,76,0.91,367.29,-4.13,3.7,6.67,270.43,0.03,0.2908,20,270.39,-3.068,-0.02,0.14,5.676,-0.01,-0.068,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,47.33,FLYING
47.58,APPROACH,ILS_TRACK,75.21,76,0.79,365.99,-4.14,3.68,6.65,270.43,0.031,0.2843,20,270.39,-3.072,-0.01,0.15,5.65,-0.011,-0.072,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,47.65,FLYING
47.89,APPROACH,ILS_TRACK,75.33,76,0.67,364.68,-4.14,3.66,6.63,270.43,0.033,0.2777,20,270.39,-3.076,0,0.16,5.625,-0.011,-0.076,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,47.96,FLYING
48.24,APPROACH,ILS_TRACK,75.47,76,0.53,363.23,-4.15,3.63,6.61,270.43,0.035,0.2701,20,270.39,-3.081,0.02,0.17,5.597,-0.011,-0.081,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,48.31,FLYING
48.56,APPROACH,ILS_TRACK,75.59,76,0.41,361.92,-4.16,3.62,6.59,270.42,0.034,0.2633,20,270.39,-3.084,0.03,0.18,5.572,-0.011,-0.084,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,48.63,FLYING
48.87,APPROACH,ILS_TRACK,75.72,76,0.28,360.61,-4.16,3.59,6.57,270.42,0.033,0.2563,20,270.39,-3.088,0.04,0.19,5.547,-0.012,-0.088,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,48.94,FLYING
49.19,APPROACH,ILS_TRACK,75.84,76,0.16,359.29,-4.17,3.57,6.55,270.42,0.035,0.2493,20,270.39,-3.091,0.06,0.21,5.522,-0.012,-0.091,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,49.26,FLYING
49.54,APPROACH,ILS_TRACK,75.99,76,0.01,357.83,-4.18,3.55,6.53,270.42,0.037,0.2415,20,270.39,-3.094,0.07,0.22,5.494,-0.012,-0.094,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,49.61,FLYING
49.85,APPROACH,ILS_TRACK,76.11,76,-0.11,356.51,-4.19,3.53,6.51,270.42,0.037,0.2342,19.969,270.39,-3.097,0.08,0.23,5.468,-0.012,-0.097,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,49.92,FLYING
50.17,APPROACH,ILS_TRACK,76.24,76,-0.24,355.19,-4.19,3.51,6.49,270.42,0.037,0.2266,19.899,270.39,-3.099,0.09,0.24,5.443,-0.012,-0.099,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,50.24,FLYING
50.48,APPROACH,ILS_TRACK,76.35,76,-0.35,353.87,-4.2,3.5,6.47,270.42,0.039,0.2187,19.792,270.39,-3.101,0.1,0.25,5.417,-0.013,-0.101,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,50.55,FLYING
50.83,APPROACH,ILS_TRACK,76.48,76,-0.48,352.39,-4.21,3.48,6.45,270.42,0.04,0.2098,19.628,270.39,-3.102,0.11,0.26,5.389,-0.012,-0.102,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,50.9,FLYING
51.15,APPROACH,ILS_TRACK,76.59,76,-0.59,351.06,-4.22,3.46,6.44,270.42,0.04,0.2017,19.446,270.39,-3.103,0.12,0.27,5.364,-0.012,-0.103,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,51.22,FLYING
51.46,APPROACH,ILS_TRACK,76.69,76,-0.69,349.73,-4.23,3.45,6.43,270.42,0.041,0.1936,19.233,270.39,-3.104,0.13,0.28,5.338,-0.013,-0.104,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,51.53,FLYING
51.78,APPROACH,ILS_TRACK,76.78,76,-0.78,348.4,-4.23,3.43,6.42,270.41,0.041,0.1857,18.991,270.39,-3.103,0.14,0.28,5.312,-0.012,-0.103,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,51.85,FLYING
52.13,APPROACH,ILS_TRACK,76.87,76,-0.87,346.91,-4.24,3.42,6.4,270.41,0.042,0.177,18.691,270.39,-3.103,0.15,0.29,5.284,-0.012,-0.103,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,52.2,FLYING
52.44,APPROACH,ILS_TRACK,76.94,76,-0.94,345.58,-4.25,3.41,6.4,270.41,0.04,0.1695,18.397,270.39,-3.103,0.16,0.3,5.258,-0.012,-0.103,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,52.51,FLYING
52.76,APPROACH,ILS_TRACK,77,76,-1,344.24,-4.25,3.4,6.39,270.41,0.04,0.1623,18.084,270.39,-3.102,0.16,0.3,5.233,-0.012,-0.102,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,52.83,FLYING
53.07,APPROACH,ILS_TRACK,77.05,76,-1.05,342.9,-4.26,3.39,6.38,270.41,0.037,0.1555,17.755,270.39,-3.101,0.17,0.3,5.207,-0.012,-0.101,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,53.14,FLYING
53.42,APPROACH,ILS_TRACK,77.09,76,-1.09,341.4,-4.26,3.39,6.38,270.41,0.037,0.1485,17.373,270.39,-3.099,0.18,0.31,5.179,-0.012,-0.099,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,53.49,FLYING
53.74,APPROACH,ILS_TRACK,77.12,76,-1.12,340.06,-4.27,3.38,6.38,270.41,0.036,0.1427,17.02,270.39,-3.097,0.18,0.31,5.153,-0.012,-0.097,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,53.81,FLYING
54.05,APPROACH,ILS_TRACK,77.14,76,-1.14,338.71,-4.27,3.38,6.38,270.41,0.035,0.1374,16.662,270.39,-3.095,0.19,0.31,5.127,-0.012,-0.095,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,54.12,FLYING
54.37,APPROACH,ILS_TRACK,77.15,76,-1.15,337.37,-4.27,3.38,6.38,270.41,0.032,0.1326,16.301,270.39,-3.093,0.19,0.31,5.101,-0.011,-0.093,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,54.44,FLYING
54.72,APPROACH,ILS_TRACK,77.14,76,-1.14,335.87,-4.28,3.38,6.38,270.41,0.03,0.128,15.902,270.39,-3.09,0.2,0.31,5.073,-0.011,-0.09,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,54.79,FLYING
55.03,APPROACH,ILS_TRACK,77.13,76,-1.13,334.53,-4.28,3.38,6.39,270.41,0.029,0.1245,15.546,270.39,-3.087,0.2,0.31,5.047,-0.011,-0.087,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,55.1,FLYING
55.35,APPROACH,ILS_TRACK,77.1,76,-1.1,333.18,-4.28,3.39,6.39,270.4,0.031,0.1217,15.199,270.39,-3.085,0.21,0.3,5.022,-0.011,-0.085,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,55.42,FLYING
55.66,APPROACH,ILS_TRACK,77.07,76,-1.07,331.83,-4.28,3.39,6.4,270.41,0.028,0.1194,14.861,270.39,-3.082,0.21,0.3,4.996,-0.011,-0.082,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,55.73,FLYING
56.01,APPROACH,ILS_TRACK,77.02,76,-1.02,330.33,-4.28,3.4,6.41,270.4,0.025,0.1177,14.503,270.39,-3.078,0.21,0.3,4.968,-0.011,-0.078,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,56.08,FLYING
56.33,APPROACH,ILS_TRACK,76.97,76,-0.97,328.99,-4.28,3.41,6.42,270.4,0.022,0.1167,14.195,270.39,-3.075,0.21,0.29,4.942,-0.011,-0.075,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,56.4,FLYING
56.64,APPROACH,ILS_TRACK,76.91,76,-0.91,327.64,-4.28,3.42,6.43,270.4,0.024,0.1164,13.906,270.39,-3.071,0.22,0.29,4.916,-0.011,-0.071,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,56.71,FLYING
56.96,APPROACH,ILS_TRACK,76.85,76,-0.85,326.29,-4.27,3.42,6.44,270.4,0.021,0.1166,13.637,270.39,-3.068,0.22,0.28,4.891,-0.011,-0.068,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,57.03,FLYING
57.31,APPROACH,ILS_TRACK,76.77,76,-0.77,324.8,-4.27,3.44,6.45,270.4,0.02,0.1176,13.364,270.39,-3.064,0.22,0.27,4.862,-0.01,-0.064,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,57.38,FLYING
57.62,APPROACH,ILS_TRACK,76.7,76,-0.7,323.46,-4.27,3.45,6.46,270.4,0.019,0.119,13.143,270.39,-3.06,0.22,0.26,4.837,-0.011,-0.06,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,57.69,FLYING
57.94,APPROACH,ILS_TRACK,76.62,76,-0.62,322.11,-4.26,3.46,6.48,270.4,0.018,0.1209,12.945,270.39,-3.057,0.23,0.26,4.811,-0.011,-0.057,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,58.01,FLYING
58.25,APPROACH,ILS_TRACK,76.54,76,-0.54,320.77,-4.26,3.47,6.49,270.4,0.017,0.1233,12.773,270.39,-3.053,0.23,0.25,4.786,-0.01,-0.053,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,58.32,FLYING
58.6,APPROACH,ILS_TRACK,76.44,76,-0.44,319.28,-4.26,3.48,6.5,270.4,0.017,0.1264,12.615,270.39,-3.049,0.23,0.24,4.758,-0.011,-0.049,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,58.67,FLYING
58.92,APPROACH,ILS_TRACK,76.36,76,-0.36,317.94,-4.25,3.5,6.52,270.4,0.015,0.1296,12.498,270.39,-3.045,0.23,0.23,4.732,-0.01,-0.045,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,58.99,FLYING
59.23,APPROACH,ILS_TRACK,76.28,76,-0.28,316.6,-4.25,3.51,6.53,270.4,0.016,0.1332,12.408,270.39,-3.041,0.23,0.22,4.707,-0.011,-0.041,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,59.3,FLYING
59.55,APPROACH,ILS_TRACK,76.19,76,-0.19,315.26,-4.25,3.52,6.54,270.4,0.014,0.1371,12.345,270.39,-3.037,0.23,0.21,4.682,-0.01,-0.037,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,59.62,FLYING
59.9,APPROACH,ILS_TRACK,76.1,76,-0.1,313.78,-4.24,3.54,6.56,270.4,0.01,0.1418,12.308,270.39,-3.033,0.24,0.2,4.653,-0.011,-0.033,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,59.97,FLYING
60.21,APPROACH,ILS_TRACK,76.01,76,-0.01,312.44,-4.24,3.55,6.57,270.4,0.011,0.1463,12.3,270.39,-3.03,0.24,0.19,4.628,-0.011,-0.03,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,60.28,FLYING
60.53,APPROACH,ILS_TRACK,75.93,76,0.07,311.11,-4.23,3.56,6.58,270.4,0.011,0.1511,12.319,270.39,-3.026,0.24,0.18,4.603,-0.011,-0.026,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,60.6,FLYING
60.84,APPROACH,ILS_TRACK,75.85,76,0.15,309.78,-4.23,3.57,6.6,270.4,0.01,0.1561,12.363,270.39,-3.023,0.24,0.17,4.578,-0.012,-0.023,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,60.91,FLYING
61.19,APPROACH,ILS_TRACK,75.76,76,0.24,308.3,-4.22,3.58,6.61,270.4,0.01,0.162,12.444,270.39,-3.019,0.24,0.15,4.55,-0.011,-0.019,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,61.26,FLYING
61.51,APPROACH,ILS_TRACK,75.68,76,0.32,306.97,-4.22,3.6,6.62,270.4,0.008,0.1675,12.541,270.39,-3.016,0.25,0.14,4.525,-0.011,-0.016,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,61.58,FLYING
