t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
33.21,APPROACH,ILS_TRACK,152.16,152,-0.16,1268.89,1189.55,0.3,10.31,10.21,270.16,-0.352,0.3072,0,18.587,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.844,0,0.165,0,270.04,0,0,1,0.11,0,0,0,270.04,-0.0154,0.0007,0.9999,0,270.04,-5.11,-60.05,23.94,0.037,10.816,1,3,1344.95,9.001,0,1328.92,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.21,1037.42,2,0,0.15,0.15,248,6.67,0.15,0.15,33.21,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
33.51,APPROACH,ILS_TRACK,152.16,152,-0.16,1268.98,1189.49,0.3,10.32,10.21,270.16,-0.343,0.3054,0,18.538,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.845,0,0.162,0,270.03,0,0,1,0.11,0,0,0,270.03,-0.0153,0.0006,0.9999,0,270.03,-4.91,-57.35,23.89,0.034,10.002,1,3,1344.95,9.005,0,1326.31,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.27,1037.41,2,0,0.15,0.15,250,6.67,0.15,0.15,33.51,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
33.81,APPROACH,ILS_TRACK,152.16,152,-0.16,1269.07,1189.43,0.3,10.32,10.21,270.16,-0.336,0.3039,0,18.49,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.846,0,0.16,0,270.03,0,0,1,0.12,0,0,0,270.03,-0.0152,0.0005,0.9999,0,270.03,-4.71,-54.65,23.84,0.026,9.188,1,3,1344.95,9.01,0,1323.7,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.19,1037.39,2,0,0.15,0.15,252,6.67,0.15,0.15,33.81,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
34.11,APPROACH,ILS_TRACK,152.16,152,-0.16,1269.17,1189.36,0.3,10.38,10.29,270.15,-0.325,0.3032,0,18.442,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.847,0,0.157,0,270.03,0,0,1,0.1,0,0,0,270.03,-0.0151,0.0005,0.9999,0,270.03,-4.53,-51.94,23.79,0.028,8.324,1,3,1344.95,9.073,0,1321.09,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.96,1037.37,2,0,0.15,0.15,254,6.67,0.15,0.15,34.11,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
34.41,APPROACH,ILS_TRACK,152.14,152,-0.14,1269.24,1189.31,0.33,10.29,10.16,270.15,-0.314,0.309,0,18.399,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.851,0,0.14,0,270.02,0,0,1,0.14,0,0,0,270.02,-0.0151,0.0004,0.9999,0,270.02,-4.34,-49.25,23.741,0.021,7.638,1,3,1344.95,8.921,0,1318.48,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.8,1037.29,2,0,0.15,0.15,256,6.67,0.15,0.15,34.41,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
34.71,APPROACH,ILS_TRACK,152.13,152,-0.13,1269.34,1189.28,0.35,10.28,10.14,270.15,-0.305,0.3107,0,18.359,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.855,0,0.128,0,270.01,0,0,1,0.14,0,0,0,270.02,-0.015,0.0001,0.9999,0,270.01,-4.15,-46.54,23.691,0.007,6.757,1,3,1344.95,9.008,0,1315.87,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.99,1037.23,2,0,0.15,0.15,258,6.67,0.15,0.15,34.71,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
35.01,APPROACH,ILS_TRACK,152.12,152,-0.12,1269.44,1189.26,0.34,10.27,10.15,270.15,-0.299,0.3098,0,18.323,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.857,0,0.12,0,270,0,0,1,0.13,0,0,0,270.02,-0.0149,0.0001,0.9999,0,270,-3.97,-43.84,23.641,0.005,5.915,1,3,1344.95,9.045,0,1313.26,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.3,1037.19,2,0,0.15,0.15,260,6.67,0.15,0.15,35.01,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
35.31,APPROACH,ILS_TRACK,152.12,152,-0.12,1269.54,1189.26,0.34,10.26,10.14,270.15,-0.305,0.3064,0,18.287,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.858,0,0.118,0,270,0,0,1,0.13,0,0,0,270,-0.0148,0.0001,0.9999,0,270,-3.79,-41.12,23.591,0.005,5.107,1,3,1344.95,9.038,0,1310.65,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.5,1037.18,2,0,0.15,0.15,262,6.67,0.15,0.15,35.31,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
35.61,APPROACH,ILS_TRACK,152.12,152,-0.12,1269.65,1189.26,0.34,10.26,10.14,270.15,-0.315,0.3029,0,18.252,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.857,0,0.119,0,269.99,0,0,1,0.13,0,0,0,270,-0.0147,-0.0001,0.9999,0,269.99,-3.61,-38.41,23.541,-0.005,4.289,1,3,1344.95,9.043,0,1308.04,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.45,1037.17,2,0,0.15,0.15,264,6.67,0.15,0.15,35.61,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
35.91,APPROACH,ILS_TRACK,152.12,152,-0.12,1269.75,1189.24,0.35,10.26,10.14,270.14,-0.327,0.3003,0,18.216,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.857,0,0.119,0,269.99,0,0,1,0.13,0,0,0,269.99,-0.0146,-0.0001,0.9999,0,269.99,-3.44,-35.7,23.491,-0.007,3.471,1,3,1344.95,9.048,0,1305.43,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.08,1037.17,2,0,0.15,0.15,266,6.67,0.15,0.15,35.91,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
36.21,APPROACH,ILS_TRACK,152.12,152,-0.12,1269.85,1189.23,0.35,10.26,10.14,270.14,-0.337,0.2989,0,18.18,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.857,0,0.119,0,269.99,-0.345,0,1,0.13,0,0,0,269.99,-0.0085,-0.0002,1,-0.35,269.99,-3.26,-32.98,23.442,-0.013,2.655,1,3,1344.95,9.05,-0.345,1302.82,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.49,1037.16,2,0,0.15,0.15,268,6.67,0.15,0.15,36.21,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
36.51,APPROACH,ILS_TRACK,152.11,152,-0.11,1269.86,1189.3,0.54,9.95,9.69,270.13,-0.42,0.3026,0,18.146,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.86,0,0.11,0,269.98,-0.859,0,1,0.2,0,0,-0.7,269.98,0.0005,-0.0003,1,-0.86,269.98,-3.09,-30.33,23.392,-0.017,2.141,1,3,1344.95,8.698,-0.859,1300.21,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.85,1037.1,2,0,0.15,0.15,270,6.67,0.15,0.15,36.51,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
36.81,APPROACH,ILS_TRACK,152.13,152,-0.13,1269.81,1189.38,0.36,9.29,9.1,270.11,-0.507,0.2921,0,18.112,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.856,0,0.124,0,269.98,-1.504,0,1,0.15,0,0,-1.11,269.97,0.0118,-0.0004,0.9999,-1.5,269.98,-2.92,-27.77,23.342,-0.022,1.496,1,3,1344.95,8.543,-1.504,1297.59,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.63,1037.17,2,0,0.15,0.15,272,6.67,0.15,0.15,36.81,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
37.11,APPROACH,ILS_TRACK,152.21,152,-0.21,1269.68,1189.43,0.16,8.56,8.41,270.09,-0.585,0.2552,0,18.058,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.835,0,0.199,0,269.98,-2.007,0,1,0.09,0,0,-1.78,269.98,0.0207,-0.0004,0.9998,-2.01,269.98,-2.76,-25.27,23.292,-0.021,0.993,1,3,1344.95,8.236,-2.007,1294.98,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.84,1037.5,2,0,0.15,0.15,274,6.67,0.15,0.15,37.11,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
37.41,APPROACH,ILS_TRACK,152.34,152,-0.34,1269.49,1189.4,-0.3,7.9,7.93,270.08,-0.642,0.204,0,17.971,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.799,0,0.325,0,269.98,-2.6,0,1,-0.07,0,0,-2.29,269.98,0.0311,-0.0003,0.9995,-2.6,269.98,-2.61,-22.84,23.242,-0.016,0.4,1,3,1344.95,8.065,-2.6,1292.37,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.24,1038.05,2,0,0.15,0.15,276,6.67,0.15,0.15,37.41,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
37.71,APPROACH,ILS_TRACK,152.49,152,-0.49,1269.19,1189.25,-0.64,7.4,7.54,270.07,-0.676,0.1547,0,17.84,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.757,0,0.476,0,269.98,-3.015,0,1,-0.2,0,0,-2.89,269.98,0.0385,-0.0004,0.9993,-3.02,269.98,-2.46,-20.49,23.192,-0.021,-0.015,1,3,1344.95,7.702,-3.015,1289.75,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.92,1038.7,2,0,0.15,0.15,278,6.67,0.15,0.15,37.71,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
38.01,APPROACH,ILS_TRACK,152.65,152,-0.65,1268.76,1188.97,-1.22,6.82,7.18,270.06,-0.704,0.1123,0,17.661,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.711,0,0.638,0,269.98,-3.325,0,1,-0.4,0,0,-3.14,269.98,0.044,-0.0004,0.999,-3.33,269.98,-2.33,-18.28,23.142,-0.019,-0.325,1,3,1344.95,7.263,-3.325,1287.13,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.64,1039.41,2,0,0.15,0.15,280,6.67,0.15,0.15,38.01,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
38.31,APPROACH,ILS_TRACK,152.8,152,-0.8,1268.19,1188.52,-1.75,6.43,6.96,270.05,-0.715,0.0843,0,17.435,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.668,0,0.791,0,269.98,-3.602,0,1,-0.61,0,0,-3.51,269.99,0.0489,-0.0004,0.9988,-3.6,269.98,-2.2,-16.2,23.092,-0.02,-0.602,1,3,1344.95,6.826,-3.602,1284.51,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.6,1040.07,2,0,0.15,0.15,282,6.67,0.15,0.15,38.31,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
38.61,APPROACH,ILS_TRACK,152.93,152,-0.93,1267.5,1187.88,-2.42,6.2,7,270.04,-0.711,0.0742,0,17.169,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.633,0,0.916,0,269.98,-3.897,0,1,-0.86,0,0,-3.71,269.99,0.0541,-0.0003,0.9985,-3.9,269.98,-2.08,-14.24,23.042,-0.015,-0.897,1,3,1344.95,6.46,-3.897,1281.89,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.58,1040.63,2,0,0.15,0.15,284,6.67,0.15,0.15,38.61,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
38.91,APPROACH,ILS_TRACK,153,152,-1,1266.69,1187.06,-3.01,6.22,7.24,270.03,-0.681,0.0842,0,16.875,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.61,0,0.996,0,269.99,-4.093,0,1,-1.09,0,0,-3.99,269.99,0.0576,-0.0003,0.9983,-4.09,269.99,-1.97,-12.4,22.992,-0.014,-1.093,1,3,1344.95,6.017,-4.093,1279.27,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.66,1041.01,2,0,0.15,0.15,286,6.67,0.15,0.15,38.91,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
39.21,APPROACH,ILS_TRACK,153.03,152,-1.03,1265.69,1186.2,-3.39,6.15,7.27,270.03,-0.642,0.1124,0,16.569,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.602,0,1.025,0,269.99,-4.073,0,1,-1.23,0,0,-4.13,269.99,0.0573,-0.0002,0.9984,-4.07,269.99,-1.87,-10.74,22.942,-0.008,-1.073,1,3,1344.95,5.367,-4.073,1276.64,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.73,1041.17,2,0,0.15,0.15,288,6.67,0.15,0.15,39.21,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
39.51,APPROACH,ILS_TRACK,153.01,152,-1.01,1264.56,1185.08,-4.01,6.06,7.44,270.02,-0.591,0.1472,0,16.263,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.605,0,1.013,0,269.99,-4.225,0,1,-1.47,0,0,-4.06,270,0.0601,-0.0002,0.9982,-4.23,269.99,-1.78,-9.23,22.892,-0.007,-1.225,1,3,1344.95,4.991,-4.225,1274.02,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.2,1041.17,2,0,0.15,0.15,290,6.67,0.15,0.15,39.51,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
39.81,APPROACH,ILS_TRACK,152.96,152,-0.96,1263.26,1183.84,-4.34,5.97,7.41,270.02,-0.543,0.1855,0,15.969,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.619,0,0.966,0,270,-4.122,0,1,-1.59,0,0,-4.26,270,0.0584,-0.0001,0.9983,-4.12,270,-1.69,-7.86,22.842,-0.005,-1.122,1,3,1344.95,4.349,-4.122,1271.4,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.35,1041.04,2,0,0.15,0.15,292,6.67,0.15,0.15,39.81,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
40.11,APPROACH,ILS_TRACK,152.91,152,-0.91,1261.85,1182.43,-5.01,5.84,7.56,270.02,-0.493,0.2106,0,15.691,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.633,0,0.917,0,270,-4.211,0,1,-1.82,0,0,-4.08,270,0.06,-0.0001,0.9982,-4.21,270,-1.62,-6.65,22.792,-0.002,-1.211,1,3,1344.95,4.006,-4.211,1268.77,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.62,1040.91,2,0,0.15,0.15,294,6.67,0.15,0.15,40.11,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
40.41,APPROACH,ILS_TRACK,152.84,152,-0.84,1260.33,1180.88,-5.25,6.06,7.83,270.01,-0.447,0.2364,0,15.431,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.652,0,0.847,0,270,-4.272,0,1,-1.95,0,0,-4.37,270.01,0.0611,0,0.9981,-4.27,270,-1.55,-5.5,22.742,0.004,-1.272,1,3,1344.95,3.652,-4.272,1266.15,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.82,1040.71,2,0,0.15,0.15,296,6.67,0.15,0.15,40.41,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
40.71,APPROACH,ILS_TRACK,152.78,152,-0.78,1258.63,1179.23,-5.77,5.86,7.82,270.01,-0.397,0.2506,0,15.192,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.67,0,0.783,0,270.01,-4.069,0,1,-2.12,0,0,-4.06,270.01,0.0577,0.0001,0.9983,-4.07,270.01,-1.48,-4.56,22.692,0.006,-1.069,1,3,1344.95,3.047,-4.069,1263.54,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.41,1040.54,2,0,0.15,0.15,298,6.67,0.15,0.15,40.71,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
41.01,APPROACH,ILS_TRACK,152.72,152,-0.72,1256.9,1177.42,-6.12,6.1,8.21,270.01,-0.355,0.2576,0,14.97,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.687,0,0.724,0,270.01,-4.271,0,1,-2.28,0,0,-4.21,270.01,0.0613,0.0001,0.9981,-4.27,270.01,-1.42,-3.66,22.642,0.009,-1.271,1,3,1344.95,2.96,-4.271,1260.92,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.59,1040.4,2,0,0.15,0.15,300,6.67,0.15,0.15,41.01,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
41.31,APPROACH,ILS_TRACK,152.66,152,-0.66,1254.98,1175.54,-6.45,5.99,8.18,270.01,-0.313,0.2617,0,14.766,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.703,0,0.667,0,270.01,-3.934,0,1,-2.38,0,0,-4.07,270.01,0.0555,0.0001,0.9985,-3.93,270.01,-1.37,-2.93,22.592,0.01,-0.934,1,3,1344.95,2.267,-3.934,1258.3,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.05,1040.28,2,0,0.15,0.15,302,6.67,0.15,0.15,41.31,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
41.61,APPROACH,ILS_TRACK,152.62,152,-0.62,1253.04,1173.52,-6.86,6.18,8.57,270.01,-0.275,0.2585,0,14.575,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.715,0,0.623,0,270.01,-4.15,0,1,-2.57,0,0,-3.99,270.01,0.0593,0.0001,0.9982,-4.15,270.01,-1.31,-2.26,22.542,0.007,-1.15,1,3,1344.95,2.284,-4.15,1255.69,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.42,1040.22,2,0,0.15,0.15,304,6.67,0.15,0.15,41.61,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
41.91,APPROACH,ILS_TRACK,152.56,152,-0.56,1250.94,1171.46,-6.98,6.15,8.52,270.01,-0.244,0.2653,0,14.402,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.733,0,0.561,0,270,-3.796,0,1,-2.59,0,0,-4.04,270.02,0.0533,0,0.9986,-3.8,270,-1.27,-1.71,22.493,0.002,-0.796,1,3,1344.95,1.636,-3.796,1253.08,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.53,1040.09,2,0,0.15,0.15,306,6.67,0.15,0.15,41.91,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
42.21,APPROACH,ILS_TRACK,152.52,152,-0.52,1248.8,1169.29,-7.44,6.14,8.73,270.02,-0.214,0.2587,0,14.243,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.744,0,0.523,0,270,-3.894,0,1,-2.76,0,0,-3.77,270.02,0.055,0,0.9985,-3.89,270,-1.22,-1.24,22.443,0.004,-0.894,1,3,1344.95,1.584,-3.894,1250.46,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.76,1040.07,2,0,0.15,0.15,308,6.67,0.15,0.15,42.21,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
42.51,APPROACH,ILS_TRACK,152.47,152,-0.47,1246.58,1167.06,-7.46,6.32,8.86,270.02,-0.196,0.2574,0,14.096,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.756,0,0.479,0,270.01,-3.78,0,1,-2.79,0,0,-3.97,270.01,0.0531,0.0001,0.9986,-3.78,270.01,-1.18,-0.81,22.393,0.009,-0.78,1,3,1344.95,1.279,-3.78,1247.85,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.44,1040.03,2,0,0.15,0.15,310,6.67,0.15,0.15,42.51,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
42.81,APPROACH,ILS_TRACK,152.44,152,-0.44,1244.29,1164.76,-7.84,6.23,8.93,270.02,-0.174,0.2517,0,13.96,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.765,0,0.446,0,270.01,-3.678,0,1,-2.91,0,0,-3.63,270.01,0.0514,0.0001,0.9987,-3.68,270.01,-1.13,-0.5,22.343,0.008,-0.678,1,3,1344.95,1.035,-3.678,1245.24,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.87,1040.04,2,0,0.15,0.15,312,6.67,0.15,0.15,42.81,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
