t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.88,TAKEOFF,TO_PREFLIGHT,0.82,80,79.18,3.63,0,0.5,0.62,89.47,-0.054,0.2,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.931,0,0,1,0,0,0,0,0,0,0,0,0,0.16,PRELAUNCH
1.56,TAKEOFF,TO_PREFLIGHT,0.53,80,79.47,3.61,0,0.4,0.57,89.46,-0.056,0.2,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.938,0,0,1,0,0,0,0,0,0,0,0,0,0.84,PRELAUNCH
2.18,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,3.63,-0.01,0.52,24.42,89.47,-0.044,0.4,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.938,0,0,1,0,0,0,0,0,0,0,0,0,1.46,PRELAUNCH
2.84,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,3.62,0,0.49,-6.58,89.46,-0.064,0.6,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.938,0,0,1,0,0,0,0,0,0,0,0,0,2.12,PRELAUNCH
3.5,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.63,0,0.51,-9.57,89.45,-0.047,0.8,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.938,0,0,1,0,0,0,0,0,0,0,0,0,2.78,PRELAUNCH
4.16,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,3.63,0,0.5,0.57,89.44,-0.059,1,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.938,0,0,1,0,0,0,0,0,0,0,0,0,3.44,PRELAUNCH
4.82,TAKEOFF,TO_GROUND_ROLL,0.03,80,79.97,3.62,0,0.48,0.6,89.43,-0.054,1,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.938,0,0,1,0,0,0,0,0,0,0,0,0,4.1,PRELAUNCH
5.56,TAKEOFF,TO_GROUND_ROLL,0.55,80,79.45,3.63,0,0.53,0.17,89.43,-0.053,1,0,90.41,0,0,0,0,-0.008,0,0,0,0,90.41,1,-0.008,-0.98,0,0,3,0,0,0,0,0,0,0,0,0,4.84,PRELAUNCH
6.26,TAKEOFF,TO_GROUND_ROLL,1.4,80,78.6,3.63,0,0.55,0.51,89.44,-0.056,1,0,90.39,0,0,0,0,-0.007,0,0,0,0,90.39,1,-0.007,-0.951,0,0,3,0,0,0,0,0,0,0,0,0,5.54,PRELAUNCH
6.96,TAKEOFF,TO_GROUND_ROLL,2.41,80,77.59,3.63,0,0.56,0.63,89.5,-0.051,1,0,90.37,0,0,0,0,-0.007,0,0,0,0,90.37,1,-0.007,-0.889,0.01,0.25,1,0.01,0,0,0,0,0,0,0,0,6.24,LANDED
