time_s,phase,ias_mps,aoa_deg,vs_mps,agl_m,lift_kN,weight_kN,lift_ratio,vs1g_est_mps
24.78,TAKEOFF:TO_GROUND_ROLL,125.767,0.934,0.011,3.91,198.727,967.017,0.2055,277.432
25.12,TAKEOFF:TO_GROUND_ROLL,129.095,1.027,-0.099,3.922,213.112,966.945,0.2204,274.983
25.42,TAKEOFF:TO_GROUND_ROLL,132.066,0.918,-0.025,3.898,216.703,966.881,0.22413,278.962
25.72,TAKEOFF:TO_GROUND_ROLL,135.073,0.759,-0.058,3.846,217.605,966.815,0.22507,284.712
26.02,TAKEOFF:TO_GROUND_ROLL,138.121,0.497,-0.028,3.77,212.416,966.749,0.21972,294.661
26.36,TAKEOFF:TO_GROUND_ROLL,141.628,0.139,-0.048,3.666,201.855,966.674,0.20881,309.933
26.66,TAKEOFF:TO_GROUND_ROLL,144.747,0.008,0.038,3.625,202.766,966.606,0.20977,316.036
26.96,TAKEOFF:TO_GROUND_ROLL,147.924,0.139,-0.033,3.652,220.069,966.538,0.22769,310.004
27.26,TAKEOFF:TO_GROUND_ROLL,151.14,0.124,0.029,3.653,227.973,966.468,0.23588,311.194
27.6,TAKEOFF:TO_GROUND_ROLL,154.816,0.082,0.021,3.643,235.291,966.389,0.24347,313.753
27.9,TAKEOFF:TO_GROUND_ROLL,158.066,0.037,0.053,3.634,241.367,966.318,0.24978,316.272
#ROTATE,t_s=28.22,ias_mps=161.52,aoa_deg=0.032
28.22,TAKEOFF:TO_ROTATE,161.52,0.032,0.011,3.632,250.918,966.241,0.25968,316.959
28.56,TAKEOFF:TO_ROTATE,165.142,0.006,0.103,3.641,259.07,966.158,0.26814,318.914
28.94,TAKEOFF:TO_ROTATE,168.955,0.176,0.095,3.69,257.844,966.064,0.2669,327.037
29.28,TAKEOFF:TO_ROTATE,171.98,0.88,0.292,3.955,303.564,965.979,0.31426,306.787
29.48,TAKEOFF:TO_ROTATE,173.656,1.819,0.018,4.216,381.094,965.929,0.39454,276.469
29.7,TAKEOFF:TO_ROTATE,175.576,2.796,0.246,4.492,513.909,965.873,0.53207,240.704
29.96,TAKEOFF:TO_ROTATE,177.859,3.412,0.352,4.717,601.175,965.806,0.62246,225.434
30.18,TAKEOFF:TO_ROTATE,179.934,3.383,0.279,5.937,615.129,965.749,0.63695,225.456
30.4,TAKEOFF:TO_ROTATE,182.192,3.126,-0.289,7.422,581.349,965.692,0.602,234.817
30.62,TAKEOFF:TO_ROTATE,184.573,2.843,-1.295,8.782,529.644,965.634,0.54849,249.22
30.84,TAKEOFF:TO_ROTATE,186.96,2.576,-2.115,9.206,557.258,965.576,0.57713,246.101
31.1,TAKEOFF:TO_ROTATE,189.972,3.038,-3.358,8.031,544.555,965.506,0.56401,252.956
31.32,TAKEOFF:TO_ROTATE,192.675,4.297,-4.036,7.307,711.064,965.446,0.73651,224.509
31.54,TAKEOFF:TO_ROTATE,195.367,5.566,-4.356,7.317,862.566,965.386,0.89349,206.684
31.76,TAKEOFF:TO_ROTATE,197.985,6.934,-4.353,7.006,993.992,965.325,1.0297,195.109
31.98,TAKEOFF:TO_ROTATE,200.473,8.689,-3.934,6.745,1175.741,965.264,1.21805,181.645
32.24,TAKEOFF:TO_ROTATE,203.234,10.291,1.46,7.341,1432.193,965.19,1.48385,166.841
32.46,TAKEOFF:TO_ROTATE,205.354,12.029,3.837,8.734,1717.509,965.128,1.77957,153.938
#LIFTOFF,t_s=32.68,ias_mps=207.222,aoa_deg=12.282,vs_mps=6.232,lift_ratio=1.75333
32.68,TAKEOFF:TO_ROTATE,207.222,12.282,6.232,10.812,1692.078,965.064,1.75333,156.496
32.9,TAKEOFF:TO_ROTATE,208.969,11.99,8.433,12.504,1600.951,965.001,1.65902,162.24
33.16,TAKEOFF:TO_CLIMB,210.939,12.287,10.823,16.559,1504.792,964.925,1.55949,168.914
33.42,TAKEOFF:TO_CLIMB,212.918,14.225,12.851,21.038,1470.593,964.843,1.52418,172.462
33.66,TAKEOFF:TO_CLIMB,214.214,16.21,14.881,24.783,1602.169,964.778,1.66066,166.229
33.88,TAKEOFF:TO_CLIMB,215.154,17.419,17.347,28.559,1578.992,964.714,1.63675,168.174
34.1,TAKEOFF:TO_CLIMB,215.695,17.93,19.384,34.213,1508.721,964.651,1.56401,172.473
34.32,TAKEOFF:TO_CLIMB,216.059,17.738,21.249,40.184,1384.726,964.588,1.43556,180.328
34.58,TAKEOFF:TO_CLIMB,216.598,17.369,22.963,47.684,1224.334,964.515,1.26938,192.247
34.8,TAKEOFF:TO_CLIMB,216.896,16.649,24.204,54.28,1141.603,964.453,1.18368,199.359
35.02,TAKEOFF:TO_CLIMB,217.077,15.127,25.053,60.681,1003.338,964.392,1.04038,212.822
35.24,TAKEOFF:TO_CLIMB,217.272,13.099,25.277,69.146,834.475,964.332,0.86534,233.566
35.46,TAKEOFF:TO_CLIMB,217.42,11.19,24.88,78.5,702.794,964.272,0.72883,254.675
35.72,TAKEOFF:TO_CLIMB,217.189,9.595,24.229,89.511,692.818,964.201,0.71854,256.219
35.94,TAKEOFF:TO_CLIMB,216.363,9.128,23.65,100.789,727.53,964.142,0.75459,249.074
36.16,TAKEOFF:TO_CLIMB,214.562,9.303,22.999,111.608,780.315,964.084,0.80938,238.493
36.38,TAKEOFF:TO_CLIMB,211.445,9.803,22.352,121.532,846.18,964.027,0.87776,225.689
36.6,TAKEOFF:TO_CLIMB,206.761,9.924,21.889,135.016,914.004,963.97,0.94817,212.337
36.86,TAKEOFF:TO_CLIMB,200.11,9.046,21.072,151.855,796.786,963.906,0.82662,220.098
37.08,TAKEOFF:TO_CLIMB,194.038,8.023,19.949,158.741,668.652,963.853,0.69373,232.966
37.3,TAKEOFF:TO_CLIMB,187.547,7.025,18.524,162.674,554.133,963.801,0.57494,247.341
37.52,TAKEOFF:TO_CLIMB,181.363,6.299,16.909,166.297,471.45,963.751,0.48918,259.306
37.74,TAKEOFF:TO_CLIMB,175.711,5.86,15.293,169.619,424.941,963.702,0.44095,264.61
38,TAKEOFF:TO_CLIMB,169.63,5.892,13.238,173.187,392.75,963.644,0.40757,265.707
38.22,TAKEOFF:TO_CLIMB,164.916,6.336,11.599,175.911,405.253,963.597,0.42056,254.3
38.44,TAKEOFF:TO_CLIMB,160.549,7.001,10.078,178.349,429.562,963.55,0.44581,240.454
38.66,TAKEOFF:TO_CLIMB,156.488,7.739,8.683,180.491,455.117,963.503,0.47236,227.69
38.88,TAKEOFF:TO_CLIMB,152.7,8.408,7.396,182.32,473.455,963.457,0.49141,217.829
39.14,TAKEOFF:TO_CLIMB,148.546,8.992,5.967,184.072,483.077,963.403,0.50143,209.776
39.36,TAKEOFF:TO_CLIMB,145.284,9.273,4.798,185.206,479.634,963.357,0.49788,205.9
39.58,TAKEOFF:TO_CLIMB,142.243,9.37,3.628,186.026,465.003,963.312,0.48271,204.732
39.8,TAKEOFF:TO_CLIMB,139.411,9.333,2.431,186.54,445.679,963.268,0.46267,204.955
40.02,TAKEOFF:TO_CLIMB,136.777,9.223,1.197,186.756,424.5,963.223,0.44071,206.034
40.28,TAKEOFF:TO_CLIMB,133.903,9.072,-0.304,186.639,403.109,963.171,0.41852,206.981
40.5,TAKEOFF:TO_CLIMB,131.657,8.973,-1.591,186.233,387.858,963.127,0.40271,207.467
40.72,TAKEOFF:TO_CLIMB,129.569,8.933,-2.897,185.553,375.368,963.083,0.38976,207.54
40.94,TAKEOFF:TO_CLIMB,127.625,8.971,-4.209,184.601,367.248,963.039,0.38134,206.67
41.16,TAKEOFF:TO_CLIMB,125.815,9.085,-5.517,183.378,363.152,962.996,0.37711,204.881
41.42,TAKEOFF:TO_CLIMB,123.833,9.301,-7.043,181.585,362.245,962.945,0.37618,201.899
41.64,TAKEOFF:TO_CLIMB,122.277,9.531,-8.311,179.772,363.647,962.902,0.37766,198.974
41.86,TAKEOFF:TO_CLIMB,120.824,9.779,-9.556,177.687,365.879,962.859,0.37999,196.005
42.08,TAKEOFF:TO_CLIMB,119.467,10.023,-10.779,175.329,367.95,962.816,0.38216,193.253
42.3,TAKEOFF:TO_CLIMB,118.201,10.244,-11.981,172.697,369.462,962.773,0.38375,190.808
42.56,TAKEOFF:TO_CLIMB,116.814,10.46,-13.384,169.233,369.869,962.722,0.38419,188.46
42.78,TAKEOFF:TO_CLIMB,115.728,10.595,-14.561,166.004,368.781,962.68,0.38308,186.981
43,TAKEOFF:TO_CLIMB,114.721,10.687,-15.734,162.502,366.354,962.637,0.38057,185.961
43.22,TAKEOFF:TO_CLIMB,113.788,10.741,-16.908,158.728,363.031,962.595,0.37714,185.287
43.44,TAKEOFF:TO_CLIMB,112.927,10.764,-18.085,154.685,359.075,962.552,0.37305,184.891
43.7,TAKEOFF:TO_CLIMB,111.998,10.763,-19.484,149.56,353.923,962.502,0.36771,184.695
43.92,TAKEOFF:TO_CLIMB,111.283,10.749,-20.674,144.934,349.676,962.459,0.36332,184.624
44.14,TAKEOFF:TO_CLIMB,110.631,10.706,-21.845,140.039,346.921,962.417,0.36047,184.266
44.36,TAKEOFF:TO_CLIMB,110.041,10.62,-23.021,134.872,341.635,962.375,0.35499,184.69
44.58,TAKEOFF:TO_CLIMB,109.509,10.512,-24.214,129.436,335.361,962.332,0.34849,185.505
44.84,TAKEOFF:TO_CLIMB,108.953,10.395,-25.657,122.669,327.347,962.282,0.34018,186.805
45.06,TAKEOFF:TO_CLIMB,108.541,10.352,-26.901,116.658,323.008,962.24,0.33568,187.339
45.28,TAKEOFF:TO_CLIMB,108.177,10.366,-28.147,110.39,321.458,962.198,0.33409,187.156
45.5,TAKEOFF:TO_CLIMB,107.858,10.43,-29.384,103.864,322.09,962.155,0.33476,186.417
45.72,TAKEOFF:TO_CLIMB,107.58,10.531,-30.608,97.08,324.091,962.113,0.33685,185.359
45.98,TAKEOFF:TO_CLIMB,107.303,10.681,-32.04,88.728,327.337,962.063,0.34024,183.957
46.2,TAKEOFF:TO_CLIMB,107.107,10.826,-33.236,81.379,330.794,962.02,0.34385,182.655
46.42,TAKEOFF:TO_CLIMB,106.944,10.975,-34.416,73.773,334.368,961.978,0.34758,181.396
46.64,TAKEOFF:TO_CLIMB,106.813,11.114,-35.579,65.909,337.969,961.935,0.35134,180.201
46.86,TAKEOFF:TO_CLIMB,106.711,11.234,-36.727,57.788,341.014,961.892,0.35452,179.22
47.12,TAKEOFF:TO_CLIMB,106.628,11.34,-38.066,47.86,343.683,961.842,0.35732,178.379
47.34,TAKEOFF:TO_CLIMB,106.588,11.396,-39.189,39.181,344.95,961.799,0.35865,177.981
47.56,TAKEOFF:TO_CLIMB,106.575,11.417,-40.304,30.248,345.397,961.756,0.35913,177.84
47.78,TAKEOFF:TO_CLIMB,106.589,11.405,-41.414,21.063,344.874,961.713,0.3586,177.994
48,TAKEOFF:TO_CLIMB,106.629,11.365,-42.524,11.627,343.555,961.67,0.35725,178.397
48.26,TAKEOFF:TO_CLIMB,106.708,11.286,-43.718,0.162,341.561,961.62,0.35519,179.046
48.48,TAKEOFF:TO_CLIMB,60.425,0,0.686,-2.44,-2376.034,888.538,-2.67409,-1
48.7,TAKEOFF:TO_CLIMB,4.515,-85.881,6.864,1.414,-1405.176,888.538,-1.58145,-1
48.92,TAKEOFF:TO_CLIMB,6.152,-75.236,6.27,5.846,-65.539,888.538,-0.07376,-1
49.14,TAKEOFF:TO_CLIMB,5.878,-67.946,5.911,9.164,-11.026,888.538,-0.01241,-1
49.4,TAKEOFF:TO_CLIMB,5.141,0,4.851,11.88,-13.137,888.538,-0.01478,-1
49.62,TAKEOFF:TO_CLIMB,4.019,0,3.477,13.356,-7.263,888.538,-0.00817,-1
49.84,TAKEOFF:TO_CLIMB,2.564,0,1.842,14.202,-2.039,888.538,-0.00229,-1
50.06,TAKEOFF:TO_CLIMB,0.933,0,0.094,14.473,-0.125,888.538,-0.00014,-1
50.28,TAKEOFF:TO_CLIMB,0.744,0,-1.616,14.182,1.556,888.538,0.00175,-1
50.54,TAKEOFF:TO_CLIMB,2.549,0,-3.363,13.067,8.439,888.538,0.0095,-1
50.76,TAKEOFF:TO_CLIMB,3.787,0,-4.475,11.382,13.315,888.538,0.01499,-1
50.98,TAKEOFF:TO_CLIMB,4.676,67.911,-5.224,8.884,14.165,888.538,0.01594,-1
51.2,TAKEOFF:TO_CLIMB,5.196,76.361,-5.411,5.448,13.263,888.538,0.01493,-1
51.42,TAKEOFF:TO_CLIMB,4.612,0,-4.108,1.233,67.429,888.538,0.07589,16.742
51.68,TAKEOFF:TO_CLIMB,1.456,0,1.326,-0.66,-136.108,888.538,-0.15318,-1
51.9,TAKEOFF:TO_CLIMB,2.714,0,2.816,2.24,51.996,743.091,0.06997,10.261
52.12,TAKEOFF:TO_CLIMB,2.791,0,2.987,4.046,14.119,743.091,0.019,-1
52.34,TAKEOFF:TO_CLIMB,2.747,0,2.521,4.813,0.567,743.091,0.00076,-1
52.56,TAKEOFF:TO_CLIMB,1.77,0,1.045,4.895,9.481,743.091,0.01276,-1
52.82,TAKEOFF:TO_CLIMB,0.279,0,-1.088,4.359,8.537,743.091,0.01149,-1
53.04,TAKEOFF:TO_CLIMB,1.9,0,-2.835,3.419,4.316,743.091,0.00581,-1
53.26,TAKEOFF:TO_CLIMB,3.509,0,-4.461,2.052,-2.096,743.091,-0.00282,-1
53.48,TAKEOFF:TO_CLIMB,4.88,89.852,-5.364,0.237,19.63,743.091,0.02642,-1
53.7,TAKEOFF:TO_CLIMB,2.529,0,0.914,0.117,-258.956,743.091,-0.34848,-1
53.96,TAKEOFF:TO_CLIMB,2.046,0,2.733,1.735,-254.961,743.091,-0.34311,-1
54.18,TAKEOFF:TO_CLIMB,2.788,0,2.891,1.934,-236.736,743.091,-0.31858,-1
54.4,TAKEOFF:TO_CLIMB,2.129,0,1.353,1.304,-1.406,743.091,-0.00189,-1
54.62,TAKEOFF:TO_CLIMB,0.476,0,-0.231,0.269,39.708,743.091,0.05344,2.059
54.84,TAKEOFF:TO_CLIMB,0.254,0,0.218,0.638,-129.95,743.091,-0.17488,-1
55.1,TAKEOFF:TO_CLIMB,1.079,0,-2.025,1.737,4.83,743.091,0.0065,-1
55.32,TAKEOFF:TO_CLIMB,1.923,0,-1.901,1.711,106.365,743.091,0.14314,5.083
55.54,TAKEOFF:TO_CLIMB,1.412,0,-1.013,0.713,80.41,743.091,0.10821,4.292
55.76,TAKEOFF:TO_CLIMB,0.327,0,1.525,0.617,-267.3,743.091,-0.35971,-1
55.98,TAKEOFF:TO_CLIMB,1.155,0,0.825,1.37,-37.237,743.091,-0.05011,-1
56.24,TAKEOFF:TO_CLIMB,0.272,0,-0.348,1.331,0.62,743.091,0.00083,-1
56.46,TAKEOFF:TO_CLIMB,0.889,0,-1.399,0.684,14.725,743.091,0.01982,-1
56.68,TAKEOFF:TO_CLIMB,1.606,0,-1.543,-0.088,20.375,743.091,0.02742,-1
56.9,TAKEOFF:TO_CLIMB,0.693,0,-0.165,0.199,-19.189,743.091,-0.02582,-1
57.12,TAKEOFF:TO_CLIMB,0.574,0,1.132,0.482,-53.844,743.091,-0.07246,-1
57.38,TAKEOFF:TO_CLIMB,0.919,0,0.722,0.384,-1.416,743.091,-0.00191,-1
57.6,TAKEOFF:TO_CLIMB,0.366,0,0.006,0.157,-1.29,743.091,-0.00174,-1
57.82,TAKEOFF:TO_CLIMB,0.312,0,-0.549,-0.056,-13.683,743.091,-0.01841,-1
58.04,TAKEOFF:TO_CLIMB,0.557,0,-0.514,-0.086,-7.71,743.091,-0.01038,-1
58.26,TAKEOFF:TO_CLIMB,0.22,0,0.169,-0.091,-0.342,743.091,-0.00046,-1
58.52,TAKEOFF:TO_CLIMB,0.647,0,0.975,-0.129,-22.609,743.091,-0.03043,-1
58.74,TAKEOFF:TO_CLIMB,1.011,0,0.912,0.039,-6.879,743.091,-0.00926,-1
58.96,TAKEOFF:TO_CLIMB,0.521,0,0.085,0.184,-1.409,743.091,-0.0019,-1
59.18,TAKEOFF:TO_CLIMB,0.401,0,-0.879,0.192,1.32,743.091,0.00178,-1
59.4,TAKEOFF:TO_CLIMB,1.026,0,-1.143,0.031,5.684,743.091,0.00765,-1
59.66,TAKEOFF:TO_CLIMB,0.465,0,-0.036,0.178,9.235,743.091,0.01243,-1
59.88,TAKEOFF:TO_CLIMB,0.282,0,0.532,0.154,2.86,743.091,0.00385,-1
60.1,TAKEOFF:TO_CLIMB,0.551,0,0.415,0.308,0.368,743.091,0.00049,-1
60.32,TAKEOFF:TO_CLIMB,0.166,0,-0.071,0.439,0.611,743.091,0.00082,-1
60.54,TAKEOFF:TO_CLIMB,0.249,0,-0.384,0.528,1.875,743.091,0.00252,-1
60.8,TAKEOFF:TO_CLIMB,0.345,0,-0.296,0.617,3.283,743.091,0.00442,-1
61.02,TAKEOFF:TO_CLIMB,0.16,0,-0.017,0.688,2.101,743.091,0.00283,-1
61.24,TAKEOFF:TO_CLIMB,0.088,0,0.165,0.67,0,743.091,0,-1
61.46,TAKEOFF:TO_CLIMB,0.129,0,0.061,0.542,-1.832,743.091,-0.00247,-1
