t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.88,TAKEOFF,TO_PREFLIGHT,0.26,80,79.74,3.63,0,0.51,0.58,90.1,-0.051,0.2,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.298,0,0,1,0,0,0,0,0,0,0,0,0,0.16,PRELAUNCH
1.56,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.62,-0.04,0.49,51.16,90.1,-0.057,0.2,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.3,0,0,1,0,0,0,0,0,0,0,0,0,0.84,PRELAUNCH
2.18,TAKEOFF,TO_PREFLIGHT,0.05,80,79.95,3.63,0.01,0.5,-15.54,90.11,-0.053,0.4,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.3,0,0,1,0,0,0,0,0,0,0,0,0,1.46,PRELAUNCH
2.84,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.63,0,0.56,-10.86,90.13,-0.049,0.6,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.3,0,0,1,0,0,0,0,0,0,0,0,0,2.12,PRELAUNCH
3.5,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,3.63,0,0.53,13.15,90.14,-0.056,0.8,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.3,0,0,1,0,0,0,0,0,0,0,0,0,2.78,PRELAUNCH
4.16,TAKEOFF,TO_PREFLIGHT,0.04,80,79.96,3.63,0,0.5,1.32,90.16,-0.049,1,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.3,0,0,1,0,0,0,0,0,0,0,0,0,3.44,PRELAUNCH
4.82,TAKEOFF,TO_GROUND_ROLL,0.05,80,79.95,3.62,0,0.49,-1.28,90.17,-0.055,1,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.3,0,0,1,0,0,0,0,0,0,0,0,0,4.1,PRELAUNCH
5.56,TAKEOFF,TO_GROUND_ROLL,0.58,80,79.42,3.63,0.01,0.55,0.09,90.18,-0.049,1,0,90.36,0,0,0,0,-0.006,0,0,0,0,90.36,1,-0.006,-0.179,0,0,3,0,0,0,0,0,0,0,0,0,4.84,PRELAUNCH
6.26,TAKEOFF,TO_GROUND_ROLL,1.44,80,78.56,3.64,0,0.57,0.52,90.17,-0.054,1,0,90.4,0,0,0,0,-0.006,0,0,0,0,90.4,1,-0.006,-0.22,0,0,3,0,0,0,0,0,0,0,0,0,5.54,PRELAUNCH
6.96,TAKEOFF,TO_GROUND_ROLL,2.46,80,77.54,3.64,0,0.57,0.64,90.17,-0.051,1,0,90.4,0,0,0,0,-0.006,0,0,0,0,90.4,1,-0.006,-0.229,0.0021,0.25,1,0.0021,0,0,0,0,0,0,0,0,6.24,LANDED
