t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
1.9,TAKEOFF,TO_PREFLIGHT,0.06,80,79.94,4.9,1.41,0,1.05,0.77,89.69,0.086,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.68,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,-0.305,0,0,1,0,0,0,0,0,0,0,0,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873.36,2,0,0.14,0.14,1,0.5,0.14,0.02,1.76,LANDED,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.16,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,4.9,1.41,0,4.24,-42.69,89.63,0.063,0.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,0.15,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,-0.305,0,0,1,0,0,0,0,0,0,0,1,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39,873.36,2,0,0.04,0.04,6,19.23,1.84,0.04,2.04,LANDED,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.46,TAKEOFF,TO_PREFLIGHT,0.05,80,79.95,4.84,1.41,0.01,4.01,-3.54,89.63,0.064,0.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,0.63,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,-0.305,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.33,873.36,2,0,0.06,0.06,11,16.67,0.08,0.04,2.34,LANDED,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.74,TAKEOFF,TO_PREFLIGHT,0.12,80,79.88,4.72,1.43,0.02,3.59,-2.79,89.61,0.068,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,0.95,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,-0.305,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.57,873.36,2,0,0.04,0.04,16,17.86,0.08,0.04,2.62,LANDED,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3,TAKEOFF,TO_PREFLIGHT,0.17,80,79.83,4.55,1.45,0.02,3,-2.98,89.6,0.071,0.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,1.25,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,-0.305,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.15,873.36,2,0,0.08,0.08,20,15.38,0.08,0.04,2.88,LANDED,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.28,TAKEOFF,TO_PREFLIGHT,0.23,80,79.77,4.31,1.48,0.02,2.15,-3.14,89.57,0.078,0.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,1.38,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,-0.305,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.22,873.36,2,0,0.08,0.08,24,14.29,0.08,0.06,3.16,LANDED,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.56,TAKEOFF,TO_PREFLIGHT,0.28,80,79.72,4.02,1.51,0.02,1.12,-3.24,89.55,0.087,0.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,1.36,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,-0.305,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.04,873.35,2,0,0.08,0.08,28,14.29,0.08,0.06,3.44,LANDED,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.84,TAKEOFF,TO_PREFLIGHT,0.33,80,79.67,3.68,1.51,0.02,-0.07,-3.13,89.53,0.095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,1.15,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,-0.305,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.4,873.35,2,0,0.08,0.08,32,14.29,0.08,0.06,3.72,LANDED,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.12,TAKEOFF,TO_PREFLIGHT,0.28,80,79.72,3.55,1.49,0.05,-0.57,-23.69,89.52,0.101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,3.1,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,-0.305,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.66,873.35,2,0,0.08,0.08,36,14.29,0.08,0.06,4,LANDED,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.4,TAKEOFF,TO_PREFLIGHT,0.19,80,79.81,3.66,1.48,-0.23,-0.06,79.46,89.52,0.095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-13.08,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,-0.305,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.04,873.35,2,0,0.08,0.08,40,14.29,0.08,0.06,4.28,LANDED,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
