t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
0.94,TAKEOFF,TO_PREFLIGHT,0.14,80,79.86,3.61,-0.03,-0.17,9.75,90.88,-0.055,0.2,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.476,0,0,1,0,0,0,0,0,0,0,1,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887.33,2,0,0.78,0.5,1,0.19,0.78,0.02,0.22,LANDED
6,TAKEOFF,TO_PREFLIGHT,0.14,80,79.86,3.57,0,-0.28,-0.84,90.8,-0.071,1,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.481,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.69,887.31,2,0,0.12,0.12,49,9.49,0.78,0.08,5.28,LANDED
11.14,TAKEOFF,TO_GROUND_ROLL,7.45,80,72.55,3.61,-0.01,-0.14,-0.06,90.64,-0.067,1,0,0,0,0,0,0,0,0,0,90.39,0,0,0,0,-0.003,0,0,0,0,90.39,1,-0.003,0.247,-0.0076,0.622,0,-0.0076,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738.21,886.99,2,0,0.18,0.18,86,7.2,0.22,0.12,10.42,LANDED
16.28,TAKEOFF,TO_GROUND_ROLL,32.26,80,47.74,3.61,-0.07,-0.15,-0.03,90.69,-0.056,1,0,0,0,0,0,0,0,0,0,90.37,0,0,0,0,-0.028,0,0,0,0,90.37,1,-0.028,0.321,-0.0134,0.87,0,-0.0134,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830.3,883.16,2,0,0.18,0.18,114,5.45,0.28,0.18,15.56,LANDED
21.42,TAKEOFF,TO_GROUND_ROLL,58.81,80,21.19,3.6,-0.08,-0.14,-0.07,90.65,-0.042,1,0,0,0,0,0,0,0,0,0,90.31,0,0,0,0,-0.087,0,0,0,0,90.31,1,-0.087,0.34,-0.0159,1,0,-0.0159,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860.1,878.88,2,0,0.18,0.18,142,5.45,0.28,0.18,20.7,LANDED
26.56,TAKEOFF,TO_GROUND_ROLL,86.11,80,-6.11,3.57,-0.15,-0.24,-0.14,90.54,-0.056,1,0,0,0,0,0,0,0,0,0,90.25,0,0,0,0,-0.155,0,0,0,0,90.25,1,-0.155,0.299,-0.0132,1,0,-0.0132,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894.67,901.81,2,0,0.18,0.18,170,5.45,0.28,0.18,25.84,LANDED
31.7,TAKEOFF,TO_GROUND_ROLL,115.58,80,-35.58,3.65,0.08,0.09,0.05,90.44,-0.035,1,0,0,0,0,0,0,0,0,0,90.2,0,0,0,0,-0.198,0,0,0,0,90.2,1,-0.198,0.228,-0.0106,1,0,-0.0106,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998.35,1001.55,2,0,0.18,0.18,198,5.45,0.28,0.18,30.98,LANDED
36.8,TAKEOFF,TO_ROTATE,148.46,80,-68.46,3.83,0.13,0.64,0.56,90.29,-0.061,1,0,0,0,0,0,0,0,0,0,90.21,9.322,0,0,0,-0.194,0,0,0,0,90.21,1,-0.194,0.084,-0.0031,1,0,-0.0031,0,0.72,9.322,8.729,0.08,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128.42,1130.1,2,0,0.24,0.24,222,4.71,0.28,0.18,36.08,LANDED
41.84,TAKEOFF,TO_ROTATE,182.05,80,-102.05,21.15,-1.04,19.16,19.43,90.35,-0.022,1,0,0,0,0,0,0,0,0,0,90.4,11.5,0,0,0,0,0,0,0,0,90.4,1,0,-0.051,0,0,3,0,0,0,11.5,-7.555,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282.39,1283.11,2,0,0.1,0.1,260,7.54,0.34,0.1,41.12,FLYING
46.9,TAKEOFF,TO_CLIMB,195.05,80,-115.05,130.24,20.04,19.68,13.82,90.42,-0.102,0.82,0,0,0,0,0,0,0,0,0,90.4,7,0,0,0,0,0,0,0,0,90.4,1,0,0.018,0,0,3,0,0,0,11.5,-9.178,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163.15,1342.65,2,0,0.12,0.12,302,8.33,0.2,0.1,46.18,FLYING
