t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
1.02,TAKEOFF,TO_PREFLIGHT,0.16,80,79.84,3.61,-0.01,-0.14,6.8,89.72,-0.061,0.2,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.683,0,0,1,0,0,0,0,0,0,0,1,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887.32,2,0,0.84,0.5,1,0.46,0.84,0.02,0.26,LANDED
3.06,TAKEOFF,TO_PREFLIGHT,0.04,80,79.96,3.6,0,-0.19,2.71,89.74,-0.057,0.8,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.683,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.03,887.32,2,0,0.6,0.5,4,1.49,0.84,0.6,2.3,LANDED
5.22,TAKEOFF,TO_PREFLIGHT,0.11,80,79.89,3.58,0,-0.26,-0.42,89.76,-0.057,1,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.683,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.23,887.31,2,0,0.78,0.5,7,1.39,0.78,0.6,4.46,LANDED
7.46,TAKEOFF,TO_PREFLIGHT,0.17,80,79.83,3.57,0,-0.29,-0.27,89.74,-0.057,1,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.683,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.79,887.3,2,0,0.72,0.5,10,1.35,0.8,0.72,6.7,LANDED
9.7,TAKEOFF,TO_PREFLIGHT,0.51,80,79.49,3.57,0,-0.29,-0.16,89.68,-0.057,1,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.683,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678.23,887.29,2,0,0.72,0.5,13,1.34,0.8,0.72,8.94,LANDED
12.12,TAKEOFF,TO_GROUND_ROLL,7.12,80,72.88,3.61,-0.03,-0.14,0.07,89.67,-0.054,1,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0.002,0,0,0,0,90.4,1,0.002,-0.734,0.0211,0.617,0,0.0211,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758.34,887.01,2,0,0.76,0.5,16,1.23,0.86,0.72,11.36,LANDED
14.44,TAKEOFF,TO_GROUND_ROLL,18.19,80,61.81,3.61,-0.04,-0.15,-0.03,89.73,-0.053,1,0,0,0,0,0,0,0,0,0,90.41,0,0,0,0,0.02,0,0,0,0,90.41,1,0.02,-0.688,0.0231,0.727,0,0.0231,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,885.71,2,0,0.74,0.5,19,1.29,0.84,0.74,13.68,LANDED
16.78,TAKEOFF,TO_GROUND_ROLL,29.9,80,50.1,3.61,-0.06,-0.15,-0.03,89.81,-0.051,1,0,0,0,0,0,0,0,0,0,90.44,0,0,0,0,0.052,0,0,0,0,90.44,1,0.052,-0.643,0.0248,0.844,0,0.0248,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833.26,883.63,2,0,0.76,0.5,22,1.28,0.84,0.74,16.02,LANDED
19.14,TAKEOFF,TO_GROUND_ROLL,42.02,80,37.98,3.61,-0.08,-0.14,-0.03,89.9,-0.049,1,0,0,0,0,0,0,0,0,0,90.48,0,0,0,0,0.095,0,0,0,0,90.48,1,0.095,-0.592,0.0258,0.965,0,0.0258,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,881.3,2,0,0.76,0.5,25,1.27,0.84,0.76,18.38,LANDED
21.52,TAKEOFF,TO_GROUND_ROLL,54.45,80,25.55,3.61,-0.09,-0.13,-0.04,90,-0.047,1,0,0,0,0,0,0,0,0,0,90.53,0,0,0,0,0.142,0,0,0,0,90.53,1,0.142,-0.533,0.0237,1,0,0.0237,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859.96,879.34,2,0,0.76,0.5,28,1.26,0.86,0.76,20.76,LANDED
23.9,TAKEOFF,TO_GROUND_ROLL,66.98,80,13.02,3.61,-0.1,-0.12,-0.04,90.12,-0.046,1,0,0,0,0,0,0,0,0,0,90.57,0,0,0,0,0.187,0,0,0,0,90.57,1,0.187,-0.464,0.0204,1,0,0.0204,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866.43,878.45,2,0,0.76,0.5,31,1.26,0.86,0.76,23.14,LANDED
26.28,TAKEOFF,TO_GROUND_ROLL,79.63,80,0.37,3.61,-0.09,-0.11,-0.05,90.24,-0.08,1,0,0,0,0,0,0,0,0,0,90.61,0,0,0,0,0.223,0,0,0,0,90.61,1,0.223,-0.38,0.0163,1,0,0.0163,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880.73,888.45,2,0,0.76,0.5,34,1.26,0.86,0.76,25.52,LANDED
28.66,TAKEOFF,TO_GROUND_ROLL,92.62,80,-12.62,3.6,-0.08,-0.1,-0.06,90.36,-0.04,1,0,0,0,0,0,0,0,0,0,90.63,0,0,0,0,0.243,0,0,0,0,90.63,1,0.243,-0.275,0.0113,1,0,0.0113,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913.76,918.93,2,0,0.76,0.5,37,1.26,0.86,0.76,27.9,LANDED
31.04,TAKEOFF,TO_GROUND_ROLL,106.2,80,-26.2,3.6,-0.04,-0.09,-0.07,90.49,-0.042,1,0,0,0,0,0,0,0,0,0,90.62,0,0,0,0,0.239,0,0,0,0,90.62,1,0.239,-0.142,0.0049,1,0,0.0049,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961.35,964.95,2,0,0.76,0.5,40,1.26,0.86,0.76,30.28,LANDED
