time_s,phase,ias_mps,aoa_deg,vs_mps,agl_m,lift_kN,weight_kN,lift_ratio,vs1g_est_mps
3.96,TAKEOFF:TO_PREFLIGHT,0.078,-53.975,0.169,3.67,0,971.004,0,-1
4.18,TAKEOFF:TO_PREFLIGHT,0.228,-6.674,0.019,3.616,-0.006,970.988,-1E-05,-1
4.4,TAKEOFF:TO_PREFLIGHT,0.277,-8.25,0.034,3.577,-0.002,970.971,0,-1
4.66,TAKEOFF:TO_PREFLIGHT,0.182,24.714,-0.078,3.611,0.004,970.95,0,-1
4.88,TAKEOFF:TO_PREFLIGHT,0.161,0.165,0.01,3.614,0.001,970.93,0,-1
5.1,TAKEOFF:TO_PREFLIGHT,0.198,-10.314,0.038,3.605,-0.002,970.911,0,-1
5.32,TAKEOFF:TO_PREFLIGHT,0.254,-1.258,0.003,3.591,0,970.89,0,-1
5.54,TAKEOFF:TO_PREFLIGHT,0.33,2.867,-0.022,3.599,0.003,970.868,0,-1
5.8,TAKEOFF:TO_PREFLIGHT,0.466,0.833,-0.006,3.607,0.004,970.841,0,-1
6.02,TAKEOFF:TO_PREFLIGHT,0.616,-1.226,0.014,3.603,0.001,970.818,0,-1
6.24,TAKEOFF:TO_PREFLIGHT,0.776,-0.577,0.005,3.596,0.003,970.794,0,-1
6.46,TAKEOFF:TO_PREFLIGHT,0.908,0.426,-0.01,3.591,0.009,970.769,1E-05,-1
6.68,TAKEOFF:TO_PREFLIGHT,0.989,-0.361,0.004,3.589,0.008,970.744,1E-05,-1
6.94,TAKEOFF:TO_PREFLIGHT,1.039,-0.088,-0.002,3.587,0.01,970.713,1E-05,-1
7.16,TAKEOFF:TO_PREFLIGHT,1.072,-0.113,-0.001,3.586,0.011,970.686,1E-05,-1
7.38,TAKEOFF:TO_PREFLIGHT,1.098,-0.107,-0.002,3.585,0.012,970.659,1E-05,-1
7.6,TAKEOFF:TO_PREFLIGHT,1.123,-0.108,-0.002,3.584,0.012,970.631,1E-05,-1
7.82,TAKEOFF:TO_PREFLIGHT,1.146,-0.143,-0.001,3.583,0.012,970.603,1E-05,-1
8.08,TAKEOFF:TO_PREFLIGHT,1.172,-0.124,-0.002,3.582,0.013,970.569,1E-05,-1
8.3,TAKEOFF:TO_PREFLIGHT,1.192,-0.109,-0.002,3.581,0.014,970.539,1E-05,-1
8.52,TAKEOFF:TO_PREFLIGHT,1.21,-0.11,-0.002,3.58,0.014,970.509,1E-05,-1
8.74,TAKEOFF:TO_PREFLIGHT,1.227,-0.134,-0.002,3.58,0.014,970.479,1E-05,-1
8.96,TAKEOFF:TO_GROUND_ROLL,1.243,-0.125,-0.002,3.579,0.015,970.448,2E-05,-1
9.3,TAKEOFF:TO_GROUND_ROLL,2.173,2.383,-0.119,3.665,0.16,970.4,0.00016,-1
9.6,TAKEOFF:TO_GROUND_ROLL,4.108,-1.867,0.24,3.825,0.179,970.357,0.00018,-1
9.9,TAKEOFF:TO_GROUND_ROLL,6.13,2.642,-0.181,4.06,0.846,970.313,0.00087,-1
10.18,TAKEOFF:TO_GROUND_ROLL,8.045,1.867,0.048,4.258,1.358,970.271,0.0014,-1
10.52,TAKEOFF:TO_GROUND_ROLL,10.4,3.415,-0.098,4.517,2.608,970.22,0.00269,-1
10.8,TAKEOFF:TO_GROUND_ROLL,12.362,3.55,-0.006,4.665,3.594,970.177,0.0037,-1
11.08,TAKEOFF:TO_GROUND_ROLL,14.344,4.012,-0.055,4.757,4.922,970.134,0.00507,-1
11.36,TAKEOFF:TO_GROUND_ROLL,16.344,3.975,-0.028,4.761,6.178,970.091,0.00637,-1
11.7,TAKEOFF:TO_GROUND_ROLL,18.797,3.678,-0.041,4.67,7.605,970.037,0.00784,-1
11.98,TAKEOFF:TO_GROUND_ROLL,20.836,3.144,-0.032,4.52,8.505,969.993,0.00877,-1
12.26,TAKEOFF:TO_GROUND_ROLL,22.893,2.504,-0.041,4.333,9.161,969.948,0.00945,-1
12.54,TAKEOFF:TO_GROUND_ROLL,24.965,1.812,-0.046,4.132,9.563,969.903,0.00986,-1
12.88,TAKEOFF:TO_GROUND_ROLL,27.502,1.055,-0.055,3.914,9.961,969.848,0.01027,-1
13.16,TAKEOFF:TO_GROUND_ROLL,29.606,0.6,-0.062,3.784,10.523,969.803,0.01085,-1
13.44,TAKEOFF:TO_GROUND_ROLL,31.722,0.36,-0.068,3.719,11.553,969.757,0.01191,-1
13.72,TAKEOFF:TO_GROUND_ROLL,33.85,0.364,-0.074,3.724,13.383,969.711,0.0138,-1
14.06,TAKEOFF:TO_GROUND_ROLL,36.447,0.676,-0.081,3.819,16.998,969.655,0.01753,-1
14.34,TAKEOFF:TO_GROUND_ROLL,38.596,1.129,-0.087,3.953,21.205,969.608,0.02187,-1
14.62,TAKEOFF:TO_GROUND_ROLL,40.754,1.68,-0.092,4.113,26.393,969.561,0.02722,-1
14.9,TAKEOFF:TO_GROUND_ROLL,42.918,2.236,-0.096,4.272,32.245,969.514,0.03326,-1
15.24,TAKEOFF:TO_GROUND_ROLL,45.555,2.794,-0.098,4.43,39.476,969.457,0.04072,-1
15.52,TAKEOFF:TO_GROUND_ROLL,47.732,3.071,-0.098,4.507,44.877,969.41,0.04629,-1
15.8,TAKEOFF:TO_GROUND_ROLL,49.914,3.138,-0.096,4.524,49.189,969.362,0.05074,221.581
16.1,TAKEOFF:TO_GROUND_ROLL,52.259,2.969,-0.095,4.472,52.16,969.311,0.05381,225.281
16.44,TAKEOFF:TO_GROUND_ROLL,54.926,2.521,-0.096,4.34,53.231,969.253,0.05492,234.378
16.74,TAKEOFF:TO_GROUND_ROLL,57.289,1.978,-0.1,4.182,52.417,969.202,0.05408,246.345
17.04,TAKEOFF:TO_GROUND_ROLL,59.66,1.393,-0.103,4.013,50.565,969.15,0.05217,261.188
17.34,TAKEOFF:TO_GROUND_ROLL,62.04,0.868,-0.107,3.863,48.739,969.099,0.05029,276.639
17.68,TAKEOFF:TO_GROUND_ROLL,64.747,0.465,-0.113,3.75,48.326,969.04,0.04987,-1
17.96,TAKEOFF:TO_GROUND_ROLL,66.982,0.324,-0.115,3.713,50.112,968.992,0.05172,294.543
18.26,TAKEOFF:TO_GROUND_ROLL,69.383,0.375,-0.118,3.732,54.762,968.939,0.05652,291.853
18.56,TAKEOFF:TO_GROUND_ROLL,71.789,0.599,-0.12,3.8,62.242,968.887,0.06424,283.24
18.9,TAKEOFF:TO_GROUND_ROLL,74.524,0.982,-0.122,3.913,73.424,968.828,0.07579,270.706
19.2,TAKEOFF:TO_GROUND_ROLL,76.945,1.351,-0.122,4.021,84.647,968.775,0.08738,260.305
19.5,TAKEOFF:TO_GROUND_ROLL,79.375,1.668,-0.122,4.112,95.698,968.722,0.09879,252.542
19.8,TAKEOFF:TO_GROUND_ROLL,81.818,1.869,-0.121,4.168,105.292,968.669,0.1087,248.165
20.14,TAKEOFF:TO_GROUND_ROLL,84.605,1.92,-0.119,4.18,112.781,968.608,0.11644,247.942
20.44,TAKEOFF:TO_GROUND_ROLL,87.083,1.844,-0.186,4.134,117.969,968.554,0.1218,249.522
20.74,TAKEOFF:TO_GROUND_ROLL,89.581,1.498,-0.068,4.068,115.713,968.5,0.11948,259.164
21.04,TAKEOFF:TO_GROUND_ROLL,92.104,1.193,-0.141,3.957,114.721,968.445,0.11846,267.605
21.38,TAKEOFF:TO_GROUND_ROLL,94.995,0.716,-0.102,3.831,109.199,968.382,0.11276,282.887
21.68,TAKEOFF:TO_GROUND_ROLL,97.575,0.366,-0.117,3.724,105.465,968.326,0.10891,295.663
21.98,TAKEOFF:TO_GROUND_ROLL,100.172,0.178,-0.233,3.641,105.101,968.269,0.10855,304.047
22.28,TAKEOFF:TO_GROUND_ROLL,102.748,0.125,-0.062,3.633,109.66,968.212,0.11326,305.305
22.62,TAKEOFF:TO_GROUND_ROLL,105.764,0.29,-0.03,3.712,120.55,968.146,0.12452,299.726
22.92,TAKEOFF:TO_GROUND_ROLL,108.464,0.408,-0.09,3.758,131.366,968.088,0.1357,294.443
23.22,TAKEOFF:TO_GROUND_ROLL,111.196,0.497,-0.102,3.767,141.521,968.028,0.1462,290.819
23.52,TAKEOFF:TO_GROUND_ROLL,113.96,0.517,-0.085,3.783,148.699,967.969,0.15362,290.757
23.86,TAKEOFF:TO_GROUND_ROLL,117.133,0.49,-0.082,3.769,155.762,967.9,0.16093,291.988
24.16,TAKEOFF:TO_GROUND_ROLL,119.97,0.398,-0.081,3.744,158.995,967.838,0.16428,295.995
24.46,TAKEOFF:TO_GROUND_ROLL,122.844,0.252,-0.073,3.699,159.847,967.776,0.16517,302.265
24.76,TAKEOFF:TO_GROUND_ROLL,125.742,0.152,-0.15,3.638,162.765,967.713,0.1682,306.601
25.1,TAKEOFF:TO_GROUND_ROLL,129.077,0.078,-0.02,3.642,167.455,967.641,0.17306,310.282
25.4,TAKEOFF:TO_GROUND_ROLL,132.061,0.09,-0.064,3.637,175.217,967.576,0.18109,310.334
25.7,TAKEOFF:TO_GROUND_ROLL,135.08,0.06,-0.03,3.635,181.638,967.511,0.18774,311.758
26,TAKEOFF:TO_GROUND_ROLL,138.137,0.063,-0.034,3.634,189.73,967.445,0.19611,311.928
26.34,TAKEOFF:TO_GROUND_ROLL,141.647,0.048,-0.051,3.64,197.937,967.37,0.20461,313.142
26.64,TAKEOFF:TO_GROUND_ROLL,144.788,0.003,-0.067,3.613,203.675,967.302,0.21056,315.534
26.94,TAKEOFF:TO_GROUND_ROLL,147.968,0.126,0.014,3.656,220.283,967.234,0.22774,310.059
27.24,TAKEOFF:TO_GROUND_ROLL,151.19,0.076,0.014,3.64,225.62,967.164,0.23328,313.03
27.58,TAKEOFF:TO_GROUND_ROLL,154.895,-0.021,0.038,3.621,229.112,967.085,0.23691,318.233
27.88,TAKEOFF:TO_GROUND_ROLL,158.212,0.031,0.027,3.63,242.556,967.013,0.25083,315.9
#ROTATE,t_s=28.2,ias_mps=161.802,aoa_deg=0.003
28.2,TAKEOFF:TO_ROTATE,161.802,0.003,0.286,3.6,250.72,966.937,0.25929,317.752
28.54,TAKEOFF:TO_ROTATE,165.676,0.06,-0.04,3.642,266.201,966.854,0.27533,315.744
28.92,TAKEOFF:TO_ROTATE,170.077,0.207,0.123,3.682,266.207,966.76,0.27536,324.111
29.26,TAKEOFF:TO_ROTATE,174.066,0.887,0.221,3.932,312.725,966.674,0.32351,306.035
29.46,TAKEOFF:TO_ROTATE,176.428,1.692,0.055,4.156,379.195,966.623,0.39229,281.686
29.68,TAKEOFF:TO_ROTATE,179.04,2.56,0.28,4.43,507.177,966.566,0.52472,247.165
29.94,TAKEOFF:TO_ROTATE,182.151,3.127,0.288,4.613,595.654,966.499,0.6163,232.025
30.16,TAKEOFF:TO_ROTATE,184.807,2.991,0.219,4.578,603.394,966.441,0.62435,233.886
30.38,TAKEOFF:TO_ROTATE,187.501,2.362,-0.025,4.333,559.285,966.382,0.57874,246.468
30.74,TAKEOFF:TO_ROTATE,192.025,0.109,0.282,3.633,350.42,966.285,0.36265,318.871
31.12,TAKEOFF:TO_ROTATE,196.901,0.324,-0.077,3.715,299.719,966.181,0.31021,353.525
31.32,TAKEOFF:TO_ROTATE,199.457,1.603,0.548,4.158,419.201,966.126,0.4339,302.799
31.54,TAKEOFF:TO_ROTATE,202.229,3.588,1.032,4.904,731.992,966.064,0.75771,232.324
#LIFTOFF,t_s=31.76,ias_mps=205.006,aoa_deg=5.147,vs_mps=1.374,lift_ratio=1.00852
31.76,TAKEOFF:TO_ROTATE,205.006,5.147,1.374,5.584,974.236,966.001,1.00852,204.138
32.02,TAKEOFF:TO_ROTATE,208.224,5.889,2.044,6.224,1073.568,965.927,1.11144,197.51
32.24,TAKEOFF:TO_ROTATE,210.862,6.389,2.307,6.817,1052.633,965.863,1.08984,201.985
32.46,TAKEOFF:TO_ROTATE,213.428,7.708,2.624,7.695,1166.344,965.798,1.20765,194.214
32.7,TAKEOFF:TO_CLIMB,216.338,10.551,3.685,9.299,1457.547,965.721,1.50928,176.096
32.94,TAKEOFF:TO_CLIMB,218.502,13.821,5.628,11.305,1918.899,965.649,1.98716,155.003
33.22,TAKEOFF:TO_CLIMB,220.422,17.724,10.732,16.432,2540.711,965.571,2.6313,135.885
33.44,TAKEOFF:TO_CLIMB,221.034,18.643,15.864,26.24,2693.066,965.506,2.78928,132.347
33.66,TAKEOFF:TO_CLIMB,221.183,17.123,20.815,33.556,2451.375,965.441,2.53912,138.806
33.88,TAKEOFF:TO_CLIMB,221.845,14.559,24.599,38.574,2053.978,965.377,2.12764,152.09
34.1,TAKEOFF:TO_CLIMB,223.134,12.003,27.394,45.328,1708.755,965.313,1.77016,167.711
34.36,TAKEOFF:TO_CLIMB,225.182,10.056,29.446,52.353,1402.031,965.239,1.45252,186.841
34.58,TAKEOFF:TO_CLIMB,227.114,9.376,31.383,61.501,1457.195,965.176,1.50977,184.837
34.8,TAKEOFF:TO_CLIMB,229.126,8.451,33.174,70.892,1334.197,965.113,1.38243,194.874
35.02,TAKEOFF:TO_CLIMB,231.27,7.748,34.508,80.47,1229.564,965.05,1.27409,204.889
35.24,TAKEOFF:TO_CLIMB,233.493,7.184,35.811,93.083,1180.961,964.987,1.22381,211.066
35.5,TAKEOFF:TO_CLIMB,236.205,6.62,37.13,107.944,1115.95,964.913,1.15653,219.639
35.72,TAKEOFF:TO_CLIMB,238.56,6.238,38.141,122.132,1067.984,964.85,1.10689,226.749
35.94,TAKEOFF:TO_CLIMB,240.965,5.915,39.056,135.828,1037.228,964.787,1.07509,232.398
36.16,TAKEOFF:TO_CLIMB,243.415,5.65,39.905,150.777,999.482,964.723,1.03603,239.145
36.38,TAKEOFF:TO_CLIMB,245.905,5.301,40.761,167.079,986.754,964.66,1.0229,243.136
36.64,TAKEOFF:TO_CLIMB,248.899,4.935,41.557,190.046,948.28,964.585,0.9831,251.03
36.86,TAKEOFF:TO_CLIMB,251.469,4.678,42.177,200.227,911.664,964.521,0.9452,258.657
37.1,TAKEOFF:TO_CLIMB,254.318,4.523,42.745,210.396,890.911,964.451,0.92375,264.606
37.32,TAKEOFF:TO_CLIMB,256.97,4.416,43.356,219.856,887.373,964.386,0.92014,267.889
37.54,TAKEOFF:TO_CLIMB,259.663,4.375,43.829,229.445,883.395,964.321,0.91608,271.297
37.8,TAKEOFF:TO_CLIMB,262.891,4.256,44.509,240.919,847.037,964.244,0.87845,280.491
38.02,TAKEOFF:TO_CLIMB,265.669,4.305,45.004,250.777,906.713,964.178,0.9404,273.958
38.24,TAKEOFF:TO_CLIMB,268.479,4.164,45.521,260.718,845.736,964.112,0.87722,286.653
38.46,TAKEOFF:TO_CLIMB,271.336,4.281,46.033,270.812,916.154,964.046,0.95032,278.337
38.68,TAKEOFF:TO_CLIMB,274.221,4.101,46.575,280.974,802.156,963.979,0.83213,300.611
38.94,TAKEOFF:TO_CLIMB,277.696,4.178,47.215,293.173,899.031,963.899,0.9327,287.54
39.16,DONE,280.676,4.13,47.676,303.603,853.375,963.831,0.8854,298.288
#EST,vs_from_lof=189.821,vs_from_lift=204.138,vs_from_alpha=109.63,vs_to_est=204.138,vr_next=214.345
