t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.26,APPROACH,FLY_TO_FIX,198.04,160.13,-37.91,2478.49,-23.3,1.53,7.54,269.65,-1.973,0.032,-3.03,10.22,-4.903,0,0,0,0,0,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.3,FLYING
0.54,APPROACH,ILS_TRACK,198.35,160.58,-37.78,2471.38,-24,-0.17,5.96,269.82,-2.093,0,-13.6,107.79,-6,0,0,0,0,0,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.56,FLYING
0.8,APPROACH,ILS_TRACK,198.71,161.02,-37.68,2464.82,-24.98,-0.79,5.5,269.82,-2.869,0,-20,245.4,0,33.52,-23.04,46.184,-31.268,72.744,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.84,FLYING
1.06,APPROACH,ILS_TRACK,198.97,161.44,-37.53,2457.84,-25.91,-0.24,6.19,269.76,0.081,0,-20,270,0,32.58,-26.75,46.12,-0.398,19.449,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1.1,FLYING
1.38,APPROACH,ILS_TRACK,199.19,161.95,-37.24,2450.29,-26.11,0.7,7.22,269.33,4.229,0,-20,269.9,0,31.6,-30.7,46.053,-0.503,19.066,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1.42,FLYING
1.64,APPROACH,ILS_TRACK,199.25,162.37,-36.88,2443.08,-26.18,1.09,7.66,269.04,3.064,0,-20,270.06,0,30.68,-34.57,45.99,-0.338,22.28,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.68,FLYING
1.9,APPROACH,ILS_TRACK,199.23,161.95,-37.28,2436.86,-25.97,1.22,7.79,269.1,1.21,0,-20,270.02,0,29.83,-37.93,45.936,-0.378,21.721,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.94,FLYING
2.16,APPROACH,ILS_TRACK,199.15,161.54,-37.61,2429.93,-25.85,0.5,7.07,269.28,0.808,0,-20,270.19,0,28.84,-41.72,45.877,-0.206,24.192,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2.2,FLYING
2.46,APPROACH,ILS_TRACK,199.1,161.06,-38.05,2421.94,-26.36,-0.03,6.6,269.38,0.357,0,-20,270.23,0,27.72,-46.21,45.81,-0.168,25.824,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2.5,FLYING
2.72,APPROACH,ILS_TRACK,199,160.64,-38.36,2415.16,-26.67,0.38,7.07,269.43,0.076,0,-20,270.28,0,26.73,-49.97,45.751,-0.123,26.575,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2.76,FLYING
2.98,APPROACH,ILS_TRACK,198.87,160.22,-38.65,2408.39,-26.67,0.98,7.67,269.46,-0.151,0,-20,270.32,0,25.75,-53.68,45.693,-0.083,27.528,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.02,FLYING
3.24,APPROACH,ILS_TRACK,198.64,160,-38.64,2401.67,-26.44,1.6,8.25,269.5,-0.366,0,-20,270.34,0,24.78,-57.37,45.635,-0.06,28.563,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.28,FLYING
3.54,APPROACH,ILS_TRACK,198.27,160,-38.27,2393.98,-25.94,2.18,8.74,269.53,-0.435,0,-20,270.39,0,23.66,-61.57,45.568,-0.013,29.672,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.58,FLYING
3.8,APPROACH,ILS_TRACK,197.85,160,-37.85,2387.4,-25.38,2.5,8.94,269.52,-0.322,0,-20,270.42,0,22.7,-65.14,45.51,0.016,30.517,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.84,FLYING
4.06,APPROACH,ILS_TRACK,197.37,160,-37.37,2380.93,-24.83,2.66,8.99,269.48,-0.016,0,-20,270.45,0,21.74,-68.63,45.452,0.047,31.312,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.1,FLYING
4.32,APPROACH,ILS_TRACK,196.83,160,-36.83,2374.65,-24.35,3.04,9.23,269.53,-0.851,0,-20,270.47,0,20.8,-71.96,45.394,0.072,31.844,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.36,FLYING
4.62,APPROACH,ILS_TRACK,196.08,160,-36.08,2367.78,-23.69,4.19,10.18,269.72,-1.793,0,-20,270.53,0,19.71,-75.49,45.327,0.128,32.065,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.66,FLYING
4.88,APPROACH,ILS_TRACK,195.3,160,-35.3,2362.15,-22.57,5.51,11.27,269.91,-2.386,0,-20,270.55,0,18.77,-78.21,45.27,0.151,31.829,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.92,FLYING
5.14,APPROACH,ILS_TRACK,194.38,160,-34.38,2356.71,-21.15,6.3,11.78,270.07,-2.72,0,-20,270.54,0,17.88,-80.73,45.213,0.138,31.958,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5.18,FLYING
5.4,APPROACH,ILS_TRACK,193.38,160,-33.38,2351.47,-19.78,6.54,11.7,270.18,-2.913,0.0024,-20,270.53,0,17.03,-83.06,45.156,0.132,32.108,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5.44,FLYING
5.7,APPROACH,ILS_TRACK,192.17,160,-32.17,2345.85,-18.47,6.88,11.71,270.28,-3.016,0.0795,-20,270.51,0,16.13,-85.42,45.09,0.105,31.922,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5.74,FLYING
5.96,APPROACH,ILS_TRACK,191.09,160,-31.09,2341.32,-17.14,7.17,11.71,270.34,-3.017,0.1485,-20,270.47,0,15.42,-87.1,45.034,0.072,31.29,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,FLYING
6.22,APPROACH,ILS_TRACK,190,160,-30,2337.08,-16.01,7.37,11.62,270.38,-2.989,0.2049,-20,270.45,0,14.75,-88.52,44.978,0.052,30.941,0,0,0,269.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6.26,FLYING
