t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
55.9,APPROACH,ILS_TRACK,152.87,157.7,4.83,787.64,709.2,-14.71,6.64,11.95,268.06,-8.176,0.402,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.652,0,-4.851,0,261.42,0,0,1,-5.51,0,0,0,261.35,-0.1012,-0.1492,0.9836,0,261.42,215.45,-363,20.549,-8.58,0,0,3,1341.8,-6.596,0,1151.23,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.36,1073.58,2,0,0.12,0.12,468,8.33,0.12,0.12,55.9,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
56.26,APPROACH,ILS_TRACK,153.2,157.7,4.5,782.33,704.47,-14.57,6.46,11.62,268.46,-2.387,0.3566,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.56,0,-4.524,0,261.6,0,0,1,-5.44,0,0,0,261.55,-0.1011,-0.1461,0.9841,0,261.6,215.22,-365.26,20.491,-8.401,0,0,3,1341.8,-6.139,0,1148.18,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.68,1075.38,2,0,0.12,0.12,471,8.33,0.12,0.12,56.26,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
56.62,APPROACH,ILS_TRACK,153.58,157.7,4.12,777.16,699.17,-14.27,6.53,11.53,269.34,2.61,0.2938,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.453,0,-4.145,0,261.67,0,0,1,-5.32,0,0,0,261.67,-0.101,-0.1448,0.9843,0,261.67,214.85,-367.38,20.433,-8.326,0,0,3,1341.8,-5.816,0,1145.11,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381.94,1077.39,2,0,0.12,0.12,474,8.33,0.12,0.12,56.62,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
56.98,APPROACH,ILS_TRACK,153.94,157.7,3.76,772.11,694.15,-13.99,6.67,11.6,270.13,2.492,0.2597,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.35,0,-3.781,0,261.61,0,0,1,-5.22,0,0,0,261.65,-0.1009,-0.1458,0.9841,0,261.61,214.51,-369.38,20.374,-8.386,0,0,3,1341.8,-5.383,0,1142.05,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.06,1079.32,2,0,0.12,0.12,477,8.33,0.12,0.12,56.98,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
57.34,APPROACH,ILS_TRACK,154.22,157.7,3.48,767.22,689.29,-13.58,6.87,11.64,270.15,-0.707,0.2733,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.27,0,-3.497,0,261.5,0,0,1,-5.05,0,0,0,261.54,-0.1008,-0.1477,0.9839,0,261.5,214.35,-371.21,20.315,-8.496,0,0,3,1341.8,-4.914,0,1138.97,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.9,1080.89,2,0,0.12,0.12,480,8.33,0.12,0.12,57.34,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
57.7,APPROACH,ILS_TRACK,154.46,157.7,3.24,762.48,684.41,-13.01,7.05,11.61,269.61,-2.145,0.292,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.202,0,-3.256,0,261.51,0,0,1,-4.84,0,0,0,261.49,-0.1007,-0.1476,0.9839,0,261.51,214.25,-372.89,20.257,-8.488,0,0,3,1341.8,-4.531,0,1135.89,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.26,1082.28,2,0,0.12,0.12,483,8.33,0.12,0.12,57.7,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
58.06,APPROACH,ILS_TRACK,154.69,157.7,3.01,757.91,679.8,-12.63,7.14,11.58,269.35,-2.162,0.2967,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.136,0,-3.02,0,261.59,0,0,1,-4.69,0,0,0,261.56,-0.1006,-0.1463,0.9841,0,261.59,214.07,-374.4,20.198,-8.412,0,0,3,1341.8,-4.008,0,1132.81,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.1,1083.64,2,0,0.12,0.12,486,8.33,0.12,0.12,58.06,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
58.42,APPROACH,ILS_TRACK,154.9,157.7,2.8,753.47,675.33,-12.2,7.25,11.52,269.25,-2.318,0.3043,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.076,0,-2.809,0,261.64,0,0,1,-4.52,0,0,0,261.62,-0.1006,-0.1454,0.9843,0,261.64,213.81,-375.76,20.139,-8.36,0,0,3,1341.8,-3.669,0,1129.72,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.18,1084.88,2,0,0.12,0.12,489,8.33,0.12,0.12,58.42,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
58.78,APPROACH,ILS_TRACK,155.09,157.7,2.61,749.17,671.22,-11.83,7.32,11.46,269.35,-0.298,0.3159,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.024,0,-2.623,0,261.73,0,0,1,-4.38,0,0,0,261.69,-0.1005,-0.1439,0.9845,0,261.73,213.46,-376.99,20.08,-8.272,0,0,3,1341.8,-3.267,0,1126.63,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.55,1086,2,0,0.12,0.12,492,8.33,0.12,0.12,58.78,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
59.14,APPROACH,ILS_TRACK,155.26,157.7,2.44,745.03,666.99,-11.45,7.48,11.48,269.7,0.562,0.3204,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.975,0,-2.449,0,261.74,0,0,1,-4.23,0,0,0,261.75,-0.1004,-0.1437,0.9845,0,261.74,213.07,-378.05,20.021,-8.262,0,0,3,1341.8,-2.853,0,1123.54,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.59,1087.07,2,0,0.12,0.12,495,8.33,0.12,0.12,59.14,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
59.5,APPROACH,ILS_TRACK,155.41,157.7,2.29,741.02,662.79,-11.03,7.63,11.48,269.6,-1.836,0.3325,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.933,0,-2.301,0,261.7,0,0,1,-4.08,0,0,0,261.7,-0.1003,-0.1444,0.9844,0,261.7,212.75,-378.98,19.962,-8.303,0,0,3,1341.8,-2.431,0,1120.44,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.06,1088,2,0,0.12,0.12,498,8.33,0.12,0.12,59.5,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
59.86,APPROACH,ILS_TRACK,155.55,157.7,2.15,737.18,658.87,-10.57,7.78,11.48,269.21,-2.436,0.3335,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.892,0,-2.156,0,261.75,0,0,1,-3.91,0,0,0,261.71,-0.1002,-0.1436,0.9846,0,261.75,212.43,-379.75,19.903,-8.255,0,0,3,1341.8,-1.933,0,1117.34,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.45,1088.93,2,0,0.12,0.12,501,8.33,0.12,0.12,59.86,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
60.22,APPROACH,ILS_TRACK,155.7,157.7,2,733.51,655.18,-10.12,7.95,11.5,269.11,-2.117,0.3261,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.85,0,-2.005,0,261.83,0,0,1,-3.74,0,0,0,261.8,-0.1001,-0.1421,0.9848,0,261.83,212.01,-380.33,19.843,-8.169,0,0,3,1341.8,-1.449,0,1114.24,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.54,1089.86,2,0,0.12,0.12,504,8.33,0.12,0.12,60.22,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
60.58,APPROACH,ILS_TRACK,155.84,157.7,1.86,730.04,651.63,-9.63,8.24,11.62,269.09,-2.081,0.3234,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.81,0,-1.865,0,261.89,0,0,1,-3.56,0,0,0,261.87,-0.1,-0.1411,0.9849,0,261.89,211.53,-380.71,19.784,-8.11,0,0,3,1341.8,-0.889,0,1111.13,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.06,1090.74,2,0,0.12,0.12,507,8.33,0.12,0.12,60.58,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
60.94,APPROACH,ILS_TRACK,155.95,157.7,1.75,726.74,648.38,-9.02,8.41,11.56,269.04,-1.454,0.3369,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.78,0,-1.759,0,261.95,0,0,1,-3.33,0,0,0,261.91,-0.0999,-0.14,0.9851,0,261.95,211,-380.93,19.725,-8.049,0,0,3,1341.8,-0.433,0,1108.03,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.62,1091.44,2,0,0.12,0.12,510,8.33,0.12,0.12,60.94,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
61.3,APPROACH,ILS_TRACK,156.04,157.7,1.66,723.64,645.28,-8.49,8.56,11.52,269.28,-0.569,0.3445,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.753,0,-1.664,0,262.02,0,0,1,-3.14,0,0,0,262.01,-0.0999,-0.1389,0.9853,0,262.02,210.38,-380.95,19.666,-7.982,0,0,3,1341.8,0.124,0,1104.92,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.18,1092.09,2,0,0.12,0.12,513,8.33,0.12,0.12,61.3,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
61.66,APPROACH,ILS_TRACK,156.13,157.7,1.57,720.68,642.34,-7.95,8.58,11.34,269.32,0.321,0.3475,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.728,0,-1.572,0,262.04,0,0,1,-2.93,0,0,0,262.01,-0.0998,-0.1385,0.9853,0,262.04,209.78,-380.8,19.606,-7.962,0,0,3,1341.8,0.538,0,1101.81,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.04,1092.71,2,0,0.12,0.12,516,8.33,0.12,0.12,61.66,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
62.02,APPROACH,ILS_TRACK,156.24,157.7,1.46,717.88,639.59,-7.48,8.48,11.07,269.53,0.086,0.3363,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.697,0,-1.464,0,262.05,0,0,1,-2.76,0,0,0,262.06,-0.0997,-0.1383,0.9854,0,262.05,209.16,-380.51,19.547,-7.949,0,0,3,1341.8,0.963,0,1098.7,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.79,1093.39,2,0,0.12,0.12,519,8.33,0.12,0.12,62.02,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
62.38,APPROACH,ILS_TRACK,156.33,157.7,1.37,715.26,636.39,-7.19,8.47,10.95,269.13,-5.7,0.3374,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.671,0,-1.373,0,262.01,0,0,1,-2.64,0,0,0,262.02,-0.0996,-0.1389,0.9853,0,262.01,208.62,-380.04,19.487,-7.986,0,0,3,1341.8,1.472,0,1095.58,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.63,1093.98,2,0,0.12,0.12,522,8.33,0.12,0.12,62.38,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
62.74,APPROACH,ILS_TRACK,156.45,157.7,1.25,712.78,633.34,-6.77,8.61,10.99,268.05,-12.643,0.3218,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.64,0,-1.263,0,262.11,0,0,1,-2.5,0,0,0,262.07,-0.0995,-0.1373,0.9855,0,262.11,208.04,-379.41,19.428,-7.889,0,0,3,1341.8,1.874,0,1092.47,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.58,1094.67,2,0,0.12,0.12,525,8.33,0.12,0.12,62.74,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
63.1,APPROACH,ILS_TRACK,156.57,157.7,1.13,710.41,630.98,-6.48,8.61,11.06,266.91,-13.297,0.3044,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.605,0,-1.138,0,262.37,0,0,1,-2.38,0,0,0,262.29,-0.0995,-0.1328,0.9861,0,262.37,207.2,-378.68,19.368,-7.634,0,0,3,1341.8,2.168,0,1089.35,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.18,1095.38,2,0,0.12,0.12,528,8.33,0.12,0.12,63.1,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
63.46,APPROACH,ILS_TRACK,156.63,157.7,1.07,708.22,629.11,-6.21,8.93,11.36,266.12,-8.291,0.3247,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.587,0,-1.072,0,262.69,0,0,1,-2.3,0,0,0,262.58,-0.0994,-0.1273,0.9869,0,262.69,206,-377.78,19.309,-7.314,0,0,3,1341.8,2.681,0,1086.23,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,1095.83,2,0,0.12,0.12,531,8.33,0.12,0.12,63.46,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
63.82,APPROACH,ILS_TRACK,156.62,157.7,1.08,706.1,627.13,-5.58,8.97,11.04,266.37,-6.573,0.3759,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.591,0,-1.086,0,263,0,0,1,-2.06,0,0,0,262.9,-0.0994,-0.1219,0.9876,0,263,204.43,-376.78,19.249,-7.003,0,0,3,1341.8,2.781,0,1083.11,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.13,1095.92,2,0,0.12,0.12,534,8.33,0.12,0.12,63.82,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
64.18,APPROACH,ILS_TRACK,156.71,157.7,0.99,704.13,625.38,-5.29,8.84,10.74,266.98,-4.3,0.3435,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.566,0,-0.998,0,263.17,0,0,1,-1.94,0,0,0,263.11,-0.0993,-0.119,0.9879,0,263.17,202.63,-375.65,19.19,-6.834,0,0,3,1341.8,3.323,0,1079.99,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.65,1096.48,2,0,0.12,0.12,537,8.33,0.12,0.12,64.18,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
64.54,APPROACH,ILS_TRACK,156.83,157.7,0.87,702.35,623.58,-5.04,9.06,10.86,267.39,-3.318,0.3077,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.531,0,-0.876,0,263.29,0,0,1,-1.85,0,0,0,263.25,-0.0992,-0.1168,0.9882,0,263.29,200.75,-374.33,19.13,-6.705,0,0,3,1341.8,3.835,0,1076.87,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.93,1097.15,2,0,0.12,0.12,540,8.33,0.12,0.12,64.54,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
64.9,APPROACH,ILS_TRACK,156.88,157.32,0.44,700.71,621.61,-4.54,9.41,11.03,267.25,-6.123,0.2973,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.516,0,-0.438,0,263.36,0,0,1,-1.68,0,0,0,263.34,-0.0992,-0.1156,0.9883,0,263.36,198.85,-372.86,19.071,-6.636,0,0,3,1341.8,4.153,0,1073.75,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.18,1097.5,2,0,0.12,0.12,543,8.33,0.12,0.12,64.9,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
65.26,APPROACH,ILS_TRACK,156.9,156.74,-0.16,699.19,620.29,-4.07,9.49,10.95,266.81,-4.451,0.2768,0,19.98,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.509,0,0.164,0,263.57,0,0,1,-1.5,0,0,0,263.49,-0.0991,-0.112,0.9888,0,263.57,196.85,-371.28,19.011,-6.431,0,0,3,1341.8,4.517,0,1070.62,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.74,1097.73,2,0,0.12,0.12,546,8.33,0.12,0.12,65.26,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
65.62,APPROACH,ILS_TRACK,156.9,156.16,-0.73,697.82,619.1,-3.68,9.54,10.81,267.12,1.235,0.2598,0,19.784,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.511,0,0.734,0,263.8,0,0,1,-1.36,0,0,0,263.72,-0.099,-0.108,0.9892,0,263.8,194.63,-369.54,18.952,-6.202,0,0,3,1341.8,4.99,0,1067.5,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.49,1097.8,2,0,0.12,0.12,549,8.33,0.12,0.12,65.62,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
65.98,APPROACH,ILS_TRACK,156.88,155.59,-1.29,696.62,617.92,-3.2,9.7,10.82,267.99,1.297,0.2337,0,19.387,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.516,0,1.291,0,263.88,0,0,1,-1.19,0,0,0,263.88,-0.099,-0.1067,0.9894,0,263.88,192.34,-367.63,18.892,-6.125,0,0,3,1341.8,5.418,0,1064.38,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.38,1097.81,2,0,0.12,0.12,552,8.33,0.12,0.12,65.98,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
66.34,APPROACH,ILS_TRACK,156.8,155.01,-1.79,695.54,616.49,-2.81,9.68,10.61,268.24,-4.027,0.2239,0,18.798,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.535,0,1.798,0,263.88,0,0,1,-1.04,0,0,0,263.88,-0.0989,-0.1066,0.9894,0,263.88,190.16,-365.6,18.832,-6.118,0,0,3,1341.8,5.759,0,1061.26,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.89,1097.58,2,0,0.12,0.12,555,8.33,0.12,0.12,66.34,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
66.7,APPROACH,ILS_TRACK,156.69,154.44,-2.26,694.59,614.98,-2.45,9.65,10.38,267.51,-11.293,0.2139,0,18.039,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.567,0,2.263,0,263.97,0,0,1,-0.91,0,0,0,263.92,-0.0988,-0.1051,0.9895,0,263.97,188.03,-363.45,18.773,-6.032,0,0,3,1341.8,6.065,0,1058.14,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.04,1097.17,2,0,0.12,0.12,558,8.33,0.12,0.12,66.7,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
66.96,APPROACH,ILS_TRACK,156.62,154.02,-2.6,693.93,614.36,-2.28,9.48,10.27,266.67,-11.899,0.1874,0,17.384,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.586,0,2.609,0,264.15,0,0,1,-0.84,0,0,0,264.05,-0.0987,-0.102,0.9899,0,264.15,186.4,-361.86,18.73,-5.853,0,0,3,1341.8,6.112,0,1055.89,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.26,1096.92,2,0,0.12,0.12,560,7.69,0.14,0.12,66.96,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
67.32,APPROACH,ILS_TRACK,156.54,153.44,-3.09,693.12,613.57,-2.17,9.43,10.33,265.68,-11.493,0.1395,0,16.326,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.611,0,3.099,0,264.46,0,0,1,-0.8,0,0,0,264.35,-0.0987,-0.0966,0.9904,0,264.46,183.89,-359.57,18.671,-5.542,0,0,3,1341.8,6.495,0,1052.77,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.66,1096.59,2,0,0.12,0.12,563,8.33,0.12,0.12,67.32,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
67.68,APPROACH,ILS_TRACK,156.38,152.87,-3.51,692.42,612.63,-1.94,9.62,10.54,264.97,-13.476,0.1254,0,15.107,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.654,0,3.519,0,264.77,0,0,1,-0.73,0,0,0,264.67,-0.0986,-0.0911,0.9909,0,264.77,181.08,-357.16,18.611,-5.227,0,0,3,1341.8,6.791,0,1049.66,0,0,0,268.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.72,1095.96,2,0,0.12,0.12,566,8.33,0.12,0.12,67.68,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
