t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
8.88,APPROACH,FLY_TO_FIX,240.48,158.8,-81.68,1029.9,36.96,13.12,4.5,258.64,-5.579,0.6961,0,-20,1,0.6,4.5,0.797,0.35,0.0168,0.4,254.54,1.593,0,1,8.67,4.11,0,8.39,254.61,0.4416,-0.2639,0.8575,6.45,254.54,0,0,52.097,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335.11,3878.76,6,0,0.76,0.5,11,1.32,0.78,0.76,8.92,FLYING
9.62,APPROACH,FLY_TO_FIX,241.41,159,-82.41,1056.16,35.56,11.27,2.82,258.34,-5.827,0.4961,0,-20,1,0.6,4.5,0.797,0.35,0.0168,0.4,254.46,1.46,0,1,8.61,3.88,0,6.46,254.54,0.4701,-0.2663,0.8415,4.58,254.46,0,0,51.912,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533.27,3885.79,6,0,0.76,0.5,12,1.32,0.76,0.76,9.68,FLYING
10.38,APPROACH,FLY_TO_FIX,243.01,159,-84.01,1080.2,31.85,9.05,1.39,258.04,-6.021,0.2961,0,-19.9,1,0.6,4.5,0.797,0.35,0.0168,0.4,254.39,1.336,0,1,7.93,3.65,0,4.6,254.46,0.4939,-0.2683,0.8271,3.01,254.39,0,0,51.725,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597.79,3900.89,6,0,0.76,0.5,13,1.32,0.76,0.76,10.44,FLYING
11.14,APPROACH,FLY_TO_FIX,244.87,159,-85.87,1100.59,26.06,6.76,0.4,257.72,-6.181,0.0961,0,-19.8,1,0.6,4.5,0.797,0.35,0.0168,0.4,254.31,1.229,0,1,6.72,3.41,0,3.02,254.39,0.5106,-0.2699,0.8163,1.88,254.31,0,0,51.537,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501.8,3919.44,6,0,0.76,0.5,14,1.32,0.76,0.76,11.2,FLYING
11.9,APPROACH,FLY_TO_FIX,246.65,159,-87.65,1115.83,18.76,4.65,-0.08,257.38,-4.119,0,0,-19.701,1,0.6,4.5,0.797,0.35,0.0168,0.4,254.24,1.145,0,1,5.14,3.14,0,1.9,254.31,0.5218,-0.2713,0.8088,1.13,254.24,0,0,51.347,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241.2,3937.72,6,0,0.76,0.5,15,1.32,0.76,0.76,11.96,FLYING
12.68,APPROACH,FLY_TO_FIX,248.14,159,-89.14,1126.14,10.92,2.82,-0.17,257.01,-2.361,0,0,-19.603,1,0.6,4.5,0.765,0.35,0.0168,0.4,254.17,1.089,0,1,3.33,2.84,0,1.15,254.24,0.5254,-0.2725,0.806,0.89,254.17,0,0,51.155,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948.64,3953.4,6,0,0.76,0.5,16,1.32,0.76,0.76,12.72,FLYING
13.44,APPROACH,FLY_TO_FIX,249.36,159,-90.36,1130.54,3.32,1.36,0.14,256.63,-0.899,0,0,-19.505,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.11,1.06,0,1,1.54,2.53,0,0.9,254.17,0.5229,-0.2736,0.8073,1.06,254.11,0,0,50.962,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723.17,3966.64,6,0,0.76,0.5,17,1.32,0.76,0.76,13.48,FLYING
14.18,APPROACH,FLY_TO_FIX,250.4,159,-91.4,1129.87,-3.3,0.38,0.76,256.27,0.08,0,0,-19.407,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.04,1.058,0,1,-0.1,2.23,0,1.08,254.11,0.5147,-0.2746,0.8122,1.63,254.04,0,0,50.769,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551.26,3978.64,6,0,0.76,0.5,18,1.32,0.76,0.76,14.24,FLYING
14.94,APPROACH,FLY_TO_FIX,251.33,159,-92.33,1125.08,-8.53,-0.06,1.69,255.92,0.691,0,0,-19.31,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.98,1.077,0,1,-1.45,1.95,0,1.65,254.04,0.5017,-0.2754,0.8201,2.52,253.98,0,0,50.575,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.24,3989.86,6,0,0.76,0.5,19,1.32,0.76,0.76,15,FLYING
15.7,APPROACH,FLY_TO_FIX,252.14,159,-93.14,1117.37,-12.07,0.05,2.8,255.6,0.937,0,0,-19.214,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.91,1.113,0,1,-2.43,1.69,0,2.54,253.97,0.4854,-0.276,0.8296,3.62,253.91,0,0,50.38,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.37,4000.18,6,0,0.76,0.5,20,1.32,0.76,0.76,15.76,FLYING
16.46,APPROACH,FLY_TO_FIX,252.72,159,-93.72,1108.15,-13.54,0.69,3.99,255.31,0.915,0,0,-19.118,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.85,1.158,0,1,-2.95,1.46,0,3.64,253.91,0.4672,-0.2764,0.8398,4.83,253.85,0,0,50.186,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.15,4008.21,6,0,0.76,0.5,21,1.32,0.76,0.76,16.52,FLYING
17.22,APPROACH,FLY_TO_FIX,252.87,159,-93.87,1098.89,-12.87,1.8,5.03,255.05,0.762,0,0,-19.022,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.79,1.205,0,1,-3.02,1.26,0,4.85,253.85,0.4491,-0.2766,0.8496,6.02,253.79,0,0,49.992,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.88,4011.37,6,0,0.76,0.5,22,1.32,0.76,0.76,17.28,FLYING
17.98,APPROACH,FLY_TO_FIX,252.54,159,-93.54,1090.96,-10.59,3.15,6,254.8,0.551,0,0,-18.927,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.74,1.247,0,1,-2.66,1.06,0,6.04,253.79,0.4333,-0.2768,0.8577,7.06,253.74,0,0,49.798,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.33,4008.76,6,0,0.76,0.5,23,1.32,0.76,0.76,18.04,FLYING
18.74,APPROACH,FLY_TO_FIX,251.68,159,-92.68,1085.36,-7.01,4.65,6.82,254.57,0.409,0,0,-18.832,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.68,1.278,0,1,-2,0.9,0,7.08,253.74,0.4196,-0.2771,0.8644,7.95,253.68,0,0,49.604,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.3,3999.82,6,0,0.76,0.5,24,1.32,0.76,0.76,18.8,FLYING
19.52,APPROACH,FLY_TO_FIX,250.32,159,-91.32,1082.81,-2.34,6.11,7.19,254.36,0.259,0,0,-18.738,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.62,1.294,0,1,-1.02,0.74,0,7.97,253.68,0.4119,-0.2776,0.8679,8.45,253.62,0,0,49.411,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.34,3984.55,6,0,0.76,0.5,25,1.32,0.76,0.76,19.56,FLYING
20.28,APPROACH,FLY_TO_FIX,248.61,159,-89.61,1083.73,2.46,7.36,7.3,254.15,0.123,0,0,-18.645,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.57,1.294,0,1,0.07,0.58,0,8.47,253.62,0.4098,-0.2784,0.8687,8.6,253.57,0,0,49.22,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.59,3964.81,6,0,0.76,0.5,26,1.32,0.76,0.76,20.32,FLYING
21.04,APPROACH,FLY_TO_FIX,246.66,159,-87.66,1088.08,7.12,8.38,7.13,253.93,-0.009,0,0,-18.551,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.52,1.276,0,1,1.18,0.42,0,8.61,253.57,0.4117,-0.2793,0.8674,8.48,253.52,0,0,49.029,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.6,3941.91,6,0,0.76,0.5,27,1.32,0.76,0.76,21.08,FLYING
21.8,APPROACH,FLY_TO_FIX,244.64,159,-85.64,1095.47,11.13,9.08,6.75,253.72,-0.096,0.088,0,-20,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.47,1.243,0,1,2.2,0.25,0,8.5,253.52,0.4173,-0.2805,0.8644,8.13,253.47,0,0,48.84,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.99,3917.18,6,0,0.76,0.5,28,1.32,0.76,0.76,21.84,FLYING
22.54,APPROACH,FLY_TO_FIX,242.7,159,-83.7,1105.26,14.15,9.37,6.19,253.5,-0.169,0.2249,0,-20,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.42,1.196,0,1,3.04,0.08,0,8.15,253.47,0.4264,-0.2818,0.8595,7.56,253.42,0,0,48.653,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.96,3894.43,6,0,0.76,0.5,29,1.32,0.76,0.76,22.6,FLYING
23.3,APPROACH,FLY_TO_FIX,241.08,159,-82.08,1116.58,15.98,9.21,5.48,253.27,-0.209,0.2931,0,-20,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.37,1.141,0,1,3.61,0.1,0,7.58,253.42,0.4384,-0.2832,0.853,6.79,253.37,0,0,48.467,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.17,3874.44,6,0,0.76,0.5,30,1.32,0.76,0.76,23.36,FLYING
24.06,APPROACH,FLY_TO_FIX,239.87,159,-80.87,1128.65,16.72,8.82,4.71,253.02,-0.248,0.2907,0,-20,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.32,1.081,0,1,3.93,0.31,0,6.81,253.37,0.451,-0.2846,0.8459,5.98,253.32,0,0,48.282,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.14,3859.1,6,0,0.76,0.5,31,1.32,0.76,0.76,24.12,FLYING
24.82,APPROACH,FLY_TO_FIX,239.19,159,-80.19,1140.62,16.18,8.02,3.99,252.75,-0.244,0.2158,0,-20,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.28,1.021,0,1,3.96,0.53,0,6,253.32,0.4642,-0.2859,0.8383,5.12,253.28,0,0,48.098,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430.65,3849.72,6,0,0.76,0.5,32,1.32,0.76,0.76,24.88,FLYING
25.58,APPROACH,FLY_TO_FIX,238.9,159,-79.9,1151.61,14.64,7.06,3.25,252.47,-0.211,0.0982,0,-20,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.23,0.964,0,1,3.7,0.77,0,5.14,253.28,0.4758,-0.287,0.8314,4.37,253.23,0,0,47.915,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487.54,3844.93,6,0,0.76,0.5,33,1.32,0.76,0.76,25.64,FLYING
26.34,APPROACH,FLY_TO_FIX,238.88,159,-79.88,1160.87,12.23,6.01,2.81,252.17,-0.124,0,0,-19.9,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.19,0.915,0,1,3.2,1.03,0,4.38,253.23,0.4844,-0.288,0.8261,3.8,253.19,0,0,47.731,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462.58,3843.38,6,0,0.76,0.5,34,1.32,0.76,0.76,26.4,FLYING
27.1,APPROACH,FLY_TO_FIX,238.89,159,-79.89,1168.45,9.05,5.02,2.57,251.86,-0.122,0,0,-19.8,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.15,0.876,0,1,2.51,1.3,0,3.82,253.19,0.4896,-0.2888,0.8227,3.46,253.15,0,0,47.548,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.23,3842.37,6,0,0.76,0.5,35,1.32,0.76,0.76,27.16,FLYING
27.86,APPROACH,FLY_TO_FIX,238.82,159,-79.82,1173.46,5.7,4.17,2.56,251.54,-0.15,0,0,-19.701,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.12,0.848,0,1,1.73,1.57,0,3.48,253.15,0.4911,-0.2895,0.8216,3.37,253.12,0,0,47.365,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.16,3840.77,6,0,0.76,0.5,36,1.32,0.76,0.76,27.92,FLYING
28.62,APPROACH,FLY_TO_FIX,238.71,159,-79.71,1176.15,2.54,3.52,2.73,251.23,-0.111,0,0,-19.603,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.08,0.831,0,1,0.94,1.85,0,3.39,253.12,0.4898,-0.29,0.8222,3.47,253.08,0,0,47.181,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.62,3839.08,6,0,0.76,0.5,37,1.32,0.76,0.76,28.68,FLYING
29.38,APPROACH,FLY_TO_FIX,238.58,159,-79.58,1176.73,-0.31,3.11,3.09,250.92,-0.125,0,0,-19.505,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.05,0.826,0,1,0.21,2.13,0,3.49,253.08,0.4849,-0.2904,0.8249,3.81,253.05,0,0,46.999,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.65,3837.49,6,0,0.76,0.5,38,1.32,0.76,0.76,29.44,FLYING
30.14,APPROACH,FLY_TO_FIX,238.41,159,-79.41,1175.61,-2.48,2.96,3.58,250.71,-0.165,0,0,-19.407,1,0.6,4.5,0.75,0.35,0.0168,0.4,253.02,0.83,0,1,-0.38,2.31,0,3.83,253.05,0.4786,-0.2906,0.8285,4.25,253.02,0,0,46.816,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.48,3835.54,6,0,0.76,0.5,39,1.32,0.76,0.76,30.2,FLYING
30.9,APPROACH,FLY_TO_FIX,238.15,159,-79.15,1173.35,-3.76,3.13,4.1,250.7,-0.138,0,0,-19.31,1,0.6,4.5,0.75,0.35,0.0168,0.4,253,0.84,0,1,-0.79,2.3,0,4.26,253.02,0.4701,-0.2907,0.8334,4.82,253,0,0,46.634,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.24,3832.86,6,0,0.76,0.5,40,1.32,0.76,0.76,30.96,FLYING
31.66,APPROACH,FLY_TO_FIX,237.76,159,-78.76,1170.63,-4.26,3.52,4.72,250.79,-0.084,0,0,-19.214,1,0.6,4.5,0.75,0.35,0.0168,0.4,252.97,0.853,0,1,-0.99,2.19,0,4.84,253,0.461,-0.2908,0.8384,5.44,252.97,0,0,46.452,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.78,3828.81,6,0,0.76,0.5,41,1.32,0.76,0.76,31.72,FLYING
32.42,APPROACH,FLY_TO_FIX,237.18,159,-78.18,1168.01,-3.81,4.17,5.31,250.93,-0.117,0,0,-19.118,1,0.6,4.5,0.75,0.35,0.0168,0.4,252.95,0.867,0,1,-0.98,2.02,0,5.45,252.97,0.4518,-0.2908,0.8434,6.05,252.95,0,0,46.271,0,0,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.46,3822.66,6,0,0.76,0.5,42,1.32,0.76,0.76,32.48,FLYING
