t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
8.2,APPROACH,FLY_TO_FIX,245.13,79.4,-165.73,1225.99,-79.48,-16.89,1.16,19.25,65.024,0,0,0,1,0.6,2.236,0.75,0.35,0.0168,0.4,309.47,-3.751,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26,FLYING
8.92,APPROACH,FLY_TO_FIX,245.76,79.8,-165.96,1123.7,-78.5,-16.65,1.15,14.44,63.94,0,0,0,1,0.6,2.365,0.75,0.35,0.0168,0.4,309.26,-3.458,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.98,FLYING
9.64,APPROACH,FLY_TO_FIX,246.3,80.2,-166.1,1046.23,-76.92,-16.29,1.14,9.68,62.894,0,0,0,1,0.6,2.485,0.75,0.35,0.0168,0.4,309.06,-3.178,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,FLYING
10.36,APPROACH,FLY_TO_FIX,246.73,80.6,-166.13,974.99,-74.76,-15.8,1.14,4.97,61.892,0,0,0,1,0.6,2.597,0.75,0.35,0.0168,0.4,308.87,-2.904,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.42,FLYING
11.1,APPROACH,FLY_TO_FIX,247.05,81,-166.05,876.1,-71.95,-15.19,1.13,0.19,60.91,0,0,0,1,0.6,2.703,0.75,0.35,0.0168,0.4,308.68,-2.631,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.16,FLYING
11.82,APPROACH,FLY_TO_FIX,247.21,81,-166.21,807.94,-68.68,-14.46,1.14,355.6,59.994,0,0,0,1,0.6,2.801,0.75,0.35,0.0168,0.4,308.51,-2.377,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.88,FLYING
12.54,APPROACH,FLY_TO_FIX,247.21,81,-166.21,773.42,-64.9,-13.63,1.15,351.06,59.123,0,0,0,1,0.6,2.893,0.75,0.35,0.0168,0.4,308.35,-2.135,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,FLYING
13.26,APPROACH,FLY_TO_FIX,247.04,81,-166.04,702.61,-60.64,-12.69,1.16,346.57,58.298,0,0,0,1,0.6,2.98,0.75,0.35,0.0168,0.4,308.2,-1.907,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.32,FLYING
13.98,APPROACH,FLY_TO_FIX,246.69,81,-165.69,591,-55.94,-11.66,1.19,342.13,57.515,0,0,0,1,0.6,3.06,0.75,0.35,0.0168,0.4,308.06,-1.695,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.04,FLYING
14.7,APPROACH,FLY_TO_FIX,246.12,81,-165.12,582.18,-50.83,-10.53,1.21,337.74,56.776,0,0,0,1,0.6,3.136,0.75,0.35,0.0168,0.4,307.93,-1.501,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.76,FLYING
15.42,APPROACH,FLY_TO_FIX,245.35,81,-164.35,590.19,-45.34,-9.29,1.25,333.4,56.079,0,0,0,1,0.6,3.206,0.75,0.35,0.0168,0.4,307.82,-1.326,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.48,FLYING
16.14,APPROACH,FLY_TO_FIX,244.34,81,-163.34,579.63,-39.52,-7.99,1.3,329.08,55.422,0,0,0,1,0.6,3.272,0.75,0.35,0.0168,0.4,307.73,-1.171,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,FLYING
16.86,APPROACH,FLY_TO_FIX,243.09,81,-162.09,571.05,-33.22,-6.62,1.35,324.8,54.799,0,0,-20,1,0.6,3.333,0.75,0.35,0.0168,0.4,307.65,-1.037,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.92,FLYING
17.58,APPROACH,FLY_TO_FIX,241.65,81,-160.65,561.97,-27.42,-5.53,0.9,321.19,53.238,0,0,-19.9,1,0.6,3.39,0.75,0.35,0.0168,0.4,307.58,-0.925,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.64,FLYING
18.3,APPROACH,FLY_TO_FIX,240.3,81,-159.3,560.43,-22.76,-4.76,0.33,318.48,48.95,0,0,-19.8,1,0.6,3.443,0.75,0.35,0.0168,0.4,307.53,-0.833,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.36,FLYING
19.02,APPROACH,FLY_TO_FIX,238.98,81,-157.98,568.1,-18.72,-4.17,-0.11,316.29,43.717,0.0424,0,-20,1,0.6,3.491,0.75,0.35,0.0168,0.4,307.49,-0.757,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.08,FLYING
19.74,APPROACH,FLY_TO_FIX,237.66,81,-156.66,564.89,-15.52,-3.73,-0.45,314.55,38.119,0.0981,0,-20,1,0.6,3.536,0.75,0.35,0.0168,0.4,307.46,-0.694,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,FLYING
20.46,APPROACH,FLY_TO_FIX,236.32,81,-155.32,571.25,-12.95,-3.42,-0.7,313.11,32.862,0.1466,0,-20,1,0.6,3.578,0.75,0.35,0.0168,0.4,307.44,-0.641,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.52,FLYING
21.18,APPROACH,FLY_TO_FIX,234.98,81,-153.98,572.07,-10.78,-3.13,-0.87,311.96,27.248,0.1844,0,-20,1,0.6,3.616,0.75,0.35,0.0168,0.4,307.42,-0.598,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.24,FLYING
21.9,APPROACH,FLY_TO_FIX,233.66,81,-152.66,565.1,-9,-2.91,-1,310.99,22.758,0.214,0,-20,1,0.6,3.651,0.75,0.35,0.0168,0.4,307.41,-0.561,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.96,FLYING
22.62,APPROACH,FLY_TO_FIX,232.37,81,-151.37,561.36,-7.57,-2.73,-1.09,310.21,18.779,0.2321,0,-20,1,0.6,3.684,0.75,0.35,0.0168,0.4,307.4,-0.531,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.68,FLYING
23.34,APPROACH,FLY_TO_FIX,231.1,81,-150.1,555.96,-6.41,-2.56,-1.15,309.58,15.011,0.2433,0,-20,1,0.6,3.714,0.75,0.35,0.0168,0.4,307.39,-0.505,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4,FLYING
24.06,APPROACH,FLY_TO_FIX,229.87,81,-148.87,539.68,-5.45,-2.41,-1.19,309.07,11.738,0.2477,0,-20,1,0.6,3.741,0.75,0.35,0.0168,0.4,307.39,-0.484,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.12,FLYING
24.78,APPROACH,FLY_TO_FIX,228.68,81,-147.68,522.38,-4.67,-2.28,-1.21,308.67,9.046,0.2461,0,-20,1,0.6,3.767,0.75,0.35,0.0168,0.4,307.38,-0.465,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.84,FLYING
25.5,APPROACH,FLY_TO_FIX,227.52,81,-146.52,501.01,-4.03,-2.16,-1.23,308.35,6.905,0.2393,0,-20,1,0.6,3.79,0.75,0.35,0.0168,0.4,307.38,-0.449,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.56,FLYING
26.22,APPROACH,FLY_TO_FIX,226.41,81,-145.41,484.44,-3.51,-2.06,-1.24,308.11,5.237,0.2285,0,-20,1,0.6,3.811,0.75,0.35,0.0168,0.4,307.38,-0.435,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.28,FLYING
26.94,APPROACH,FLY_TO_FIX,225.33,81,-144.33,461.84,-3.09,-1.98,-1.25,307.93,3.91,0.2148,0,-20,1,0.6,3.831,0.75,0.35,0.0168,0.4,307.38,-0.423,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,FLYING
27.66,APPROACH,FLY_TO_FIX,224.28,81,-143.28,450.34,-2.78,-1.92,-1.25,307.81,2.618,0.199,0,-20,1,0.6,3.848,0.75,0.35,0.0168,0.4,307.38,-0.413,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.72,FLYING
28.38,APPROACH,FLY_TO_FIX,223.27,81,-142.27,437.18,-2.56,-1.86,-1.25,307.71,1.719,0.1817,0,-20,1,0.6,3.865,0.75,0.35,0.0168,0.4,307.38,-0.403,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.44,FLYING
29.1,APPROACH,FLY_TO_FIX,222.28,81,-141.28,402.41,-2.38,-1.82,-1.24,307.64,1.171,0.1637,0,-20,1,0.6,3.88,0.75,0.35,0.0168,0.4,307.38,-0.394,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.16,FLYING
29.82,APPROACH,FLY_TO_FIX,221.32,81,-140.32,365.83,-2.23,-1.77,-1.23,307.6,0.838,0.1459,0,-20,1,0.6,3.894,0.75,0.35,0.0168,0.4,307.38,-0.386,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.88,FLYING
30.54,APPROACH,FLY_TO_FIX,220.38,81,-139.38,340.69,-2.11,-1.73,-1.22,307.56,0.628,0.1288,0,-20,1,0.6,3.906,0.75,0.35,0.0168,0.4,307.38,-0.378,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,FLYING
31.26,APPROACH,FLY_TO_FIX,219.46,81,-138.46,314.77,-2,-1.7,-1.21,307.54,0.488,0.1131,0,-20,1,0.6,3.918,0.75,0.35,0.0168,0.4,307.38,-0.37,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.32,FLYING
31.98,APPROACH,FLY_TO_FIX,218.54,81,-137.54,280.41,-1.9,-1.66,-1.19,307.52,0.391,0.0989,0,-20,1,0.6,3.929,0.75,0.35,0.0168,0.4,307.38,-0.363,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,FLYING
32.7,APPROACH,FLY_TO_FIX,217.64,81,-136.64,240.31,-1.81,-1.62,-1.18,307.51,0.32,0.0866,0,-20,1,0.6,3.938,0.75,0.35,0.0168,0.4,307.38,-0.357,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.76,FLYING
33.42,APPROACH,FLY_TO_FIX,216.73,81,-135.73,193.32,-1.73,-1.59,-1.16,307.5,0.269,0.077,0,-20,1,0.6,3.947,0.75,0.35,0.0168,0.4,307.38,-0.35,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.48,FLYING
34.14,APPROACH,FLY_TO_FIX,215.81,81,-134.81,138.2,-1.52,-1.58,-1.19,307.49,0.227,0.0703,0,-20,1,0.6,3.955,0.75,0.35,0.0168,0.4,307.38,-0.344,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2,FLYING
34.86,APPROACH,FLY_TO_FIX,214.87,81,-133.87,87.54,-1.54,-0.28,-0.17,307.49,0.183,0.0673,0,-20,1,0.6,3.963,0.75,0.35,0.0168,0.4,307.39,-0.339,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.92,FLYING
35.58,APPROACH,FLY_TO_FIX,212.84,81,-131.84,59.36,10.61,2.43,-0.27,307.44,0.55,0.1901,0,-20,1,0.6,3.969,0.795,0.35,0.0168,0.4,307.39,-0.353,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.64,FLYING
36.3,APPROACH,FLY_TO_FIX,210.78,81,-129.78,35.95,17.98,3.02,-1.41,307.42,0.44,0.3187,0,-20,1,0.6,3.975,0.795,0.35,0.0168,0.4,307.39,-0.402,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36,FLYING
37.02,APPROACH,FLY_TO_FIX,209.21,81,-128.21,43.69,14.12,1.64,-1.97,307.41,0.137,0.3575,0,-20,1,0.6,3.979,0.795,0.35,0.0168,0.4,307.39,-0.46,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.08,FLYING
37.74,APPROACH,FLY_TO_FIX,207.85,81,-126.85,46,10.9,1.04,-1.77,307.4,-0.014,0.3558,0,-20,1,0.6,3.983,0.795,0.35,0.0168,0.4,307.39,-0.506,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8,FLYING
38.46,APPROACH,FLY_TO_FIX,206.66,81,-125.66,52.48,8.35,0.55,-1.61,307.39,-0.043,0.3302,0,-20,1,0.6,3.986,0.795,0.35,0.0168,0.4,307.39,-0.542,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.52,FLYING
39.18,APPROACH,FLY_TO_FIX,205.62,81,-124.62,54.66,6.3,0.16,-1.48,307.39,-0.039,0.2878,0,-20,1,0.6,3.989,0.795,0.35,0.0168,0.4,307.39,-0.569,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.24,FLYING
39.9,APPROACH,FLY_TO_FIX,204.71,81,-123.71,51.86,4.65,-0.16,-1.37,307.39,-0.032,0.2364,0,-20,1,0.6,3.991,0.795,0.35,0.0168,0.4,307.39,-0.59,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.96,FLYING
40.62,APPROACH,FLY_TO_FIX,203.89,81,-122.89,62.05,3.36,-0.41,-1.28,307.4,-0.026,0.1817,0,-20,1,0.6,3.993,0.795,0.35,0.0168,0.4,307.4,-0.605,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.68,FLYING
41.34,APPROACH,FLY_TO_FIX,203.14,81,-122.14,76.08,2.28,-0.61,-1.21,307.4,-0.022,0.1279,0,-20,1,0.6,3.994,0.795,0.35,0.0168,0.4,307.4,-0.615,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4,FLYING
42.06,APPROACH,FLY_TO_FIX,202.44,81,-121.44,95.55,1.42,-0.77,-1.14,307.4,-0.019,0.0783,0,-20,1,0.6,3.996,0.795,0.35,0.0168,0.4,307.4,-0.622,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.12,FLYING
42.78,APPROACH,FLY_TO_FIX,201.75,81,-120.75,109.62,0.71,-0.9,-1.09,307.4,-0.019,0.0195,0,-20,1,0.6,3.997,0.846,0.35,0.0168,0.4,307.4,-0.626,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.84,FLYING
43.5,APPROACH,FLY_TO_FIX,201.01,81,-120.01,123.45,0.17,-1,-1.04,307.4,-0.015,0,0,-19.9,1,0.6,3.998,0.89,0.35,0.0168,0.4,307.4,-0.628,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.56,FLYING
44.22,APPROACH,FLY_TO_FIX,200.21,81,-119.21,135.94,-0.28,-1.07,-0.99,307.4,-0.017,0,0,-19.8,1,0.6,3.999,0.931,0.35,0.0168,0.4,307.4,-0.628,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.28,FLYING
44.94,APPROACH,FLY_TO_FIX,199.35,81,-118.35,148.85,-0.6,-1.1,-0.94,307.4,-0.017,0,0,-19.701,1,0.6,4,0.97,0.35,0.0168,0.4,307.4,-0.626,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,FLYING
45.66,APPROACH,FLY_TO_FIX,198.42,81,-117.42,162.8,-0.82,-1.12,-0.89,307.4,-0.013,0,0,-19.603,1,0.6,4,1.009,0.35,0.0168,0.4,307.4,-0.624,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.72,FLYING
46.38,APPROACH,FLY_TO_FIX,197.45,81,-116.45,166.95,-0.99,-1.12,-0.86,307.4,-0.014,0,0,-19.505,1,0.6,4.001,1.047,0.35,0.0168,0.4,307.4,-0.621,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.44,FLYING
47.1,APPROACH,FLY_TO_FIX,196.45,81,-115.45,169.76,-1.1,-1.12,-0.83,307.4,-0.017,0,0,-19.407,1,0.6,4.002,1.086,0.35,0.0168,0.4,307.41,-0.617,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.16,FLYING
47.82,APPROACH,FLY_TO_FIX,195.41,81,-114.41,172.86,-1.19,-1.12,-0.79,307.4,-0.02,0,0,-19.31,1,0.6,4.002,1.126,0.35,0.0168,0.4,307.41,-0.613,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.88,FLYING
48.54,APPROACH,FLY_TO_FIX,194.35,81,-113.35,168.27,-1.26,-1.11,-0.76,307.41,-0.02,0,0,-19.214,1,0.6,4.003,1.165,0.35,0.0168,0.4,307.41,-0.609,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6,FLYING
49.26,APPROACH,FLY_TO_FIX,193.28,81,-112.28,153.4,-1.31,-1.09,-0.73,307.41,-0.018,0,0,-19.118,1,0.6,4.003,1.206,0.35,0.0168,0.4,307.41,-0.604,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.32,FLYING
49.98,APPROACH,FLY_TO_FIX,192.19,81,-111.19,167.52,-1.35,-1.07,-0.7,307.41,-0.017,0,0,-19.022,1,0.6,4.004,1.246,0.35,0.0168,0.4,307.41,-0.599,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.04,FLYING
50.7,APPROACH,FLY_TO_FIX,191.09,81,-110.09,179.73,-1.38,-1.05,-0.67,307.41,-0.015,0,0,-18.927,1,0.6,4.004,1.286,0.35,0.0168,0.4,307.41,-0.594,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.76,FLYING
51.42,APPROACH,FLY_TO_FIX,189.99,81,-108.99,176.5,-1.4,-1.03,-0.64,307.41,-0.018,0,0,-18.832,1,0.6,4.005,1.326,0.35,0.0168,0.4,307.41,-0.589,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.48,FLYING
52.14,APPROACH,FLY_TO_FIX,188.89,81,-107.89,172.08,-1.41,-1.01,-0.61,307.41,-0.018,0,0,-18.738,1,0.6,4.006,1.366,0.35,0.0168,0.4,307.41,-0.584,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.2,FLYING
52.86,APPROACH,FLY_TO_FIX,187.78,81,-106.78,160.24,-1.42,-0.98,-0.58,307.41,-0.017,0,0,-18.645,1,0.6,4.006,1.405,0.35,0.0168,0.4,307.42,-0.579,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.92,FLYING
53.58,APPROACH,FLY_TO_FIX,186.68,81,-105.68,156.95,-1.42,-0.96,-0.55,307.41,-0.017,0,0,-18.551,1,0.6,4.007,1.443,0.35,0.0168,0.4,307.42,-0.574,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.64,FLYING
54.3,APPROACH,FLY_TO_FIX,185.58,81,-104.58,161.96,-1.43,-0.93,-0.52,307.41,-0.015,0,0,-18.459,1,0.6,4.007,1.48,0.35,0.0168,0.4,307.42,-0.569,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.36,FLYING
55.02,APPROACH,FLY_TO_FIX,184.48,81,-103.48,162.95,-1.42,-0.9,-0.49,307.41,-0.016,0,0,-18.366,1,0.6,4.008,1.516,0.35,0.0168,0.4,307.42,-0.564,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.08,FLYING
55.74,APPROACH,FLY_TO_FIX,183.38,81,-102.38,166.2,-1.42,-0.87,-0.46,307.41,-0.019,0,0,-18.274,1,0.6,4.009,1.551,0.35,0.0168,0.4,307.42,-0.559,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8,FLYING
56.46,APPROACH,FLY_TO_FIX,182.3,81,-101.3,179.5,-1.41,-0.84,-0.43,307.41,-0.018,0,0,-18.183,1,0.6,4.01,1.584,0.35,0.0168,0.4,307.42,-0.554,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.52,FLYING
57.18,APPROACH,FLY_TO_FIX,181.21,81,-100.21,193.47,-1.4,-0.81,-0.4,307.41,-0.019,0,0,-18.092,1,0.6,4.011,1.616,0.35,0.0168,0.4,307.42,-0.549,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.24,FLYING
57.9,APPROACH,FLY_TO_FIX,180.14,81,-99.14,204.51,-1.4,-0.78,-0.37,307.42,-0.015,0,0,-18.002,1,0.6,4.012,1.647,0.35,0.0168,0.4,307.42,-0.544,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.96,FLYING
58.62,APPROACH,FLY_TO_FIX,179.07,81,-98.07,214.1,-1.38,-0.74,-0.34,307.42,-0.017,0,0,-17.912,1,0.6,4.013,1.676,0.35,0.0168,0.4,307.42,-0.539,0,0,0,0,0,0,0,0,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.68,FLYING
