t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,yaw_cmd,roll_cmd,flaps_cur,flaps_tgt,phase_el_s,status
126.58,ROLLOUT,ILS_TRACK,65.16,76,10.84,1.65,0.09,-2.14,-2.3,268.1,-5.983,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.3,0.595,-0.169,-1.776,0,0,0.5121,1,1,9.24,LANDED
126.76,ROLLOUT,ILS_TRACK,65.01,76,10.99,1.66,0.11,-2.41,-2.65,266.16,-7.656,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.3,0.598,-0.165,-3.727,0,0,0.6615,1,1,9.42,LANDED
126.94,ROLLOUT,ILS_TRACK,64.86,76,11.14,1.65,0.1,-2.88,-3.1,264.53,-9.334,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.31,0.601,-0.153,-5.46,0,0,0.8159,1,1,9.6,LANDED
127.12,ROLLOUT,ILS_TRACK,64.72,76,11.28,1.63,0.08,-3.45,-3.62,263.42,-10.911,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.32,0.604,-0.133,-6.703,0,0,0.963,1,1,9.78,LANDED
127.3,ROLLOUT,ILS_TRACK,64.59,76,11.41,1.61,0.05,-4.04,-4.12,262.91,-12.13,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.34,0.607,-0.108,-7.38,0,0,1,1,1,9.96,LANDED
127.48,ROLLOUT,ILS_TRACK,64.46,76,11.54,1.59,-0.06,-4.45,-4.47,263.34,-11.846,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.35,0.61,-0.081,-7.207,0,0,1,1,1,10.14,LANDED
127.68,ROLLOUT,ILS_TRACK,64.3,76,11.7,1.6,-0.25,-3.7,-3.57,264.98,-8.751,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.37,0.613,-0.051,-5.797,0,0,0.8399,1,1,10.34,LANDED
127.86,ROLLOUT,ILS_TRACK,64.15,76,11.85,1.63,-0.56,-1.93,-1.64,266.95,-3.029,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.39,0.616,-0.027,-3.879,0,0,0.3475,1,1,10.52,LANDED
128.04,ROLLOUT,ILS_TRACK,64.01,76,11.99,1.67,-0.08,-0.06,-0.13,268.88,3.28,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.618,-0.007,-1.934,0,0,-0.2577,1,1,10.7,LANDED
128.22,ROLLOUT,ILS_TRACK,63.85,76,12.15,1.73,0.9,-0.27,-0.75,270.41,5.026,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.41,0.622,0.007,-0.269,0,0,-0.4633,1,1,10.88,LANDED
128.4,ROLLOUT,ILS_TRACK,63.69,76,12.31,1.75,-0.1,-1.74,-1.62,271.17,5.862,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.41,0.625,0.011,0.642,0,0,-0.5289,1,1,11.06,LANDED
128.58,ROLLOUT,ILS_TRACK,63.59,76,12.41,1.58,-0.16,-3.24,-3.06,271.62,6.504,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.41,0.627,0.009,1.098,0,0,-0.6104,1,1,11.24,LANDED
128.78,ROLLOUT,ILS_TRACK,63.46,76,12.54,1.66,0.01,-2.1,-2.28,272.64,6.646,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.41,0.63,0.005,1.97,0,0,-0.622,1,1,11.44,LANDED
128.96,ROLLOUT,ILS_TRACK,63.35,76,12.65,1.67,0,-1.96,-1.99,273.73,6.845,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.632,-0.003,3.113,0,0,-0.6468,1,1,11.62,LANDED
129.14,ROLLOUT,ILS_TRACK,63.24,76,12.76,1.65,0.04,-2.2,-2.26,274.42,6.945,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.39,0.634,-0.014,3.927,0,0,-0.6585,1,1,11.8,LANDED
129.32,ROLLOUT,ILS_TRACK,63.13,76,12.87,1.65,0,-2.28,-2.31,274.4,6.537,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.38,0.636,-0.03,4.089,0,0,-0.6346,1,1,11.98,LANDED
129.5,ROLLOUT,ILS_TRACK,63.02,76,12.98,1.65,-0.19,-1.88,-1.78,273.67,4.53,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.37,0.639,-0.046,3.512,0,0,-0.4644,1,1,12.16,LANDED
129.68,ROLLOUT,ILS_TRACK,62.91,76,13.09,1.67,-0.24,-0.69,-0.55,272.45,0.462,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.36,0.641,-0.061,2.381,0,0,-0.0934,1,1,12.34,LANDED
129.88,ROLLOUT,ILS_TRACK,62.78,76,13.22,1.68,0.07,-0.19,-0.3,271,-2.99,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.35,0.643,-0.075,0.928,0,0,0.2719,1,1,12.54,LANDED
130.06,ROLLOUT,ILS_TRACK,62.65,76,13.35,1.67,0.14,-0.59,-0.71,269.75,-3.7,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.35,0.646,-0.082,-0.327,0,0,0.3542,1,1,12.72,LANDED
130.24,ROLLOUT,ILS_TRACK,62.53,76,13.47,1.67,0.19,-1.3,-1.46,268.51,-3.8,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.35,0.648,-0.083,-1.573,0,0,0.368,1,1,12.9,LANDED
130.42,ROLLOUT,ILS_TRACK,62.42,76,13.58,1.65,0.04,-1.8,-1.87,267.42,-4.176,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.35,0.651,-0.078,-2.695,0,0,0.4039,1,1,13.08,LANDED
130.6,ROLLOUT,ILS_TRACK,62.3,76,13.7,1.66,0.04,-1.71,-1.81,266.36,-4.62,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.36,0.653,-0.068,-3.766,0,0,0.4498,1,1,13.26,LANDED
130.78,ROLLOUT,ILS_TRACK,62.2,76,13.8,1.66,0.03,-1.76,-1.82,265.44,-4.873,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.37,0.655,-0.054,-4.748,0,0,0.4794,1,1,13.44,LANDED
130.98,ROLLOUT,ILS_TRACK,62.08,76,13.92,1.66,0,-1.83,-1.85,265,-4.727,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.38,0.657,-0.033,-5.372,0,0,0.4728,1,1,13.64,LANDED
131.16,ROLLOUT,ILS_TRACK,61.98,76,14.02,1.65,-0.13,-1.71,-1.63,265.37,-3.463,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.39,0.659,-0.012,-5.155,0,0,0.369,1,1,13.82,LANDED
131.34,ROLLOUT,ILS_TRACK,61.88,76,14.12,1.66,-0.2,-0.9,-0.82,266.29,-0.257,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.41,0.661,0.01,-4.366,0,0,0.0656,1,1,14,LANDED
131.52,ROLLOUT,ILS_TRACK,61.77,76,14.23,1.66,0,-0.34,-0.38,267.49,2.579,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.42,0.664,0.03,-3.208,0,0,-0.236,1,1,14.18,LANDED
131.7,ROLLOUT,ILS_TRACK,61.66,76,14.34,1.66,0.1,-0.48,-0.61,268.85,3.663,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.43,0.666,0.046,-1.906,0,0,-0.3623,1,1,14.36,LANDED
131.88,ROLLOUT,ILS_TRACK,61.53,76,14.47,1.67,0.38,-0.94,-1.29,270.44,4.03,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.44,0.668,0.056,-0.367,0,0,-0.4038,1,1,14.54,LANDED
132.08,ROLLOUT,ILS_TRACK,61.39,76,14.61,1.66,0.1,-1.79,-1.92,272.23,4.738,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.44,0.671,0.059,1.44,0,0,-0.4711,1,1,14.74,LANDED
132.26,ROLLOUT,ILS_TRACK,61.27,76,14.73,1.65,0.12,-2.05,-2.27,273.88,5.834,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.44,0.673,0.056,3.064,0,0,-0.5809,1,1,14.92,LANDED
132.44,ROLLOUT,ILS_TRACK,61.14,76,14.86,1.66,0.13,-2.23,-2.47,275.45,7.072,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.43,0.676,0.047,4.691,0,0,-0.7104,1,1,15.1,LANDED
132.62,ROLLOUT,ILS_TRACK,61.02,76,14.98,1.65,0.12,-2.64,-2.84,276.67,8.243,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.42,0.679,0.031,6.016,0,0,-0.8347,1,1,15.28,LANDED
132.8,ROLLOUT,ILS_TRACK,60.9,76,15.1,1.64,0.12,-3.07,-3.21,277.45,9.381,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.41,0.681,0.01,6.918,0,0,-0.9566,1,1,15.46,LANDED
132.98,ROLLOUT,ILS_TRACK,60.79,76,15.21,1.62,0.05,-3.56,-3.62,277.53,9.791,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.39,0.683,-0.015,7.187,0,0,-1,1,1,15.64,LANDED
133.18,ROLLOUT,ILS_TRACK,60.66,76,15.34,1.61,-0.1,-3.4,-3.37,276.57,8.257,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.37,0.686,-0.044,6.47,0,0,-0.8883,1,1,15.84,LANDED
133.36,ROLLOUT,ILS_TRACK,60.54,76,15.46,1.63,-0.35,-2.24,-2.05,274.99,4.361,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.35,0.688,-0.069,5.019,0,0,-0.5144,1,1,16.02,LANDED
133.54,ROLLOUT,ILS_TRACK,60.41,76,15.59,1.66,-0.28,-0.48,-0.37,273.22,-1.49,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.34,0.691,-0.09,3.277,0,0,0.0944,1,1,16.2,LANDED
133.72,ROLLOUT,ILS_TRACK,60.28,76,15.72,1.69,0.24,0,-0.3,271.54,-4.289,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.33,0.693,-0.108,1.549,0,0,0.4377,1,1,16.38,LANDED
133.9,ROLLOUT,ILS_TRACK,60.13,76,15.87,1.69,0.37,-1.01,-1.3,270.39,-4.792,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.32,0.696,-0.118,0.271,0,0,0.5039,1,1,16.56,LANDED
134.08,ROLLOUT,ILS_TRACK,60.02,76,15.98,1.64,0.07,-2.24,-2.24,269.71,-5.313,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.32,0.699,-0.12,-0.47,0,0,0.5576,1,1,16.74,LANDED
134.28,ROLLOUT,ILS_TRACK,59.91,76,16.09,1.62,0.04,-2.55,-2.63,268.81,-5.665,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.32,0.701,-0.118,-1.302,0,0,0.6028,1,1,16.94,LANDED
134.46,ROLLOUT,ILS_TRACK,59.81,76,16.19,1.64,0.07,-2.25,-2.37,267.84,-5.99,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.32,0.703,-0.113,-2.263,0,0,0.6377,1,1,17.12,LANDED
134.64,ROLLOUT,ILS_TRACK,59.71,76,16.29,1.65,0.06,-2.19,-2.27,267.02,-6.232,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.33,0.705,-0.104,-3.161,0,0,0.6688,1,1,17.3,LANDED
134.82,ROLLOUT,ILS_TRACK,59.62,76,16.38,1.64,0.01,-2.39,-2.4,266.76,-6.018,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.34,0.707,-0.092,-3.584,0,0,0.6565,1,1,17.48,LANDED
135,ROLLOUT,ILS_TRACK,59.52,76,16.48,1.63,-0.11,-2.24,-2.18,267.25,-4.574,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.35,0.709,-0.078,-3.271,0,0,0.5217,1,1,17.66,LANDED
135.18,ROLLOUT,ILS_TRACK,59.42,76,16.58,1.64,-0.31,-1.28,-1.09,268.34,-1.135,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.36,0.711,-0.065,-2.291,0,0,0.1757,1,1,17.84,LANDED
135.38,ROLLOUT,ILS_TRACK,59.31,76,16.69,1.66,0.06,-0.38,-0.5,269.78,2.719,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.36,0.713,-0.053,-0.868,0,0,-0.2706,1,1,18.04,LANDED
135.56,ROLLOUT,ILS_TRACK,59.19,76,16.81,1.66,0.12,-0.5,-0.65,271.01,3.65,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.37,0.715,-0.046,0.381,0,0,-0.3952,1,1,18.22,LANDED
135.74,ROLLOUT,ILS_TRACK,59.08,76,16.92,1.67,0.35,-0.99,-1.3,272.1,3.611,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.37,0.717,-0.045,1.502,0,0,-0.3996,1,1,18.4,LANDED
135.92,ROLLOUT,ILS_TRACK,58.98,76,17.02,1.65,0.08,-1.61,-1.67,273.01,3.572,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.37,0.72,-0.049,2.46,0,0,-0.3921,1,1,18.58,LANDED
136.1,ROLLOUT,ILS_TRACK,58.88,76,17.12,1.64,0.05,-1.74,-1.81,273.75,3.7,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.36,0.721,-0.058,3.257,0,0,-0.4086,1,1,18.76,LANDED
136.28,ROLLOUT,ILS_TRACK,58.79,76,17.21,1.65,0,-1.58,-1.61,273.95,3.276,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.35,0.723,-0.07,3.62,0,0,-0.3744,1,1,18.94,LANDED
136.48,ROLLOUT,ILS_TRACK,58.69,76,17.31,1.64,-0.1,-1.19,-1.13,273.42,1.109,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.34,0.725,-0.086,3.24,0,0,-0.1556,1,1,19.14,LANDED
136.66,ROLLOUT,ILS_TRACK,58.6,76,17.4,1.63,0,-0.77,-0.76,272.54,-1.343,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.33,0.727,-0.099,2.419,0,0,0.1221,1,1,19.32,LANDED
136.84,ROLLOUT,ILS_TRACK,58.5,76,17.5,1.64,-0.06,-0.85,-0.81,271.6,-2.885,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.32,0.729,-0.11,1.493,0,0,0.3108,1,1,19.5,LANDED
137.02,ROLLOUT,ILS_TRACK,58.41,76,17.59,1.63,0.13,-0.91,-1.05,270.45,-3.369,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.32,0.731,-0.116,0.413,0,0,0.3752,1,1,19.68,LANDED
137.2,ROLLOUT,ILS_TRACK,58.31,76,17.69,1.65,0.46,-1.01,-1.47,269.1,-3.337,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.32,0.733,-0.118,-0.907,0,0,0.381,1,1,19.86,LANDED
137.38,ROLLOUT,ILS_TRACK,58.21,76,17.79,1.66,0.11,-1.38,-1.51,267.77,-3.194,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.32,0.735,-0.115,-2.266,0,0,0.3598,1,1,20.04,LANDED
137.58,ROLLOUT,ILS_TRACK,58.1,76,17.9,1.65,0.06,-1.61,-1.71,266.49,-3.364,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.32,0.737,-0.107,-3.585,0,0,0.3787,1,1,20.24,LANDED
137.76,ROLLOUT,ILS_TRACK,58,76,18,1.65,0.07,-1.53,-1.65,265.44,-3.524,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.33,0.739,-0.095,-4.667,0,0,0.3989,1,1,20.42,LANDED
137.94,ROLLOUT,ILS_TRACK,57.9,76,18.1,1.66,0.05,-1.5,-1.59,264.64,-3.499,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.34,0.741,-0.078,-5.567,0,0,0.4013,1,1,20.6,LANDED
138.12,ROLLOUT,ILS_TRACK,57.81,76,18.19,1.65,-0.01,-1.47,-1.48,264.5,-2.977,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.36,0.743,-0.058,-5.897,0,0,0.3503,1,1,20.78,LANDED
138.3,ROLLOUT,ILS_TRACK,57.73,76,18.27,1.64,-0.1,-1.23,-1.15,265.04,-1.188,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.38,0.745,-0.035,-5.5,0,0,0.1701,1,1,20.96,LANDED
138.48,ROLLOUT,ILS_TRACK,57.64,76,18.36,1.63,-0.04,-0.81,-0.78,266,1.394,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.39,0.746,-0.013,-4.626,0,0,-0.1304,1,1,21.14,LANDED
138.68,ROLLOUT,ILS_TRACK,57.53,76,18.47,1.64,0.11,-0.72,-0.86,267.39,3.257,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.41,0.749,0.008,-3.325,0,0,-0.3624,1,1,21.34,LANDED
138.86,ROLLOUT,ILS_TRACK,57.42,76,18.58,1.64,0.18,-0.85,-1.06,269,3.833,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.42,0.751,0.022,-1.807,0,0,-0.437,1,1,21.52,LANDED
139.04,ROLLOUT,ILS_TRACK,57.31,76,18.69,1.67,0.28,-1.32,-1.64,270.87,4.156,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.42,0.753,0.031,0.03,0,0,-0.4746,1,1,21.7,LANDED
139.22,ROLLOUT,ILS_TRACK,57.19,76,18.81,1.65,0.14,-1.92,-2.12,272.71,5.062,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.43,0.755,0.033,1.877,0,0,-0.5749,1,1,21.88,LANDED
139.4,ROLLOUT,ILS_TRACK,57.07,76,18.93,1.65,0.19,-2.22,-2.52,274.53,6.407,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.42,0.757,0.029,3.707,0,0,-0.7298,1,1,22.06,LANDED
139.58,ROLLOUT,ILS_TRACK,56.95,76,19.05,1.65,0.2,-2.57,-2.89,276.13,7.919,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.42,0.76,0.019,5.39,0,0,-0.9092,1,1,22.24,LANDED
139.78,ROLLOUT,ILS_TRACK,56.82,76,19.18,1.64,0.18,-3.14,-3.42,277.43,9.634,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.763,0,6.813,0,0,-1,1,1,22.44,LANDED
139.96,ROLLOUT,ILS_TRACK,56.71,76,19.29,1.62,0.16,-3.74,-3.93,278.01,11.052,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.38,0.765,-0.022,7.556,0,0,-1,1,1,22.62,LANDED
140.14,ROLLOUT,ILS_TRACK,56.61,76,19.39,1.59,0.05,-4.34,-4.43,277.76,11.162,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.37,0.767,-0.047,7.534,0,0,-1,1,1,22.8,LANDED
140.32,ROLLOUT,ILS_TRACK,56.49,76,19.51,1.59,0.04,-3.92,-4.06,276.5,9.281,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.35,0.769,-0.071,6.524,0,0,-1,1,1,22.98,LANDED
140.5,ROLLOUT,ILS_TRACK,56.37,76,19.63,1.67,-0.39,-1.91,-1.68,274.45,4.898,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.33,0.771,-0.094,4.587,0,0,-0.6581,1,1,23.16,LANDED
140.68,ROLLOUT,ILS_TRACK,56.26,76,19.74,1.68,-0.29,-0.18,-0.05,272.44,-1.486,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.31,0.774,-0.113,2.563,0,0,0.0987,1,1,23.34,LANDED
140.88,ROLLOUT,ILS_TRACK,56.1,76,19.9,1.71,0.46,0.02,-0.49,270.39,-4.799,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.3,0.777,-0.13,0.451,0,0,0.5592,1,1,23.54,LANDED
141.06,ROLLOUT,ILS_TRACK,55.95,76,20.05,1.77,0.49,-1.16,-1.73,269.28,-5.09,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.3,0.78,-0.135,-0.839,0,0,0.6041,1,1,23.72,LANDED
141.24,ROLLOUT,ILS_TRACK,55.85,76,20.15,1.64,-0.15,-2.7,-2.35,268.72,-6.108,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.3,0.782,-0.132,-1.476,0,0,0.7384,1,1,23.9,LANDED
141.42,ROLLOUT,ILS_TRACK,55.76,76,20.24,1.64,0.11,-2.47,-2.73,268.06,-6.358,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.3,0.784,-0.127,-2.033,0,0,0.7699,1,1,24.08,LANDED
141.6,ROLLOUT,ILS_TRACK,55.67,76,20.33,1.67,0.06,-1.91,-2.01,267,-6.594,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.31,0.786,-0.12,-3.079,0,0,0.801,1,1,24.26,LANDED
141.78,ROLLOUT,ILS_TRACK,55.58,76,20.42,1.66,0.11,-2.13,-2.23,266.24,-6.78,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.32,0.788,-0.109,-3.957,0,0,0.8268,1,1,24.44,LANDED
141.98,ROLLOUT,ILS_TRACK,55.49,76,20.51,1.65,0.05,-2.36,-2.43,266.24,-6.384,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.33,0.79,-0.093,-4.166,0,0,0.7955,1,1,24.64,LANDED
142.16,ROLLOUT,ILS_TRACK,55.4,76,20.6,1.65,-0.12,-1.89,-1.85,267.04,-4.551,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.34,0.791,-0.078,-3.535,0,0,0.5957,1,1,24.82,LANDED
142.34,ROLLOUT,ILS_TRACK,55.3,76,20.7,1.66,-0.23,-0.75,-0.57,268.3,-0.669,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.35,0.793,-0.064,-2.352,0,0,0.1447,1,1,25,LANDED
142.52,ROLLOUT,ILS_TRACK,55.2,76,20.8,1.68,0.1,-0.09,-0.24,269.67,2.819,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.36,0.795,-0.053,-0.986,0,0,-0.319,1,1,25.18,LANDED
142.7,ROLLOUT,ILS_TRACK,55.09,76,20.91,1.67,0.18,-0.39,-0.58,270.93,3.748,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.36,0.797,-0.046,0.302,0,0,-0.4592,1,1,25.36,LANDED
142.88,ROLLOUT,ILS_TRACK,54.99,76,21.01,1.68,0.35,-1.05,-1.39,272.07,3.797,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.37,0.799,-0.044,1.468,0,0,-0.4718,1,1,25.54,LANDED
143.08,ROLLOUT,ILS_TRACK,54.89,76,21.11,1.65,0.13,-1.75,-1.88,273.13,4.11,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.36,0.802,-0.049,2.565,0,0,-0.5062,1,1,25.74,LANDED
143.26,ROLLOUT,ILS_TRACK,54.8,76,21.2,1.66,0.13,-1.73,-1.89,273.93,4.597,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.36,0.803,-0.058,3.425,0,0,-0.5697,1,1,25.92,LANDED
