t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
3.36,APPROACH,ILS_TRACK,157.97,152,-5.97,587.94,508.43,-25.75,5.99,15.05,270.01,-0.012,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,4.913,20.2,4.913,5.999,1,269.99,0,0,1,-9.28,0,0,0,269.99,0.3268,-0.0002,0.9451,0,269.99,0.09,-72.16,11.196,-0.012,34.291,1,3,664,-15.806,0,661.06,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.27,1110.78,2,0,0.12,0.12,27,7.69,0.14,0.12,3.36,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.72,APPROACH,ILS_TRACK,157.31,152,-5.31,579.52,499.26,-24.91,8.38,17.23,270,-0.033,0.048,0,-0.643,1,0.6,4.5,0.75,0.35,0.0168,0.4,4.247,20.382,4.247,5.354,1,269.99,0,0,1,-9.03,0,0,0,269.99,0.3269,-0.0002,0.9451,0,269.99,0.1,-77.54,11.137,-0.014,34.885,1,3,664,-14.529,0,657.98,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1108.64,2,0,0.12,0.12,30,8.33,0.12,0.12,3.72,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.08,APPROACH,ILS_TRACK,156.17,152,-4.17,571.49,490.54,-23.16,10.76,19.02,270,-0.046,0.192,0,-2.32,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.693,0,4.249,0,269.99,0,0,1,-8.51,0,0,0,269.99,0.327,-0.0002,0.945,0,269.99,0.11,-82.54,11.079,-0.01,35.693,1,3,664,-13.665,0,654.91,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.8,1104.44,2,0,0.12,0.12,33,8.33,0.12,0.12,4.08,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.44,APPROACH,ILS_TRACK,154.74,152,-2.74,563.77,482.55,-21.38,11.74,19.38,269.99,-0.046,0.336,0,-3.502,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.098,0,2.813,0,269.99,0,0,1,-7.92,0,0,0,269.99,0.3271,-0.0002,0.945,0,269.99,0.12,-87.27,11.021,-0.011,36.392,1,3,664,-12.765,0,651.87,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.98,1098.92,2,0,0.12,0.12,36,8.33,0.12,0.12,4.44,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.8,APPROACH,ILS_TRACK,153.33,152,-1.33,556.43,475.12,-19.89,12.12,19.27,269.99,-0.047,0.48,0,-4.177,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.495,0,1.406,0,269.99,0,0,1,-7.46,0,0,0,269.99,0.3271,-0.0002,0.945,0,269.99,0.13,-91.62,10.963,-0.011,36.902,1,3,664,-11.77,0,648.85,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.15,1093.5,2,0,0.12,0.12,39,8.33,0.12,0.12,4.8,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.16,APPROACH,ILS_TRACK,152,152,0,549.34,468.29,-18.34,11.38,17.94,269.99,-0.045,0.624,0,-4.354,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.872,0,0.066,0,269.99,0,0,1,-6.92,0,0,0,269.99,0.3272,-0.0002,0.9449,0,269.99,0.14,-95.74,10.906,-0.009,37.718,1,3,664,-11.245,0,645.86,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.46,1088.42,2,0,0.12,0.12,42,8.33,0.12,0.12,5.16,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.52,APPROACH,ILS_TRACK,151.06,152,0.94,542.57,461.89,-17.49,10.15,16.44,269.99,-0.045,0.768,0,-4.289,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.145,0,-0.9,0,269.99,0,0,1,-6.63,0,0,0,269.99,0.3273,-0.0001,0.9449,0,269.99,0.15,-99.58,10.849,-0.009,38.169,1,3,664,-10.369,0,642.88,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.4,1084.92,2,0,0.12,0.12,45,8.33,0.12,0.12,5.52,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.78,APPROACH,ILS_TRACK,150.57,152,1.43,537.87,457.41,-17.13,9.41,15.59,269.99,-0.045,0.872,0,-4.1,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.285,0,-1.4,0,269.99,0,0,1,-6.5,0,0,0,269.99,0.3274,-0.0002,0.9449,0,269.99,0.15,-102.16,10.809,-0.01,38.47,1,3,664,-9.777,0,640.74,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.16,1083.22,2,0,0.12,0.12,47,7.69,0.14,0.12,5.78,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.14,APPROACH,ILS_TRACK,150.14,152,1.86,531.61,451.32,-16.79,8.79,14.9,269.99,-0.045,0.7995,0,-3.483,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.409,0,-1.839,0,269.99,0,0,1,-6.39,0,0,0,269.99,0.3275,-0.0002,0.9449,0,269.99,0.16,-105.49,10.752,-0.01,38.854,1,3,664,-9.007,0,637.79,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.47,1081.93,2,0,0.12,0.12,50,8.33,0.12,0.12,6.14,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.5,APPROACH,ILS_TRACK,149.94,152,2.06,525.63,445.32,-16.52,8.78,14.83,269.99,-0.046,0.6555,0,-2.765,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.471,0,-2.057,0,269.99,0,0,1,-6.3,0,0,0,269.99,0.3276,-0.0002,0.9448,0,269.99,0.16,-108.55,10.696,-0.01,39.162,1,3,664,-8.245,0,634.84,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.01,1081.53,2,0,0.12,0.12,53,8.33,0.12,0.12,6.5,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.86,APPROACH,ILS_TRACK,149.81,152,2.19,519.94,439.43,-16.15,9.38,15.33,269.99,-0.045,0.5115,0,-1.993,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.506,0,-2.183,0,269.99,0,0,1,-6.17,0,0,0,269.99,0.3277,-0.0001,0.9448,0,269.99,0.16,-111.33,10.64,-0.008,39.348,1,3,664,-7.437,0,631.89,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.11,1081.49,2,0,0.12,0.12,56,8.33,0.12,0.12,6.86,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.22,APPROACH,ILS_TRACK,149.63,152,2.37,514.55,433.7,-15.59,10.47,16.26,269.99,-0.042,0.3787,0,-1.169,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.555,0,-2.358,0,269.99,0,0,1,-5.97,0,0,0,269.99,0.3277,-0.0001,0.9448,0,269.99,0.17,-113.81,10.583,-0.006,39.423,1,3,664,-6.6,0,628.95,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.56,1081.21,2,0,0.12,0.12,59,8.33,0.12,0.12,7.22,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.58,APPROACH,ILS_TRACK,149.3,152,2.7,509.51,428.21,-14.72,11.9,17.41,269.99,-0.043,0.4579,0,-0.248,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.645,0,-2.676,0,269.99,0,0,1,-5.68,0,0,0,269.99,0.3278,-0.0001,0.9447,0,269.99,0.17,-115.95,10.527,-0.007,39.282,1,3,664,-5.62,0,626.01,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.41,1080.31,2,0,0.12,0.12,62,8.33,0.12,0.12,7.58,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.94,APPROACH,ILS_TRACK,148.77,152,3.23,504.74,423.17,-13.24,12.95,17.87,269.99,-0.04,0.6019,0,0.835,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.792,0,-3.196,0,269.99,0,0,1,-5.14,0,0,0,269.99,0.3279,-0.0001,0.9447,0,269.99,0.17,-117.81,10.471,-0.008,39.345,1,3,664,-5.003,0,623.07,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.19,1078.52,2,0,0.12,0.12,65,8.33,0.12,0.12,7.94,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.3,APPROACH,ILS_TRACK,148.26,152,3.74,500.24,418.62,-12.11,13.1,17.6,269.99,-0.036,0.7384,0,2.114,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.938,0,-3.715,0,270,0,0,1,-4.71,0,0,0,269.99,0.328,-0.0001,0.9447,0,270,0.17,-119.43,10.416,-0.004,39.182,1,3,664,-4.19,0,620.15,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.74,1076.78,2,0,0.12,0.12,68,8.33,0.12,0.12,8.3,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.66,APPROACH,ILS_TRACK,147.88,152,4.12,496.1,414.46,-11.06,13.21,17.33,269.99,-0.033,0.7568,0,3.548,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.048,0,-4.105,0,269.99,0,0,1,-4.32,0,0,0,270,0.3281,-0.0001,0.9446,0,269.99,0.16,-120.69,10.36,-0.005,38.754,1,3,664,-3.184,0,617.23,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411.47,1075.52,2,0,0.12,0.12,71,8.33,0.12,0.12,8.66,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.02,APPROACH,ILS_TRACK,147.62,152,4.38,492.3,410.67,-10.02,13.2,16.92,269.99,-0.029,0.7232,0,5.093,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.122,0,-4.369,0,269.99,0,0,1,-3.93,0,0,0,270,0.3282,-0.0001,0.9446,0,269.99,0.16,-121.61,10.304,-0.005,38.314,1,3,664,-2.288,0,614.32,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.61,1074.78,2,0,0.12,0.12,74,8.33,0.12,0.12,9.02,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.38,APPROACH,ILS_TRACK,147.51,152,4.49,488.82,407.22,-9.22,13.04,16.47,269.99,-0.024,0.6482,0,6.698,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.155,0,-4.486,0,270,0,0,1,-3.61,0,0,0,270,0.3283,-0.0001,0.9446,0,270,0.16,-122.23,10.249,-0.005,37.778,1,3,664,-1.386,0,611.41,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.7,1074.61,2,0,0.12,0.12,77,8.33,0.12,0.12,9.38,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.74,APPROACH,ILS_TRACK,147.51,152,4.49,485.64,404.08,-8.37,12.96,16.08,269.99,-0.022,0.5685,0,8.317,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.157,0,-4.492,0,270,0,0,1,-3.28,0,0,0,269.99,0.3284,-0.0001,0.9446,0,270,0.16,-122.52,10.193,-0.004,37.219,1,3,664,-0.576,0,608.51,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475.47,1074.86,2,0,0.12,0.12,80,8.33,0.12,0.12,9.74,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10.1,APPROACH,ILS_TRACK,147.6,152,4.4,482.79,401.17,-7.77,13.09,16,269.99,-0.021,0.4923,0,9.915,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.133,0,-4.407,0,270,0,0,1,-3.04,0,0,0,270,0.3284,-0.0001,0.9445,0,270,0.15,-122.5,10.138,-0.004,36.433,1,3,664,0.398,0,605.6,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.4,1075.46,2,0,0.12,0.12,83,8.33,0.12,0.12,10.1,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10.46,APPROACH,ILS_TRACK,147.67,152,4.33,480.28,398.52,-6.87,13.61,16.19,269.99,-0.019,0.4719,0,11.481,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.112,0,-4.333,0,269.99,0,0,1,-2.71,0,0,0,270,0.3285,-0.0001,0.9445,0,269.99,0.15,-122.13,10.082,-0.006,35.623,1,3,664,1.27,0,602.68,0,0,0,,0,0,0,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.01,1075.97,2,0,0.12,0.12,86,8.33,0.12,0.12,10.46,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
