t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_pitch_in_cmd,elev_defl_avg_deg,elev_defl_max_deg,elev_defl_n,flare_ctrl_h_m,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
30.78,APPROACH,ILS_TRACK,161.33,152,-9.33,690.43,611.94,0.4,7.88,7.78,269.99,0.047,0,0,4.245,1,0.6,4.5,0.75,0.35,0.0168,0.4,8.117,19.272,8.117,9.292,1,270,0,0,1,0.15,0,0,0.02,270,0.9963,0,0.0861,0,270,0.57,-289.12,17.266,-0.002,0,0,3,742.78,19.545,0,979.16,0,0,0,,0,0,0,0,0,0,0,0,611.94,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.61,1120.7,2,0,1.06,0.5,29,0.94,1.06,1.06,30.78,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
31.84,APPROACH,ILS_TRACK,162.51,152,-10.51,690.89,612.36,0.39,7.92,7.96,269.99,0.039,0,0,4.224,1,0.6,4.5,0.75,0.35,0.0168,0.4,9.221,18.928,9.221,10.512,1,270,0,0,1,0.14,0,0,0.02,270,0.9963,-0.0001,0.0858,0,270,0.54,-279.19,17.085,-0.004,0,0,3,742.78,19.861,0,969.66,0,0,0,,0,0,0,0,0,0,0,0,612.36,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.42,1120.39,2,0,1.06,0.5,30,0.94,1.06,1.06,31.84,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
32.9,APPROACH,ILS_TRACK,162.31,152,-10.31,691.35,612.76,0.37,8.1,8.24,269.99,0.035,0,0,4.203,1,0.6,4.5,0.75,0.35,0.0168,0.4,9.044,18.984,9.044,10.314,1,270,0,0,1,0.13,0,0,0.02,270,0.9963,-0.0001,0.0855,0,270,0.5,-269.21,16.903,-0.004,0,0,3,742.78,19.948,0,960.14,0,0,0,,0,0,0,0,0,0,0,0,612.76,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.37,1115.56,2,0,1.06,0.5,31,0.94,1.06,1.06,32.9,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
33.96,APPROACH,ILS_TRACK,161.13,152,-9.13,691.81,613.14,0.35,8.39,8.62,269.99,0.029,0,0,4.182,1,0.6,4.5,0.75,0.35,0.0168,0.4,7.97,19.317,7.97,9.133,1,270,0,0,1,0.12,0,0,0.02,270,0.9964,-0.0001,0.0852,0,270,0.47,-259.27,16.722,-0.003,0,0,3,742.78,19.877,0,950.67,0,0,0,,0,0,0,0,0,0,0,0,613.14,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.32,1107.61,2,0,1.06,0.5,32,0.94,1.06,1.06,33.96,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
35.02,APPROACH,ILS_TRACK,159.26,152,-7.26,692.27,613.5,0.32,8.77,9.09,269.99,0.028,0,0,4.161,1,0.6,4.5,0.75,0.35,0.0168,0.4,6.183,19.844,6.183,7.264,1,270,0,0,1,0.11,0,0,0.02,270,0.9964,-0.0001,0.0849,0,270,0.45,-249.42,16.543,-0.004,0,0,3,742.78,19.697,0,941.28,0,0,0,,0,0,0,0,0,0,0,0,613.5,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.6,1097.54,2,0,1.06,0.5,33,0.94,1.06,1.06,35.02,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
36.08,APPROACH,ILS_TRACK,156.91,152,-4.91,692.71,613.83,0.29,9.23,9.61,269.99,0.025,0.0185,0,1.682,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.781,20.507,3.781,4.911,1,270,0,0,1,0.1,0,0,0.02,270,0.9964,0,0.0846,0,270,0.42,-239.7,16.366,-0.002,0,0,3,742.78,19.44,0,932.02,0,0,0,,0,0,0,0,0,0,0,0,613.83,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.07,1086.14,2,0,1.06,0.5,34,0.94,1.06,1.06,36.08,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
37.14,APPROACH,ILS_TRACK,154.24,152,-2.24,693.11,614.12,0.25,9.75,10.09,269.99,0.025,0.2185,0,0.535,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.259,0,2.241,0,270,0,0,1,0.09,0,0,0.02,270,0.9964,0,0.0843,0,270,0.39,-230.14,16.192,-0.001,0,0,3,742.78,19.121,0,922.89,0,0,0,,0,0,0,0,0,0,0,0,614.12,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.49,1074.73,2,0,1.06,0.5,35,0.94,1.06,1.06,37.14,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
38.2,APPROACH,ILS_TRACK,151.59,152,0.41,693.46,614.39,0.24,10.22,10.4,269.99,0.024,0.4185,0,0.715,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.006,0,-0.407,0,270,0,0,1,0.09,0,0,0.02,270,0.9965,0,0.084,0,270,0.36,-220.77,16.021,-0.001,0,0,3,742.78,18.738,0,913.92,0,0,0,,0,0,0,0,0,0,0,0,614.39,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.36,1065.38,2,0,1.06,0.5,36,0.94,1.06,1.06,38.2,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
39.26,APPROACH,ILS_TRACK,149.45,152,2.55,693.76,614.65,0.26,10.51,10.43,269.99,0.025,0.6185,0,0.711,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.6,0,-2.516,0,270,0,0,1,0.1,0,0,0.02,270,0.9965,0,0.0838,0,270,0.33,-211.59,15.852,0.002,0,0,3,742.78,18.372,0,905.08,0,0,0,,0,0,0,0,0,0,0,0,614.65,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.06,1059.59,2,0,1.06,0.5,37,0.94,1.06,1.06,39.26,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
40.32,APPROACH,ILS_TRACK,148.18,152,3.82,694.01,614.94,0.28,10.54,10.18,269.99,0.024,0.8185,0,0.708,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.963,0,-3.805,0,270,0,0,1,0.11,0,0,0.02,270,0.9965,0,0.0835,0,270,0.3,-202.55,15.685,0.001,0,0,3,742.78,18.085,0,896.33,0,0,0,,0,0,0,0,0,0,0,0,614.94,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.06,1058.6,2,0,1.06,0.5,38,0.94,1.06,1.06,40.32,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
41.38,APPROACH,ILS_TRACK,148.1,152,3.9,694.25,615.27,0.33,10.26,9.63,269.99,0.024,1,0,0.704,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.993,0,-3.912,0,270,0,0,1,0.13,0,0,0.02,270,0.9965,0,0.0832,0,270,0.28,-193.58,15.519,0.001,0,0,3,742.78,17.935,0,887.62,0,0,0,,0,0,0,0,0,0,0,0,615.27,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.66,1063.51,2,0,1.06,0.5,39,0.94,1.06,1.06,41.38,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
42.44,APPROACH,ILS_TRACK,149.46,152,2.54,694.51,615.66,0.4,9.71,8.99,269.99,0.025,0.8,0,1.994,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.606,0,-2.538,0,270,0,0,1,0.15,0,0,0.02,270,0.9966,0,0.0829,0,270,0.26,-184.59,15.352,0,0,0,3,742.78,17.978,0,878.86,0,0,0,,0,0,0,0,0,0,0,0,615.66,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.78,1074.13,2,0,1.06,0.5,40,0.94,1.06,1.06,42.44,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
43.5,APPROACH,ILS_TRACK,152.11,152,-0.11,694.82,616.1,0.44,9.09,8.41,269.99,0.024,0.6,0,1.966,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.859,0,0.113,0,270,0,0,1,0.17,0,0,0.02,270,0.9966,0.0001,0.0827,0,270,0.23,-175.44,15.183,0.004,0,0,3,742.78,18.292,0,869.98,0,0,0,,0,0,0,0,0,0,0,0,616.1,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594.08,1087.93,2,0,1.06,0.5,41,0.94,1.06,1.06,43.5,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
44.56,APPROACH,ILS_TRACK,155.41,152,-3.41,695.18,616.57,0.46,8.52,7.98,270,0.027,0.4,0,1.956,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.949,0,3.342,0,270,0,0,1,0.17,0,0,0.02,270,0.9966,0.0001,0.0824,0,270,0.21,-166.08,15.01,0.003,0,0,3,742.78,18.735,0,860.92,0,0,0,,0,0,0,0,0,0,0,0,616.57,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558.6,1102.23,2,0,1.06,0.5,42,0.94,1.06,1.06,44.56,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
45.62,APPROACH,ILS_TRACK,158.68,152,-6.68,695.59,617.06,0.47,8.1,7.75,270,0.03,0.2,0,1.946,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.023,0,6.627,0,270,0,0,1,0.17,0,0,0.02,270,0.9966,0,0.0821,0,270,0.19,-156.47,14.834,0.003,0,0,3,742.78,19.216,0,851.69,0,0,0,,0,0,0,0,0,0,0,0,617.06,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.04,1113.89,2,0,1.06,0.5,43,0.94,1.06,1.06,45.62,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
46.68,APPROACH,ILS_TRACK,161.24,152,-9.24,696.05,617.54,0.44,7.88,7.76,270,0.028,0,0,1.937,1,0.6,4.5,0.75,0.35,0.0168,0.4,8.034,19.298,8.034,9.202,1,270,0,0,1,0.16,0,0,0.02,270,0.9967,0.0001,0.0818,0,270,0.17,-146.65,14.654,0.004,0,0,3,742.78,19.637,0,842.28,0,0,0,,0,0,0,0,0,0,0,0,617.54,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.76,1120.07,2,0,1.06,0.5,44,0.94,1.06,1.06,46.68,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
47.74,APPROACH,ILS_TRACK,162.47,152,-10.47,696.54,617.99,0.43,7.91,7.94,270,0.029,0,0,1.927,1,0.6,4.5,0.75,0.35,0.0168,0.4,9.183,18.94,9.183,10.47,1,270,0,0,1,0.15,0,0,0.02,270,0.9967,0.0001,0.0815,0,270,0.15,-136.68,14.473,0.004,0,0,3,742.78,19.933,0,832.78,0,0,0,,0,0,0,0,0,0,0,0,617.99,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.92,1119.87,2,0,1.06,0.5,45,0.94,1.06,1.06,47.74,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
48.8,APPROACH,ILS_TRACK,162.3,152,-10.3,697.02,618.42,0.39,8.09,8.22,270,0.028,0,0,1.917,1,0.6,4.5,0.75,0.35,0.0168,0.4,9.029,18.989,9.029,10.296,1,270,0,0,1,0.14,0,0,0.02,270,0.9967,0.0001,0.0812,0,270,0.13,-126.68,14.291,0.003,0,0,3,742.78,20.006,0,823.26,0,0,0,,0,0,0,0,0,0,0,0,618.42,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.42,1115.12,2,0,1.06,0.5,46,0.94,1.06,1.06,48.8,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
49.86,APPROACH,ILS_TRACK,161.13,152,-9.13,697.5,618.82,0.36,8.38,8.6,270,0.028,0,0,1.908,1,0.6,4.5,0.75,0.35,0.0168,0.4,7.971,19.317,7.971,9.134,1,270,0,0,1,0.13,0,0,0.02,270,0.9967,0.0001,0.0809,0,270,0.11,-116.72,14.11,0.004,0,0,3,742.78,19.922,0,813.78,0,0,0,,0,0,0,0,0,0,0,0,618.82,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.04,1107.23,2,0,1.06,0.5,47,0.94,1.06,1.06,49.86,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
50.92,APPROACH,ILS_TRACK,159.28,152,-7.28,697.97,619.19,0.33,8.76,9.06,270,0.028,0,0,1.898,1,0.6,4.5,0.75,0.35,0.0168,0.4,6.197,19.84,6.197,7.279,1,270,0,0,1,0.12,0,0,0.02,270,0.9967,0.0001,0.0806,0,270,0.1,-106.85,13.931,0.004,0,0,3,742.78,19.736,0,804.39,0,0,0,,0,0,0,0,0,0,0,0,619.19,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.1,1097.21,2,0,1.06,0.5,48,0.94,1.06,1.06,50.92,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
51.98,APPROACH,ILS_TRACK,156.94,152,-4.94,698.42,619.53,0.3,9.22,9.6,270,0.029,0,0,-0.593,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.807,20.5,3.807,4.935,1,270,0,0,1,0.11,0,0,0.02,270,0.9968,0.0001,0.0803,0,270,0.08,-97.11,13.754,0.004,0,0,3,742.78,19.474,0,795.12,0,0,0,,0,0,0,0,0,0,0,0,619.53,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.85,1085.74,2,0,1.06,0.5,49,0.94,1.06,1.06,51.98,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
53.04,APPROACH,ILS_TRACK,154.24,152,-2.24,698.83,619.83,0.26,9.75,10.1,270,0.028,0.2,0,-1.742,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.259,0,2.243,0,270,0,0,1,0.1,0,0,0.02,270,0.9968,0.0001,0.08,0,270,0.07,-87.54,13.58,0.005,0,0,3,742.78,19.155,0,785.99,0,0,0,,0,0,0,0,0,0,0,0,619.83,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.21,1074.02,2,0,1.06,0.5,50,0.94,1.06,1.06,53.04,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
54.1,APPROACH,ILS_TRACK,151.52,152,0.48,699.19,620.1,0.24,10.23,10.46,270,0.029,0.4,0,-1.525,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.027,0,-0.482,0,270.01,0,0,1,0.09,0,0,0.02,270,0.9968,0.0001,0.0797,0,270.01,0.05,-78.16,13.409,0.006,8.437,1,3,742.78,18.762,0,777.02,0,0,0,,0,0,0,0,0,0,0,0,620.1,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.84,1064.17,2,0,1.06,0.5,51,0.94,1.06,1.06,54.1,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
55.16,APPROACH,ILS_TRACK,149.25,152,2.75,699.49,620.26,0.23,10.55,10.56,270,0.028,0.6,0,-1.517,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.667,0,-2.753,0,270,0,0,1,0.09,0,0,0.02,270.01,0.9968,0.0001,0.0794,0,270,0.04,-68.97,13.24,0.005,5.998,1,3,742.78,18.367,0,768.18,0,0,0,,0,0,0,0,0,0,0,0,620.26,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.58,1057.77,2,0,1.06,0.5,52,0.94,1.06,1.06,55.16,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
56.22,APPROACH,ILS_TRACK,147.83,152,4.17,699.73,620.11,0.26,10.65,10.26,270,0.027,0.8,0,-1.51,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.066,0,-4.17,0,270,0,0,1,0.11,0,0,0.02,270,0.9969,0.0001,0.0792,0,270,0.03,-59.94,13.074,0.003,3.525,1,3,742.78,18.071,0,759.45,0,0,0,,0,0,0,0,0,0,0,0,620.11,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.72,1056.03,2,0,1.06,0.5,53,0.94,1.06,1.06,56.22,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
57.28,APPROACH,ILS_TRACK,147.56,152,4.44,698.76,619.9,0.34,10.35,5.89,270,0.026,1,0,-1.502,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.141,0,-4.436,0,270,-2.005,0,1,0.13,0,0,0.02,270,0.999,0,0.044,-2.01,270,0.02,-51,12.908,0.004,0.995,1,3,742.78,17.88,-2.005,750.76,0,0,0,,0,0,0,0,0,0,0,0,619.9,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.99,1060.79,2,0,1.06,0.5,54,0.94,1.06,1.06,57.28,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
58.34,APPROACH,ILS_TRACK,149,152,3,696.77,619.67,-1.12,5.51,6.81,270,0.033,0.8,0,0.022,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.735,0,-2.996,0,270,-2.141,0,1,-0.37,0,0,-1.99,270,0.9991,0,0.0413,-2.14,270,0.02,-43.4,12.741,0.001,0.859,1,3,742.78,15.2,-2.141,742.03,0,0,0,,0,0,0,0,0,0,0,0,619.67,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557.67,1074.63,2,0,1.06,0.5,55,0.94,1.06,1.06,58.34,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
59.4,APPROACH,ILS_TRACK,152.38,152,-0.38,692.62,617.16,-2.93,5.79,6.23,270,0.03,0.6,0,0.022,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.783,0,0.383,0,270,-2.754,0,1,-1.07,0,0,-2.13,270,0.9995,-0.0001,0.0303,-2.75,270,0.02,-36.67,12.572,-0.002,0.246,1,3,742.78,13.445,-2.754,733.15,0,0,0,,0,0,0,0,0,0,0,0,617.16,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588.53,1091.89,2,0,1.06,0.5,56,0.94,1.06,1.06,59.4,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
60.46,APPROACH,ILS_TRACK,156.41,152,-4.41,687.76,612.99,-4.71,4.61,9.28,270,-0.001,0.4,0,0.022,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.648,0,4.41,0,270,-1.034,0,1,-1.71,0,0,-2.74,270,0.9982,-0.0001,0.06,-1.03,270,0.02,-31.92,12.398,-0.002,1.966,1,3,742.78,9.512,-1.034,724.06,0,0,0,,0,0,0,0,0,0,0,0,612.99,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556.44,1108.76,2,0,1.06,0.5,57,0.94,1.06,1.06,60.46,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
61.52,APPROACH,ILS_TRACK,160.01,152,-8.01,682.27,607.16,-4.87,7.52,7.42,270,-0.008,0.2,0,0.022,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,19.634,0,8.008,0,269.99,-1.81,0,1,-1.77,0,0,-1.02,270,0.9989,-0.0001,0.0462,-1.81,269.99,0.03,-27.5,12.221,-0.005,1.19,1,3,742.78,8.827,-1.81,714.75,0,0,0,,0,0,0,0,0,0,0,0,607.16,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.12,1120.88,2,0,1.06,0.5,58,0.94,1.06,1.06,61.52,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
62.58,APPROACH,ILS_TRACK,162.65,152,-10.65,676.52,602.32,-4.84,5.78,6.24,270,-0.012,0,0,0.021,1,0.6,4.5,0.75,0.35,0.0168,0.4,9.347,18.888,9.347,10.655,1,269.99,-2.328,0,1,-1.7,0,0,-1.79,269.99,0.9993,-0.0001,0.0369,-2.33,269.99,0.04,-23.52,12.04,-0.005,0.672,1,3,742.78,7.979,-2.328,705.29,0,0,0,,0,0,0,0,0,0,0,0,602.32,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.94,1129.71,2,0,1.06,0.5,59,0.94,1.06,1.06,62.58,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
