t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
1.12,APPROACH,FLY_TO_FIX,221.34,140.8,-80.54,2499.73,0.24,5.79,5.73,270.06,0.351,0,0,0,1,0.6,0.9,0.75,0.35,0.0168,0.4,258.35,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.28,3547.36,6,0,0.82,0.5,1,0.43,0.82,0.02,1.2,FLYING
3.48,APPROACH,FLY_TO_FIX,213.68,143.2,-70.48,2501.53,-1.76,11.37,14.82,256.35,59.768,0.2,0,-20,1,0.6,2.359,0.842,0.35,0.0168,0.4,258.14,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.56,3462.52,6,0,0.74,0.5,4,1.28,0.88,0.74,3.54,FLYING
5.78,APPROACH,FLY_TO_FIX,201.64,145.6,-56.04,2496.44,-0.87,3.99,7.04,252.41,24.171,0.8,0,-20,1,0.6,3.593,0.842,0.35,0.0168,0.4,258.04,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.87,3325.25,6,0,0.74,0.5,7,1.3,0.82,0.74,5.84,FLYING
8.12,APPROACH,FLY_TO_FIX,200.37,148,-52.37,2495.93,-0.68,6.53,6.9,256.38,7.316,0.3753,0,-20,1,0.6,4.5,0.842,0.35,0.0168,0.4,258.02,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209.66,3311.35,6,0,0.74,0.5,10,1.28,0.86,0.74,8.18,FLYING
10.44,APPROACH,FLY_TO_FIX,201.14,149,-52.14,2495.09,-0.23,6.71,6.77,258.01,1.427,0,0,-19.8,1,0.6,4.5,0.856,0.35,0.0168,0.4,258.01,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819.58,3320.3,6,0,0.74,0.5,13,1.29,0.84,0.74,10.5,FLYING
12.76,APPROACH,FLY_TO_FIX,198.5,149,-49.5,2495.05,-0.01,7.01,7.02,258.07,0.432,0,0,-19.505,1,0.6,4.5,0.917,0.35,0.0168,0.4,258.01,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.22,3288.79,6,0,0.74,0.5,16,1.29,0.84,0.74,12.82,FLYING
15.08,APPROACH,FLY_TO_FIX,193.87,149,-44.87,2495.47,0.13,7.41,7.38,258.06,0.219,0.0741,0,-20,1,0.6,4.5,1.065,0.35,0.0168,0.4,258.01,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.9,3232.83,6,0,0.74,0.5,19,1.29,0.84,0.74,15.14,FLYING
17.38,APPROACH,FLY_TO_FIX,189,149,-40,2496.16,0.24,7.76,7.7,258.05,0.159,0.215,0,-20,1,0.6,4.5,1.134,0.35,0.0168,0.4,258.01,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.33,3173.42,6,0,0.74,0.5,22,1.29,0.84,0.74,17.46,FLYING
19.7,APPROACH,FLY_TO_FIX,185.19,149,-36.19,2497.01,0.33,8.03,7.94,258.04,0.128,0.1791,0,-20,1,0.6,4.5,1.134,0.35,0.0168,0.4,258,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,3125.65,6,0,0.74,0.5,25,1.29,0.84,0.74,19.78,FLYING
22.02,APPROACH,FLY_TO_FIX,182.05,149,-33.05,2498.05,0.39,8.3,8.19,258.03,0.106,0.0883,0,-20,1,0.6,4.5,1.134,0.35,0.0168,0.4,258,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.45,3085.72,6,0,0.74,0.5,28,1.29,0.84,0.74,22.1,FLYING
24.36,APPROACH,FLY_TO_FIX,178.59,149,-29.59,2499.23,0.42,8.64,8.52,258.02,0.084,0.0595,0,-20,1,0.6,4.5,1.19,0.35,0.0168,0.4,258,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.6,3040.95,6,0,0.74,0.5,31,1.29,0.84,0.74,24.42,FLYING
