t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.1,APPROACH,ILS_TRACK,68.76,73,4.24,2265.93,-3.05,3.47,5.74,271.35,1.492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.54,0,0,0,90,0,0,0,0,0,0,0,33.956,0,0,0,0,0,271.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.65,365.7,2,0,0.1,0.1,1,3.7,0.1,0.02,0.1,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.4,APPROACH,ILS_TRACK,69.5,73,3.5,2264.45,-4.42,1.55,4.58,271.47,1.682,0,0,1.044,1,0.6,1.026,0.75,0.35,0.0168,0.4,270.36,-5.081,0,1,-3.56,0,0,-0.22,270.39,0.914,0.0063,0.4058,-0.45,270.36,-1.12,416.17,33.934,-0.04,0,0,0,0,271.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.59,365.27,2,0,0.08,0.08,4,10,0.1,0.08,0.4,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.66,APPROACH,ILS_TRACK,70.15,73,2.85,2262.94,-5.72,0.41,4.3,271.42,1.514,0,0,1.84,1,0.6,1.824,0.75,0.35,0.0168,0.4,270.35,-5.079,0,1,-4.58,0,0,-0.76,270.36,0.9164,0.0061,0.4003,-0.8,270.35,-1.03,415.8,33.912,-0.05,0,0,0,0,271.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.13,364.91,2,0,0.1,0.1,7,11.54,0.1,0.06,0.66,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1,APPROACH,ILS_TRACK,70.97,73,2.03,2260.75,-7.38,0.66,5.65,271.14,1.122,0,0,2.633,1,0.6,2.619,0.75,0.35,0.0168,0.4,270.32,-5.075,0,1,-5.88,0,0,-0.13,270.31,0.9075,0.0056,0.4201,0.45,270.32,-0.88,415.09,33.884,-0.08,0,0,0,0,271.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.06,364.47,2,0,0.1,0.1,11,11.76,0.1,0.06,1,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.32,APPROACH,ILS_TRACK,71.68,73,1.32,2258.38,-8.22,1.62,7.17,270.94,1.006,0,0,3.136,1,0.6,3.187,0.75,0.35,0.0168,0.4,270.31,-5.071,0,1,-6.52,0,0,1.7,270.31,0.8954,0.0053,0.4452,2.05,270.31,-0.72,414.16,33.857,-0.094,0,0,0,0,271.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.03,364.12,2,0,0.1,0.1,15,12.5,0.1,0.06,1.32,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.66,APPROACH,ILS_TRACK,72.33,73,0.67,2255.41,-8.93,1.36,7.32,270.88,0.927,0,0,3.445,1,0.6,3.593,0.75,0.35,0.0168,0.4,270.29,-5.064,0,1,-7,0,0,2.26,270.29,0.8939,0.005,0.4483,2.25,270.29,-0.55,412.71,33.829,-0.108,0,0,0,0,271.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.33,363.83,2,0,0.1,0.1,19,11.76,0.1,0.06,1.66,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2,APPROACH,ILS_TRACK,72.94,73,0.06,2252.28,-9.76,1.57,8.04,270.87,0.655,0,0,3.541,1,0.6,3.882,0.75,0.35,0.0168,0.4,270.27,-5.055,0,1,-7.59,0,0,2.55,270.27,0.8888,0.0047,0.4583,2.9,270.27,-0.36,411.09,33.8,-0.129,0,0,0,0,271.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.7,363.57,2,0,0.1,0.1,23,11.76,0.1,0.06,2,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.32,APPROACH,ILS_TRACK,73.43,73,-0.43,2249.38,-10.21,3.33,10.09,270.87,0.412,0,0,3.471,1,0.6,4.089,0.75,0.35,0.0168,0.4,270.26,-5.048,0,1,-7.91,0,0,4.13,270.26,0.8724,0.0044,0.4887,4.88,270.26,-0.18,409.62,33.772,-0.139,0,0,0,0,271.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.64,363.4,2,0,0.1,0.1,27,12.5,0.1,0.06,2.32,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.66,APPROACH,ILS_TRACK,73.77,73,-0.77,2246.43,-9.88,6.22,12.78,270.86,0.202,0,0,3.402,1,0.6,4.237,0.75,0.35,0.0168,0.4,270.25,-6,0,1,-7.67,0,0,6,270.24,0.8569,0.0042,0.5155,6.65,270.25,0.02,408.2,33.743,-0.147,0,0,0,0,271.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.84,363.33,2,0,0.1,0.1,31,11.76,0.1,0.06,2.66,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.98,APPROACH,ILS_TRACK,73.89,73,-0.89,2243.7,-9.04,7.97,13.96,270.83,0.061,0,0,3.334,1,0.6,4.343,0.75,0.35,0.0168,0.4,270.23,-6,0,1,-7.02,0,0,7.65,270.24,0.8453,0.0038,0.5342,7.92,270.23,0.22,406.9,33.716,-0.172,0,0,0,0,271.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.39,363.38,2,0,0.1,0.1,35,12.5,0.1,0.06,2.98,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
3.32,APPROACH,ILS_TRACK,73.86,73,-0.86,2241.02,-8.03,9.27,14.61,270.8,-0.067,0,0,3.268,1,0.6,4.419,0.75,0.35,0.0168,0.4,270.23,-6,0,1,-6.26,0,0,8.42,270.23,0.8391,0.0038,0.544,8.59,270.23,0.43,405.75,33.686,-0.172,0,0,0,0,271.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.15,363.53,2,0,0.1,0.1,39,11.76,0.1,0.06,3.32,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
