t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
22.16,APPROACH,ILS_TRACK,151.85,152,0.15,471.28,390.59,-0.02,10.05,10.06,269.99,0.016,0.2749,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.936,0,-0.159,0,270,0,0,1,-0.01,0,0,0,270,0.4867,0,0.8736,0,270,0.14,-36.74,8.276,0.002,4.386,1,3,667.01,8.297,0,508.02,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.6,1094.05,2,0,0.175,0.175,127,5.71,0.175,0.175,22.16,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
22.51,APPROACH,ILS_TRACK,151.89,152,0.11,471.28,390.59,0,10.06,10.06,269.99,0.015,0.2807,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.923,0,-0.112,0,270,0,0,1,0,0,0,0,270,0.4868,0.0001,0.8735,0,270,0.13,-33.84,8.221,0.004,3.5,1,3,667.01,8.314,0,505.11,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.66,1094.24,2,0,0.175,0.175,129,5.71,0.175,0.175,22.51,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
22.86,APPROACH,ILS_TRACK,151.93,152,0.07,471.28,390.59,0.01,10.06,10.06,269.99,0.015,0.2883,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.913,0,-0.077,0,270,-0.387,0,1,0,0,0,0,270,0.4927,0.0001,0.8702,-0.39,270,0.11,-30.92,8.165,0.004,2.613,1,3,667.01,8.329,-0.387,502.2,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322.83,1094.39,2,0,0.175,0.175,131,5.71,0.175,0.175,22.86,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
23.21,APPROACH,ILS_TRACK,151.93,152,0.07,471.14,390.68,0.34,9.56,9.31,269.99,0.031,0.3039,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.91,0,-0.067,0,270.01,-0.858,0,1,0.13,0,0,-0.76,270,0.5,0.0001,0.866,-0.86,270.01,0.1,-28.1,8.109,0.006,2.142,1,3,667.01,7.861,-0.858,499.29,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322.21,1094.39,2,0,0.175,0.175,133,5.71,0.175,0.175,23.21,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
23.56,APPROACH,ILS_TRACK,152,152,0,470.87,390.73,-0.16,8.38,8.34,270,0.071,0.2916,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.894,0,-0.012,0,270.01,-1.414,0,1,-0.01,0,0,-0.99,270.01,0.5084,0.0001,0.8611,-1.41,270.01,0.09,-25.46,8.054,0.005,1.586,1,3,667.01,7.564,-1.414,496.38,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.03,1094.67,2,0,0.175,0.175,135,5.71,0.175,0.175,23.56,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
23.91,APPROACH,ILS_TRACK,152.18,152,-0.18,470.57,390.63,-0.46,7.78,7.84,270,0.082,0.2322,0,19.96,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.846,0,0.161,0,270.01,-2.135,0,1,-0.15,0,0,-1.87,270,0.5193,0.0001,0.8546,-2.14,270.01,0.08,-22.81,7.998,0.006,0.865,1,3,667.01,7.474,-2.135,493.46,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.46,1095.43,2,0,0.175,0.175,137,5.71,0.175,0.175,23.91,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
24.26,APPROACH,ILS_TRACK,152.42,152,-0.42,470.07,390.38,-1.13,6.91,7.24,270,0.089,0.1615,0,19.843,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.779,0,0.396,0,270,-2.407,0,1,-0.36,0,0,-2.19,270,0.5234,0,0.8521,-2.41,270,0.07,-20.37,7.943,0.004,0.593,1,3,667.01,6.897,-2.407,490.54,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.53,1096.46,2,0,0.175,0.175,139,5.71,0.175,0.175,24.26,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
24.61,APPROACH,ILS_TRACK,152.68,152,-0.68,469.45,389.88,-1.7,6.51,7.05,270,0.088,0.0977,0,19.636,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.706,0,0.657,0,270,-2.849,0,1,-0.58,0,0,-2.71,270.01,0.5301,0,0.848,-2.85,270,0.06,-18.02,7.887,0.004,0.151,1,3,667.01,6.569,-2.849,487.62,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.75,1097.59,2,0,0.175,0.175,141,5.71,0.175,0.175,24.61,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
24.96,APPROACH,ILS_TRACK,152.92,152,-0.92,468.68,389.15,-2.43,6.29,7.13,270,0.089,0.0562,0,19.341,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.637,0,0.9,0,270,-3.162,0,1,-0.86,0,0,-2.95,270,0.5348,0,0.845,-3.16,270,0.05,-15.85,7.831,0.003,-0.162,1,3,667.01,6.145,-3.162,484.69,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.19,1098.65,2,0,0.175,0.175,143,5.71,0.175,0.175,24.96,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
25.31,APPROACH,ILS_TRACK,153.09,152,-1.09,467.65,388.22,-2.94,6.02,7,270,0.083,0.0507,0,18.979,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.589,0,1.072,0,270,-3.11,0,1,-1.04,0,0,-3.23,270,0.5341,0,0.8454,-3.11,270,0.04,-13.89,7.775,0.003,-0.11,1,3,667.01,5.346,-3.11,481.76,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.69,1099.42,2,0,0.175,0.175,145,5.71,0.175,0.175,25.31,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
25.66,APPROACH,ILS_TRACK,153.17,152,-1.17,466.48,387.04,-3.66,5.98,7.29,270,0.08,0.0732,0,18.577,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.562,0,1.168,0,270,-3.428,0,1,-1.33,0,0,-3.22,270,0.5388,0,0.8424,-3.43,270,0.04,-12.1,7.719,0.002,-0.428,1,3,667.01,5.073,-3.428,478.83,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.8,1099.89,2,0,0.175,0.175,147,5.71,0.175,0.175,25.66,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
26.01,APPROACH,ILS_TRACK,153.18,152,-1.18,465.02,385.7,-4.11,5.71,7.1,270,0.072,0.1181,0,18.163,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.558,0,1.18,0,270,-3.118,0,1,-1.48,0,0,-3.36,270,0.5344,0,0.8453,-3.12,270,0.03,-10.56,7.663,0.002,-0.118,1,3,667.01,4.109,-3.118,475.89,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.8,1100.02,2,0,0.175,0.175,149,5.71,0.175,0.175,26.01,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
26.36,APPROACH,ILS_TRACK,153.14,152,-1.14,463.45,384.09,-4.99,5.61,7.42,270.01,0.067,0.1626,0,17.757,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.567,0,1.149,0,270,-3.332,0,1,-1.8,0,0,-3.15,270,0.5376,0,0.8432,-3.33,270,0.03,-9.2,7.607,0.001,-0.332,1,3,667.01,3.867,-3.332,472.96,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.32,1099.99,2,0,0.175,0.175,151,5.71,0.175,0.175,26.36,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
26.71,APPROACH,ILS_TRACK,153.04,152,-1.04,461.75,382.27,-5.23,6.15,8.01,270,0.048,0.2175,0,17.379,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.594,0,1.054,0,270,-3.42,0,1,-1.95,0,0,-3.54,270,0.539,0,0.8423,-3.42,270,0.03,-7.91,7.551,0.001,-0.42,1,3,667.01,3.493,-3.42,470.03,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.57,1099.72,2,0,0.175,0.175,153,5.71,0.175,0.175,26.71,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
27.06,APPROACH,ILS_TRACK,152.93,152,-0.93,459.8,380.37,-5.77,5.95,8,270,0.048,0.2607,0,17.041,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.626,0,0.941,0,270,-3.084,0,1,-2.11,0,0,-3.11,270,0.5341,0,0.8454,-3.08,270,0.02,-6.93,7.496,0,-0.084,1,3,667.01,2.706,-3.084,467.12,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.65,1099.4,2,0,0.174,0.174,155,5.76,0.175,0.174,27.06,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
27.33,APPROACH,ILS_TRACK,152.83,152,-0.83,458.28,378.72,-6.12,6.31,8.55,270.01,0.049,0.2943,0,16.789,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.654,0,0.839,0,270,-3.421,0,1,-2.29,0,0,-3.23,270,0.5391,0,0.8422,-3.42,270,0.02,-6.13,7.449,0,-0.421,1,3,667.01,2.823,-3.421,464.68,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.2,1099.11,2,0,0.133,0.133,157,7.36,0.174,0.133,27.33,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
27.68,APPROACH,ILS_TRACK,152.68,152,-0.68,456.1,376.59,-6.17,6.3,8.48,270.01,0.04,0.3389,0,16.526,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.697,0,0.688,0,270,-2.961,0,1,-2.29,0,0,-3.09,270,0.5324,0,0.8465,-2.96,270,0.02,-5.32,7.393,0.001,0.039,1,3,667.01,1.948,-2.961,461.72,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.91,1098.65,2,0,0.115,0.115,160,8.53,0.133,0.115,27.68,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
28.01,APPROACH,ILS_TRACK,152.62,152,-0.62,454.03,374.49,-6.68,6.29,8.71,270.01,0.035,0.3187,0,16.315,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.715,0,0.624,0,270,-3.23,0,1,-2.48,0,0,-3.08,270,0.5365,-0.0001,0.8439,-3.23,270,0.02,-4.68,7.34,-0.001,-0.23,1,3,667.01,2.043,-3.23,458.97,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.33,1098.57,2,0,0.107,0.107,163,9.2,0.115,0.107,28.01,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
28.34,APPROACH,ILS_TRACK,152.54,152,-0.54,451.9,372.33,-6.58,6.48,8.81,270,0.025,0.3173,0,16.126,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.736,0,0.549,0,270,-3.028,0,1,-2.47,0,0,-3.26,270,0.5335,-0.0001,0.8458,-3.03,270,0.02,-4.08,7.288,-0.003,-0.028,1,3,667.01,1.563,-3.028,456.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.88,1098.42,2,0,0.12,0.12,166,9.25,0.12,0.102,28.34,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
28.7,APPROACH,ILS_TRACK,152.53,152,-0.53,449.36,369.9,-7.03,6.08,8.6,270,0.02,0.2808,0,15.937,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.742,0,0.528,0,270,-2.959,0,1,-2.61,0,0,-2.86,270,0.5326,-0.0001,0.8464,-2.96,270,0.02,-3.61,7.231,-0.002,0.041,1,3,667.01,1.304,-2.959,453.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.46,1098.56,2,0,0.12,0.12,169,8.33,0.12,0.12,28.7,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
29.06,APPROACH,ILS_TRACK,152.53,152,-0.53,446.91,367.27,-7.27,6.62,9.27,270,0.011,0.2536,0,15.746,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.742,0,0.529,0,270,-3.339,0,1,-2.74,0,0,-3.3,270,0.5383,-0.0001,0.8428,-3.34,270,0.02,-3.06,7.174,-0.002,-0.339,1,3,667.01,1.572,-3.339,450.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.39,1098.77,2,0,0.12,0.12,172,8.33,0.12,0.12,29.06,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
29.42,APPROACH,ILS_TRACK,152.46,152,-0.46,444.22,364.71,-7.21,6.29,8.85,270,0.006,0.2731,0,15.572,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.76,0,0.463,0,270,-2.703,0,1,-2.69,0,0,-2.82,270,0.529,-0.0001,0.8486,-2.7,270,0.03,-2.73,7.117,-0.004,0.297,1,3,667.01,0.654,-2.703,447.26,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.31,1098.71,2,0,0.12,0.12,175,8.33,0.12,0.12,29.42,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
29.78,APPROACH,ILS_TRACK,152.51,152,-0.51,441.51,362.02,-7.76,6.14,8.95,270,0.008,0.2235,0,15.394,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.747,0,0.509,0,270,-2.998,0,1,-2.89,0,0,-2.84,270,0.5334,-0.0001,0.8458,-3,270,0.03,-2.45,7.059,-0.003,0.002,1,3,667.01,0.917,-2.998,444.26,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.73,1099.13,2,0,0.12,0.12,178,8.33,0.12,0.12,29.78,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
30.14,APPROACH,ILS_TRACK,152.5,152,-0.5,438.9,359.18,-7.66,6.9,9.68,270,0.003,0.225,0,15.21,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.749,0,0.504,0,270,-3.159,0,1,-2.9,0,0,-3.31,270,0.5359,-0.0001,0.8443,-3.16,270,0.03,-2.06,7.002,-0.004,-0.159,1,3,667.01,0.971,-3.159,441.26,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.76,1099.32,2,0,0.12,0.12,181,8.33,0.12,0.12,30.14,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
30.5,APPROACH,ILS_TRACK,152.44,152,-0.44,436.08,356.44,-7.75,6.66,9.44,270,0.002,0.25,0,15.047,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.766,0,0.442,0,269.99,-2.803,0,1,-2.9,0,0,-2.76,270,0.5307,-0.0001,0.8476,-2.8,269.99,0.03,-1.88,6.945,-0.006,0.197,1,3,667.01,0.459,-2.803,438.27,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.77,1099.3,2,0,0.12,0.12,184,8.33,0.12,0.12,30.5,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
30.76,APPROACH,ILS_TRACK,152.44,152,-0.44,434.1,354.38,-7.91,6.87,9.76,270,0.002,0.2401,0,14.933,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.767,0,0.439,0,270,-3.129,0,1,-2.98,0,0,-2.95,270,0.5356,-0.0001,0.8445,-3.13,270,0.04,-1.7,6.904,-0.003,-0.129,1,3,667.01,0.799,-3.129,436.11,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.89,1099.45,2,0,0.12,0.12,186,7.69,0.14,0.12,30.76,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
31.12,APPROACH,ILS_TRACK,152.39,152,-0.39,431.29,351.58,-7.81,6.89,9.69,270,0.001,0.2531,0,14.786,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.78,0,0.393,0,270,-2.876,0,1,-2.92,0,0,-2.9,269.99,0.5319,-0.0001,0.8468,-2.88,270,0.04,-1.51,6.847,-0.003,0.124,1,3,667.01,0.411,-2.876,433.11,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.08,1099.49,2,0,0.12,0.12,189,8.33,0.12,0.12,31.12,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
31.48,APPROACH,ILS_TRACK,152.37,152,-0.37,428.49,348.75,-7.75,7.02,9.81,270,-0.001,0.2449,0,14.647,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.785,0,0.376,0,270,-3.028,0,1,-2.92,0,0,-3.1,270,0.5343,-0.0001,0.8453,-3.03,270,0.04,-1.31,6.79,-0.005,-0.028,1,3,667.01,0.525,-3.028,430.12,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.49,1099.65,2,0,0.12,0.12,192,8.33,0.12,0.12,31.48,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
31.84,APPROACH,ILS_TRACK,152.36,152,-0.36,425.65,345.94,-7.95,6.84,9.72,270,0.002,0.2383,0,14.518,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.79,0,0.359,0,270,-3.018,0,1,-2.97,0,0,-2.9,270,0.5342,-0.0001,0.8454,-3.02,270,0.04,-1.17,6.733,-0.003,-0.018,1,3,667.01,0.462,-3.018,427.13,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.69,1099.81,2,0,0.12,0.12,195,8.33,0.12,0.12,31.84,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
32.2,APPROACH,ILS_TRACK,152.33,152,-0.33,422.81,343.11,-7.79,6.89,9.68,270,-0.001,0.2401,0,14.393,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.796,0,0.336,0,269.99,-2.929,0,1,-2.92,0,0,-3.09,270,0.5329,-0.0001,0.8461,-2.93,269.99,0.05,-1,6.675,-0.005,0.071,1,3,667.01,0.287,-2.929,424.14,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.03,1099.94,2,0,0.12,0.12,198,8.33,0.12,0.12,32.2,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
32.56,APPROACH,ILS_TRACK,152.34,152,-0.34,419.98,340.26,-8.03,6.87,9.8,270,0.001,0.2243,0,14.271,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.795,0,0.341,0,270,-3.18,0,1,-3.02,0,0,-3.01,270,0.5367,-0.0001,0.8438,-3.18,270,0.05,-0.86,6.618,-0.004,-0.18,1,3,667.01,0.549,-3.18,421.15,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.25,1100.21,2,0,0.12,0.12,201,8.33,0.12,0.12,32.56,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
32.92,APPROACH,ILS_TRACK,152.3,152,-0.3,417.09,337.43,-7.84,6.77,9.57,270,-0.003,0.2407,0,14.156,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.806,0,0.302,0,270,-2.878,0,1,-2.94,0,0,-3.01,270,0.5324,-0.0001,0.8465,-2.88,270,0.05,-0.74,6.561,-0.005,0.122,1,3,667.01,0.127,-2.878,418.16,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.52,1100.27,2,0,0.12,0.12,204,8.33,0.12,0.12,32.92,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
